Date,USDINR18OCT73CE O,USDINR18OCT73CE H,USDINR18OCT73CE L,USDINR18OCT73CE C,USDINR18OCT73CE V
9/14/2018 9:16:00 AM,0.4375,0.4375,0.4375,0.4375,0
9/14/2018 9:15:00 AM,0.44,0.44,0.4375,0.4375,100
9/14/2018 9:14:00 AM,0.4225,0.44,0.4225,0.44,208
9/14/2018 9:13:00 AM,0.4225,0.4225,0.4225,0.4225,0
9/14/2018 9:12:00 AM,0.4275,0.4275,0.4225,0.4225,221
9/14/2018 9:11:00 AM,0.43,0.43,0.4225,0.4275,27
9/14/2018 9:10:00 AM,0.43,0.43,0.4275,0.43,503
9/14/2018 9:09:00 AM,0.44,0.44,0.43,0.43,105
9/14/2018 9:08:00 AM,0.4175,0.44,0.415,0.44,11
9/14/2018 9:07:00 AM,0.415,0.4175,0.405,0.4175,1059
9/14/2018 9:06:00 AM,0.4225,0.425,0.4125,0.415,599
9/14/2018 9:05:00 AM,0.42,0.4225,0.42,0.4225,71
9/14/2018 9:04:00 AM,0.43,0.43,0.42,0.42,87
9/14/2018 9:03:00 AM,0.44,0.44,0.42,0.43,17
9/14/2018 9:02:00 AM,0.44,0.44,0.44,0.44,14
9/14/2018 9:01:00 AM,0.44,0.44,0.44,0.44,16
