Date,USDINR18SEP73CE O,USDINR18SEP73CE H,USDINR18SEP73CE L,USDINR18SEP73CE C,USDINR18SEP73CE V
9/14/2018 4:17:00 PM,0.115,0.115,0.115,0.115,0
9/14/2018 4:16:00 PM,0.12,0.12,0.115,0.115,308
9/14/2018 4:15:00 PM,0.1225,0.1225,0.12,0.12,5
9/14/2018 4:14:00 PM,0.125,0.125,0.1225,0.1225,8
9/14/2018 4:13:00 PM,0.1225,0.125,0.1225,0.125,205
9/14/2018 4:12:00 PM,0.1225,0.1225,0.1225,0.1225,0
9/14/2018 4:11:00 PM,0.12,0.1225,0.12,0.1225,270
9/14/2018 4:10:00 PM,0.12,0.1225,0.12,0.12,55
9/14/2018 4:09:00 PM,0.12,0.1225,0.1175,0.12,402
9/14/2018 4:08:00 PM,0.12,0.12,0.12,0.12,362
9/14/2018 4:07:00 PM,0.125,0.125,0.12,0.12,570
9/14/2018 4:06:00 PM,0.125,0.125,0.125,0.125,150
9/14/2018 4:05:00 PM,0.125,0.1275,0.125,0.125,188
9/14/2018 4:04:00 PM,0.125,0.125,0.125,0.125,376
9/14/2018 4:03:00 PM,0.1225,0.125,0.1225,0.125,1006
9/14/2018 4:02:00 PM,0.1275,0.1275,0.1225,0.1225,1282
9/14/2018 4:01:00 PM,0.13,0.13,0.125,0.1275,813
9/14/2018 4:00:00 PM,0.1325,0.135,0.13,0.13,755
9/14/2018 3:59:00 PM,0.1325,0.1325,0.1325,0.1325,328
9/14/2018 3:58:00 PM,0.13,0.135,0.13,0.1325,92
9/14/2018 3:57:00 PM,0.1275,0.13,0.1275,0.13,50
9/14/2018 3:56:00 PM,0.1275,0.1275,0.1275,0.1275,10
9/14/2018 3:55:00 PM,0.13,0.1325,0.1275,0.1275,365
9/14/2018 3:54:00 PM,0.1275,0.1325,0.1275,0.13,224
9/14/2018 3:53:00 PM,0.13,0.13,0.1275,0.1275,185
9/14/2018 3:52:00 PM,0.1275,0.13,0.1275,0.13,2
9/14/2018 3:51:00 PM,0.1325,0.1325,0.1275,0.1275,461
9/14/2018 3:50:00 PM,0.1325,0.1325,0.13,0.1325,186
9/14/2018 3:49:00 PM,0.135,0.135,0.1325,0.1325,280
9/14/2018 3:48:00 PM,0.1375,0.1375,0.135,0.135,1
9/14/2018 3:47:00 PM,0.1325,0.14,0.1325,0.1375,326
9/14/2018 3:46:00 PM,0.14,0.14,0.1325,0.1325,549
9/14/2018 3:45:00 PM,0.14,0.1425,0.14,0.14,1102
9/14/2018 3:44:00 PM,0.1425,0.1425,0.14,0.14,550
9/14/2018 3:43:00 PM,0.145,0.145,0.14,0.1425,507
9/14/2018 3:42:00 PM,0.145,0.145,0.145,0.145,696
9/14/2018 3:41:00 PM,0.1475,0.1475,0.145,0.145,27
9/14/2018 3:40:00 PM,0.145,0.1475,0.145,0.1475,810
9/14/2018 3:39:00 PM,0.145,0.1475,0.145,0.145,221
9/14/2018 3:38:00 PM,0.145,0.145,0.145,0.145,100
9/14/2018 3:37:00 PM,0.1425,0.145,0.1425,0.145,2517
9/14/2018 3:36:00 PM,0.1475,0.1475,0.1425,0.1425,543
9/14/2018 3:35:00 PM,0.1475,0.1475,0.1475,0.1475,280
9/14/2018 3:34:00 PM,0.145,0.1475,0.145,0.1475,1010
9/14/2018 3:33:00 PM,0.145,0.15,0.145,0.145,972
9/14/2018 3:32:00 PM,0.14,0.15,0.14,0.145,618
9/14/2018 3:31:00 PM,0.1325,0.1425,0.1325,0.14,1254
9/14/2018 3:30:00 PM,0.13,0.135,0.13,0.1325,125
9/14/2018 3:29:00 PM,0.1325,0.1325,0.13,0.13,1147
9/14/2018 3:28:00 PM,0.13,0.1325,0.13,0.1325,21
9/14/2018 3:27:00 PM,0.1275,0.13,0.1275,0.13,1601
9/14/2018 3:26:00 PM,0.13,0.13,0.1275,0.13,413
9/14/2018 3:25:00 PM,0.125,0.13,0.125,0.13,925
9/14/2018 3:24:00 PM,0.1175,0.125,0.1175,0.125,591
9/14/2018 3:23:00 PM,0.115,0.1175,0.115,0.1175,520
9/14/2018 3:22:00 PM,0.115,0.115,0.115,0.115,205
9/14/2018 3:21:00 PM,0.1125,0.115,0.1125,0.115,306
9/14/2018 3:20:00 PM,0.1125,0.1125,0.1125,0.1125,1018
9/14/2018 3:19:00 PM,0.115,0.115,0.1125,0.1125,627
9/14/2018 3:18:00 PM,0.1125,0.115,0.1125,0.115,43
9/14/2018 3:17:00 PM,0.115,0.115,0.1125,0.1125,29
9/14/2018 3:16:00 PM,0.1125,0.115,0.1125,0.115,48
9/14/2018 3:15:00 PM,0.1125,0.1125,0.1125,0.1125,100
9/14/2018 3:14:00 PM,0.1125,0.1125,0.1125,0.1125,261
9/14/2018 3:13:00 PM,0.11,0.1125,0.11,0.1125,120
9/14/2018 3:12:00 PM,0.11,0.1125,0.11,0.11,585
9/14/2018 3:11:00 PM,0.1075,0.11,0.1075,0.11,100
9/14/2018 3:10:00 PM,0.1075,0.1075,0.1075,0.1075,101
9/14/2018 3:09:00 PM,0.1075,0.1075,0.1075,0.1075,2747
9/14/2018 3:08:00 PM,0.1075,0.1075,0.1075,0.1075,1825
9/14/2018 3:07:00 PM,0.11,0.11,0.1075,0.1075,57
9/14/2018 3:06:00 PM,0.105,0.11,0.105,0.11,1557
9/14/2018 3:05:00 PM,0.105,0.105,0.105,0.105,535
9/14/2018 3:04:00 PM,0.1,0.105,0.1,0.105,1489
9/14/2018 3:03:00 PM,0.0975,0.1025,0.0975,0.1,3962
9/14/2018 3:02:00 PM,0.1,0.1,0.1,0.1,0
9/14/2018 3:01:00 PM,0.1,0.1,0.1,0.1,0
9/14/2018 3:00:00 PM,0.1,0.1025,0.1,0.1,30
9/14/2018 2:59:00 PM,0.0975,0.1,0.0975,0.1,303
9/14/2018 2:58:00 PM,0.1,0.1,0.0975,0.0975,12
9/14/2018 2:57:00 PM,0.0975,0.1,0.0975,0.1,107
9/14/2018 2:56:00 PM,0.0975,0.0975,0.0975,0.0975,100
9/14/2018 2:55:00 PM,0.095,0.0975,0.095,0.0975,15
9/14/2018 2:54:00 PM,0.095,0.095,0.095,0.095,53
9/14/2018 2:53:00 PM,0.0975,0.0975,0.0975,0.0975,252
9/14/2018 2:52:00 PM,0.0975,0.0975,0.095,0.0975,47
9/14/2018 2:51:00 PM,0.1,0.1,0.095,0.0975,520
9/14/2018 2:50:00 PM,0.095,0.1,0.095,0.1,234
9/14/2018 2:49:00 PM,0.095,0.095,0.095,0.095,0
9/14/2018 2:48:00 PM,0.095,0.095,0.095,0.095,252
9/14/2018 2:47:00 PM,0.095,0.095,0.095,0.095,332
9/14/2018 2:46:00 PM,0.095,0.095,0.0925,0.095,220
9/14/2018 2:45:00 PM,0.095,0.095,0.095,0.095,836
9/14/2018 2:44:00 PM,0.095,0.095,0.095,0.095,0
9/14/2018 2:43:00 PM,0.095,0.095,0.095,0.095,126
9/14/2018 2:42:00 PM,0.095,0.095,0.095,0.095,42
9/14/2018 2:41:00 PM,0.095,0.095,0.095,0.095,0
9/14/2018 2:40:00 PM,0.0925,0.095,0.0925,0.095,129
9/14/2018 2:39:00 PM,0.0925,0.0925,0.0925,0.0925,0
9/14/2018 2:38:00 PM,0.0925,0.0925,0.0925,0.0925,0
9/14/2018 2:37:00 PM,0.0925,0.0925,0.0925,0.0925,118
9/14/2018 2:36:00 PM,0.0925,0.0925,0.0925,0.0925,16
9/14/2018 2:35:00 PM,0.095,0.095,0.0925,0.0925,106
9/14/2018 2:34:00 PM,0.095,0.095,0.095,0.095,1
9/14/2018 2:33:00 PM,0.095,0.095,0.095,0.095,0
9/14/2018 2:32:00 PM,0.095,0.095,0.095,0.095,40
9/14/2018 2:31:00 PM,0.095,0.095,0.0925,0.095,234
9/14/2018 2:30:00 PM,0.095,0.095,0.095,0.095,436
9/14/2018 2:29:00 PM,0.095,0.095,0.095,0.095,0
9/14/2018 2:28:00 PM,0.0975,0.0975,0.095,0.095,345
9/14/2018 2:27:00 PM,0.0975,0.0975,0.0975,0.0975,55
9/14/2018 2:26:00 PM,0.0975,0.1,0.0975,0.0975,463
9/14/2018 2:25:00 PM,0.0975,0.0975,0.095,0.0975,680
9/14/2018 2:24:00 PM,0.0975,0.0975,0.0975,0.0975,0
9/14/2018 2:23:00 PM,0.095,0.0975,0.095,0.0975,15
9/14/2018 2:22:00 PM,0.095,0.095,0.095,0.095,10
9/14/2018 2:21:00 PM,0.095,0.095,0.095,0.095,100
9/14/2018 2:20:00 PM,0.1,0.1,0.095,0.095,501
9/14/2018 2:19:00 PM,0.0975,0.1,0.0975,0.1,42
9/14/2018 2:18:00 PM,0.0975,0.0975,0.0975,0.0975,60
9/14/2018 2:17:00 PM,0.0975,0.0975,0.0975,0.0975,2
9/14/2018 2:16:00 PM,0.0975,0.0975,0.095,0.0975,100
9/14/2018 2:15:00 PM,0.0975,0.0975,0.0975,0.0975,0
9/14/2018 2:14:00 PM,0.1,0.1,0.0975,0.0975,150
9/14/2018 2:13:00 PM,0.1,0.1,0.1,0.1,10
9/14/2018 2:12:00 PM,0.1,0.1025,0.1,0.1,2297
9/14/2018 2:11:00 PM,0.1,0.1,0.1,0.1,194
9/14/2018 2:10:00 PM,0.1,0.1,0.1,0.1,0
9/14/2018 2:09:00 PM,0.0975,0.1,0.0975,0.1,53
9/14/2018 2:08:00 PM,0.0975,0.1,0.0975,0.0975,189
9/14/2018 2:07:00 PM,0.095,0.0975,0.0925,0.0975,738
9/14/2018 2:06:00 PM,0.095,0.0975,0.095,0.095,71
9/14/2018 2:05:00 PM,0.095,0.0975,0.0925,0.095,478
9/14/2018 2:04:00 PM,0.095,0.095,0.095,0.095,179
9/14/2018 2:03:00 PM,0.095,0.095,0.0925,0.095,1174
9/14/2018 2:02:00 PM,0.095,0.095,0.095,0.095,2300
9/14/2018 2:01:00 PM,0.095,0.095,0.095,0.095,1045
9/14/2018 2:00:00 PM,0.095,0.095,0.095,0.095,55
9/14/2018 1:59:00 PM,0.095,0.095,0.095,0.095,1
9/14/2018 1:58:00 PM,0.095,0.095,0.095,0.095,392
9/14/2018 1:57:00 PM,0.09,0.0975,0.09,0.095,535
9/14/2018 1:56:00 PM,0.095,0.095,0.09,0.09,45
9/14/2018 1:55:00 PM,0.0925,0.095,0.0925,0.095,63
9/14/2018 1:54:00 PM,0.095,0.095,0.09,0.0925,280
9/14/2018 1:53:00 PM,0.095,0.095,0.095,0.095,1
9/14/2018 1:52:00 PM,0.09,0.095,0.09,0.095,295
9/14/2018 1:51:00 PM,0.0875,0.09,0.0875,0.09,503
9/14/2018 1:50:00 PM,0.0875,0.0875,0.0875,0.0875,1
9/14/2018 1:49:00 PM,0.09,0.09,0.0875,0.0875,193
9/14/2018 1:48:00 PM,0.09,0.09,0.0875,0.09,45
9/14/2018 1:47:00 PM,0.0875,0.09,0.0875,0.09,100
9/14/2018 1:46:00 PM,0.085,0.0875,0.085,0.0875,200
9/14/2018 1:45:00 PM,0.0875,0.0875,0.085,0.085,20
9/14/2018 1:44:00 PM,0.0875,0.0875,0.0875,0.0875,420
9/14/2018 1:43:00 PM,0.0875,0.09,0.0875,0.0875,123
9/14/2018 1:42:00 PM,0.0825,0.09,0.0825,0.0875,413
9/14/2018 1:41:00 PM,0.0825,0.0825,0.0825,0.0825,99
9/14/2018 1:40:00 PM,0.08,0.0825,0.08,0.0825,266
9/14/2018 1:39:00 PM,0.08,0.08,0.08,0.08,243
9/14/2018 1:38:00 PM,0.08,0.08,0.0775,0.08,82
9/14/2018 1:37:00 PM,0.0775,0.08,0.0775,0.08,30
9/14/2018 1:36:00 PM,0.08,0.08,0.0775,0.0775,240
9/14/2018 1:35:00 PM,0.0825,0.0825,0.0775,0.08,442
9/14/2018 1:34:00 PM,0.075,0.0825,0.075,0.0825,1097
9/14/2018 1:33:00 PM,0.075,0.075,0.075,0.075,15
9/14/2018 1:32:00 PM,0.075,0.075,0.075,0.075,156
9/14/2018 1:31:00 PM,0.0775,0.0775,0.075,0.075,202
9/14/2018 1:30:00 PM,0.075,0.0775,0.075,0.0775,124
9/14/2018 1:29:00 PM,0.0725,0.075,0.0725,0.075,138
9/14/2018 1:28:00 PM,0.075,0.075,0.0725,0.0725,260
9/14/2018 1:27:00 PM,0.075,0.075,0.075,0.075,5
9/14/2018 1:26:00 PM,0.075,0.075,0.075,0.075,0
9/14/2018 1:25:00 PM,0.075,0.075,0.075,0.075,200
9/14/2018 1:24:00 PM,0.0725,0.075,0.0725,0.075,100
9/14/2018 1:23:00 PM,0.0725,0.0725,0.0725,0.0725,0
9/14/2018 1:22:00 PM,0.0725,0.0725,0.0725,0.0725,16
9/14/2018 1:21:00 PM,0.0725,0.0725,0.0725,0.0725,365
9/14/2018 1:20:00 PM,0.0725,0.0725,0.0725,0.0725,0
9/14/2018 1:19:00 PM,0.0725,0.0725,0.0725,0.0725,42
9/14/2018 1:18:00 PM,0.07,0.0725,0.07,0.0725,128
9/14/2018 1:17:00 PM,0.07,0.07,0.07,0.07,0
9/14/2018 1:16:00 PM,0.07,0.07,0.07,0.07,24
9/14/2018 1:15:00 PM,0.0725,0.0725,0.07,0.07,174
9/14/2018 1:14:00 PM,0.07,0.0725,0.07,0.0725,60
9/14/2018 1:13:00 PM,0.07,0.07,0.07,0.07,362
9/14/2018 1:12:00 PM,0.0675,0.07,0.0675,0.07,101
9/14/2018 1:11:00 PM,0.0675,0.0675,0.0675,0.0675,0
9/14/2018 1:10:00 PM,0.0675,0.0675,0.0675,0.0675,150
9/14/2018 1:09:00 PM,0.0675,0.0675,0.0675,0.0675,488
9/14/2018 1:08:00 PM,0.065,0.0675,0.065,0.0675,300
9/14/2018 1:07:00 PM,0.065,0.065,0.065,0.065,740
9/14/2018 1:06:00 PM,0.0675,0.0675,0.0625,0.065,281
9/14/2018 1:05:00 PM,0.0675,0.0675,0.065,0.0675,363
9/14/2018 1:04:00 PM,0.0675,0.0675,0.0675,0.0675,0
9/14/2018 1:03:00 PM,0.0675,0.0675,0.0675,0.0675,599
9/14/2018 1:02:00 PM,0.0675,0.0675,0.0675,0.0675,201
9/14/2018 1:01:00 PM,0.0675,0.0675,0.0675,0.0675,188
9/14/2018 1:00:00 PM,0.07,0.0725,0.0675,0.0675,227
9/14/2018 12:59:00 PM,0.075,0.0775,0.07,0.07,755
9/14/2018 12:58:00 PM,0.075,0.075,0.0725,0.075,166
9/14/2018 12:57:00 PM,0.075,0.075,0.075,0.075,101
9/14/2018 12:56:00 PM,0.075,0.075,0.075,0.075,0
9/14/2018 12:55:00 PM,0.075,0.0775,0.075,0.075,1636
9/14/2018 12:54:00 PM,0.075,0.08,0.075,0.075,854
9/14/2018 12:53:00 PM,0.075,0.075,0.075,0.075,129
9/14/2018 12:52:00 PM,0.075,0.075,0.075,0.075,0
9/14/2018 12:51:00 PM,0.075,0.075,0.075,0.075,1
9/14/2018 12:50:00 PM,0.0775,0.0775,0.075,0.075,27
9/14/2018 12:49:00 PM,0.075,0.0775,0.075,0.0775,130
9/14/2018 12:48:00 PM,0.075,0.075,0.0725,0.075,85
9/14/2018 12:47:00 PM,0.075,0.075,0.075,0.075,86
9/14/2018 12:46:00 PM,0.0725,0.075,0.0725,0.075,20
9/14/2018 12:45:00 PM,0.0725,0.0725,0.0725,0.0725,0
9/14/2018 12:44:00 PM,0.075,0.075,0.0725,0.0725,50
9/14/2018 12:43:00 PM,0.075,0.075,0.075,0.075,0
9/14/2018 12:42:00 PM,0.0775,0.0775,0.075,0.075,33
9/14/2018 12:41:00 PM,0.075,0.0775,0.075,0.0775,264
9/14/2018 12:40:00 PM,0.075,0.075,0.075,0.075,10
9/14/2018 12:39:00 PM,0.075,0.075,0.075,0.075,4
9/14/2018 12:38:00 PM,0.075,0.075,0.075,0.075,0
9/14/2018 12:37:00 PM,0.0775,0.0775,0.075,0.075,450
9/14/2018 12:36:00 PM,0.0775,0.0775,0.0775,0.0775,10
9/14/2018 12:35:00 PM,0.0775,0.0775,0.0775,0.0775,10
9/14/2018 12:34:00 PM,0.075,0.0775,0.075,0.0775,20
9/14/2018 12:33:00 PM,0.075,0.075,0.075,0.075,515
9/14/2018 12:32:00 PM,0.075,0.075,0.075,0.075,14
9/14/2018 12:31:00 PM,0.075,0.075,0.075,0.075,6
9/14/2018 12:30:00 PM,0.075,0.075,0.075,0.075,30
9/14/2018 12:29:00 PM,0.075,0.075,0.075,0.075,0
9/14/2018 12:28:00 PM,0.0725,0.075,0.0725,0.075,55
9/14/2018 12:27:00 PM,0.075,0.075,0.0725,0.0725,1046
9/14/2018 12:26:00 PM,0.0725,0.075,0.0725,0.075,122
9/14/2018 12:25:00 PM,0.0725,0.0725,0.0725,0.0725,253
9/14/2018 12:24:00 PM,0.07,0.0725,0.07,0.0725,26
9/14/2018 12:23:00 PM,0.0725,0.0725,0.07,0.07,307
9/14/2018 12:22:00 PM,0.07,0.0725,0.07,0.0725,906
9/14/2018 12:21:00 PM,0.07,0.07,0.07,0.07,893
9/14/2018 12:20:00 PM,0.07,0.07,0.07,0.07,951
9/14/2018 12:19:00 PM,0.07,0.07,0.0675,0.07,312
9/14/2018 12:18:00 PM,0.0725,0.0725,0.07,0.07,798
9/14/2018 12:17:00 PM,0.0775,0.0775,0.0725,0.0725,1019
9/14/2018 12:16:00 PM,0.0775,0.0775,0.075,0.0775,296
9/14/2018 12:15:00 PM,0.0725,0.0775,0.0725,0.0775,376
9/14/2018 12:14:00 PM,0.0725,0.0775,0.0725,0.0725,1303
9/14/2018 12:13:00 PM,0.0725,0.075,0.0725,0.0725,1542
9/14/2018 12:12:00 PM,0.0775,0.0775,0.0725,0.0725,827
9/14/2018 12:11:00 PM,0.08,0.08,0.075,0.0775,551
9/14/2018 12:10:00 PM,0.0825,0.0825,0.08,0.08,490
9/14/2018 12:09:00 PM,0.08,0.0825,0.08,0.0825,330
9/14/2018 12:08:00 PM,0.0825,0.0825,0.08,0.08,24
9/14/2018 12:07:00 PM,0.0825,0.085,0.08,0.0825,795
9/14/2018 12:06:00 PM,0.08,0.0825,0.08,0.0825,1143
9/14/2018 12:05:00 PM,0.0825,0.0825,0.075,0.08,1577
9/14/2018 12:04:00 PM,0.085,0.085,0.0825,0.0825,1052
9/14/2018 12:03:00 PM,0.085,0.085,0.085,0.085,197
9/14/2018 12:02:00 PM,0.0875,0.0875,0.085,0.085,2
9/14/2018 12:01:00 PM,0.0875,0.09,0.0875,0.0875,29
9/14/2018 12:00:00 PM,0.0925,0.0925,0.0875,0.0875,323
9/14/2018 11:59:00 AM,0.0925,0.0925,0.0925,0.0925,12
9/14/2018 11:58:00 AM,0.095,0.095,0.0925,0.0925,244
9/14/2018 11:57:00 AM,0.095,0.095,0.095,0.095,0
9/14/2018 11:56:00 AM,0.095,0.095,0.095,0.095,5
9/14/2018 11:55:00 AM,0.095,0.095,0.095,0.095,1
9/14/2018 11:54:00 AM,0.1,0.1,0.095,0.095,1279
9/14/2018 11:53:00 AM,0.1,0.1,0.1,0.1,0
9/14/2018 11:52:00 AM,0.1,0.1,0.1,0.1,0
9/14/2018 11:51:00 AM,0.1,0.1,0.1,0.1,0
9/14/2018 11:50:00 AM,0.1,0.1,0.1,0.1,62
9/14/2018 11:49:00 AM,0.0975,0.1,0.0975,0.1,62
9/14/2018 11:48:00 AM,0.1,0.1,0.0975,0.0975,2
9/14/2018 11:47:00 AM,0.1,0.1,0.1,0.1,0
9/14/2018 11:46:00 AM,0.1,0.1,0.0975,0.1,1043
9/14/2018 11:45:00 AM,0.0975,0.1,0.0975,0.1,2045
9/14/2018 11:44:00 AM,0.0975,0.0975,0.0975,0.0975,35
9/14/2018 11:43:00 AM,0.0975,0.0975,0.0975,0.0975,0
9/14/2018 11:42:00 AM,0.0975,0.0975,0.0975,0.0975,0
9/14/2018 11:41:00 AM,0.0975,0.0975,0.0975,0.0975,0
9/14/2018 11:40:00 AM,0.0975,0.0975,0.0975,0.0975,150
9/14/2018 11:39:00 AM,0.0975,0.0975,0.0975,0.0975,3
9/14/2018 11:38:00 AM,0.095,0.0975,0.095,0.0975,78
9/14/2018 11:37:00 AM,0.095,0.095,0.0925,0.095,39
9/14/2018 11:36:00 AM,0.095,0.095,0.095,0.095,90
9/14/2018 11:35:00 AM,0.095,0.095,0.095,0.095,0
9/14/2018 11:34:00 AM,0.09,0.095,0.09,0.095,27
9/14/2018 11:33:00 AM,0.09,0.09,0.09,0.09,0
9/14/2018 11:32:00 AM,0.0925,0.0925,0.09,0.09,101
9/14/2018 11:31:00 AM,0.0925,0.0925,0.0925,0.0925,200
9/14/2018 11:30:00 AM,0.0925,0.0925,0.0925,0.0925,13
9/14/2018 11:29:00 AM,0.0925,0.0925,0.0925,0.0925,3
9/14/2018 11:28:00 AM,0.09,0.0925,0.09,0.0925,7
9/14/2018 11:27:00 AM,0.09,0.09,0.09,0.09,255
9/14/2018 11:26:00 AM,0.09,0.09,0.09,0.09,270
9/14/2018 11:25:00 AM,0.09,0.09,0.09,0.09,0
9/14/2018 11:24:00 AM,0.09,0.09,0.09,0.09,115
9/14/2018 11:23:00 AM,0.09,0.09,0.09,0.09,0
9/14/2018 11:22:00 AM,0.0925,0.0925,0.09,0.09,500
9/14/2018 11:21:00 AM,0.095,0.095,0.0925,0.0925,300
9/14/2018 11:20:00 AM,0.09,0.095,0.09,0.095,750
9/14/2018 11:19:00 AM,0.09,0.09,0.09,0.09,3
9/14/2018 11:18:00 AM,0.09,0.09,0.09,0.09,100
9/14/2018 11:17:00 AM,0.09,0.09,0.09,0.09,0
9/14/2018 11:16:00 AM,0.0925,0.0925,0.09,0.09,100
9/14/2018 11:15:00 AM,0.0925,0.0925,0.0925,0.0925,0
9/14/2018 11:14:00 AM,0.0925,0.0925,0.0925,0.0925,0
9/14/2018 11:13:00 AM,0.095,0.095,0.0925,0.0925,49
9/14/2018 11:12:00 AM,0.095,0.095,0.0925,0.095,626
9/14/2018 11:11:00 AM,0.0925,0.095,0.0925,0.095,400
9/14/2018 11:10:00 AM,0.095,0.095,0.09,0.0925,1042
9/14/2018 11:09:00 AM,0.095,0.095,0.095,0.095,0
9/14/2018 11:08:00 AM,0.0975,0.0975,0.095,0.095,85
9/14/2018 11:07:00 AM,0.0975,0.0975,0.0975,0.0975,5
9/14/2018 11:06:00 AM,0.0975,0.0975,0.0975,0.0975,0
9/14/2018 11:05:00 AM,0.0975,0.0975,0.0975,0.0975,4
9/14/2018 11:04:00 AM,0.095,0.0975,0.095,0.0975,650
9/14/2018 11:03:00 AM,0.095,0.095,0.095,0.095,175
9/14/2018 11:02:00 AM,0.0925,0.095,0.0925,0.095,175
9/14/2018 11:01:00 AM,0.09,0.0925,0.09,0.0925,550
9/14/2018 11:00:00 AM,0.09,0.09,0.09,0.09,0
9/14/2018 10:59:00 AM,0.09,0.09,0.09,0.09,746
9/14/2018 10:58:00 AM,0.09,0.09,0.0875,0.09,190
9/14/2018 10:57:00 AM,0.09,0.09,0.0875,0.09,320
9/14/2018 10:56:00 AM,0.09,0.09,0.09,0.09,4
9/14/2018 10:55:00 AM,0.09,0.09,0.09,0.09,59
9/14/2018 10:54:00 AM,0.09,0.09,0.09,0.09,301
9/14/2018 10:53:00 AM,0.0925,0.0925,0.09,0.09,15
9/14/2018 10:52:00 AM,0.0925,0.0925,0.09,0.0925,463
9/14/2018 10:51:00 AM,0.0925,0.0925,0.0925,0.0925,0
9/14/2018 10:50:00 AM,0.095,0.095,0.0925,0.0925,243
9/14/2018 10:49:00 AM,0.095,0.095,0.095,0.095,50
9/14/2018 10:48:00 AM,0.095,0.095,0.095,0.095,205
9/14/2018 10:47:00 AM,0.095,0.095,0.095,0.095,517
9/14/2018 10:46:00 AM,0.0925,0.0925,0.0925,0.0925,100
9/14/2018 10:45:00 AM,0.0925,0.0925,0.0925,0.0925,85
9/14/2018 10:44:00 AM,0.0925,0.0925,0.0925,0.0925,0
9/14/2018 10:43:00 AM,0.095,0.095,0.0925,0.0925,1
9/14/2018 10:42:00 AM,0.095,0.095,0.095,0.095,0
9/14/2018 10:41:00 AM,0.095,0.095,0.095,0.095,100
9/14/2018 10:40:00 AM,0.095,0.095,0.095,0.095,200
9/14/2018 10:39:00 AM,0.0925,0.095,0.0925,0.095,442
9/14/2018 10:38:00 AM,0.0925,0.0925,0.0925,0.0925,0
9/14/2018 10:37:00 AM,0.0925,0.0925,0.0925,0.0925,4
9/14/2018 10:36:00 AM,0.09,0.0925,0.09,0.0925,60
9/14/2018 10:35:00 AM,0.09,0.09,0.09,0.09,0
9/14/2018 10:34:00 AM,0.09,0.09,0.09,0.09,100
9/14/2018 10:33:00 AM,0.0925,0.0925,0.09,0.09,15
