Date,USDINR18SEP71PE O,USDINR18SEP71PE H,USDINR18SEP71PE L,USDINR18SEP71PE C,USDINR18SEP71PE V
9/14/2018 4:17:00 PM,0.11,0.11,0.11,0.11,996
9/14/2018 4:16:00 PM,0.11,0.11,0.11,0.11,906
9/14/2018 4:15:00 PM,0.1075,0.11,0.1075,0.11,205
9/14/2018 4:14:00 PM,0.1025,0.1075,0.1025,0.1075,474
9/14/2018 4:13:00 PM,0.1025,0.1025,0.1,0.1025,552
9/14/2018 4:12:00 PM,0.105,0.105,0.1025,0.1025,5710
9/14/2018 4:11:00 PM,0.11,0.11,0.105,0.105,2951
9/14/2018 4:10:00 PM,0.1125,0.1125,0.11,0.11,986
9/14/2018 4:09:00 PM,0.1125,0.115,0.1125,0.1125,639
9/14/2018 4:08:00 PM,0.1175,0.1175,0.1125,0.1125,356
9/14/2018 4:07:00 PM,0.115,0.1175,0.1125,0.1175,500
9/14/2018 4:06:00 PM,0.115,0.115,0.115,0.115,25
9/14/2018 4:05:00 PM,0.115,0.115,0.1125,0.115,634
9/14/2018 4:04:00 PM,0.115,0.1175,0.115,0.115,921
9/14/2018 4:03:00 PM,0.12,0.12,0.115,0.115,1127
9/14/2018 4:02:00 PM,0.1175,0.12,0.115,0.12,1503
9/14/2018 4:01:00 PM,0.1125,0.1175,0.1125,0.1175,997
9/14/2018 4:00:00 PM,0.11,0.1125,0.11,0.1125,460
9/14/2018 3:59:00 PM,0.1125,0.1125,0.11,0.11,625
9/14/2018 3:58:00 PM,0.1125,0.1125,0.1125,0.1125,5
9/14/2018 3:57:00 PM,0.115,0.115,0.1125,0.1125,1679
9/14/2018 3:56:00 PM,0.115,0.115,0.1125,0.115,36
9/14/2018 3:55:00 PM,0.115,0.115,0.1125,0.115,65
9/14/2018 3:54:00 PM,0.115,0.115,0.1125,0.115,296
9/14/2018 3:53:00 PM,0.115,0.115,0.1125,0.115,130
9/14/2018 3:52:00 PM,0.115,0.115,0.115,0.115,0
9/14/2018 3:51:00 PM,0.115,0.115,0.115,0.115,3136
9/14/2018 3:50:00 PM,0.1125,0.1175,0.1125,0.115,3442
9/14/2018 3:49:00 PM,0.1125,0.115,0.1125,0.1125,856
9/14/2018 3:48:00 PM,0.1125,0.115,0.1125,0.1125,196
9/14/2018 3:47:00 PM,0.115,0.1175,0.1125,0.1125,764
9/14/2018 3:46:00 PM,0.115,0.115,0.115,0.115,200
9/14/2018 3:45:00 PM,0.115,0.1175,0.115,0.115,557
9/14/2018 3:44:00 PM,0.115,0.115,0.1125,0.115,375
9/14/2018 3:43:00 PM,0.115,0.115,0.1125,0.115,1200
9/14/2018 3:42:00 PM,0.11,0.115,0.11,0.115,222
9/14/2018 3:41:00 PM,0.1125,0.1125,0.11,0.11,16
9/14/2018 3:40:00 PM,0.115,0.115,0.11,0.1125,370
9/14/2018 3:39:00 PM,0.115,0.115,0.115,0.115,10
9/14/2018 3:38:00 PM,0.1175,0.1175,0.115,0.115,494
9/14/2018 3:37:00 PM,0.1175,0.12,0.1175,0.1175,107
9/14/2018 3:36:00 PM,0.1125,0.1175,0.1125,0.1175,534
9/14/2018 3:35:00 PM,0.1125,0.115,0.1125,0.1125,228
9/14/2018 3:34:00 PM,0.1125,0.1125,0.11,0.1125,1184
9/14/2018 3:33:00 PM,0.11,0.1125,0.11,0.1125,132
9/14/2018 3:32:00 PM,0.11,0.115,0.11,0.11,1090
9/14/2018 3:31:00 PM,0.1175,0.1175,0.11,0.11,682
9/14/2018 3:30:00 PM,0.12,0.12,0.115,0.1175,404
9/14/2018 3:29:00 PM,0.1175,0.12,0.1175,0.12,295
9/14/2018 3:28:00 PM,0.115,0.115,0.1125,0.115,88
9/14/2018 3:27:00 PM,0.115,0.115,0.1125,0.115,1204
9/14/2018 3:26:00 PM,0.1125,0.115,0.1125,0.115,599
9/14/2018 3:25:00 PM,0.12,0.12,0.1125,0.1125,643
9/14/2018 3:24:00 PM,0.125,0.125,0.12,0.12,1024
9/14/2018 3:23:00 PM,0.13,0.1325,0.125,0.125,445
9/14/2018 3:22:00 PM,0.1275,0.13,0.125,0.13,170
9/14/2018 3:21:00 PM,0.13,0.13,0.1275,0.1275,198
9/14/2018 3:20:00 PM,0.13,0.13,0.13,0.13,1392
9/14/2018 3:19:00 PM,0.13,0.1325,0.13,0.13,2191
9/14/2018 3:18:00 PM,0.1325,0.1325,0.13,0.13,995
9/14/2018 3:17:00 PM,0.1325,0.1325,0.1325,0.1325,64
9/14/2018 3:16:00 PM,0.13,0.1325,0.13,0.1325,69
9/14/2018 3:15:00 PM,0.13,0.13,0.13,0.13,1
9/14/2018 3:14:00 PM,0.1275,0.13,0.1275,0.13,56
9/14/2018 3:13:00 PM,0.13,0.13,0.1275,0.1275,54
9/14/2018 3:12:00 PM,0.1325,0.1325,0.1275,0.13,1198
9/14/2018 3:11:00 PM,0.1325,0.1325,0.13,0.1325,1062
9/14/2018 3:10:00 PM,0.13,0.135,0.13,0.1325,131
9/14/2018 3:09:00 PM,0.13,0.135,0.13,0.13,157
9/14/2018 3:08:00 PM,0.13,0.13,0.1275,0.13,98
9/14/2018 3:07:00 PM,0.1225,0.13,0.1225,0.13,441
9/14/2018 3:06:00 PM,0.1275,0.1275,0.1225,0.1225,441
9/14/2018 3:05:00 PM,0.13,0.1325,0.1275,0.1275,311
9/14/2018 3:04:00 PM,0.135,0.135,0.13,0.13,1300
9/14/2018 3:03:00 PM,0.135,0.1375,0.1325,0.135,528
9/14/2018 3:02:00 PM,0.135,0.135,0.135,0.135,0
9/14/2018 3:01:00 PM,0.135,0.135,0.135,0.135,4
9/14/2018 3:00:00 PM,0.135,0.135,0.1325,0.135,565
9/14/2018 2:59:00 PM,0.14,0.14,0.1325,0.135,351
9/14/2018 2:58:00 PM,0.1375,0.14,0.1375,0.14,189
9/14/2018 2:57:00 PM,0.14,0.14,0.1375,0.1375,241
9/14/2018 2:56:00 PM,0.1375,0.14,0.1375,0.14,19
9/14/2018 2:55:00 PM,0.1375,0.1375,0.135,0.1375,98
9/14/2018 2:54:00 PM,0.14,0.14,0.135,0.1375,7
9/14/2018 2:53:00 PM,0.14,0.14,0.1375,0.14,53
9/14/2018 2:52:00 PM,0.1375,0.14,0.135,0.14,22
9/14/2018 2:51:00 PM,0.1375,0.1375,0.1375,0.1375,0
9/14/2018 2:50:00 PM,0.14,0.14,0.1375,0.1375,189
9/14/2018 2:49:00 PM,0.1425,0.1425,0.14,0.14,12
9/14/2018 2:48:00 PM,0.145,0.145,0.1425,0.1425,90
9/14/2018 2:47:00 PM,0.1425,0.145,0.1425,0.145,180
9/14/2018 2:46:00 PM,0.1425,0.1425,0.1425,0.1425,1
9/14/2018 2:45:00 PM,0.14,0.1425,0.14,0.1425,332
9/14/2018 2:44:00 PM,0.1425,0.1425,0.1375,0.14,303
9/14/2018 2:43:00 PM,0.145,0.145,0.1425,0.1425,41
9/14/2018 2:42:00 PM,0.145,0.145,0.145,0.145,0
9/14/2018 2:41:00 PM,0.145,0.145,0.1425,0.145,76
9/14/2018 2:40:00 PM,0.145,0.145,0.145,0.145,0
9/14/2018 2:39:00 PM,0.1475,0.1475,0.145,0.145,99
9/14/2018 2:38:00 PM,0.1475,0.1475,0.1475,0.1475,15
9/14/2018 2:37:00 PM,0.15,0.15,0.1475,0.1475,11
9/14/2018 2:36:00 PM,0.1475,0.15,0.1475,0.15,50
9/14/2018 2:35:00 PM,0.1475,0.1475,0.145,0.1475,303
9/14/2018 2:34:00 PM,0.145,0.1475,0.145,0.1475,107
9/14/2018 2:33:00 PM,0.1425,0.1475,0.1425,0.145,105
9/14/2018 2:32:00 PM,0.1425,0.1425,0.1425,0.1425,0
9/14/2018 2:31:00 PM,0.145,0.145,0.1425,0.1425,212
9/14/2018 2:30:00 PM,0.1425,0.145,0.1425,0.145,303
9/14/2018 2:29:00 PM,0.1375,0.1425,0.1375,0.1425,10
9/14/2018 2:28:00 PM,0.1375,0.1375,0.1375,0.1375,0
9/14/2018 2:27:00 PM,0.1375,0.1375,0.1375,0.1375,0
9/14/2018 2:26:00 PM,0.1375,0.1375,0.1375,0.1375,10
9/14/2018 2:25:00 PM,0.14,0.1425,0.1375,0.1375,173
9/14/2018 2:24:00 PM,0.1375,0.14,0.1375,0.14,477
9/14/2018 2:23:00 PM,0.145,0.145,0.1375,0.1375,3010
9/14/2018 2:22:00 PM,0.145,0.145,0.145,0.145,20
9/14/2018 2:21:00 PM,0.1425,0.145,0.1425,0.145,5
9/14/2018 2:20:00 PM,0.1375,0.1425,0.1375,0.1425,312
9/14/2018 2:19:00 PM,0.1375,0.1375,0.135,0.1375,102
9/14/2018 2:18:00 PM,0.1375,0.1375,0.1375,0.1375,107
9/14/2018 2:17:00 PM,0.135,0.1375,0.135,0.1375,44
9/14/2018 2:16:00 PM,0.1375,0.1375,0.135,0.135,6
9/14/2018 2:15:00 PM,0.135,0.1375,0.135,0.1375,140
9/14/2018 2:14:00 PM,0.13,0.135,0.13,0.135,120
9/14/2018 2:13:00 PM,0.13,0.13,0.13,0.13,0
9/14/2018 2:12:00 PM,0.13,0.1325,0.13,0.13,589
9/14/2018 2:11:00 PM,0.13,0.13,0.13,0.13,127
9/14/2018 2:10:00 PM,0.1325,0.1325,0.13,0.13,179
9/14/2018 2:09:00 PM,0.135,0.135,0.1325,0.1325,42
9/14/2018 2:08:00 PM,0.1325,0.135,0.13,0.135,178
9/14/2018 2:07:00 PM,0.1375,0.1375,0.1325,0.1325,470
9/14/2018 2:06:00 PM,0.135,0.1375,0.135,0.1375,517
9/14/2018 2:05:00 PM,0.14,0.14,0.135,0.135,35
9/14/2018 2:04:00 PM,0.14,0.14,0.1375,0.14,238
9/14/2018 2:03:00 PM,0.14,0.14,0.14,0.14,843
9/14/2018 2:02:00 PM,0.1375,0.14,0.1375,0.14,100
9/14/2018 2:01:00 PM,0.1375,0.1375,0.1375,0.1375,12
9/14/2018 2:00:00 PM,0.1375,0.1375,0.135,0.1375,366
9/14/2018 1:59:00 PM,0.135,0.1375,0.135,0.1375,682
9/14/2018 1:58:00 PM,0.13,0.135,0.13,0.135,62
9/14/2018 1:57:00 PM,0.135,0.135,0.13,0.13,985
9/14/2018 1:56:00 PM,0.1375,0.1375,0.1325,0.135,2243
9/14/2018 1:55:00 PM,0.1375,0.1375,0.135,0.1375,2272
9/14/2018 1:54:00 PM,0.1375,0.1375,0.1375,0.1375,105
9/14/2018 1:53:00 PM,0.135,0.1375,0.135,0.1375,82
9/14/2018 1:52:00 PM,0.135,0.1375,0.1325,0.135,1438
9/14/2018 1:51:00 PM,0.1425,0.1425,0.135,0.135,717
9/14/2018 1:50:00 PM,0.1425,0.1425,0.1425,0.1425,89
9/14/2018 1:49:00 PM,0.1425,0.1425,0.1425,0.1425,30
9/14/2018 1:48:00 PM,0.1425,0.1425,0.14,0.1425,939
9/14/2018 1:47:00 PM,0.145,0.145,0.1425,0.1425,491
9/14/2018 1:46:00 PM,0.1475,0.1475,0.145,0.145,359
9/14/2018 1:45:00 PM,0.145,0.1475,0.145,0.1475,1228
9/14/2018 1:44:00 PM,0.14,0.145,0.14,0.145,1870
9/14/2018 1:43:00 PM,0.1425,0.145,0.14,0.14,588
9/14/2018 1:42:00 PM,0.15,0.15,0.1375,0.1425,1720
9/14/2018 1:41:00 PM,0.1525,0.1525,0.15,0.15,370
9/14/2018 1:40:00 PM,0.1525,0.1525,0.15,0.15,309
9/14/2018 1:39:00 PM,0.1575,0.1575,0.155,0.1575,81
9/14/2018 1:38:00 PM,0.1575,0.1575,0.155,0.1575,105
9/14/2018 1:37:00 PM,0.1575,0.1575,0.1575,0.1575,0
9/14/2018 1:36:00 PM,0.1575,0.1575,0.155,0.1575,41
9/14/2018 1:35:00 PM,0.155,0.1575,0.1525,0.1575,754
9/14/2018 1:34:00 PM,0.1575,0.1575,0.155,0.155,64
9/14/2018 1:33:00 PM,0.1575,0.1575,0.155,0.1575,1521
9/14/2018 1:32:00 PM,0.16,0.16,0.1575,0.1575,221
9/14/2018 1:31:00 PM,0.16,0.1625,0.16,0.16,560
9/14/2018 1:30:00 PM,0.16,0.16,0.155,0.16,287
9/14/2018 1:29:00 PM,0.1625,0.1625,0.1575,0.16,5139
9/14/2018 1:28:00 PM,0.16,0.1625,0.16,0.1625,221
9/14/2018 1:27:00 PM,0.1625,0.1625,0.16,0.16,69
9/14/2018 1:26:00 PM,0.16,0.1625,0.16,0.1625,24
9/14/2018 1:25:00 PM,0.16,0.16,0.1575,0.16,828
9/14/2018 1:24:00 PM,0.16,0.16,0.16,0.16,200
9/14/2018 1:23:00 PM,0.16,0.16,0.16,0.16,1685
9/14/2018 1:22:00 PM,0.1625,0.1625,0.16,0.16,1279
9/14/2018 1:21:00 PM,0.165,0.165,0.16,0.1625,589
9/14/2018 1:20:00 PM,0.165,0.165,0.165,0.165,685
9/14/2018 1:19:00 PM,0.1625,0.165,0.1625,0.165,1778
9/14/2018 1:18:00 PM,0.165,0.1675,0.165,0.165,1640
9/14/2018 1:17:00 PM,0.1675,0.1675,0.165,0.165,1261
9/14/2018 1:16:00 PM,0.17,0.17,0.165,0.1675,1186
9/14/2018 1:15:00 PM,0.165,0.1725,0.165,0.17,479
9/14/2018 1:14:00 PM,0.165,0.165,0.1625,0.1625,105
9/14/2018 1:13:00 PM,0.17,0.17,0.165,0.165,214
9/14/2018 1:12:00 PM,0.1725,0.1725,0.1675,0.17,565
9/14/2018 1:11:00 PM,0.175,0.175,0.17,0.1725,645
9/14/2018 1:10:00 PM,0.17,0.1725,0.17,0.1725,105
9/14/2018 1:09:00 PM,0.1725,0.175,0.17,0.17,806
9/14/2018 1:08:00 PM,0.1725,0.175,0.1725,0.1725,3673
9/14/2018 1:07:00 PM,0.175,0.18,0.1725,0.1725,3431
9/14/2018 1:06:00 PM,0.1825,0.185,0.18,0.18,1910
9/14/2018 1:05:00 PM,0.175,0.185,0.175,0.1825,3887
9/14/2018 1:04:00 PM,0.18,0.18,0.175,0.175,2365
9/14/2018 1:03:00 PM,0.1775,0.18,0.175,0.18,2722
9/14/2018 1:02:00 PM,0.1775,0.18,0.1775,0.1775,2219
9/14/2018 1:01:00 PM,0.165,0.1775,0.165,0.1775,6718
9/14/2018 1:00:00 PM,0.165,0.17,0.165,0.165,4100
9/14/2018 12:59:00 PM,0.1575,0.165,0.1575,0.165,1139
9/14/2018 12:58:00 PM,0.1575,0.1625,0.155,0.1575,1248
9/14/2018 12:57:00 PM,0.1575,0.1575,0.1575,0.1575,552
9/14/2018 12:56:00 PM,0.1575,0.16,0.1575,0.1575,2250
9/14/2018 12:55:00 PM,0.1525,0.1575,0.1525,0.1575,380
9/14/2018 12:54:00 PM,0.15,0.1525,0.15,0.1525,171
9/14/2018 12:53:00 PM,0.1525,0.1525,0.15,0.15,210
9/14/2018 12:52:00 PM,0.155,0.155,0.1525,0.1525,30
9/14/2018 12:51:00 PM,0.1525,0.155,0.1525,0.155,429
9/14/2018 12:50:00 PM,0.1475,0.1525,0.1475,0.1525,524
9/14/2018 12:49:00 PM,0.15,0.15,0.1475,0.1475,2127
9/14/2018 12:48:00 PM,0.1475,0.15,0.1475,0.15,445
9/14/2018 12:47:00 PM,0.1475,0.1475,0.1475,0.1475,15
9/14/2018 12:46:00 PM,0.1525,0.1525,0.1475,0.1475,2135
9/14/2018 12:45:00 PM,0.155,0.155,0.1525,0.1525,421
9/14/2018 12:44:00 PM,0.1525,0.155,0.1525,0.155,1
9/14/2018 12:43:00 PM,0.15,0.1525,0.1475,0.1525,48
9/14/2018 12:42:00 PM,0.1475,0.15,0.1475,0.15,68
9/14/2018 12:41:00 PM,0.15,0.15,0.1475,0.1475,62
9/14/2018 12:40:00 PM,0.1475,0.15,0.1475,0.15,237
9/14/2018 12:39:00 PM,0.145,0.15,0.145,0.1475,551
9/14/2018 12:38:00 PM,0.1475,0.15,0.1475,0.1475,300
9/14/2018 12:37:00 PM,0.145,0.1475,0.145,0.1475,76
9/14/2018 12:36:00 PM,0.145,0.145,0.145,0.145,45
9/14/2018 12:35:00 PM,0.145,0.145,0.1425,0.1425,365
9/14/2018 12:34:00 PM,0.145,0.145,0.145,0.145,78
9/14/2018 12:33:00 PM,0.1425,0.1475,0.1425,0.145,124
9/14/2018 12:32:00 PM,0.1475,0.1475,0.1425,0.1425,515
9/14/2018 12:31:00 PM,0.15,0.15,0.1475,0.1475,300
9/14/2018 12:30:00 PM,0.15,0.15,0.1475,0.15,2801
9/14/2018 12:29:00 PM,0.1475,0.15,0.1475,0.15,462
9/14/2018 12:28:00 PM,0.15,0.15,0.1475,0.1475,748
9/14/2018 12:27:00 PM,0.15,0.15,0.1475,0.15,1684
9/14/2018 12:26:00 PM,0.15,0.15,0.15,0.15,1903
9/14/2018 12:25:00 PM,0.1525,0.1525,0.15,0.15,365
9/14/2018 12:24:00 PM,0.155,0.155,0.1525,0.1525,44
9/14/2018 12:23:00 PM,0.155,0.155,0.155,0.155,106
9/14/2018 12:22:00 PM,0.1575,0.1575,0.1525,0.155,268
9/14/2018 12:21:00 PM,0.16,0.16,0.155,0.1575,807
9/14/2018 12:20:00 PM,0.16,0.165,0.16,0.16,3878
9/14/2018 12:19:00 PM,0.1675,0.1675,0.16,0.16,1547
9/14/2018 12:18:00 PM,0.16,0.1675,0.16,0.1675,2977
9/14/2018 12:17:00 PM,0.1525,0.16,0.15,0.16,1371
9/14/2018 12:16:00 PM,0.155,0.1575,0.1525,0.1525,885
9/14/2018 12:15:00 PM,0.1575,0.1575,0.155,0.155,245
9/14/2018 12:14:00 PM,0.1575,0.1575,0.1575,0.1575,1023
9/14/2018 12:13:00 PM,0.16,0.16,0.1575,0.1575,1296
9/14/2018 12:12:00 PM,0.1525,0.165,0.1525,0.16,1876
9/14/2018 12:11:00 PM,0.145,0.1575,0.14,0.155,4101
9/14/2018 12:10:00 PM,0.1425,0.145,0.14,0.145,209
9/14/2018 12:09:00 PM,0.145,0.145,0.1425,0.1425,64
9/14/2018 12:08:00 PM,0.14,0.145,0.14,0.145,458
9/14/2018 12:07:00 PM,0.14,0.1425,0.14,0.14,1764
9/14/2018 12:06:00 PM,0.1425,0.1425,0.14,0.14,712
9/14/2018 12:05:00 PM,0.135,0.145,0.135,0.145,5361
9/14/2018 12:04:00 PM,0.1275,0.1375,0.1275,0.135,1463
9/14/2018 12:03:00 PM,0.1275,0.1275,0.1275,0.1275,156
9/14/2018 12:02:00 PM,0.125,0.1275,0.125,0.1275,884
9/14/2018 12:01:00 PM,0.1225,0.125,0.1225,0.125,202
9/14/2018 12:00:00 PM,0.125,0.125,0.1225,0.1225,751
9/14/2018 11:59:00 AM,0.125,0.125,0.125,0.125,678
9/14/2018 11:58:00 AM,0.125,0.125,0.125,0.125,0
9/14/2018 11:57:00 AM,0.1225,0.125,0.1225,0.125,281
9/14/2018 11:56:00 AM,0.1225,0.1225,0.1225,0.1225,126
9/14/2018 11:55:00 AM,0.125,0.125,0.1225,0.1225,25
9/14/2018 11:54:00 AM,0.12,0.125,0.12,0.125,14
9/14/2018 11:53:00 AM,0.12,0.12,0.12,0.12,20
9/14/2018 11:52:00 AM,0.12,0.12,0.12,0.12,0
9/14/2018 11:51:00 AM,0.1175,0.12,0.1175,0.12,25
9/14/2018 11:50:00 AM,0.12,0.12,0.1175,0.1175,100
9/14/2018 11:49:00 AM,0.1175,0.12,0.1175,0.12,545
9/14/2018 11:48:00 AM,0.12,0.12,0.1175,0.1175,7
9/14/2018 11:47:00 AM,0.12,0.12,0.12,0.12,535
9/14/2018 11:46:00 AM,0.12,0.12,0.1175,0.1175,121
9/14/2018 11:45:00 AM,0.1225,0.1225,0.12,0.12,323
9/14/2018 11:44:00 AM,0.12,0.1225,0.12,0.1225,701
9/14/2018 11:43:00 AM,0.1225,0.125,0.12,0.12,749
9/14/2018 11:42:00 AM,0.1225,0.1225,0.1225,0.1225,105
9/14/2018 11:41:00 AM,0.1225,0.1225,0.12,0.1225,1109
9/14/2018 11:40:00 AM,0.1225,0.1225,0.1225,0.1225,0
9/14/2018 11:39:00 AM,0.125,0.125,0.1225,0.1225,100
9/14/2018 11:38:00 AM,0.1275,0.1275,0.125,0.125,438
9/14/2018 11:37:00 AM,0.125,0.13,0.125,0.1275,659
9/14/2018 11:36:00 AM,0.125,0.1275,0.125,0.125,149
9/14/2018 11:35:00 AM,0.1275,0.1275,0.125,0.125,21
9/14/2018 11:34:00 AM,0.1275,0.1275,0.1275,0.1275,46
9/14/2018 11:33:00 AM,0.13,0.13,0.1275,0.1275,751
9/14/2018 11:32:00 AM,0.1275,0.13,0.1275,0.13,290
9/14/2018 11:31:00 AM,0.1275,0.1275,0.1275,0.1275,5
9/14/2018 11:30:00 AM,0.13,0.13,0.1275,0.1275,716
9/14/2018 11:29:00 AM,0.13,0.13,0.13,0.13,0
9/14/2018 11:28:00 AM,0.13,0.13,0.13,0.13,122
9/14/2018 11:27:00 AM,0.13,0.1325,0.13,0.13,1020
9/14/2018 11:26:00 AM,0.13,0.13,0.13,0.13,24
9/14/2018 11:25:00 AM,0.13,0.13,0.13,0.13,122
9/14/2018 11:24:00 AM,0.1275,0.13,0.1275,0.13,208
9/14/2018 11:23:00 AM,0.125,0.1275,0.125,0.1275,90
9/14/2018 11:22:00 AM,0.125,0.125,0.125,0.125,100
9/14/2018 11:21:00 AM,0.125,0.125,0.125,0.125,12
9/14/2018 11:20:00 AM,0.1275,0.1275,0.125,0.125,4
9/14/2018 11:19:00 AM,0.1275,0.1275,0.1275,0.1275,300
9/14/2018 11:18:00 AM,0.125,0.1275,0.125,0.1275,240
9/14/2018 11:17:00 AM,0.125,0.125,0.125,0.125,0
9/14/2018 11:16:00 AM,0.125,0.1275,0.125,0.125,686
9/14/2018 11:15:00 AM,0.125,0.125,0.125,0.125,646
9/14/2018 11:14:00 AM,0.125,0.125,0.125,0.125,1189
9/14/2018 11:13:00 AM,0.125,0.1275,0.1225,0.125,9836
9/14/2018 11:12:00 AM,0.1225,0.1275,0.1225,0.125,17105
9/14/2018 11:11:00 AM,0.1275,0.1275,0.1225,0.1225,9244
9/14/2018 11:10:00 AM,0.1275,0.13,0.1275,0.1275,1257
9/14/2018 11:09:00 AM,0.125,0.1275,0.125,0.1275,634
9/14/2018 11:08:00 AM,0.125,0.125,0.1225,0.125,331
9/14/2018 11:07:00 AM,0.125,0.125,0.125,0.125,20
9/14/2018 11:06:00 AM,0.1225,0.125,0.1225,0.125,895
9/14/2018 11:05:00 AM,0.125,0.125,0.1225,0.1225,150
9/14/2018 11:04:00 AM,0.125,0.125,0.125,0.125,186
9/14/2018 11:03:00 AM,0.1275,0.1275,0.125,0.125,1236
9/14/2018 11:02:00 AM,0.125,0.1275,0.125,0.1275,14151
9/14/2018 11:01:00 AM,0.1275,0.1275,0.125,0.125,4401
9/14/2018 11:00:00 AM,0.13,0.135,0.1275,0.1275,9365
9/14/2018 10:59:00 AM,0.13,0.1325,0.1275,0.13,7869
9/14/2018 10:58:00 AM,0.13,0.1325,0.13,0.13,418
9/14/2018 10:57:00 AM,0.13,0.13,0.13,0.13,356
9/14/2018 10:56:00 AM,0.13,0.13,0.13,0.13,518
9/14/2018 10:55:00 AM,0.13,0.13,0.13,0.13,351
9/14/2018 10:54:00 AM,0.13,0.13,0.13,0.13,819
9/14/2018 10:53:00 AM,0.13,0.1325,0.13,0.13,3580
9/14/2018 10:52:00 AM,0.13,0.13,0.13,0.13,1439
9/14/2018 10:51:00 AM,0.13,0.13,0.13,0.13,470
9/14/2018 10:50:00 AM,0.1275,0.1275,0.125,0.1275,872
9/14/2018 10:49:00 AM,0.1225,0.1275,0.1225,0.1275,671
9/14/2018 10:48:00 AM,0.125,0.125,0.1225,0.125,1715
9/14/2018 10:47:00 AM,0.13,0.13,0.1225,0.125,9399
9/14/2018 10:46:00 AM,0.135,0.135,0.13,0.13,742
9/14/2018 10:45:00 AM,0.1325,0.135,0.1325,0.135,100
9/14/2018 10:44:00 AM,0.135,0.135,0.1325,0.1325,700
9/14/2018 10:43:00 AM,0.14,0.14,0.135,0.135,554
9/14/2018 10:42:00 AM,0.13,0.14,0.13,0.14,6249
9/14/2018 10:41:00 AM,0.13,0.1325,0.13,0.13,18
9/14/2018 10:40:00 AM,0.13,0.1325,0.13,0.13,1461
9/14/2018 10:39:00 AM,0.1325,0.1325,0.13,0.13,312
9/14/2018 10:38:00 AM,0.1325,0.1325,0.13,0.13,35
9/14/2018 10:37:00 AM,0.135,0.135,0.1325,0.1325,2300
9/14/2018 10:36:00 AM,0.135,0.135,0.135,0.135,0
