Date,NIFTY18SEP11400PE O,NIFTY18SEP11400PE H,NIFTY18SEP11400PE L,NIFTY18SEP11400PE C,NIFTY18SEP11400PE V
9/14/2018 3:29:00 PM,54.15,56.5,54.1,56,87525
9/14/2018 3:28:00 PM,53.15,54.35,53.15,54.35,52050
9/14/2018 3:27:00 PM,52.4,53.35,52.25,53.3,71175
9/14/2018 3:26:00 PM,52.3,52.6,52.2,52.25,69975
9/14/2018 3:25:00 PM,52.4,52.8,52.2,52.35,75675
9/14/2018 3:24:00 PM,52.4,52.5,52.05,52.25,45525
9/14/2018 3:23:00 PM,52.5,52.6,52,52.3,34275
9/14/2018 3:22:00 PM,51.95,52.7,51.8,52.5,32175
9/14/2018 3:21:00 PM,51.9,52.15,51.65,51.9,39375
9/14/2018 3:20:00 PM,50.9,51.95,50.9,51.95,83100
9/14/2018 3:19:00 PM,50.7,51.55,50.7,50.9,45750
9/14/2018 3:18:00 PM,51.7,51.8,50.8,50.8,65025
9/14/2018 3:17:00 PM,51.7,52.05,51.55,51.7,24825
9/14/2018 3:16:00 PM,52.35,52.4,51.55,51.75,40500
9/14/2018 3:15:00 PM,52.2,52.35,52,52.3,44025
9/14/2018 3:14:00 PM,52.5,52.6,52,52.2,40875
9/14/2018 3:13:00 PM,52.75,52.8,52.3,52.45,23100
9/14/2018 3:12:00 PM,52.2,52.85,52.2,52.75,39375
9/14/2018 3:11:00 PM,52.45,52.9,52.2,52.2,29250
9/14/2018 3:10:00 PM,52.75,52.9,52.1,52.45,31125
9/14/2018 3:09:00 PM,51.65,52.8,51.65,52.8,43950
9/14/2018 3:08:00 PM,51.85,52,51.2,51.65,39675
9/14/2018 3:07:00 PM,51.15,52.3,51.1,51.85,61425
9/14/2018 3:06:00 PM,52,52.5,51.35,51.35,72075
9/14/2018 3:05:00 PM,51.7,52.4,51.45,52.1,81300
9/14/2018 3:04:00 PM,50.65,51.8,50.6,51.7,84975
9/14/2018 3:03:00 PM,52.2,52.25,50.5,50.65,158100
9/14/2018 3:02:00 PM,53.55,54.35,52.2,52.3,102825
9/14/2018 3:01:00 PM,55.8,55.9,53.5,53.55,179625
9/14/2018 3:00:00 PM,59.3,59.85,55.25,56.2,131250
