Date,NIFTY18NOV11700CE O,NIFTY18NOV11700CE H,NIFTY18NOV11700CE L,NIFTY18NOV11700CE C,NIFTY18NOV11700CE V
9/14/2018 3:29:00 PM,213,213,213,213,0
9/14/2018 3:28:00 PM,213.2,213.2,213,213,150
9/14/2018 3:27:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:26:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:25:00 PM,213.2,213.2,213.2,213.2,75
9/14/2018 3:24:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:23:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:22:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:21:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:20:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:19:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:18:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:17:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:16:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:15:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:14:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 3:13:00 PM,212.25,213.65,212.25,213.2,150
9/14/2018 3:12:00 PM,215.6,215.6,208.55,212.25,525
9/14/2018 3:11:00 PM,213.5,215.6,213.5,215.6,75
9/14/2018 3:10:00 PM,213.55,213.55,212.3,213.5,300
9/14/2018 3:09:00 PM,215,215,213.55,213.55,525
9/14/2018 3:08:00 PM,215,215,215,215,0
9/14/2018 3:07:00 PM,215,215,215,215,0
9/14/2018 3:06:00 PM,215,215,215,215,0
9/14/2018 3:05:00 PM,215,215,215,215,0
9/14/2018 3:04:00 PM,215,215,215,215,0
9/14/2018 3:03:00 PM,215,215,215,215,0
9/14/2018 3:02:00 PM,210,215,210,215,150
9/14/2018 3:01:00 PM,203,210,203,210,75
9/14/2018 3:00:00 PM,203,203,203,203,0
9/14/2018 2:59:00 PM,203,203,203,203,0
9/14/2018 2:58:00 PM,203,203,203,203,0
9/14/2018 2:57:00 PM,203,203,203,203,0
9/14/2018 2:56:00 PM,203,203,203,203,0
9/14/2018 2:55:00 PM,203,203,203,203,0
9/14/2018 2:54:00 PM,203,203,203,203,0
9/14/2018 2:53:00 PM,203,203,203,203,0
9/14/2018 2:52:00 PM,203,203,203,203,0
9/14/2018 2:51:00 PM,203,203,203,203,0
9/14/2018 2:50:00 PM,203,203,203,203,0
9/14/2018 2:49:00 PM,203,203,203,203,0
9/14/2018 2:48:00 PM,203,203,203,203,0
9/14/2018 2:47:00 PM,203,203,203,203,0
9/14/2018 2:46:00 PM,203,203,203,203,0
9/14/2018 2:45:00 PM,203,203,203,203,0
9/14/2018 2:44:00 PM,203,203,203,203,0
9/14/2018 2:43:00 PM,203,203,203,203,0
9/14/2018 2:42:00 PM,203,203,203,203,0
9/14/2018 2:41:00 PM,203,203,203,203,525
