Date,NIFTY18OCT11300CE O,NIFTY18OCT11300CE H,NIFTY18OCT11300CE L,NIFTY18OCT11300CE C,NIFTY18OCT11300CE V
9/14/2018 3:29:00 PM,375,375,362.3,368.15,675
9/14/2018 3:28:00 PM,378.3,378.3,375,375,75
9/14/2018 3:27:00 PM,378.3,378.3,378.3,378.3,0
9/14/2018 3:26:00 PM,376.35,378.3,370.25,378.3,1425
9/14/2018 3:25:00 PM,376.35,376.35,376.35,376.35,0
9/14/2018 3:24:00 PM,375.65,376.35,375.65,376.35,750
9/14/2018 3:23:00 PM,375.65,375.65,375.65,375.65,0
9/14/2018 3:22:00 PM,380,380,375.65,375.65,75
9/14/2018 3:21:00 PM,380,380,380,380,0
9/14/2018 3:20:00 PM,380,380,380,380,0
9/14/2018 3:19:00 PM,376,380,376,380,2475
9/14/2018 3:18:00 PM,376,376,376,376,75
9/14/2018 3:17:00 PM,376,376,376,376,0
9/14/2018 3:16:00 PM,376.55,376.55,375.95,376,600
9/14/2018 3:15:00 PM,376.55,376.55,376.55,376.55,0
9/14/2018 3:14:00 PM,376.6,376.65,376.1,376.55,300
9/14/2018 3:13:00 PM,381.45,381.45,376.6,376.6,75
9/14/2018 3:12:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:11:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:10:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:09:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:08:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:07:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:06:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:05:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:04:00 PM,381.45,381.45,381.45,381.45,0
9/14/2018 3:03:00 PM,375.05,381.45,375.05,381.45,225
9/14/2018 3:02:00 PM,375.05,375.05,375.05,375.05,0
9/14/2018 3:01:00 PM,364,378.95,364,375.05,600
9/14/2018 3:00:00 PM,360.4,364,360.4,364,300
9/14/2018 2:59:00 PM,360.45,360.45,360.4,360.4,75
9/14/2018 2:58:00 PM,359,360.45,359,360.45,225
9/14/2018 2:57:00 PM,359,359,359,359,0
9/14/2018 2:56:00 PM,359,359,359,359,0
9/14/2018 2:55:00 PM,359,359,359,359,0
9/14/2018 2:54:00 PM,359,359,359,359,0
9/14/2018 2:53:00 PM,358,359,358,359,1875
9/14/2018 2:52:00 PM,361.5,361.5,358,358,150
9/14/2018 2:51:00 PM,360,361.5,360,361.5,75
9/14/2018 2:50:00 PM,360,360,360,360,0
9/14/2018 2:49:00 PM,360,360,360,360,75
9/14/2018 2:48:00 PM,360,360,360,360,0
9/14/2018 2:47:00 PM,360,360,360,360,0
9/14/2018 2:46:00 PM,355.8,360,355.8,360,300
9/14/2018 2:45:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:44:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:43:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:42:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:41:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:40:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:39:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:38:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:37:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:36:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:35:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:34:00 PM,358,358,355.8,355.8,75
9/14/2018 2:33:00 PM,358,358,358,358,0
9/14/2018 2:32:00 PM,355.55,358,355.55,358,75
9/14/2018 2:31:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:30:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:29:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:28:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:27:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:26:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:25:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:24:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:23:00 PM,355.55,355.55,355.55,355.55,0
9/14/2018 2:22:00 PM,359.95,359.95,355.55,355.55,150
9/14/2018 2:21:00 PM,359.95,359.95,359.95,359.95,0
9/14/2018 2:20:00 PM,359.95,359.95,359.95,359.95,0
9/14/2018 2:19:00 PM,359.95,359.95,359.95,359.95,0
9/14/2018 2:18:00 PM,355.8,359.95,355.8,359.95,75
9/14/2018 2:17:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:16:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:15:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:14:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:13:00 PM,355.8,355.8,355.8,355.8,0
9/14/2018 2:12:00 PM,358.9,358.9,355.35,355.8,900
9/14/2018 2:11:00 PM,354.25,358.9,354.25,358.9,1875
9/14/2018 2:10:00 PM,355,355,354.25,354.25,900
9/14/2018 2:09:00 PM,357.2,357.2,354.95,355,225
9/14/2018 2:08:00 PM,357.2,357.2,357.2,357.2,0
9/14/2018 2:07:00 PM,356,357.2,356,357.2,150
9/14/2018 2:06:00 PM,356,356,356,356,0
9/14/2018 2:05:00 PM,356,356,356,356,0
9/14/2018 2:04:00 PM,356,356,356,356,0
9/14/2018 2:03:00 PM,356,356,356,356,0
9/14/2018 2:02:00 PM,354.5,356,354.5,356,300
9/14/2018 2:01:00 PM,360.4,360.4,354.5,354.5,525
9/14/2018 2:00:00 PM,360.4,360.4,360.4,360.4,0
9/14/2018 1:59:00 PM,360.4,360.4,360.4,360.4,0
9/14/2018 1:58:00 PM,360.7,361.15,360.4,360.4,600
9/14/2018 1:57:00 PM,363.75,363.75,360.7,360.7,300
9/14/2018 1:56:00 PM,363.75,363.75,363.75,363.75,0
9/14/2018 1:55:00 PM,363.75,363.75,363.75,363.75,0
9/14/2018 1:54:00 PM,361.95,363.75,361.95,363.75,900
9/14/2018 1:53:00 PM,361.95,361.95,361.95,361.95,0
9/14/2018 1:52:00 PM,363.5,363.5,361.95,361.95,150
9/14/2018 1:51:00 PM,363.5,363.5,363.5,363.5,150
9/14/2018 1:50:00 PM,363.5,363.5,363.5,363.5,300
9/14/2018 1:49:00 PM,363.45,363.5,363.45,363.5,300
9/14/2018 1:48:00 PM,357,363.45,357,363.45,75
9/14/2018 1:47:00 PM,357,357,357,357,0
9/14/2018 1:46:00 PM,359.2,359.2,357,357,375
9/14/2018 1:45:00 PM,361,361,359.2,359.2,75
9/14/2018 1:44:00 PM,361.5,361.5,361,361,75
9/14/2018 1:43:00 PM,361.5,361.5,361.5,361.5,0
9/14/2018 1:42:00 PM,361.5,361.5,361.5,361.5,0
9/14/2018 1:41:00 PM,361.5,361.5,361.5,361.5,0
9/14/2018 1:40:00 PM,369.65,369.65,361.5,361.5,150
9/14/2018 1:39:00 PM,369.65,369.65,369.65,369.65,0
9/14/2018 1:38:00 PM,360.85,369.65,360.85,369.65,450
9/14/2018 1:37:00 PM,360.85,360.85,360.85,360.85,0
9/14/2018 1:36:00 PM,354,360.85,354,360.85,150
9/14/2018 1:35:00 PM,354,354,354,354,0
9/14/2018 1:34:00 PM,354,354,354,354,0
9/14/2018 1:33:00 PM,354,354,354,354,0
9/14/2018 1:32:00 PM,355,355,353.95,354,525
9/14/2018 1:31:00 PM,357.85,357.85,355,355,75
9/14/2018 1:30:00 PM,357.85,357.85,357.85,357.85,0
9/14/2018 1:29:00 PM,360,360,357.85,357.85,75
9/14/2018 1:28:00 PM,360,360,360,360,0
9/14/2018 1:27:00 PM,360,360,360,360,0
9/14/2018 1:26:00 PM,360,360,360,360,0
9/14/2018 1:25:00 PM,358.4,360,358.4,360,225
9/14/2018 1:24:00 PM,358.4,358.4,358.4,358.4,0
9/14/2018 1:23:00 PM,358.4,358.4,358.4,358.4,0
9/14/2018 1:22:00 PM,358.4,358.4,358.4,358.4,0
9/14/2018 1:21:00 PM,358.4,358.4,358.4,358.4,0
9/14/2018 1:20:00 PM,361.3,361.3,358.4,358.4,75
9/14/2018 1:19:00 PM,361.3,361.3,361.3,361.3,0
9/14/2018 1:18:00 PM,361.3,361.3,361.3,361.3,0
9/14/2018 1:17:00 PM,360,361.7,360,361.3,150
