Date,NIFTY18NOV11500PE O,NIFTY18NOV11500PE H,NIFTY18NOV11500PE L,NIFTY18NOV11500PE C,NIFTY18NOV11500PE V
9/14/2018 3:29:00 PM,197,202.6,197,200.55,300
9/14/2018 3:28:00 PM,197,197,197,197,0
9/14/2018 3:27:00 PM,197,197,197,197,75
9/14/2018 3:26:00 PM,196.2,197,196.2,197,225
9/14/2018 3:25:00 PM,198,198,196.2,196.2,225
9/14/2018 3:24:00 PM,198,198,198,198,0
9/14/2018 3:23:00 PM,198,198,198,198,0
9/14/2018 3:22:00 PM,197.85,198,197.85,198,75
9/14/2018 3:21:00 PM,197.85,197.85,197.85,197.85,0
9/14/2018 3:20:00 PM,199.2,199.2,196,197.85,600
9/14/2018 3:19:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:18:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:17:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:16:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:15:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:14:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:13:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:12:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:11:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:10:00 PM,199.2,199.2,199.2,199.2,0
9/14/2018 3:09:00 PM,194.75,199.2,194.75,199.2,450
9/14/2018 3:08:00 PM,194.75,194.75,194.75,194.75,0
9/14/2018 3:07:00 PM,194.75,194.75,194.75,194.75,0
9/14/2018 3:06:00 PM,194.65,198.4,194.65,194.75,150
9/14/2018 3:05:00 PM,194.65,194.65,194.65,194.65,0
9/14/2018 3:04:00 PM,194.65,194.65,194.65,194.65,0
9/14/2018 3:03:00 PM,196.45,196.45,194.65,194.65,75
9/14/2018 3:02:00 PM,196.45,196.45,196.45,196.45,0
9/14/2018 3:01:00 PM,205,205,196.45,196.45,675
9/14/2018 3:00:00 PM,209.75,209.75,205,205,150
9/14/2018 2:59:00 PM,208.3,209.75,208.3,209.75,75
9/14/2018 2:58:00 PM,207.05,208.3,207.05,208.3,75
9/14/2018 2:57:00 PM,207.05,207.05,207.05,207.05,0
9/14/2018 2:56:00 PM,210.45,210.45,207.05,207.05,75
9/14/2018 2:55:00 PM,210.45,210.45,210.45,210.45,0
9/14/2018 2:54:00 PM,210.45,210.45,210.45,210.45,0
9/14/2018 2:53:00 PM,211.45,211.45,210.45,210.45,75
9/14/2018 2:52:00 PM,208.9,211.45,208.9,211.45,150
9/14/2018 2:51:00 PM,207.1,208.9,207.1,208.9,150
9/14/2018 2:50:00 PM,209.75,209.75,207.1,207.1,150
9/14/2018 2:49:00 PM,209.75,209.75,209.75,209.75,0
9/14/2018 2:48:00 PM,209.75,209.75,209.75,209.75,0
9/14/2018 2:47:00 PM,209.75,209.75,209.75,209.75,0
9/14/2018 2:46:00 PM,209.75,209.75,209.75,209.75,0
9/14/2018 2:45:00 PM,209.75,209.75,209.75,209.75,0
9/14/2018 2:44:00 PM,209.75,209.75,209.75,209.75,0
9/14/2018 2:43:00 PM,209.75,209.75,209.75,209.75,0
9/14/2018 2:42:00 PM,209.75,209.75,209.75,209.75,0
9/14/2018 2:41:00 PM,207.4,209.75,207.4,209.75,150
9/14/2018 2:40:00 PM,207.4,207.4,207.4,207.4,0
9/14/2018 2:39:00 PM,207.4,207.4,207.4,207.4,0
9/14/2018 2:38:00 PM,207.4,207.4,207.4,207.4,0
9/14/2018 2:37:00 PM,207.4,207.4,207.4,207.4,0
9/14/2018 2:36:00 PM,207.4,207.4,207.4,207.4,0
9/14/2018 2:35:00 PM,207.35,207.4,207.35,207.4,150
9/14/2018 2:34:00 PM,207.35,207.35,207.35,207.35,0
9/14/2018 2:33:00 PM,207.35,207.35,207.35,207.35,0
9/14/2018 2:32:00 PM,207.35,207.35,207.35,207.35,0
9/14/2018 2:31:00 PM,207.35,207.35,207.35,207.35,0
9/14/2018 2:30:00 PM,207.35,207.35,207.35,207.35,0
9/14/2018 2:29:00 PM,207.35,207.35,207.35,207.35,0
9/14/2018 2:28:00 PM,207.35,207.35,207.35,207.35,0
9/14/2018 2:27:00 PM,207.35,207.35,207.35,207.35,0
9/14/2018 2:26:00 PM,210,210,207.35,207.35,150
9/14/2018 2:25:00 PM,210,210,210,210,0
9/14/2018 2:24:00 PM,210,210,210,210,0
9/14/2018 2:23:00 PM,210,210,210,210,0
9/14/2018 2:22:00 PM,210,210,210,210,0
9/14/2018 2:21:00 PM,210,210,210,210,0
9/14/2018 2:20:00 PM,207,210,207,210,900
9/14/2018 2:19:00 PM,207,207,207,207,2100
9/14/2018 2:18:00 PM,203,207,203,207,2850
9/14/2018 2:17:00 PM,208,208,203,203,75
9/14/2018 2:16:00 PM,208,208,208,208,0
9/14/2018 2:15:00 PM,208,208,208,208,0
9/14/2018 2:14:00 PM,211,211,208,208,825
9/14/2018 2:13:00 PM,211,211,211,211,0
9/14/2018 2:12:00 PM,211,211,211,211,0
9/14/2018 2:11:00 PM,211,211,211,211,0
9/14/2018 2:10:00 PM,211,211,211,211,0
9/14/2018 2:09:00 PM,211,211,211,211,0
9/14/2018 2:08:00 PM,211,211,211,211,75
9/14/2018 2:07:00 PM,211,211,211,211,0
