Date,NIFTY18OCT11600CE O,NIFTY18OCT11600CE H,NIFTY18OCT11600CE L,NIFTY18OCT11600CE C,NIFTY18OCT11600CE V
9/14/2018 3:29:00 PM,175,175,170.4,170.4,2475
9/14/2018 3:28:00 PM,176.75,176.75,175,175,900
9/14/2018 3:27:00 PM,177.8,178,176.75,176.75,4200
9/14/2018 3:26:00 PM,178,178,177.5,178,2025
9/14/2018 3:25:00 PM,178,178,176.95,178,1275
9/14/2018 3:24:00 PM,178,178,178,178,75
9/14/2018 3:23:00 PM,176.9,178,176.8,178,300
9/14/2018 3:22:00 PM,178,178,176.9,176.9,1200
9/14/2018 3:21:00 PM,176.9,177.5,176.9,177.5,600
9/14/2018 3:20:00 PM,178.05,178.1,176.9,176.9,900
9/14/2018 3:19:00 PM,177.95,178.05,177.05,178.05,2700
9/14/2018 3:18:00 PM,177.4,177.95,177.2,177.95,2550
9/14/2018 3:17:00 PM,176.7,177.4,176.7,177.4,1350
9/14/2018 3:16:00 PM,176.95,177.75,175.35,176.7,1275
9/14/2018 3:15:00 PM,178,178.4,176.95,176.95,900
9/14/2018 3:14:00 PM,177.65,178.25,177.65,178,1875
9/14/2018 3:13:00 PM,177,177.75,176.5,177.65,4875
9/14/2018 3:12:00 PM,177.85,178,176.25,177,7350
9/14/2018 3:11:00 PM,178,178.1,176.55,178,2550
9/14/2018 3:10:00 PM,176,178,175.2,178,5850
9/14/2018 3:09:00 PM,178.35,178.35,176,176,4275
9/14/2018 3:08:00 PM,177.45,178.7,177.45,178.35,3300
9/14/2018 3:07:00 PM,179,179.05,177.45,177.45,6450
9/14/2018 3:06:00 PM,178.45,179.15,177.1,179,6675
9/14/2018 3:05:00 PM,177.9,177.9,175.85,176.55,6375
9/14/2018 3:04:00 PM,180.9,180.9,177.9,177.9,4350
9/14/2018 3:03:00 PM,178.75,181.75,178.2,181.25,6375
9/14/2018 3:02:00 PM,176.2,178.75,175.5,178.75,1125
9/14/2018 3:01:00 PM,171.65,176.2,171.65,176.2,1425
9/14/2018 3:00:00 PM,166.9,172,166.4,171.65,5325
9/14/2018 2:59:00 PM,167.6,167.6,166.35,166.9,1050
9/14/2018 2:58:00 PM,168.4,168.4,167,167.6,14100
9/14/2018 2:57:00 PM,167.1,168.65,167.1,168.4,525
9/14/2018 2:56:00 PM,167.1,168,167.1,167.1,300
9/14/2018 2:55:00 PM,167.75,167.75,166.65,167.1,2175
9/14/2018 2:54:00 PM,168,168.4,167.3,167.75,1350
9/14/2018 2:53:00 PM,166.7,167.65,166.7,167.65,150
9/14/2018 2:52:00 PM,166.6,166.7,165.95,166.7,3150
9/14/2018 2:51:00 PM,167.25,167.25,166.3,166.6,450
9/14/2018 2:50:00 PM,167.5,167.5,167.25,167.25,150
9/14/2018 2:49:00 PM,167.15,167.5,167.15,167.5,75
9/14/2018 2:48:00 PM,168.4,168.65,167.15,167.15,150
9/14/2018 2:47:00 PM,167.05,168.4,167.05,168.4,450
9/14/2018 2:46:00 PM,168.2,168.2,167.05,167.05,75
9/14/2018 2:45:00 PM,167.35,168.45,167.35,168.2,1575
9/14/2018 2:44:00 PM,167.35,167.35,167.35,167.35,0
9/14/2018 2:43:00 PM,167,167.35,166.8,167.35,300
9/14/2018 2:42:00 PM,165.3,167,165.3,167,300
9/14/2018 2:41:00 PM,164,165.3,164,165.3,525
9/14/2018 2:40:00 PM,163.55,164,163.55,164,300
9/14/2018 2:39:00 PM,162.6,163.55,162,163.55,225
9/14/2018 2:38:00 PM,163.8,163.85,162.5,162.6,525
9/14/2018 2:37:00 PM,165.5,165.5,162.3,163.8,2250
9/14/2018 2:36:00 PM,165.05,165.8,165.05,165.5,600
9/14/2018 2:35:00 PM,164,165.05,164,165.05,975
9/14/2018 2:34:00 PM,164.1,164.2,163.5,164,1725
9/14/2018 2:33:00 PM,165.7,165.95,164.1,164.1,1200
9/14/2018 2:32:00 PM,165.6,165.7,164.7,165.7,300
9/14/2018 2:31:00 PM,164.1,165.6,164.1,165.6,75
9/14/2018 2:30:00 PM,163.35,164.1,163.35,164.1,300
