Date,NIFTY18SEP11550PE O,NIFTY18SEP11550PE H,NIFTY18SEP11550PE L,NIFTY18SEP11550PE C,NIFTY18SEP11550PE V
9/14/2018 3:29:00 PM,104.5,107.7,104.5,106.45,2625
9/14/2018 3:28:00 PM,101.35,104.5,101.05,104.5,28950
9/14/2018 3:27:00 PM,99.35,101.6,99.35,101.35,8700
9/14/2018 3:26:00 PM,98.55,100.1,98.25,99.95,23700
9/14/2018 3:25:00 PM,101,101,98.65,99.45,44700
9/14/2018 3:24:00 PM,100.5,101.05,100.3,101,975
9/14/2018 3:23:00 PM,100.8,101.5,100.5,100.5,1725
9/14/2018 3:22:00 PM,99.95,101,99.9,101,2400
9/14/2018 3:21:00 PM,100.05,100.7,99.35,99.95,825
9/14/2018 3:20:00 PM,99.05,100.05,98.3,100.05,7500
9/14/2018 3:19:00 PM,98.75,99.7,98.75,99.05,750
9/14/2018 3:18:00 PM,100,100.3,98.75,98.75,600
9/14/2018 3:17:00 PM,99.65,100.45,99.6,100,450
9/14/2018 3:16:00 PM,100.7,101.35,99.5,99.65,1500
9/14/2018 3:15:00 PM,99.2,100.7,99.2,100.7,900
9/14/2018 3:14:00 PM,101.05,101.05,99.2,99.2,2850
9/14/2018 3:13:00 PM,101.5,101.5,100.95,101.05,1725
9/14/2018 3:12:00 PM,100.9,101.75,100.8,101.5,750
9/14/2018 3:11:00 PM,100.9,101.45,100.75,100.9,2400
9/14/2018 3:10:00 PM,101.5,101.75,100,100.9,1575
9/14/2018 3:09:00 PM,98.5,101.5,98.5,101.5,2325
9/14/2018 3:08:00 PM,99,99.6,98.45,98.5,900
9/14/2018 3:07:00 PM,99,100,97.85,99,4650
9/14/2018 3:06:00 PM,98.35,100.45,98.35,99,13125
9/14/2018 3:05:00 PM,99.1,99.55,98.35,99.5,3750
9/14/2018 3:04:00 PM,96.6,99.1,96.15,99.1,3000
9/14/2018 3:03:00 PM,98.8,98.8,95.6,96.6,2775
9/14/2018 3:02:00 PM,102.05,102.5,98.6,98.8,6000
9/14/2018 3:01:00 PM,108.2,108.2,101.75,102.05,4575
9/14/2018 3:00:00 PM,112.95,112.95,105.05,108.2,3150
9/14/2018 2:59:00 PM,111.5,112.95,111.5,112.95,600
9/14/2018 2:58:00 PM,111.8,111.8,111.5,111.5,900
9/14/2018 2:57:00 PM,113,113,111.8,111.8,675
9/14/2018 2:56:00 PM,115.1,115.1,112.25,113,525
9/14/2018 2:55:00 PM,114.2,115.1,113.9,115.1,375
9/14/2018 2:54:00 PM,114.2,114.2,114.2,114.2,0
9/14/2018 2:53:00 PM,114.1,114.2,113,114.2,300
9/14/2018 2:52:00 PM,113,114.1,113,114.1,75
9/14/2018 2:51:00 PM,113.1,113.3,112.45,113,375
9/14/2018 2:50:00 PM,112,113.1,112,113.1,975
9/14/2018 2:49:00 PM,113.5,113.75,112,112,675
9/14/2018 2:48:00 PM,112.55,113.5,112.45,113.5,300
9/14/2018 2:47:00 PM,111.65,112.7,111.65,112.55,300
9/14/2018 2:46:00 PM,112.6,112.9,111.65,111.65,2625
9/14/2018 2:45:00 PM,113.8,113.8,112.6,112.6,5475
9/14/2018 2:44:00 PM,113.45,114.5,113.45,113.8,1800
9/14/2018 2:43:00 PM,113.45,113.45,113.45,113.45,0
9/14/2018 2:42:00 PM,115.3,115.3,113.45,113.45,75
9/14/2018 2:41:00 PM,117.85,117.85,115.3,115.3,75
9/14/2018 2:40:00 PM,117.9,117.9,117.85,117.85,150
9/14/2018 2:39:00 PM,117.9,117.9,117.9,117.9,0
9/14/2018 2:38:00 PM,117.95,117.95,117.9,117.9,150
9/14/2018 2:37:00 PM,118.05,118.7,117,117.95,675
9/14/2018 2:36:00 PM,115.8,118.1,115.3,118.05,450
