Date,NIFTY18SEP11300CE O,NIFTY18SEP11300CE H,NIFTY18SEP11300CE L,NIFTY18SEP11300CE C,NIFTY18SEP11300CE V
9/14/2018 3:29:00 PM,272.2,272.75,262.15,267.95,8250
9/14/2018 3:28:00 PM,275.45,275.45,272.2,272.2,7050
9/14/2018 3:27:00 PM,277.4,278.55,275.2,275.4,6900
9/14/2018 3:26:00 PM,277,278.5,277,277.4,3675
9/14/2018 3:25:00 PM,277.5,277.5,276.05,276.95,3825
9/14/2018 3:24:00 PM,276.45,278,276.4,277.5,6150
9/14/2018 3:23:00 PM,275.55,277,275.25,276.45,4050
9/14/2018 3:22:00 PM,277,277,275.55,275.55,1875
9/14/2018 3:21:00 PM,276.1,277,275.75,277,1725
9/14/2018 3:20:00 PM,277.5,278.55,276.1,276.1,900
9/14/2018 3:19:00 PM,276.65,277.5,275.7,277.5,1800
9/14/2018 3:18:00 PM,276,277,275.25,276.65,7575
9/14/2018 3:17:00 PM,275.5,276,274.35,276,825
9/14/2018 3:16:00 PM,274.1,275.5,272.65,275.5,2325
9/14/2018 3:15:00 PM,274.9,275.8,274.1,274.1,3600
9/14/2018 3:14:00 PM,276,276,274.75,274.9,11775
9/14/2018 3:13:00 PM,275.05,275.4,274.1,274.9,7500
9/14/2018 3:12:00 PM,275.3,276.5,273,275.05,11175
9/14/2018 3:11:00 PM,276.7,276.7,274.5,275.3,1350
9/14/2018 3:10:00 PM,273,277.4,273,276.35,2400
9/14/2018 3:09:00 PM,278.75,278.75,273,273,9075
9/14/2018 3:08:00 PM,277.55,279.9,277.3,278.75,3600
9/14/2018 3:07:00 PM,279.35,280.7,276.4,277,11550
9/14/2018 3:06:00 PM,277,279.5,275.9,279.35,2775
9/14/2018 3:05:00 PM,277.2,277.2,274.6,276.3,1800
9/14/2018 3:04:00 PM,281.85,282.6,277.2,277.2,5550
9/14/2018 3:03:00 PM,279.3,284.65,278.3,281.85,12375
9/14/2018 3:02:00 PM,273.65,280,273,279.3,11025
9/14/2018 3:01:00 PM,267.55,275.4,266.6,273.65,13125
9/14/2018 3:00:00 PM,255.75,267.5,255.6,267,29025
9/14/2018 2:59:00 PM,256.65,256.65,255.75,255.75,825
9/14/2018 2:58:00 PM,257,257,256.65,256.65,525
9/14/2018 2:57:00 PM,255.5,257,255.5,257,1200
9/14/2018 2:56:00 PM,253.85,257,253.85,255.5,450
9/14/2018 2:55:00 PM,255.75,255.75,253.8,253.85,975
9/14/2018 2:54:00 PM,256,256.6,255.25,255.75,975
9/14/2018 2:53:00 PM,254.5,255.4,254.5,255.4,675
9/14/2018 2:52:00 PM,254.65,255.5,254.5,254.5,225
9/14/2018 2:51:00 PM,255.4,255.4,254.65,254.65,1500
9/14/2018 2:50:00 PM,256,257.55,255.4,255.4,9525
9/14/2018 2:49:00 PM,256,256.1,255,256,3375
9/14/2018 2:48:00 PM,256.5,256.9,256,256,375
9/14/2018 2:47:00 PM,256.35,256.5,256.15,256.5,225
9/14/2018 2:46:00 PM,257,257.1,255.45,256.35,375
9/14/2018 2:45:00 PM,255.4,258,255.4,257,3075
9/14/2018 2:44:00 PM,255,255.4,255,255.4,75
9/14/2018 2:43:00 PM,255.75,255.75,254.6,255,450
9/14/2018 2:42:00 PM,254.2,256,254.2,255.75,1125
9/14/2018 2:41:00 PM,250.55,255,250.55,254.2,750
9/14/2018 2:40:00 PM,248.6,250.55,248.6,250.55,450
9/14/2018 2:39:00 PM,247.8,248.6,247,248.6,600
9/14/2018 2:38:00 PM,249.6,249.6,247.8,247.8,525
9/14/2018 2:37:00 PM,250,250.05,248,249.6,750
9/14/2018 2:36:00 PM,252.65,252.8,250,250,1875
9/14/2018 2:35:00 PM,251.7,252.65,251.3,252.65,375
9/14/2018 2:34:00 PM,250,251.7,248.95,251.7,1575
9/14/2018 2:33:00 PM,252.4,252.4,250,250,300
9/14/2018 2:32:00 PM,252.85,252.85,252.05,252.4,450
9/14/2018 2:31:00 PM,250.75,253.05,250.75,252.85,450
9/14/2018 2:30:00 PM,249.15,250.75,249.15,250.75,375
9/14/2018 2:29:00 PM,249.55,251.9,249.15,249.15,450
9/14/2018 2:28:00 PM,250,250,246.95,249.55,11025
9/14/2018 2:27:00 PM,250.9,250.9,247,250,2925
9/14/2018 2:26:00 PM,252.7,252.7,250.9,250.9,300
9/14/2018 2:25:00 PM,251.1,252.7,251.1,252.7,525
9/14/2018 2:24:00 PM,251.4,251.55,248,251.1,2850
9/14/2018 2:23:00 PM,254.75,254.75,251.2,251.4,525
9/14/2018 2:22:00 PM,255.2,255.3,254.45,254.75,1950
9/14/2018 2:21:00 PM,253.75,254,252.85,254,2175
9/14/2018 2:20:00 PM,253.25,253.75,252.9,253.75,975
9/14/2018 2:19:00 PM,254.9,255.85,253.25,253.25,600
9/14/2018 2:18:00 PM,257.4,257.4,254.6,254.9,300
9/14/2018 2:17:00 PM,257,258.95,257,257.4,2925
9/14/2018 2:16:00 PM,256.95,257.5,256,257,7125
9/14/2018 2:15:00 PM,254.25,258,254.25,256.95,10575
9/14/2018 2:14:00 PM,252.7,254.25,251.5,254.25,2850
9/14/2018 2:13:00 PM,252.15,252.7,252.15,252.7,600
9/14/2018 2:12:00 PM,252.55,253,252.15,252.15,375
9/14/2018 2:11:00 PM,250.8,253.6,250.8,252.55,825
9/14/2018 2:10:00 PM,250.2,250.8,250.2,250.8,825
9/14/2018 2:09:00 PM,248.3,251.2,248.3,250.2,2550
9/14/2018 2:08:00 PM,249.3,250.95,248.25,248.3,1575
9/14/2018 2:07:00 PM,249.1,251.95,248.5,249.3,3225
9/14/2018 2:06:00 PM,245.25,249.1,245.25,249.1,1200
9/14/2018 2:05:00 PM,245,245.2,241.35,243.35,10800
9/14/2018 2:04:00 PM,250.25,250.25,244.75,245,10275
9/14/2018 2:03:00 PM,250.15,251.05,249.05,250.25,1050
9/14/2018 2:02:00 PM,250.55,251.45,250.15,250.15,300
9/14/2018 2:01:00 PM,250,250.95,249.05,250.55,1200
9/14/2018 2:00:00 PM,254.1,254.1,249.3,249.75,2400
9/14/2018 1:59:00 PM,254.6,255,253.75,254.1,300
9/14/2018 1:58:00 PM,257.3,257.3,254.6,254.6,975
9/14/2018 1:57:00 PM,257.8,258,256.1,257.3,750
9/14/2018 1:56:00 PM,256,258,256,257.8,1500
9/14/2018 1:55:00 PM,258.1,258.1,256,256,1200
9/14/2018 1:54:00 PM,259,260.85,256.55,258.1,3675
9/14/2018 1:53:00 PM,258.15,259,253,259,1125
9/14/2018 1:52:00 PM,256.2,259,256.2,258.15,300
9/14/2018 1:51:00 PM,258.4,259,255.95,256.2,1500
9/14/2018 1:50:00 PM,257.45,258.95,257.45,258.4,225
9/14/2018 1:49:00 PM,257.45,259.6,257.35,257.45,1500
9/14/2018 1:48:00 PM,252.25,257.45,252.25,257.45,2175
9/14/2018 1:47:00 PM,255,255,251.5,252.25,1500
9/14/2018 1:46:00 PM,254.35,255,251.8,255,8625
9/14/2018 1:45:00 PM,257,257,253.55,254.35,1125
9/14/2018 1:44:00 PM,256.35,257,255,257,1650
9/14/2018 1:43:00 PM,253.4,256.85,253,256.35,6675
9/14/2018 1:42:00 PM,256,256,253,253,225
9/14/2018 1:41:00 PM,256.7,256.7,256,256,150
9/14/2018 1:40:00 PM,254.6,256.7,254.6,256.7,300
9/14/2018 1:39:00 PM,257,257,254.6,254.6,2025
9/14/2018 1:38:00 PM,257,258.5,257,257,450
9/14/2018 1:37:00 PM,254.3,257,254.3,257,525
9/14/2018 1:36:00 PM,251.25,255,251.25,254.3,4725
9/14/2018 1:35:00 PM,251.45,251.45,251.25,251.25,300
9/14/2018 1:34:00 PM,253.35,254,251.45,251.45,525
9/14/2018 1:33:00 PM,249,253.35,249,253.35,225
9/14/2018 1:32:00 PM,250,251.15,249,249,2250
9/14/2018 1:31:00 PM,250.7,250.7,247.75,250,1425
9/14/2018 1:30:00 PM,250.5,253.05,250.05,250.7,1650
9/14/2018 1:29:00 PM,255,255,250.5,250.5,2175
9/14/2018 1:28:00 PM,254.7,255.5,254.7,255,1200
9/14/2018 1:27:00 PM,257.85,257.85,254.1,254.7,1050
9/14/2018 1:26:00 PM,256,259,256,257.85,3075
9/14/2018 1:25:00 PM,253.2,256.85,253.2,256,1575
9/14/2018 1:24:00 PM,254,257,253.2,253.2,6225
9/14/2018 1:23:00 PM,254,255.45,252.5,254,1575
9/14/2018 1:22:00 PM,252.1,254,250.55,254,2175
9/14/2018 1:21:00 PM,253.3,253.3,251.85,252.1,300
9/14/2018 1:20:00 PM,254.25,255.75,251.9,253.3,1575
9/14/2018 1:19:00 PM,251.9,255,250.85,254.25,2325
9/14/2018 1:18:00 PM,254.5,254.5,249.4,251.9,10500
9/14/2018 1:17:00 PM,257.35,258,254.5,254.5,5025
9/14/2018 1:16:00 PM,254,258.5,253.25,257.35,3600
