Date,NIFTY18OCT11500CE O,NIFTY18OCT11500CE H,NIFTY18OCT11500CE L,NIFTY18OCT11500CE C,NIFTY18OCT11500CE V
9/14/2018 3:29:00 PM,233.55,233.55,230,232.7,900
9/14/2018 3:28:00 PM,235.3,236.85,233.55,233.55,1275
9/14/2018 3:27:00 PM,236.9,237,235.3,235.3,1650
9/14/2018 3:26:00 PM,236.95,237,235.85,236.9,1875
9/14/2018 3:25:00 PM,236.15,237,236.15,236.95,450
9/14/2018 3:24:00 PM,236.95,237,236.15,236.15,150
9/14/2018 3:23:00 PM,237.2,237.2,235.5,236.95,1575
9/14/2018 3:22:00 PM,237.2,237.2,237.2,237.2,0
9/14/2018 3:21:00 PM,237,237.2,237,237.2,225
9/14/2018 3:20:00 PM,236.9,237.15,236.9,237,900
9/14/2018 3:19:00 PM,235.45,236.9,235.45,236.9,225
9/14/2018 3:18:00 PM,235.45,235.45,235.45,235.45,0
9/14/2018 3:17:00 PM,233.7,235.45,233.7,235.45,150
9/14/2018 3:16:00 PM,236.15,236.15,233.7,233.7,225
9/14/2018 3:15:00 PM,236.25,236.9,235.5,236.3,975
9/14/2018 3:14:00 PM,236.25,236.25,236.25,236.25,0
9/14/2018 3:13:00 PM,235.8,236.25,235.8,236.25,225
9/14/2018 3:12:00 PM,236.55,236.55,235.25,235.8,450
9/14/2018 3:11:00 PM,236.5,236.55,235.55,236.55,600
9/14/2018 3:10:00 PM,234.4,236.5,234.4,236.5,675
9/14/2018 3:09:00 PM,237,237,235.05,235.05,450
9/14/2018 3:08:00 PM,235.8,238.15,235.8,237,2400
9/14/2018 3:07:00 PM,237.95,238.2,235.8,235.8,1800
9/14/2018 3:06:00 PM,236.7,237.95,236.25,237.95,1875
9/14/2018 3:05:00 PM,235.5,236.75,234.75,236.75,5175
9/14/2018 3:04:00 PM,239.9,240.4,235.45,237,1800
9/14/2018 3:03:00 PM,237.45,241.1,237.45,239.9,1575
9/14/2018 3:02:00 PM,235.4,238.5,233.15,237.45,2850
9/14/2018 3:01:00 PM,230.6,236.05,229.8,233.85,5850
9/14/2018 3:00:00 PM,223.7,230.7,222.05,230.6,9600
9/14/2018 2:59:00 PM,223.5,223.7,222.8,223.7,1575
9/14/2018 2:58:00 PM,224.2,225,223.5,223.5,900
9/14/2018 2:57:00 PM,223.1,225,223.1,224.2,825
9/14/2018 2:56:00 PM,223.1,223.1,223.1,223.1,0
9/14/2018 2:55:00 PM,223.75,223.9,222.45,223.1,2325
9/14/2018 2:54:00 PM,223.9,225,223.45,223.75,3075
9/14/2018 2:53:00 PM,222.4,223.6,222.4,223.6,600
9/14/2018 2:52:00 PM,222.7,222.7,221.3,222.4,2925
9/14/2018 2:51:00 PM,222.65,222.7,221.8,222.7,750
9/14/2018 2:50:00 PM,224.1,224.1,222.65,222.65,450
9/14/2018 2:49:00 PM,224.1,224.1,224.1,224.1,0
9/14/2018 2:48:00 PM,224.1,224.1,224.1,224.1,0
9/14/2018 2:47:00 PM,223.1,224.1,223.1,224.1,450
9/14/2018 2:46:00 PM,223.7,223.7,223.1,223.1,150
9/14/2018 2:45:00 PM,223.05,224.7,223.05,223.7,1575
9/14/2018 2:44:00 PM,223.05,223.05,223.05,223.05,0
9/14/2018 2:43:00 PM,223.7,223.7,222.5,223.05,900
9/14/2018 2:42:00 PM,222.6,223.85,222.55,223.7,225
9/14/2018 2:41:00 PM,219.8,222.8,219.8,222.6,900
