Date,BANKNIFTY18SEP27000CE O,BANKNIFTY18SEP27000CE H,BANKNIFTY18SEP27000CE L,BANKNIFTY18SEP27000CE C,BANKNIFTY18SEP27000CE V
9/14/2018 3:29:00 PM,390.7,398,387.15,398,3320
9/14/2018 3:28:00 PM,396.15,396.15,391.05,391.05,880
9/14/2018 3:27:00 PM,398.75,399.1,395.5,396.15,1520
9/14/2018 3:26:00 PM,398.2,400.6,398.2,398.75,840
9/14/2018 3:25:00 PM,400,400.9,398,399.65,2480
9/14/2018 3:24:00 PM,401.45,401.55,399.7,400,2320
9/14/2018 3:23:00 PM,399.15,401.65,398,401.45,2200
9/14/2018 3:22:00 PM,401.15,402.35,399.15,399.15,1920
9/14/2018 3:21:00 PM,402,403.95,401.05,402,3960
9/14/2018 3:20:00 PM,408.35,408.35,402,402,1320
9/14/2018 3:19:00 PM,409.4,409.4,405.9,408.35,3400
9/14/2018 3:18:00 PM,408.15,410,408.15,409.4,880
9/14/2018 3:17:00 PM,406.55,408.75,403,408.15,1720
9/14/2018 3:16:00 PM,403.45,406.55,401.6,406.55,1440
9/14/2018 3:15:00 PM,408,408,403.3,403.45,2840
9/14/2018 3:14:00 PM,404.95,410,404.95,408,560
9/14/2018 3:13:00 PM,405.95,406.85,402.05,404.95,1080
9/14/2018 3:12:00 PM,411.25,413.7,405.15,405.95,1080
9/14/2018 3:11:00 PM,410.45,412.65,407.15,411.25,920
9/14/2018 3:10:00 PM,401,409.5,400.7,409.5,2160
9/14/2018 3:09:00 PM,425.05,426.65,400,401,2000
9/14/2018 3:08:00 PM,425.5,427,425,425.05,1920
9/14/2018 3:07:00 PM,427.85,430.35,424.85,425.5,1720
9/14/2018 3:06:00 PM,427,435,425.05,427.85,2600
9/14/2018 3:05:00 PM,421.4,427.65,421.4,426.6,1480
9/14/2018 3:04:00 PM,430.65,430.65,423.8,423.8,1560
9/14/2018 3:03:00 PM,435.85,437.85,430.65,430.65,6600
9/14/2018 3:02:00 PM,421.35,433.8,421.3,433.8,3320
9/14/2018 3:01:00 PM,405.65,429.3,405.65,421.35,9040
9/14/2018 3:00:00 PM,393.2,407.85,393.2,405.65,1480
9/14/2018 2:59:00 PM,396,396.05,393,393.2,760
9/14/2018 2:58:00 PM,399.5,399.5,396,396,200
