Date,JPYINR18SEPFUT O,JPYINR18SEPFUT H,JPYINR18SEPFUT L,JPYINR18SEPFUT C,JPYINR18SEPFUT V
9/14/2018 10:40:00 AM,64.305,64.305,64.2975,64.3,45
9/14/2018 10:39:00 AM,64.3,64.305,64.3,64.305,12
9/14/2018 10:38:00 AM,64.31,64.31,64.3,64.3,90
9/14/2018 10:37:00 AM,64.3,64.31,64.3,64.31,58
9/14/2018 10:36:00 AM,64.3,64.3025,64.3,64.3,13
9/14/2018 10:35:00 AM,64.3,64.3025,64.3,64.3,11
9/14/2018 10:34:00 AM,64.31,64.31,64.3,64.3,200
9/14/2018 10:33:00 AM,64.305,64.31,64.305,64.31,336
9/14/2018 10:32:00 AM,64.29,64.305,64.29,64.305,190
9/14/2018 10:31:00 AM,64.285,64.29,64.285,64.29,67
9/14/2018 10:30:00 AM,64.28,64.2875,64.28,64.285,67
9/14/2018 10:29:00 AM,64.3,64.3025,64.2875,64.2875,114
9/14/2018 10:28:00 AM,64.3,64.3,64.3,64.3,0
9/14/2018 10:27:00 AM,64.295,64.3,64.295,64.3,32
9/14/2018 10:26:00 AM,64.3125,64.3125,64.295,64.295,271
9/14/2018 10:25:00 AM,64.32,64.32,64.3125,64.3125,9
9/14/2018 10:24:00 AM,64.325,64.325,64.3175,64.32,48
9/14/2018 10:23:00 AM,64.3275,64.3275,64.3175,64.325,62
9/14/2018 10:22:00 AM,64.32,64.3275,64.32,64.3275,50
9/14/2018 10:21:00 AM,64.3175,64.32,64.3175,64.32,2
9/14/2018 10:20:00 AM,64.3175,64.3175,64.3175,64.3175,0
9/14/2018 10:19:00 AM,64.33,64.33,64.31,64.3175,39
9/14/2018 10:18:00 AM,64.325,64.33,64.325,64.33,4
9/14/2018 10:17:00 AM,64.33,64.33,64.325,64.325,8
9/14/2018 10:16:00 AM,64.33,64.33,64.325,64.33,20
9/14/2018 10:15:00 AM,64.3375,64.3375,64.33,64.33,17
9/14/2018 10:14:00 AM,64.335,64.3375,64.3275,64.3375,15
9/14/2018 10:13:00 AM,64.3325,64.335,64.325,64.335,12
9/14/2018 10:12:00 AM,64.34,64.3425,64.3325,64.3325,43
9/14/2018 10:11:00 AM,64.34,64.34,64.34,64.34,0
9/14/2018 10:10:00 AM,64.325,64.34,64.325,64.34,31
9/14/2018 10:09:00 AM,64.3325,64.335,64.325,64.325,118
9/14/2018 10:08:00 AM,64.3425,64.3425,64.3325,64.3325,17
9/14/2018 10:07:00 AM,64.3625,64.3625,64.3425,64.3425,7
9/14/2018 10:06:00 AM,64.3625,64.3625,64.3625,64.3625,67
9/14/2018 10:05:00 AM,64.35,64.3625,64.35,64.3625,94
9/14/2018 10:04:00 AM,64.35,64.35,64.35,64.35,22
9/14/2018 10:03:00 AM,64.345,64.35,64.345,64.35,21
9/14/2018 10:02:00 AM,64.3375,64.3475,64.3375,64.345,83
9/14/2018 10:01:00 AM,64.335,64.3425,64.335,64.3375,67
9/14/2018 10:00:00 AM,64.36,64.36,64.33,64.335,573
9/14/2018 9:59:00 AM,64.36,64.36,64.36,64.36,0
9/14/2018 9:58:00 AM,64.36,64.36,64.36,64.36,0
9/14/2018 9:57:00 AM,64.36,64.36,64.36,64.36,25
9/14/2018 9:56:00 AM,64.36,64.36,64.36,64.36,2
9/14/2018 9:55:00 AM,64.36,64.36,64.36,64.36,2
9/14/2018 9:54:00 AM,64.36,64.36,64.36,64.36,0
9/14/2018 9:53:00 AM,64.36,64.36,64.36,64.36,50
9/14/2018 9:52:00 AM,64.3575,64.36,64.3575,64.36,80
9/14/2018 9:51:00 AM,64.36,64.36,64.3575,64.3575,32
9/14/2018 9:50:00 AM,64.355,64.36,64.355,64.36,3
9/14/2018 9:49:00 AM,64.355,64.355,64.355,64.355,6
9/14/2018 9:48:00 AM,64.3575,64.3575,64.35,64.355,33
9/14/2018 9:47:00 AM,64.3675,64.3675,64.3525,64.3575,448
9/14/2018 9:46:00 AM,64.36,64.3675,64.36,64.3675,97
9/14/2018 9:45:00 AM,64.36,64.3625,64.36,64.36,78
9/14/2018 9:44:00 AM,64.3675,64.3675,64.36,64.36,25
9/14/2018 9:43:00 AM,64.37,64.37,64.36,64.3675,23
9/14/2018 9:42:00 AM,64.37,64.37,64.37,64.37,27
9/14/2018 9:41:00 AM,64.3775,64.3775,64.365,64.37,53
9/14/2018 9:40:00 AM,64.38,64.38,64.37,64.3775,67
9/14/2018 9:39:00 AM,64.38,64.38,64.38,64.38,0
9/14/2018 9:38:00 AM,64.38,64.38,64.38,64.38,21
9/14/2018 9:37:00 AM,64.38,64.38,64.38,64.38,15
9/14/2018 9:36:00 AM,64.3925,64.3925,64.38,64.38,31
9/14/2018 9:35:00 AM,64.365,64.39,64.365,64.39,85
9/14/2018 9:34:00 AM,64.3675,64.375,64.365,64.365,36
9/14/2018 9:33:00 AM,64.36,64.3675,64.36,64.3675,8
9/14/2018 9:32:00 AM,64.3575,64.36,64.3575,64.36,31
9/14/2018 9:31:00 AM,64.365,64.37,64.355,64.3575,43
9/14/2018 9:30:00 AM,64.36,64.3625,64.36,64.3625,3
9/14/2018 9:29:00 AM,64.355,64.3675,64.34,64.36,97
9/14/2018 9:28:00 AM,64.36,64.3675,64.355,64.355,6
9/14/2018 9:27:00 AM,64.35,64.3625,64.3425,64.36,188
9/14/2018 9:26:00 AM,64.34,64.35,64.34,64.35,5
9/14/2018 9:25:00 AM,64.36,64.36,64.34,64.34,36
9/14/2018 9:24:00 AM,64.34,64.36,64.34,64.36,79
9/14/2018 9:23:00 AM,64.3525,64.3575,64.34,64.34,49
9/14/2018 9:22:00 AM,64.36,64.365,64.3525,64.3525,83
9/14/2018 9:21:00 AM,64.3625,64.365,64.35,64.36,370
9/14/2018 9:20:00 AM,64.365,64.3775,64.35,64.36,198
9/14/2018 9:19:00 AM,64.34,64.3775,64.34,64.365,476
9/14/2018 9:18:00 AM,64.3375,64.35,64.3375,64.34,476
9/14/2018 9:17:00 AM,64.31,64.3375,64.31,64.3375,28
9/14/2018 9:16:00 AM,64.3025,64.31,64.3,64.31,58
9/14/2018 9:15:00 AM,64.2875,64.3075,64.285,64.3025,279
9/14/2018 9:14:00 AM,64.2725,64.2975,64.2725,64.2875,80
9/14/2018 9:13:00 AM,64.255,64.275,64.2525,64.2725,67
9/14/2018 9:12:00 AM,64.2525,64.26,64.2425,64.2525,177
9/14/2018 9:11:00 AM,64.255,64.2675,64.2475,64.2525,221
9/14/2018 9:10:00 AM,64.2775,64.2775,64.255,64.255,289
9/14/2018 9:09:00 AM,64.2725,64.2775,64.265,64.2775,380
9/14/2018 9:08:00 AM,64.23,64.275,64.23,64.2725,288
9/14/2018 9:07:00 AM,64.2475,64.26,64.23,64.23,846
9/14/2018 9:06:00 AM,64.2725,64.2725,64.25,64.2525,388
9/14/2018 9:05:00 AM,64.3,64.3,64.27,64.27,599
9/14/2018 9:04:00 AM,64.3,64.3,64.29,64.3,203
9/14/2018 9:03:00 AM,64.295,64.305,64.285,64.3,265
9/14/2018 9:02:00 AM,64.3,64.305,64.28,64.29,614
9/14/2018 9:01:00 AM,64.225,64.32,64.2025,64.3,490
9/14/2018 9:00:00 AM,64.28,64.28,64.2,64.23,434
