Date,NIFTY18SEP11650CE O,NIFTY18SEP11650CE H,NIFTY18SEP11650CE L,NIFTY18SEP11650CE C,NIFTY18SEP11650CE V
9/14/2018 3:29:00 PM,52.5,52.8,50.85,51.95,8175
9/14/2018 3:28:00 PM,53.55,53.7,52.5,52.5,6000
9/14/2018 3:27:00 PM,53.85,54.15,53.3,53.65,9000
9/14/2018 3:26:00 PM,54.15,54.3,53.85,53.85,6750
9/14/2018 3:25:00 PM,54,54.15,53.9,54.15,3900
9/14/2018 3:24:00 PM,53.7,54,53.55,54,17475
9/14/2018 3:23:00 PM,53.4,53.75,53.15,53.7,1950
9/14/2018 3:22:00 PM,54,54,53.3,53.4,9225
9/14/2018 3:21:00 PM,53.3,54,53.15,54,13950
9/14/2018 3:20:00 PM,53.65,53.9,53.35,53.5,6225
9/14/2018 3:19:00 PM,53.5,53.65,53.35,53.65,1200
9/14/2018 3:18:00 PM,52.9,53.45,52.75,53.45,4725
9/14/2018 3:17:00 PM,52.5,53.05,52.35,52.9,12525
9/14/2018 3:16:00 PM,52.1,52.5,51.4,52.5,7650
9/14/2018 3:15:00 PM,52.55,52.7,51.85,52.1,2775
9/14/2018 3:14:00 PM,52.45,52.6,52.2,52.55,1725
9/14/2018 3:13:00 PM,52.2,52.9,52.15,52.6,1350
9/14/2018 3:12:00 PM,52.8,53,52.2,52.2,375
9/14/2018 3:11:00 PM,53.25,53.25,52.55,52.8,1275
9/14/2018 3:10:00 PM,51.35,53.35,51.35,53.25,10050
9/14/2018 3:09:00 PM,53.35,53.35,51.35,51.35,10875
9/14/2018 3:08:00 PM,53.35,53.6,53,53.4,7800
9/14/2018 3:07:00 PM,54,54.45,53.05,53.35,12075
9/14/2018 3:06:00 PM,53,54.25,52.45,53.95,4500
9/14/2018 3:05:00 PM,51.7,52.8,51.35,52.15,1650
9/14/2018 3:04:00 PM,54.1,54.1,51.7,51.7,6600
9/14/2018 3:03:00 PM,53.25,55,53,54.1,5475
9/14/2018 3:02:00 PM,52,53.25,51.25,53.25,5175
9/14/2018 3:01:00 PM,49.65,52,49.65,52,7425
9/14/2018 3:00:00 PM,46,49.85,45.65,49.35,13575
9/14/2018 2:59:00 PM,46.15,46.15,46,46,675
9/14/2018 2:58:00 PM,46.6,46.6,46.1,46.15,525
9/14/2018 2:57:00 PM,46.65,46.9,46.6,46.6,525
9/14/2018 2:56:00 PM,46,46.65,46,46.65,525
9/14/2018 2:55:00 PM,46.15,46.15,46,46,225
9/14/2018 2:54:00 PM,46.15,46.65,46.15,46.15,6975
9/14/2018 2:53:00 PM,45.1,46,45.1,46,300
9/14/2018 2:52:00 PM,46,46,45.1,45.1,2775
9/14/2018 2:51:00 PM,46,46,45.75,46,1500
9/14/2018 2:50:00 PM,47,47,46,46,3600
9/14/2018 2:49:00 PM,46.6,47,46,47,525
9/14/2018 2:48:00 PM,46.8,46.8,46.1,46.6,1275
9/14/2018 2:47:00 PM,47.05,47.05,46.1,46.8,2325
9/14/2018 2:46:00 PM,47.55,47.55,46.55,47.05,825
9/14/2018 2:45:00 PM,46.35,47.6,46.35,47.55,2625
9/14/2018 2:44:00 PM,46.7,46.7,46.35,46.35,75
9/14/2018 2:43:00 PM,46.55,46.7,46.1,46.7,600
9/14/2018 2:42:00 PM,46,46.95,46,46.55,975
9/14/2018 2:41:00 PM,45.2,46.05,45.2,46,525
9/14/2018 2:40:00 PM,44,45.2,44,45.2,1950
9/14/2018 2:39:00 PM,44,44,43.45,44,1125
9/14/2018 2:38:00 PM,44.5,44.5,43.55,44,1200
9/14/2018 2:37:00 PM,45.05,45.05,43.85,44.5,1875
9/14/2018 2:36:00 PM,45.2,45.7,45.05,45.05,675
9/14/2018 2:35:00 PM,45.45,45.45,44.9,45.2,1275
9/14/2018 2:34:00 PM,45,45,44.75,45,450
9/14/2018 2:33:00 PM,45.55,45.7,45,45,1425
9/14/2018 2:32:00 PM,45.35,45.75,45.35,45.55,450
9/14/2018 2:31:00 PM,44.95,45.95,44.95,45.95,1875
9/14/2018 2:30:00 PM,44.75,44.95,44.75,44.95,450
9/14/2018 2:29:00 PM,44.55,45.5,44.5,44.5,450
9/14/2018 2:28:00 PM,44.75,44.85,44.2,44.55,900
9/14/2018 2:27:00 PM,45.2,45.2,43.6,44.75,2400
9/14/2018 2:26:00 PM,45.65,45.9,45.2,45.2,825
9/14/2018 2:25:00 PM,45.65,45.95,45.65,45.65,675
9/14/2018 2:24:00 PM,45.7,45.7,45.2,45.5,1125
9/14/2018 2:23:00 PM,47,47,45.65,45.7,975
9/14/2018 2:22:00 PM,46.5,47.35,46.5,47,900
9/14/2018 2:21:00 PM,46.45,46.7,45.95,46.5,2100
9/14/2018 2:20:00 PM,46.65,47,46.45,46.45,525
9/14/2018 2:19:00 PM,47.1,47.85,46.5,46.65,1125
9/14/2018 2:18:00 PM,48.3,48.3,46.7,47.1,2850
9/14/2018 2:17:00 PM,47.75,48.3,47.75,48.3,1050
9/14/2018 2:16:00 PM,47.7,48,47.3,47.75,1050
9/14/2018 2:15:00 PM,47.55,48,47.15,48,3300
9/14/2018 2:14:00 PM,46.75,47.2,45.7,47.2,1350
9/14/2018 2:13:00 PM,46.85,46.95,46.15,46.75,750
9/14/2018 2:12:00 PM,46.6,46.9,46.6,46.85,225
9/14/2018 2:11:00 PM,45.55,47,45.55,46.6,1875
9/14/2018 2:10:00 PM,46.2,46.55,45.55,45.55,450
9/14/2018 2:09:00 PM,45.7,46.5,45.45,46.2,1350
9/14/2018 2:08:00 PM,45.75,45.95,45.75,45.85,375
9/14/2018 2:07:00 PM,45.35,46,45.35,45.75,3300
9/14/2018 2:06:00 PM,43.8,45.5,43.8,45.35,1425
9/14/2018 2:05:00 PM,44.5,44.5,43.05,43.8,2100
9/14/2018 2:04:00 PM,46.1,46.1,44.5,44.5,1275
9/14/2018 2:03:00 PM,44.85,46.5,44.85,46.1,1425
9/14/2018 2:02:00 PM,45.5,46.65,44.85,44.85,5700
9/14/2018 2:01:00 PM,46,46.3,45.45,45.5,8700
9/14/2018 2:00:00 PM,47,47.1,45.9,46,1500
9/14/2018 1:59:00 PM,48.05,48.05,47,47,525
9/14/2018 1:58:00 PM,48.75,48.75,47.8,48.05,750
9/14/2018 1:57:00 PM,48.75,48.75,48.75,48.75,0
9/14/2018 1:56:00 PM,47.8,48.75,47.8,48.75,1275
9/14/2018 1:55:00 PM,48.75,48.75,47.7,47.8,4800
9/14/2018 1:54:00 PM,49,49.65,48.75,48.75,2475
9/14/2018 1:53:00 PM,47.9,49,47.4,49,2850
9/14/2018 1:52:00 PM,48.5,49.2,47.9,47.9,2250
9/14/2018 1:51:00 PM,48.9,49.15,48.35,48.5,2775
9/14/2018 1:50:00 PM,47.3,48.75,47.3,48.75,2025
9/14/2018 1:49:00 PM,47.65,48.5,47.65,47.8,5700
9/14/2018 1:48:00 PM,46.3,47.8,46.2,47.65,6075
9/14/2018 1:47:00 PM,46.55,46.6,46.15,46.3,1125
9/14/2018 1:46:00 PM,46.1,47.2,45.45,46.55,8100
9/14/2018 1:45:00 PM,47.65,47.65,46,46,9300
9/14/2018 1:44:00 PM,47,47.95,47,47.65,15750
