Date,NIFTY18SEP11650PE O,NIFTY18SEP11650PE H,NIFTY18SEP11650PE L,NIFTY18SEP11650PE C,NIFTY18SEP11650PE V
9/14/2018 3:29:00 PM,159,165.8,159,165.8,525
9/14/2018 3:28:00 PM,151.15,159,151.15,159,75
9/14/2018 3:27:00 PM,154.05,154.05,151.15,151.15,150
9/14/2018 3:26:00 PM,154.05,154.05,154.05,154.05,0
9/14/2018 3:25:00 PM,152.85,154.05,152.4,154.05,525
9/14/2018 3:24:00 PM,152.8,152.9,152.8,152.85,150
9/14/2018 3:23:00 PM,154.1,154.1,152.8,152.8,75
9/14/2018 3:22:00 PM,152.3,154.1,152.3,154.1,150
9/14/2018 3:21:00 PM,152.55,152.55,151.8,152.3,1425
9/14/2018 3:20:00 PM,152.55,152.55,152.55,152.55,150
9/14/2018 3:19:00 PM,150.2,151.2,150.2,150.7,450
9/14/2018 3:18:00 PM,152.9,152.9,150.2,150.2,750
9/14/2018 3:17:00 PM,153,153,152,152.9,375
9/14/2018 3:16:00 PM,152.65,153,152.65,153,75
9/14/2018 3:15:00 PM,152.65,152.65,152.65,152.65,0
9/14/2018 3:14:00 PM,155,155,152.65,152.65,75
9/14/2018 3:13:00 PM,154.1,155,154.1,155,75
9/14/2018 3:12:00 PM,154.55,154.55,154.1,154.1,75
9/14/2018 3:11:00 PM,153.15,154.55,153.15,154.55,75
9/14/2018 3:10:00 PM,150.95,153.15,150.95,153.15,75
9/14/2018 3:09:00 PM,150.95,150.95,150.95,150.95,0
9/14/2018 3:08:00 PM,151.75,151.75,150.95,150.95,75
9/14/2018 3:07:00 PM,151.85,151.85,149.65,151.75,150
9/14/2018 3:06:00 PM,151,153,151,151.85,450
9/14/2018 3:05:00 PM,152.45,152.45,151,152.15,525
9/14/2018 3:04:00 PM,149.05,152.45,148.7,152.45,1350
9/14/2018 3:03:00 PM,155.95,155.95,146.55,149.05,975
9/14/2018 3:02:00 PM,154.85,155.95,154.85,155.95,225
9/14/2018 3:01:00 PM,161.55,161.55,154.85,154.85,825
9/14/2018 3:00:00 PM,167.95,169.65,166.1,166.1,750
9/14/2018 2:59:00 PM,169.5,169.5,167.95,167.95,525
9/14/2018 2:58:00 PM,168.15,170,167.85,169.5,300
9/14/2018 2:57:00 PM,171.3,171.3,168.15,168.15,75
9/14/2018 2:56:00 PM,171.3,171.3,171.3,171.3,0
9/14/2018 2:55:00 PM,169.7,171.3,169.7,171.3,150
9/14/2018 2:54:00 PM,170.3,170.3,169.7,169.7,75
9/14/2018 2:53:00 PM,170.15,170.3,170.15,170.3,150
9/14/2018 2:52:00 PM,170.15,170.15,170.15,170.15,0
9/14/2018 2:51:00 PM,170.15,170.15,170.15,170.15,0
9/14/2018 2:50:00 PM,169.25,170.15,169.25,170.15,150
9/14/2018 2:49:00 PM,169.25,169.25,169.25,169.25,0
9/14/2018 2:48:00 PM,168.9,169.25,168.9,169.25,150
9/14/2018 2:47:00 PM,168.9,168.9,168.9,168.9,0
9/14/2018 2:46:00 PM,168.9,168.9,168.9,168.9,0
9/14/2018 2:45:00 PM,171.15,171.15,168.8,168.9,300
9/14/2018 2:44:00 PM,171.15,171.15,171.15,171.15,0
9/14/2018 2:43:00 PM,171.15,171.15,171.15,171.15,0
9/14/2018 2:42:00 PM,174,174,171.15,171.15,75
9/14/2018 2:41:00 PM,172.55,174,172.55,174,75
9/14/2018 2:40:00 PM,172.55,172.55,172.55,172.55,0
9/14/2018 2:39:00 PM,172.55,172.55,172.55,172.55,0
9/14/2018 2:38:00 PM,172.55,172.55,172.55,172.55,0
9/14/2018 2:37:00 PM,172.55,172.55,172.55,172.55,0
9/14/2018 2:36:00 PM,173.4,173.4,172.55,172.55,75
9/14/2018 2:35:00 PM,176.45,176.45,173.4,173.4,1050
9/14/2018 2:34:00 PM,173.75,176.45,173.75,176.45,150
9/14/2018 2:33:00 PM,174.2,174.2,173.75,173.75,150
9/14/2018 2:32:00 PM,174.2,174.2,174.2,174.2,0
9/14/2018 2:31:00 PM,177.05,177.05,174.2,174.2,1650
9/14/2018 2:30:00 PM,177.05,177.05,177.05,177.05,0
9/14/2018 2:29:00 PM,178,178,177.05,177.05,225
9/14/2018 2:28:00 PM,176.65,178,176.65,178,75
9/14/2018 2:27:00 PM,176.65,176.65,176.65,176.65,0
9/14/2018 2:26:00 PM,176.65,176.65,176.65,176.65,0
9/14/2018 2:25:00 PM,176.65,176.65,176.65,176.65,0
9/14/2018 2:24:00 PM,170.15,176.65,170.15,176.65,225
9/14/2018 2:23:00 PM,170.15,170.15,170.15,170.15,0
9/14/2018 2:22:00 PM,170.15,170.15,170.15,170.15,0
9/14/2018 2:21:00 PM,170.15,170.15,170.15,170.15,0
9/14/2018 2:20:00 PM,170.15,170.15,170.15,170.15,0
9/14/2018 2:19:00 PM,170.15,170.15,170.15,170.15,0
9/14/2018 2:18:00 PM,170,170.15,170,170.15,150
9/14/2018 2:17:00 PM,172.45,172.45,170,170,450
9/14/2018 2:16:00 PM,171,172.45,171,172.45,75
9/14/2018 2:15:00 PM,174,174,171,171,75
9/14/2018 2:14:00 PM,174,174,174,174,0
9/14/2018 2:13:00 PM,174.1,174.1,174,174,450
9/14/2018 2:12:00 PM,174,175.4,174,174.1,150
9/14/2018 2:11:00 PM,177.75,177.75,174,174,75
9/14/2018 2:10:00 PM,176.15,177.75,176.15,177.75,150
9/14/2018 2:09:00 PM,176.15,176.15,176.15,176.15,0
9/14/2018 2:08:00 PM,176.15,176.15,176.15,176.15,0
9/14/2018 2:07:00 PM,180,180,176.15,176.15,75
9/14/2018 2:06:00 PM,177.3,180,177.3,180,75
9/14/2018 2:05:00 PM,177.3,177.3,177.3,177.3,0
9/14/2018 2:04:00 PM,177.3,177.3,177.3,177.3,0
9/14/2018 2:03:00 PM,177,177.3,177,177.3,75
9/14/2018 2:02:00 PM,176.95,177,176.95,177,150
9/14/2018 2:01:00 PM,177.7,177.7,176.95,176.95,225
9/14/2018 2:00:00 PM,175.55,177.7,175.25,177.7,450
9/14/2018 1:59:00 PM,170.55,170.55,170.55,170.55,0
9/14/2018 1:58:00 PM,170.55,170.55,170.55,170.55,0
9/14/2018 1:57:00 PM,170.55,170.55,170.55,170.55,0
9/14/2018 1:56:00 PM,170.55,170.55,170.55,170.55,0
9/14/2018 1:55:00 PM,170.55,170.55,170.55,170.55,0
9/14/2018 1:54:00 PM,170.55,170.55,168.45,170.55,225
9/14/2018 1:53:00 PM,169.95,172.4,169.95,170.55,450
9/14/2018 1:52:00 PM,171.85,171.85,169.95,169.95,75
9/14/2018 1:51:00 PM,171.85,171.85,171.85,171.85,0
9/14/2018 1:50:00 PM,171.85,171.85,171.85,171.85,0
9/14/2018 1:49:00 PM,171.45,171.85,169.05,171.85,225
9/14/2018 1:48:00 PM,173.5,173.5,171.45,171.45,525
9/14/2018 1:47:00 PM,174.9,174.9,172.15,173.5,900
9/14/2018 1:46:00 PM,173.7,175.05,173.7,174.9,600
9/14/2018 1:45:00 PM,171.25,173.7,171.25,173.7,150
9/14/2018 1:44:00 PM,170.75,171.25,170.75,171.25,75
9/14/2018 1:43:00 PM,170.75,170.75,170.75,170.75,0
9/14/2018 1:42:00 PM,170.75,170.75,170.75,170.75,0
9/14/2018 1:41:00 PM,171.1,171.1,170.75,170.75,75
9/14/2018 1:40:00 PM,169.65,171.1,169.65,171.1,75
9/14/2018 1:39:00 PM,169.65,169.65,169.65,169.65,0
9/14/2018 1:38:00 PM,170.15,170.15,169.65,169.65,150
9/14/2018 1:37:00 PM,177,177,170.15,170.15,375
9/14/2018 1:36:00 PM,177,177,177,177,0
9/14/2018 1:35:00 PM,177,177,177,177,0
9/14/2018 1:34:00 PM,177,177,177,177,0
9/14/2018 1:33:00 PM,177,177,177,177,0
9/14/2018 1:32:00 PM,177,177,177,177,0
9/14/2018 1:31:00 PM,173.1,177,173.1,177,150
9/14/2018 1:30:00 PM,173.95,173.95,173.1,173.1,75
9/14/2018 1:29:00 PM,172.35,173.95,172.35,173.95,225
9/14/2018 1:28:00 PM,170.15,172.35,170.15,172.35,225
9/14/2018 1:27:00 PM,171.5,171.5,170.15,170.15,525
9/14/2018 1:26:00 PM,170.2,171.5,168,171.5,150
9/14/2018 1:25:00 PM,171,171,170.2,170.2,150
9/14/2018 1:24:00 PM,171,171,171,171,675
9/14/2018 1:23:00 PM,172.2,172.2,171,171,75
9/14/2018 1:22:00 PM,172.2,172.2,172.2,172.2,0
9/14/2018 1:21:00 PM,172.2,172.2,172.2,172.2,0
9/14/2018 1:20:00 PM,172.2,172.2,172.2,172.2,0
9/14/2018 1:19:00 PM,172.25,172.25,172.2,172.2,975
9/14/2018 1:18:00 PM,169.5,172.25,169.5,172.25,75
9/14/2018 1:17:00 PM,170.4,170.4,167.55,169.5,675
9/14/2018 1:16:00 PM,173.2,173.2,170.4,170.4,300
9/14/2018 1:15:00 PM,175,175,173.2,173.2,75
9/14/2018 1:14:00 PM,175,175,175,175,0
9/14/2018 1:13:00 PM,175,175,175,175,0
9/14/2018 1:12:00 PM,175,175,175,175,0
9/14/2018 1:11:00 PM,175.25,175.25,175,175,525
9/14/2018 1:10:00 PM,178.3,178.3,175.25,175.25,225
9/14/2018 1:09:00 PM,178.8,179,178.25,178.3,1200
9/14/2018 1:08:00 PM,178.8,178.8,178.8,178.8,0
9/14/2018 1:07:00 PM,178.8,178.8,178.8,178.8,0
9/14/2018 1:06:00 PM,178.8,178.8,178.8,178.8,0
9/14/2018 1:05:00 PM,191.25,191.25,178.8,178.8,825
9/14/2018 1:04:00 PM,191.25,191.25,191.25,191.25,0
9/14/2018 1:03:00 PM,187.5,191.25,187.5,191.25,150
9/14/2018 1:02:00 PM,190,190,187.5,187.5,150
9/14/2018 1:01:00 PM,197.3,197.3,190,190,75
9/14/2018 1:00:00 PM,197.3,197.3,197.3,197.3,0
9/14/2018 12:59:00 PM,197.3,197.3,197.3,197.3,0
9/14/2018 12:58:00 PM,200.45,200.45,197.3,197.3,75
9/14/2018 12:57:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:56:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:55:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:54:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:53:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:52:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:51:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:50:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:49:00 PM,200.45,200.45,200.45,200.45,0
9/14/2018 12:48:00 PM,201,201,200.45,200.45,150
9/14/2018 12:47:00 PM,201,201,201,201,0
9/14/2018 12:46:00 PM,201,201,201,201,0
9/14/2018 12:45:00 PM,201,201,201,201,0
9/14/2018 12:44:00 PM,201,201,201,201,0
9/14/2018 12:43:00 PM,201,201,201,201,0
9/14/2018 12:42:00 PM,201,201,201,201,0
9/14/2018 12:41:00 PM,201,201,201,201,0
9/14/2018 12:40:00 PM,201,201,201,201,0
9/14/2018 12:39:00 PM,201,201,201,201,0
9/14/2018 12:38:00 PM,201,201,201,201,0
9/14/2018 12:37:00 PM,201,201,201,201,0
9/14/2018 12:36:00 PM,201,201,201,201,0
9/14/2018 12:35:00 PM,201,201,201,201,0
9/14/2018 12:34:00 PM,201,201,201,201,0
9/14/2018 12:33:00 PM,201,201,201,201,0
9/14/2018 12:32:00 PM,201,201,201,201,0
9/14/2018 12:31:00 PM,201,201,201,201,0
9/14/2018 12:30:00 PM,201,201,201,201,0
9/14/2018 12:29:00 PM,201,201,201,201,0
9/14/2018 12:28:00 PM,201,201,201,201,0
9/14/2018 12:27:00 PM,201,201,201,201,0
9/14/2018 12:26:00 PM,201,201,201,201,0
9/14/2018 12:25:00 PM,201,201,201,201,0
9/14/2018 12:24:00 PM,201,201,201,201,0
9/14/2018 12:23:00 PM,201,201,201,201,0
9/14/2018 12:22:00 PM,201,201,201,201,0
9/14/2018 12:21:00 PM,201,201,201,201,0
9/14/2018 12:20:00 PM,201,201,201,201,0
9/14/2018 12:19:00 PM,201,201,201,201,0
9/14/2018 12:18:00 PM,201,201,201,201,0
9/14/2018 12:17:00 PM,201,201,201,201,0
9/14/2018 12:16:00 PM,201,201,201,201,0
9/14/2018 12:15:00 PM,201,201,201,201,0
9/14/2018 12:14:00 PM,201,201,201,201,0
9/14/2018 12:13:00 PM,201,201,201,201,0
9/14/2018 12:12:00 PM,201,201,201,201,0
9/14/2018 12:11:00 PM,201,201,201,201,0
9/14/2018 12:10:00 PM,201,201,201,201,0
9/14/2018 12:09:00 PM,201,201,201,201,0
9/14/2018 12:08:00 PM,201,201,201,201,0
9/14/2018 12:07:00 PM,201,201,201,201,0
9/14/2018 12:06:00 PM,201,201,201,201,0
9/14/2018 12:05:00 PM,201,201,201,201,0
9/14/2018 12:04:00 PM,201,201,201,201,0
9/14/2018 12:03:00 PM,202.3,202.8,201,201,150
9/14/2018 12:02:00 PM,209,209,202.3,202.3,150
9/14/2018 12:01:00 PM,209,209,209,209,0
9/14/2018 12:00:00 PM,209,209,209,209,0
9/14/2018 11:59:00 AM,209,209,209,209,0
9/14/2018 11:58:00 AM,209,209,209,209,0
9/14/2018 11:57:00 AM,209,209,209,209,0
9/14/2018 11:56:00 AM,209,209,209,209,0
9/14/2018 11:55:00 AM,209.15,209.15,209,209,75
9/14/2018 11:54:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:53:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:52:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:51:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:50:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:49:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:48:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:47:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:46:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:45:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:44:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:43:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:42:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:41:00 AM,209.15,209.15,209.15,209.15,0
9/14/2018 11:40:00 AM,208,209.15,208,209.15,75
9/14/2018 11:39:00 AM,202.7,208,202.7,208,225
9/14/2018 11:38:00 AM,202.7,202.7,202.7,202.7,0
9/14/2018 11:37:00 AM,202.7,202.7,202.7,202.7,0
9/14/2018 11:36:00 AM,202.7,202.7,202.7,202.7,0
9/14/2018 11:35:00 AM,202.7,202.7,202.7,202.7,0
9/14/2018 11:34:00 AM,202.7,202.7,202.7,202.7,0
9/14/2018 11:33:00 AM,202.7,202.7,202.7,202.7,75
9/14/2018 11:32:00 AM,200,202.7,200,202.7,75
9/14/2018 11:31:00 AM,200,200,200,200,0
9/14/2018 11:30:00 AM,199,200,199,200,75
9/14/2018 11:29:00 AM,191.5,199,191.5,199,75
9/14/2018 11:28:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:27:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:26:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:25:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:24:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:23:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:22:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:21:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:20:00 AM,191.3,191.5,191.15,191.5,300
9/14/2018 11:19:00 AM,192.35,192.35,191.3,191.3,75
9/14/2018 11:18:00 AM,192.35,192.35,192.35,192.35,0
9/14/2018 11:17:00 AM,192.2,192.35,192.2,192.35,150
9/14/2018 11:16:00 AM,192,192.2,192,192.2,225
9/14/2018 11:15:00 AM,192.5,192.5,192.5,192.5,0
9/14/2018 11:14:00 AM,192.5,192.5,192.5,192.5,0
9/14/2018 11:13:00 AM,192.5,192.5,192.5,192.5,0
9/14/2018 11:12:00 AM,191.9,192.5,191.9,192.5,75
9/14/2018 11:11:00 AM,191.9,191.9,191.9,191.9,0
9/14/2018 11:10:00 AM,191.9,191.9,191.9,191.9,0
9/14/2018 11:09:00 AM,194,194,191.9,191.9,525
9/14/2018 11:08:00 AM,194,194,194,194,0
9/14/2018 11:07:00 AM,194,194,194,194,0
9/14/2018 11:06:00 AM,194,194,194,194,0
9/14/2018 11:05:00 AM,194,194,194,194,0
9/14/2018 11:04:00 AM,197.85,197.85,194,194,150
9/14/2018 11:03:00 AM,197.85,197.85,197.85,197.85,0
9/14/2018 11:02:00 AM,197.85,197.85,197.85,197.85,0
9/14/2018 11:01:00 AM,197.85,197.85,197.85,197.85,0
9/14/2018 11:00:00 AM,197.85,197.85,197.85,197.85,0
9/14/2018 10:59:00 AM,196.05,197.85,196.05,197.85,75
9/14/2018 10:58:00 AM,196.05,196.05,196.05,196.05,0
9/14/2018 10:57:00 AM,196.05,196.05,196.05,196.05,0
9/14/2018 10:56:00 AM,196.05,196.05,196.05,196.05,0
9/14/2018 10:55:00 AM,196.05,196.05,196.05,196.05,0
9/14/2018 10:54:00 AM,189,196.05,189,196.05,150
9/14/2018 10:53:00 AM,189,189,189,189,0
9/14/2018 10:52:00 AM,189,189,189,189,0
9/14/2018 10:51:00 AM,189,189,189,189,0
9/14/2018 10:50:00 AM,189,189,189,189,0
9/14/2018 10:49:00 AM,189,189,189,189,0
9/14/2018 10:48:00 AM,189,189,189,189,0
9/14/2018 10:47:00 AM,189,189,189,189,0
9/14/2018 10:46:00 AM,189,189,189,189,0
9/14/2018 10:45:00 AM,189,189,189,189,0
9/14/2018 10:44:00 AM,190.9,190.9,189,189,75
9/14/2018 10:43:00 AM,190.9,190.9,190.9,190.9,0
9/14/2018 10:42:00 AM,190.9,190.9,190.9,190.9,0
9/14/2018 10:41:00 AM,190.9,190.9,190.9,190.9,0
9/14/2018 10:40:00 AM,190.9,190.9,190.9,190.9,0
9/14/2018 10:39:00 AM,190.9,190.9,190.9,190.9,0
9/14/2018 10:38:00 AM,190.9,190.9,190.9,190.9,0
9/14/2018 10:37:00 AM,190.9,190.9,190.9,190.9,0
9/14/2018 10:36:00 AM,190.55,190.9,190.55,190.9,75
9/14/2018 10:35:00 AM,190.55,190.55,190.55,190.55,0
9/14/2018 10:34:00 AM,190,190.55,190,190.55,75
9/14/2018 10:33:00 AM,193,193,190,190,75
9/14/2018 10:32:00 AM,193.1,193.1,193,193,150
9/14/2018 10:31:00 AM,194.45,194.45,193.1,193.1,75
9/14/2018 10:30:00 AM,197.2,197.2,194.45,194.45,300
9/14/2018 10:29:00 AM,197.2,197.2,197.2,197.2,0
9/14/2018 10:28:00 AM,197.2,197.2,197.2,197.2,0
9/14/2018 10:27:00 AM,197.2,197.2,197.2,197.2,0
9/14/2018 10:26:00 AM,197.2,197.2,197.2,197.2,0
9/14/2018 10:25:00 AM,197.2,197.2,197.2,197.2,0
9/14/2018 10:24:00 AM,197.2,197.2,197.2,197.2,0
9/14/2018 10:23:00 AM,200.35,200.35,197.2,197.2,225
9/14/2018 10:22:00 AM,200.35,200.35,200.35,200.35,0
9/14/2018 10:21:00 AM,200.35,200.35,200.35,200.35,0
9/14/2018 10:20:00 AM,195.95,200.35,195.95,200.35,150
9/14/2018 10:19:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:18:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:17:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:16:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:15:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:14:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:13:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:12:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:11:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:10:00 AM,196.95,196.95,195.95,195.95,150
9/14/2018 10:09:00 AM,195.4,196.95,195.4,196.95,300
9/14/2018 10:08:00 AM,200,200,193,195.4,525
9/14/2018 10:07:00 AM,200,200,200,200,0
9/14/2018 10:06:00 AM,200,200,200,200,0
9/14/2018 10:05:00 AM,200,200,200,200,0
9/14/2018 10:04:00 AM,200,200,200,200,0
9/14/2018 10:03:00 AM,200,200,200,200,0
9/14/2018 10:02:00 AM,200,200,200,200,0
9/14/2018 10:01:00 AM,200,200,200,200,0
9/14/2018 10:00:00 AM,208,208,200,200,75
9/14/2018 9:59:00 AM,208,208,208,208,0
9/14/2018 9:58:00 AM,208,208,208,208,0
9/14/2018 9:57:00 AM,208,208,208,208,0
9/14/2018 9:56:00 AM,208,208,208,208,0
9/14/2018 9:55:00 AM,208,208,208,208,375
9/14/2018 9:54:00 AM,205.15,208,205.15,208,375
9/14/2018 9:53:00 AM,202.45,205.15,202.45,205.15,375
9/14/2018 9:52:00 AM,211,211,202.45,202.45,150
9/14/2018 9:51:00 AM,211,211,211,211,0
9/14/2018 9:50:00 AM,211,211,211,211,0
9/14/2018 9:49:00 AM,211,211,211,211,0
9/14/2018 9:48:00 AM,211,211,211,211,0
9/14/2018 9:47:00 AM,211,211,211,211,0
9/14/2018 9:46:00 AM,211,211,211,211,0
9/14/2018 9:45:00 AM,211,211,211,211,0
9/14/2018 9:44:00 AM,211,211,211,211,0
9/14/2018 9:43:00 AM,213,213.9,211,211,225
9/14/2018 9:42:00 AM,213,213,213,213,0
9/14/2018 9:41:00 AM,213,213,213,213,0
9/14/2018 9:40:00 AM,213,213,213,213,0
9/14/2018 9:39:00 AM,213,213,213,213,0
9/14/2018 9:38:00 AM,206.55,213,206.55,213,75
9/14/2018 9:37:00 AM,206.55,206.55,206.55,206.55,0
9/14/2018 9:36:00 AM,206.55,206.55,206.55,206.55,0
9/14/2018 9:35:00 AM,206.55,206.55,206.55,206.55,0
9/14/2018 9:34:00 AM,208,208,206.55,206.55,150
9/14/2018 9:33:00 AM,208,208,208,208,0
9/14/2018 9:32:00 AM,204.15,208,204.15,208,225
9/14/2018 9:31:00 AM,204.15,204.15,204.15,204.15,0
9/14/2018 9:30:00 AM,210,210,204.15,204.15,75
9/14/2018 9:29:00 AM,210,210,210,210,0
9/14/2018 9:28:00 AM,210,210,210,210,0
9/14/2018 9:27:00 AM,210,210,210,210,0
9/14/2018 9:26:00 AM,210,210,210,210,0
9/14/2018 9:25:00 AM,210,210,210,210,0
9/14/2018 9:24:00 AM,208.9,210,208.9,210,150
9/14/2018 9:23:00 AM,208.9,208.9,208.9,208.9,0
9/14/2018 9:22:00 AM,208.9,208.9,208.9,208.9,0
9/14/2018 9:21:00 AM,208.9,208.9,208.9,208.9,0
9/14/2018 9:20:00 AM,194.5,208.9,194.5,208.9,150
9/14/2018 9:19:00 AM,194.5,194.5,194.5,194.5,0
9/14/2018 9:18:00 AM,192.4,194.5,192.4,194.5,150
9/14/2018 9:17:00 AM,196.05,197,192.4,192.4,525
9/14/2018 9:16:00 AM,189.85,196.05,189.85,196.05,150
9/14/2018 9:15:00 AM,185.7,189.85,185.7,189.85,450
