Date,USDINR18NOVFUT O,USDINR18NOVFUT H,USDINR18NOVFUT L,USDINR18NOVFUT C,USDINR18NOVFUT V
9/14/2018 10:26:00 AM,72.45,72.45,72.4375,72.44,24
9/14/2018 10:25:00 AM,72.47,72.47,72.45,72.45,35
9/14/2018 10:24:00 AM,72.465,72.47,72.4575,72.47,15
9/14/2018 10:23:00 AM,72.465,72.465,72.465,72.465,0
9/14/2018 10:22:00 AM,72.465,72.465,72.465,72.465,0
9/14/2018 10:21:00 AM,72.465,72.465,72.465,72.465,0
9/14/2018 10:20:00 AM,72.465,72.465,72.465,72.465,0
9/14/2018 10:19:00 AM,72.48,72.48,72.46,72.465,25
9/14/2018 10:18:00 AM,72.48,72.48,72.48,72.48,0
9/14/2018 10:17:00 AM,72.48,72.48,72.48,72.48,0
9/14/2018 10:16:00 AM,72.48,72.48,72.48,72.48,1
9/14/2018 10:15:00 AM,72.48,72.48,72.48,72.48,5
9/14/2018 10:14:00 AM,72.4725,72.48,72.4725,72.48,15
9/14/2018 10:13:00 AM,72.4775,72.4775,72.4725,72.4725,25
9/14/2018 10:12:00 AM,72.4775,72.4775,72.4775,72.4775,0
9/14/2018 10:11:00 AM,72.4775,72.4775,72.4775,72.4775,0
9/14/2018 10:10:00 AM,72.4625,72.4775,72.4625,72.4775,1
9/14/2018 10:09:00 AM,72.49,72.49,72.4625,72.4625,10
9/14/2018 10:08:00 AM,72.49,72.49,72.49,72.49,0
9/14/2018 10:07:00 AM,72.495,72.495,72.4875,72.49,53
9/14/2018 10:06:00 AM,72.4825,72.495,72.4825,72.495,56
9/14/2018 10:05:00 AM,72.4675,72.4825,72.4675,72.4825,25
9/14/2018 10:04:00 AM,72.465,72.4675,72.465,72.4675,2
9/14/2018 10:03:00 AM,72.5,72.5,72.465,72.465,3
9/14/2018 10:02:00 AM,72.5,72.5,72.5,72.5,0
9/14/2018 10:01:00 AM,72.5,72.5,72.5,72.5,0
9/14/2018 10:00:00 AM,72.5,72.5,72.5,72.5,0
9/14/2018 9:59:00 AM,72.5,72.5,72.5,72.5,0
9/14/2018 9:58:00 AM,72.5,72.5,72.5,72.5,0
9/14/2018 9:57:00 AM,72.5,72.5,72.5,72.5,0
9/14/2018 9:56:00 AM,72.5,72.5,72.5,72.5,0
9/14/2018 9:55:00 AM,72.5,72.5,72.5,72.5,5
9/14/2018 9:54:00 AM,72.5,72.5,72.5,72.5,1
9/14/2018 9:53:00 AM,72.505,72.505,72.5,72.5,20
9/14/2018 9:52:00 AM,72.4925,72.505,72.4925,72.505,2
9/14/2018 9:51:00 AM,72.4925,72.4925,72.4925,72.4925,0
9/14/2018 9:50:00 AM,72.4925,72.4925,72.4925,72.4925,20
9/14/2018 9:49:00 AM,72.4925,72.4925,72.4925,72.4925,0
9/14/2018 9:48:00 AM,72.49,72.4925,72.485,72.4925,3
9/14/2018 9:47:00 AM,72.5075,72.5075,72.49,72.49,46
9/14/2018 9:46:00 AM,72.5125,72.5125,72.5075,72.5075,1
9/14/2018 9:45:00 AM,72.5125,72.5125,72.5125,72.5125,0
9/14/2018 9:44:00 AM,72.5125,72.5125,72.5125,72.5125,0
9/14/2018 9:43:00 AM,72.5125,72.5125,72.5125,72.5125,0
9/14/2018 9:42:00 AM,72.5075,72.52,72.5075,72.5125,178
9/14/2018 9:41:00 AM,72.525,72.525,72.5075,72.5075,110
9/14/2018 9:40:00 AM,72.5275,72.53,72.5225,72.525,336
9/14/2018 9:39:00 AM,72.53,72.53,72.5275,72.5275,1
9/14/2018 9:38:00 AM,72.5275,72.53,72.5225,72.53,26
9/14/2018 9:37:00 AM,72.53,72.53,72.5275,72.5275,7
9/14/2018 9:36:00 AM,72.5425,72.5425,72.53,72.53,23
9/14/2018 9:35:00 AM,72.5175,72.54,72.5175,72.5325,119
9/14/2018 9:34:00 AM,72.5175,72.5225,72.5175,72.5175,29
9/14/2018 9:33:00 AM,72.51,72.5175,72.51,72.5175,1
9/14/2018 9:32:00 AM,72.505,72.51,72.505,72.51,51
9/14/2018 9:31:00 AM,72.505,72.505,72.495,72.495,9
9/14/2018 9:30:00 AM,72.5075,72.5075,72.4975,72.505,27
9/14/2018 9:29:00 AM,72.49,72.515,72.49,72.5075,153
9/14/2018 9:28:00 AM,72.5025,72.5025,72.485,72.49,68
9/14/2018 9:27:00 AM,72.485,72.5025,72.48,72.5025,22
9/14/2018 9:26:00 AM,72.4975,72.4975,72.485,72.485,10
9/14/2018 9:25:00 AM,72.48,72.505,72.48,72.4975,60
9/14/2018 9:24:00 AM,72.5,72.5,72.48,72.48,37
9/14/2018 9:23:00 AM,72.5,72.5,72.4825,72.5,204
9/14/2018 9:22:00 AM,72.525,72.525,72.5,72.5,27
9/14/2018 9:21:00 AM,72.5075,72.525,72.4975,72.525,224
9/14/2018 9:20:00 AM,72.51,72.525,72.5025,72.5075,92
9/14/2018 9:19:00 AM,72.4875,72.5275,72.4875,72.51,433
9/14/2018 9:18:00 AM,72.4925,72.4925,72.485,72.4875,145
9/14/2018 9:17:00 AM,72.4525,72.4925,72.4525,72.4925,57
9/14/2018 9:16:00 AM,72.44,72.4525,72.44,72.4525,58
9/14/2018 9:15:00 AM,72.4325,72.45,72.4275,72.44,281
9/14/2018 9:14:00 AM,72.4125,72.45,72.4125,72.4325,427
9/14/2018 9:13:00 AM,72.4,72.42,72.4,72.42,379
9/14/2018 9:12:00 AM,72.3925,72.4,72.3775,72.4,244
9/14/2018 9:11:00 AM,72.405,72.4075,72.3875,72.3925,483
9/14/2018 9:10:00 AM,72.4125,72.415,72.4025,72.405,789
9/14/2018 9:09:00 AM,72.4,72.4125,72.39,72.4125,289
9/14/2018 9:08:00 AM,72.3675,72.405,72.3675,72.4,243
9/14/2018 9:07:00 AM,72.35,72.38,72.35,72.3675,166
9/14/2018 9:06:00 AM,72.39,72.39,72.355,72.355,211
9/14/2018 9:05:00 AM,72.4275,72.4275,72.37,72.39,477
9/14/2018 9:04:00 AM,72.41,72.43,72.41,72.4275,275
9/14/2018 9:03:00 AM,72.44,72.44,72.41,72.41,44
9/14/2018 9:02:00 AM,72.4075,72.445,72.4025,72.44,365
9/14/2018 9:01:00 AM,72.37,72.4275,72.36,72.42,172
9/14/2018 9:00:00 AM,72.4175,72.45,72.345,72.37,435
