Date,NIFTY18SEP11500CE O,NIFTY18SEP11500CE H,NIFTY18SEP11500CE L,NIFTY18SEP11500CE C,NIFTY18SEP11500CE V
9/14/2018 3:29:00 PM,125.1,125.1,120,120.15,97725
9/14/2018 3:28:00 PM,126.95,126.95,125.3,125.5,75375
9/14/2018 3:27:00 PM,128.6,128.85,126.6,126.9,96000
9/14/2018 3:26:00 PM,128.55,128.95,128.35,128.6,40425
9/14/2018 3:25:00 PM,128.45,128.7,128,128.55,72300
9/14/2018 3:24:00 PM,128.45,128.45,127.8,128.45,45075
9/14/2018 3:23:00 PM,127.55,128.5,127.15,128.45,61875
9/14/2018 3:22:00 PM,128.45,128.5,127.55,127.55,32700
9/14/2018 3:21:00 PM,127.85,128.45,127.75,128.2,33450
9/14/2018 3:20:00 PM,128.5,128.7,127.85,128.15,79425
9/14/2018 3:19:00 PM,127.85,128.5,127,128.5,52725
9/14/2018 3:18:00 PM,126.1,128,126.1,127.9,62475
9/14/2018 3:17:00 PM,126.05,127.1,125.45,126.1,38025
9/14/2018 3:16:00 PM,125.1,126.1,124.2,126.05,47175
9/14/2018 3:15:00 PM,126.4,126.55,124.85,125.25,41700
9/14/2018 3:14:00 PM,126.6,126.8,125.65,126.65,36375
9/14/2018 3:13:00 PM,125.65,126.55,125.3,126.25,36450
9/14/2018 3:12:00 PM,127.1,127.65,125.05,125.3,47925
9/14/2018 3:11:00 PM,127.3,127.75,126.3,127.05,39600
9/14/2018 3:10:00 PM,125.15,128.25,124.85,127.45,46125
9/14/2018 3:09:00 PM,128.35,128.35,125,125.2,57825
9/14/2018 3:08:00 PM,128,129.45,127.8,128.35,63675
9/14/2018 3:07:00 PM,129.25,130.35,127.4,128.15,104100
9/14/2018 3:06:00 PM,127.15,129.35,126.4,129.2,54300
9/14/2018 3:05:00 PM,126.4,126.95,125.1,126.35,64200
9/14/2018 3:04:00 PM,130.35,130.35,126.35,127,76950
9/14/2018 3:03:00 PM,129,132,127.7,130.9,132675
9/14/2018 3:02:00 PM,125.45,129,124.4,128.8,138825
9/14/2018 3:01:00 PM,121.25,125.7,120.7,125.2,212100
9/14/2018 3:00:00 PM,113.85,122,113.1,120.75,195675
9/14/2018 2:59:00 PM,113.95,114.4,113,113.85,30975
9/14/2018 2:58:00 PM,115.35,115.45,113.65,114,34875
9/14/2018 2:57:00 PM,114.5,115.5,113.9,115,26325
9/14/2018 2:56:00 PM,113.55,114.7,113.55,114.5,19050
9/14/2018 2:55:00 PM,114.1,114.1,112.3,113.9,19425
9/14/2018 2:54:00 PM,114.2,115,113.65,114.1,21525
9/14/2018 2:53:00 PM,113.35,114.3,113.05,113.8,10350
9/14/2018 2:52:00 PM,113.4,113.4,112.05,113.35,27600
9/14/2018 2:51:00 PM,113.65,113.65,112.8,113.4,17925
9/14/2018 2:50:00 PM,115,115.2,113.7,113.7,19950
9/14/2018 2:49:00 PM,114.5,115.35,113.5,115.05,27975
9/14/2018 2:48:00 PM,115.5,115.6,113.65,114.55,24450
9/14/2018 2:47:00 PM,114.75,115.5,114,115.5,13050
9/14/2018 2:46:00 PM,115.2,115.8,113.85,114.75,23175
9/14/2018 2:45:00 PM,114.3,116.1,114.3,115,57900
9/14/2018 2:44:00 PM,114.6,115,113.45,113.95,19425
9/14/2018 2:43:00 PM,113.55,115.35,113.55,114.4,26400
9/14/2018 2:42:00 PM,112.95,115.35,112.95,113.9,48075
9/14/2018 2:41:00 PM,112,114.3,111.7,113.25,30075
9/14/2018 2:40:00 PM,110.75,112,109.9,111.6,20775
9/14/2018 2:39:00 PM,109.45,110.6,108.3,110.4,24750
9/14/2018 2:38:00 PM,110,110.75,108.5,109.15,25650
9/14/2018 2:37:00 PM,109.9,110.95,108.55,110.1,36000
9/14/2018 2:36:00 PM,112.5,112.7,110.15,110.55,23475
9/14/2018 2:35:00 PM,111.25,112.6,110.65,112.3,30000
9/14/2018 2:34:00 PM,110.5,111.6,109.55,111.5,27000
9/14/2018 2:33:00 PM,112.05,112.6,110.55,110.65,17250
9/14/2018 2:32:00 PM,110.85,112.6,110.85,112.05,14175
9/14/2018 2:31:00 PM,111.85,112.7,111.05,111.05,23100
9/14/2018 2:30:00 PM,110.45,112,109.6,111.85,27375
9/14/2018 2:29:00 PM,110.55,112,110.45,110.6,29625
9/14/2018 2:28:00 PM,109.5,110.7,108.65,110.5,28950
9/14/2018 2:27:00 PM,111.25,111.25,108.4,109.5,52725
9/14/2018 2:26:00 PM,112.8,112.8,111.15,111.25,26175
9/14/2018 2:25:00 PM,112,112.65,111.6,112.65,24450
9/14/2018 2:24:00 PM,112.3,112.4,110.75,112.15,27675
9/14/2018 2:23:00 PM,114.05,114.05,111.65,112.45,43050
9/14/2018 2:22:00 PM,114.15,115,114,114.05,18000
9/14/2018 2:21:00 PM,113.05,114,112.65,113.7,15375
9/14/2018 2:20:00 PM,113.3,114.05,112.65,113.05,17175
9/14/2018 2:19:00 PM,115.1,115.85,112.9,113.3,15975
9/14/2018 2:18:00 PM,116.3,116.4,113.9,115.1,23700
9/14/2018 2:17:00 PM,116,116.75,115.9,116.3,36450
9/14/2018 2:16:00 PM,115.9,116.35,114.65,115.85,22275
9/14/2018 2:15:00 PM,115.15,116,114,115.8,41025
9/14/2018 2:14:00 PM,112.55,115.3,111.95,115.3,47550
