Date,USDINR18SEP71.5CE O,USDINR18SEP71.5CE H,USDINR18SEP71.5CE L,USDINR18SEP71.5CE C,USDINR18SEP71.5CE V
9/14/2018 4:20:00 PM,0.6875,0.6875,0.6875,0.6875,17
9/14/2018 4:19:00 PM,0.685,0.69,0.685,0.6875,185
9/14/2018 4:18:00 PM,0.71,0.71,0.67,0.685,172
9/14/2018 4:17:00 PM,0.71,0.71,0.71,0.71,0
9/14/2018 4:16:00 PM,0.7275,0.7275,0.71,0.71,288
9/14/2018 4:15:00 PM,0.7275,0.7275,0.7275,0.7275,0
9/14/2018 4:14:00 PM,0.7425,0.7425,0.7275,0.7275,187
9/14/2018 4:13:00 PM,0.735,0.745,0.735,0.7425,30
9/14/2018 4:12:00 PM,0.72,0.735,0.72,0.735,421
9/14/2018 4:11:00 PM,0.72,0.72,0.72,0.72,0
9/14/2018 4:10:00 PM,0.715,0.72,0.715,0.72,68
9/14/2018 4:09:00 PM,0.7175,0.7175,0.715,0.715,130
9/14/2018 4:08:00 PM,0.72,0.72,0.7175,0.7175,393
9/14/2018 4:07:00 PM,0.73,0.73,0.72,0.72,259
9/14/2018 4:06:00 PM,0.74,0.74,0.73,0.73,127
9/14/2018 4:05:00 PM,0.73,0.74,0.73,0.74,29
9/14/2018 4:04:00 PM,0.7275,0.73,0.7275,0.73,10
9/14/2018 4:03:00 PM,0.7225,0.7325,0.7225,0.7275,296
9/14/2018 4:02:00 PM,0.7425,0.7425,0.7225,0.7225,157
9/14/2018 4:01:00 PM,0.7425,0.7425,0.7425,0.7425,0
9/14/2018 4:00:00 PM,0.755,0.755,0.7425,0.7425,100
9/14/2018 3:59:00 PM,0.75,0.755,0.75,0.755,12
9/14/2018 3:58:00 PM,0.75,0.75,0.75,0.75,161
9/14/2018 3:57:00 PM,0.745,0.75,0.745,0.75,54
9/14/2018 3:56:00 PM,0.745,0.745,0.745,0.745,0
9/14/2018 3:55:00 PM,0.7425,0.745,0.74,0.745,103
9/14/2018 3:54:00 PM,0.74,0.7425,0.74,0.7425,10
9/14/2018 3:53:00 PM,0.735,0.74,0.735,0.74,186
9/14/2018 3:52:00 PM,0.735,0.735,0.735,0.735,0
9/14/2018 3:51:00 PM,0.74,0.74,0.735,0.735,8
9/14/2018 3:50:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 3:49:00 PM,0.7525,0.7525,0.74,0.74,227
9/14/2018 3:48:00 PM,0.7625,0.7625,0.7525,0.7525,100
9/14/2018 3:47:00 PM,0.765,0.765,0.7625,0.7625,50
9/14/2018 3:46:00 PM,0.765,0.765,0.765,0.765,0
9/14/2018 3:45:00 PM,0.76,0.765,0.76,0.765,1
9/14/2018 3:44:00 PM,0.7725,0.7725,0.76,0.76,55
9/14/2018 3:43:00 PM,0.7725,0.7725,0.7725,0.7725,150
9/14/2018 3:42:00 PM,0.7825,0.7825,0.7825,0.7825,0
9/14/2018 3:41:00 PM,0.78,0.7825,0.78,0.7825,101
9/14/2018 3:40:00 PM,0.78,0.78,0.78,0.78,0
9/14/2018 3:39:00 PM,0.7775,0.78,0.7775,0.78,13
9/14/2018 3:38:00 PM,0.7725,0.7775,0.77,0.7775,265
9/14/2018 3:37:00 PM,0.7875,0.7875,0.77,0.7725,102
9/14/2018 3:36:00 PM,0.7875,0.7875,0.7875,0.7875,0
9/14/2018 3:35:00 PM,0.7825,0.7875,0.7825,0.7875,10
9/14/2018 3:34:00 PM,0.7875,0.7875,0.7825,0.7825,91
9/14/2018 3:33:00 PM,0.7875,0.7925,0.785,0.7875,257
9/14/2018 3:32:00 PM,0.765,0.79,0.765,0.7875,176
9/14/2018 3:31:00 PM,0.7525,0.775,0.7525,0.765,429
9/14/2018 3:30:00 PM,0.7375,0.7525,0.7375,0.7525,271
9/14/2018 3:29:00 PM,0.745,0.745,0.7375,0.7375,6
9/14/2018 3:28:00 PM,0.75,0.75,0.7425,0.745,3
9/14/2018 3:27:00 PM,0.725,0.75,0.725,0.75,82
9/14/2018 3:26:00 PM,0.74,0.74,0.725,0.725,67
9/14/2018 3:25:00 PM,0.7125,0.74,0.7125,0.74,271
9/14/2018 3:24:00 PM,0.69,0.72,0.69,0.7125,41
9/14/2018 3:23:00 PM,0.6825,0.69,0.6825,0.69,19
9/14/2018 3:22:00 PM,0.675,0.6825,0.675,0.6825,6
9/14/2018 3:21:00 PM,0.675,0.675,0.675,0.675,0
9/14/2018 3:20:00 PM,0.675,0.675,0.675,0.675,0
9/14/2018 3:19:00 PM,0.675,0.675,0.675,0.675,0
9/14/2018 3:18:00 PM,0.675,0.675,0.6725,0.675,101
9/14/2018 3:17:00 PM,0.675,0.675,0.675,0.675,0
9/14/2018 3:16:00 PM,0.675,0.675,0.675,0.675,0
9/14/2018 3:15:00 PM,0.675,0.675,0.675,0.675,0
9/14/2018 3:14:00 PM,0.68,0.68,0.675,0.675,199
9/14/2018 3:13:00 PM,0.68,0.68,0.68,0.68,0
9/14/2018 3:12:00 PM,0.6675,0.68,0.6675,0.68,2
9/14/2018 3:11:00 PM,0.6625,0.6675,0.66,0.6675,4
9/14/2018 3:10:00 PM,0.6575,0.6625,0.6575,0.6625,101
9/14/2018 3:09:00 PM,0.6575,0.6575,0.6575,0.6575,271
9/14/2018 3:08:00 PM,0.67,0.67,0.6675,0.6675,2
9/14/2018 3:07:00 PM,0.6775,0.6775,0.67,0.67,102
9/14/2018 3:06:00 PM,0.66,0.68,0.66,0.6775,124
9/14/2018 3:05:00 PM,0.655,0.66,0.6525,0.66,390
9/14/2018 3:04:00 PM,0.64,0.655,0.64,0.655,141
9/14/2018 3:03:00 PM,0.64,0.64,0.64,0.64,0
9/14/2018 3:02:00 PM,0.6425,0.6425,0.64,0.64,13
9/14/2018 3:01:00 PM,0.6425,0.6425,0.6425,0.6425,0
9/14/2018 3:00:00 PM,0.6425,0.6425,0.6425,0.6425,0
9/14/2018 2:59:00 PM,0.63,0.65,0.63,0.6425,60
9/14/2018 2:58:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:57:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:56:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:55:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:54:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:53:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:52:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:51:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:50:00 PM,0.615,0.6325,0.615,0.63,60
9/14/2018 2:49:00 PM,0.615,0.615,0.615,0.615,0
9/14/2018 2:48:00 PM,0.6225,0.6225,0.615,0.615,100
9/14/2018 2:47:00 PM,0.6225,0.6225,0.6225,0.6225,0
9/14/2018 2:46:00 PM,0.6225,0.6225,0.6225,0.6225,0
9/14/2018 2:45:00 PM,0.625,0.625,0.6225,0.6225,30
9/14/2018 2:44:00 PM,0.6225,0.625,0.6225,0.625,100
9/14/2018 2:43:00 PM,0.6125,0.6225,0.6125,0.6225,80
9/14/2018 2:42:00 PM,0.6075,0.6125,0.6075,0.6125,4
9/14/2018 2:41:00 PM,0.6075,0.6075,0.6075,0.6075,0
9/14/2018 2:40:00 PM,0.6075,0.6075,0.6075,0.6075,0
9/14/2018 2:39:00 PM,0.6075,0.6075,0.6075,0.6075,0
9/14/2018 2:38:00 PM,0.6075,0.6075,0.6075,0.6075,0
9/14/2018 2:37:00 PM,0.6075,0.6075,0.6075,0.6075,0
9/14/2018 2:36:00 PM,0.6075,0.6075,0.6075,0.6075,0
9/14/2018 2:35:00 PM,0.61,0.61,0.6075,0.6075,1
9/14/2018 2:34:00 PM,0.61,0.61,0.61,0.61,0
9/14/2018 2:33:00 PM,0.61,0.61,0.61,0.61,0
9/14/2018 2:32:00 PM,0.6225,0.6225,0.61,0.61,20
9/14/2018 2:31:00 PM,0.6125,0.6225,0.6125,0.6225,66
9/14/2018 2:30:00 PM,0.63,0.63,0.6125,0.6125,172
9/14/2018 2:29:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:28:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:27:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:26:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:25:00 PM,0.62,0.63,0.6175,0.63,46
9/14/2018 2:24:00 PM,0.62,0.62,0.62,0.62,0
9/14/2018 2:23:00 PM,0.62,0.62,0.62,0.62,0
9/14/2018 2:22:00 PM,0.6125,0.62,0.6125,0.62,7
9/14/2018 2:21:00 PM,0.62,0.62,0.6125,0.6125,36
9/14/2018 2:20:00 PM,0.645,0.645,0.62,0.62,263
9/14/2018 2:19:00 PM,0.645,0.645,0.645,0.645,0
9/14/2018 2:18:00 PM,0.645,0.645,0.645,0.645,0
9/14/2018 2:17:00 PM,0.645,0.645,0.645,0.645,0
9/14/2018 2:16:00 PM,0.645,0.645,0.645,0.645,0
9/14/2018 2:15:00 PM,0.645,0.645,0.645,0.645,0
9/14/2018 2:14:00 PM,0.645,0.645,0.645,0.645,0
9/14/2018 2:13:00 PM,0.65,0.65,0.645,0.645,56
9/14/2018 2:12:00 PM,0.6425,0.655,0.6425,0.65,100
9/14/2018 2:11:00 PM,0.6425,0.6425,0.6425,0.6425,0
9/14/2018 2:10:00 PM,0.645,0.645,0.6425,0.6425,66
9/14/2018 2:09:00 PM,0.64,0.645,0.64,0.645,1
9/14/2018 2:08:00 PM,0.64,0.64,0.64,0.64,0
9/14/2018 2:07:00 PM,0.63,0.64,0.63,0.64,162
9/14/2018 2:06:00 PM,0.625,0.63,0.625,0.63,15
9/14/2018 2:05:00 PM,0.63,0.63,0.625,0.625,45
9/14/2018 2:04:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:03:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:02:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:01:00 PM,0.63,0.63,0.63,0.63,0
9/14/2018 2:00:00 PM,0.6225,0.63,0.6225,0.63,1
9/14/2018 1:59:00 PM,0.6375,0.6375,0.6225,0.6225,12
9/14/2018 1:58:00 PM,0.6375,0.6375,0.6375,0.6375,0
9/14/2018 1:57:00 PM,0.625,0.6375,0.625,0.6375,387
9/14/2018 1:56:00 PM,0.62,0.62,0.62,0.62,0
9/14/2018 1:55:00 PM,0.6175,0.62,0.6175,0.62,200
9/14/2018 1:54:00 PM,0.6175,0.6175,0.6175,0.6175,0
9/14/2018 1:53:00 PM,0.625,0.625,0.6175,0.6175,12
9/14/2018 1:52:00 PM,0.615,0.63,0.615,0.6275,231
9/14/2018 1:51:00 PM,0.5975,0.615,0.5975,0.615,70
9/14/2018 1:50:00 PM,0.5975,0.5975,0.5975,0.5975,30
9/14/2018 1:49:00 PM,0.6025,0.6025,0.5975,0.5975,31
9/14/2018 1:48:00 PM,0.6,0.605,0.6,0.6025,296
9/14/2018 1:47:00 PM,0.585,0.6,0.585,0.6,24
9/14/2018 1:46:00 PM,0.59,0.59,0.585,0.585,210
9/14/2018 1:45:00 PM,0.5925,0.5925,0.585,0.5925,48
9/14/2018 1:44:00 PM,0.595,0.595,0.5925,0.5925,70
9/14/2018 1:43:00 PM,0.585,0.6,0.585,0.595,233
9/14/2018 1:42:00 PM,0.565,0.6,0.565,0.585,3212
9/14/2018 1:41:00 PM,0.56,0.565,0.56,0.565,100
9/14/2018 1:40:00 PM,0.5575,0.565,0.5575,0.56,930
9/14/2018 1:39:00 PM,0.5475,0.555,0.5475,0.555,561
9/14/2018 1:38:00 PM,0.5525,0.5525,0.5475,0.5475,90
9/14/2018 1:37:00 PM,0.5525,0.5525,0.5525,0.5525,80
9/14/2018 1:36:00 PM,0.5475,0.5525,0.5475,0.5525,260
9/14/2018 1:35:00 PM,0.5525,0.5525,0.545,0.5475,218
9/14/2018 1:34:00 PM,0.535,0.55,0.535,0.55,821
9/14/2018 1:33:00 PM,0.535,0.535,0.535,0.535,0
9/14/2018 1:32:00 PM,0.54,0.54,0.535,0.535,57
9/14/2018 1:31:00 PM,0.5325,0.54,0.5325,0.54,45
9/14/2018 1:30:00 PM,0.5375,0.54,0.5375,0.54,147
9/14/2018 1:29:00 PM,0.525,0.5375,0.525,0.5375,91
9/14/2018 1:28:00 PM,0.5225,0.525,0.5225,0.525,1
9/14/2018 1:27:00 PM,0.535,0.535,0.5225,0.5225,278
9/14/2018 1:26:00 PM,0.535,0.535,0.535,0.535,0
9/14/2018 1:25:00 PM,0.53,0.535,0.53,0.535,10
9/14/2018 1:24:00 PM,0.53,0.53,0.53,0.53,0
9/14/2018 1:23:00 PM,0.5275,0.53,0.525,0.53,84
9/14/2018 1:22:00 PM,0.52,0.5275,0.52,0.5275,299
9/14/2018 1:21:00 PM,0.52,0.52,0.52,0.52,0
9/14/2018 1:20:00 PM,0.52,0.52,0.52,0.52,0
9/14/2018 1:19:00 PM,0.51,0.52,0.51,0.52,110
9/14/2018 1:18:00 PM,0.51,0.51,0.51,0.51,0
9/14/2018 1:17:00 PM,0.505,0.51,0.505,0.51,96
9/14/2018 1:16:00 PM,0.5,0.505,0.5,0.505,300
9/14/2018 1:15:00 PM,0.5075,0.5075,0.5,0.5,1001
9/14/2018 1:14:00 PM,0.51,0.51,0.51,0.51,0
9/14/2018 1:13:00 PM,0.4975,0.51,0.4975,0.51,140
9/14/2018 1:12:00 PM,0.4975,0.4975,0.4975,0.4975,20
9/14/2018 1:11:00 PM,0.4975,0.5,0.495,0.4975,80
9/14/2018 1:10:00 PM,0.5,0.5,0.4975,0.4975,48
9/14/2018 1:09:00 PM,0.4925,0.5,0.4925,0.5,680
9/14/2018 1:08:00 PM,0.4775,0.4925,0.4775,0.4925,10
9/14/2018 1:07:00 PM,0.4775,0.4775,0.4775,0.4775,0
9/14/2018 1:06:00 PM,0.485,0.485,0.4775,0.4775,41
9/14/2018 1:05:00 PM,0.5,0.5,0.48,0.485,1010
9/14/2018 1:04:00 PM,0.4925,0.5,0.49,0.5,258
9/14/2018 1:03:00 PM,0.49,0.495,0.49,0.4925,626
9/14/2018 1:02:00 PM,0.485,0.49,0.4825,0.49,312
9/14/2018 1:01:00 PM,0.5075,0.5075,0.485,0.485,1680
9/14/2018 1:00:00 PM,0.515,0.5175,0.5,0.5075,289
9/14/2018 12:59:00 PM,0.5325,0.535,0.515,0.515,2117
9/14/2018 12:58:00 PM,0.525,0.5375,0.525,0.5325,396
9/14/2018 12:57:00 PM,0.525,0.525,0.525,0.525,0
9/14/2018 12:56:00 PM,0.53,0.53,0.525,0.525,320
9/14/2018 12:55:00 PM,0.5425,0.5425,0.5275,0.53,301
9/14/2018 12:54:00 PM,0.54,0.545,0.54,0.5425,90
9/14/2018 12:53:00 PM,0.54,0.54,0.54,0.54,20
9/14/2018 12:52:00 PM,0.5325,0.54,0.5325,0.54,40
9/14/2018 12:51:00 PM,0.54,0.5425,0.5325,0.5325,256
9/14/2018 12:50:00 PM,0.5525,0.5525,0.5425,0.5425,242
9/14/2018 12:49:00 PM,0.5525,0.5525,0.5525,0.5525,100
9/14/2018 12:48:00 PM,0.55,0.5525,0.55,0.5525,22
9/14/2018 12:47:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:46:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:45:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:44:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:43:00 PM,0.545,0.5525,0.545,0.55,30
9/14/2018 12:42:00 PM,0.545,0.545,0.545,0.545,0
9/14/2018 12:41:00 PM,0.545,0.545,0.545,0.545,0
9/14/2018 12:40:00 PM,0.55,0.55,0.545,0.545,25
9/14/2018 12:39:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:38:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:37:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:36:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:35:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:34:00 PM,0.55,0.55,0.55,0.55,5
9/14/2018 12:33:00 PM,0.55,0.55,0.55,0.55,29
9/14/2018 12:32:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:31:00 PM,0.55,0.55,0.55,0.55,0
9/14/2018 12:30:00 PM,0.5425,0.55,0.5425,0.55,1
9/14/2018 12:29:00 PM,0.54,0.5425,0.54,0.5425,11
9/14/2018 12:28:00 PM,0.54,0.54,0.54,0.54,0
9/14/2018 12:27:00 PM,0.54,0.54,0.54,0.54,0
9/14/2018 12:26:00 PM,0.5325,0.54,0.5325,0.54,1
9/14/2018 12:25:00 PM,0.5225,0.5325,0.5225,0.5325,275
9/14/2018 12:24:00 PM,0.525,0.525,0.5225,0.5225,100
9/14/2018 12:23:00 PM,0.525,0.53,0.5225,0.525,358
9/14/2018 12:22:00 PM,0.525,0.525,0.525,0.525,100
9/14/2018 12:21:00 PM,0.52,0.525,0.52,0.525,125
9/14/2018 12:20:00 PM,0.515,0.52,0.51,0.52,6
9/14/2018 12:19:00 PM,0.5075,0.515,0.5025,0.515,149
9/14/2018 12:18:00 PM,0.525,0.525,0.505,0.51,850
9/14/2018 12:17:00 PM,0.54,0.54,0.525,0.525,2
9/14/2018 12:16:00 PM,0.5375,0.54,0.5375,0.54,107
9/14/2018 12:15:00 PM,0.54,0.54,0.5325,0.5375,83
9/14/2018 12:14:00 PM,0.5325,0.54,0.5325,0.54,30
9/14/2018 12:13:00 PM,0.53,0.5325,0.5275,0.5325,1411
9/14/2018 12:12:00 PM,0.5575,0.5575,0.525,0.53,955
9/14/2018 12:11:00 PM,0.575,0.575,0.5475,0.5575,110
9/14/2018 12:10:00 PM,0.585,0.585,0.575,0.575,91
9/14/2018 12:09:00 PM,0.5825,0.5875,0.5825,0.585,1030
9/14/2018 12:08:00 PM,0.5825,0.5875,0.575,0.5825,238
9/14/2018 12:07:00 PM,0.575,0.5875,0.575,0.5825,1076
9/14/2018 12:06:00 PM,0.575,0.575,0.575,0.575,0
9/14/2018 12:05:00 PM,0.59,0.59,0.575,0.575,502
9/14/2018 12:04:00 PM,0.615,0.615,0.59,0.59,1198
9/14/2018 12:03:00 PM,0.6175,0.6175,0.615,0.615,50
9/14/2018 12:02:00 PM,0.6175,0.6175,0.61,0.6175,700
9/14/2018 12:01:00 PM,0.6175,0.6275,0.6175,0.6175,235
9/14/2018 12:00:00 PM,0.635,0.635,0.615,0.6175,1736
9/14/2018 11:59:00 AM,0.64,0.64,0.635,0.635,1133
9/14/2018 11:58:00 AM,0.6425,0.6425,0.64,0.64,101
9/14/2018 11:57:00 AM,0.6475,0.6475,0.6375,0.6425,108
9/14/2018 11:56:00 AM,0.66,0.66,0.645,0.6475,35
9/14/2018 11:55:00 AM,0.66,0.66,0.66,0.66,0
9/14/2018 11:54:00 AM,0.66,0.66,0.66,0.66,0
9/14/2018 11:53:00 AM,0.6675,0.6675,0.66,0.66,30
9/14/2018 11:52:00 AM,0.6675,0.6675,0.6675,0.6675,0
9/14/2018 11:51:00 AM,0.6675,0.6675,0.6675,0.6675,0
9/14/2018 11:50:00 AM,0.6675,0.6675,0.6675,0.6675,0
9/14/2018 11:49:00 AM,0.6675,0.6675,0.6675,0.6675,0
9/14/2018 11:48:00 AM,0.66,0.6675,0.66,0.6675,100
9/14/2018 11:47:00 AM,0.6625,0.6625,0.66,0.66,91
9/14/2018 11:46:00 AM,0.6625,0.6625,0.6625,0.6625,0
9/14/2018 11:45:00 AM,0.6525,0.6625,0.6525,0.6625,100
9/14/2018 11:44:00 AM,0.6525,0.6525,0.6525,0.6525,0
9/14/2018 11:43:00 AM,0.6525,0.6525,0.6525,0.6525,0
9/14/2018 11:42:00 AM,0.655,0.655,0.6525,0.6525,161
9/14/2018 11:41:00 AM,0.65,0.655,0.65,0.655,100
9/14/2018 11:40:00 AM,0.65,0.65,0.65,0.65,0
9/14/2018 11:39:00 AM,0.6475,0.65,0.6475,0.65,251
9/14/2018 11:38:00 AM,0.6375,0.6475,0.6375,0.6475,10
9/14/2018 11:37:00 AM,0.6425,0.6425,0.6325,0.6375,55
9/14/2018 11:36:00 AM,0.6425,0.6425,0.6425,0.6425,50
9/14/2018 11:35:00 AM,0.625,0.6425,0.625,0.6425,59
9/14/2018 11:34:00 AM,0.625,0.625,0.625,0.625,0
9/14/2018 11:33:00 AM,0.625,0.625,0.625,0.625,0
9/14/2018 11:32:00 AM,0.625,0.625,0.625,0.625,0
9/14/2018 11:31:00 AM,0.625,0.625,0.625,0.625,0
9/14/2018 11:30:00 AM,0.625,0.625,0.625,0.625,0
9/14/2018 11:29:00 AM,0.625,0.625,0.625,0.625,0
9/14/2018 11:28:00 AM,0.625,0.625,0.625,0.625,0
9/14/2018 11:27:00 AM,0.625,0.625,0.6225,0.625,120
9/14/2018 11:26:00 AM,0.625,0.625,0.625,0.625,60
9/14/2018 11:25:00 AM,0.625,0.625,0.62,0.6225,20
9/14/2018 11:24:00 AM,0.63,0.63,0.625,0.625,60
9/14/2018 11:23:00 AM,0.6325,0.6325,0.63,0.63,20
9/14/2018 11:22:00 AM,0.6325,0.6325,0.6325,0.6325,0
9/14/2018 11:21:00 AM,0.6325,0.6325,0.6325,0.6325,0
9/14/2018 11:20:00 AM,0.63,0.6325,0.63,0.6325,85
9/14/2018 11:19:00 AM,0.635,0.635,0.63,0.63,100
9/14/2018 11:18:00 AM,0.635,0.635,0.635,0.635,0
9/14/2018 11:17:00 AM,0.635,0.635,0.635,0.635,0
9/14/2018 11:16:00 AM,0.6325,0.635,0.6325,0.635,60
9/14/2018 11:15:00 AM,0.63,0.6325,0.63,0.6325,206
9/14/2018 11:14:00 AM,0.635,0.635,0.63,0.63,20
9/14/2018 11:13:00 AM,0.645,0.645,0.6325,0.635,130
9/14/2018 11:12:00 AM,0.6475,0.65,0.645,0.645,261
9/14/2018 11:11:00 AM,0.6475,0.6475,0.6475,0.6475,0
9/14/2018 11:10:00 AM,0.6475,0.6475,0.6475,0.6475,60
9/14/2018 11:09:00 AM,0.65,0.65,0.6475,0.6475,60
9/14/2018 11:08:00 AM,0.6525,0.6525,0.65,0.65,83
9/14/2018 11:07:00 AM,0.6525,0.6525,0.6525,0.6525,0
9/14/2018 11:06:00 AM,0.6475,0.6525,0.6475,0.6525,57
9/14/2018 11:05:00 AM,0.6475,0.6475,0.6475,0.6475,0
9/14/2018 11:04:00 AM,0.6475,0.6475,0.6475,0.6475,0
9/14/2018 11:03:00 AM,0.6475,0.6475,0.6475,0.6475,121
9/14/2018 11:02:00 AM,0.635,0.635,0.635,0.635,0
9/14/2018 11:01:00 AM,0.6175,0.635,0.6175,0.635,50
9/14/2018 11:00:00 AM,0.6175,0.6175,0.6175,0.6175,0
9/14/2018 10:59:00 AM,0.6175,0.6175,0.6175,0.6175,0
9/14/2018 10:58:00 AM,0.6175,0.6175,0.6175,0.6175,0
9/14/2018 10:57:00 AM,0.625,0.625,0.6175,0.6175,160
9/14/2018 10:56:00 AM,0.6275,0.6275,0.625,0.625,1
9/14/2018 10:55:00 AM,0.6275,0.6275,0.6275,0.6275,0
9/14/2018 10:54:00 AM,0.6225,0.6275,0.6225,0.6275,2
9/14/2018 10:53:00 AM,0.635,0.635,0.6225,0.6225,58
9/14/2018 10:52:00 AM,0.635,0.635,0.635,0.635,100
9/14/2018 10:51:00 AM,0.6375,0.6375,0.635,0.635,130
9/14/2018 10:50:00 AM,0.645,0.6475,0.6375,0.6375,192
9/14/2018 10:49:00 AM,0.6575,0.6575,0.65,0.65,100
9/14/2018 10:48:00 AM,0.655,0.6575,0.6525,0.6575,1130
9/14/2018 10:47:00 AM,0.6375,0.655,0.6375,0.655,26
9/14/2018 10:46:00 AM,0.635,0.6375,0.635,0.6375,1000
9/14/2018 10:45:00 AM,0.635,0.635,0.635,0.635,10
9/14/2018 10:44:00 AM,0.6325,0.635,0.6325,0.635,110
9/14/2018 10:43:00 AM,0.6325,0.6325,0.6325,0.6325,10
9/14/2018 10:42:00 AM,0.6425,0.6425,0.6275,0.6275,123
9/14/2018 10:41:00 AM,0.6425,0.6425,0.6425,0.6425,100
9/14/2018 10:40:00 AM,0.6375,0.6425,0.6375,0.6425,200
9/14/2018 10:39:00 AM,0.6375,0.6375,0.6375,0.6375,0
9/14/2018 10:38:00 AM,0.6375,0.6375,0.6375,0.6375,30
9/14/2018 10:37:00 AM,0.6325,0.6375,0.6325,0.6375,86
9/14/2018 10:36:00 AM,0.6325,0.6325,0.6325,0.6325,60
9/14/2018 10:35:00 AM,0.6325,0.6325,0.6325,0.6325,0
9/14/2018 10:34:00 AM,0.63,0.6325,0.63,0.6325,112
9/14/2018 10:33:00 AM,0.635,0.635,0.63,0.63,30
9/14/2018 10:32:00 AM,0.6325,0.64,0.6275,0.635,420
