Date,BANKNIFTY19SEP1827500PE O,BANKNIFTY19SEP1827500PE H,BANKNIFTY19SEP1827500PE L,BANKNIFTY19SEP1827500PE C,BANKNIFTY19SEP1827500PE V
9/14/2018 3:29:00 PM,388.25,389.7,377.05,377.05,1840
9/14/2018 3:28:00 PM,380.6,388.3,380,388.25,840
9/14/2018 3:27:00 PM,379.3,380.6,377.35,380.6,120
9/14/2018 3:26:00 PM,377.95,379.95,376.45,379.3,2840
9/14/2018 3:25:00 PM,377.9,381.25,376.2,378,1320
9/14/2018 3:24:00 PM,378.2,378.2,370.6,377.9,1000
9/14/2018 3:23:00 PM,376,380,376,378.2,680
9/14/2018 3:22:00 PM,375,378.3,375,376,880
9/14/2018 3:21:00 PM,378.25,378.25,374.95,375,800
9/14/2018 3:20:00 PM,367.05,377.35,366.1,374.9,840
9/14/2018 3:19:00 PM,364.3,373.15,364.3,371.25,240
9/14/2018 3:18:00 PM,369.6,369.6,364.3,364.3,440
9/14/2018 3:17:00 PM,374.15,374.8,369,370.7,1000
9/14/2018 3:16:00 PM,371.5,376,371.5,374.15,80
9/14/2018 3:15:00 PM,369.45,371.5,369.45,371.5,240
9/14/2018 3:14:00 PM,368.7,369.05,367,369.05,280
9/14/2018 3:13:00 PM,370,371.5,369.9,369.9,200
9/14/2018 3:12:00 PM,365.1,370,359.35,370,160
9/14/2018 3:11:00 PM,368.5,368.5,365.1,365.1,440
9/14/2018 3:10:00 PM,370.9,377.4,364.45,368.5,2880
9/14/2018 3:09:00 PM,344.1,375.45,344.1,370.9,1680
9/14/2018 3:08:00 PM,343.3,346.05,343.3,344.1,160
9/14/2018 3:07:00 PM,335.7,343.3,335.55,343.3,160
9/14/2018 3:06:00 PM,341.85,341.85,335.7,335.7,1080
9/14/2018 3:05:00 PM,345,345,341.85,341.85,80
9/14/2018 3:04:00 PM,337.3,345,337.3,345,280
9/14/2018 3:03:00 PM,330.6,335,325,335,1560
9/14/2018 3:02:00 PM,342.95,347.45,340.1,340.1,520
9/14/2018 3:01:00 PM,364.85,366.2,332.4,342.95,3320
9/14/2018 3:00:00 PM,380.9,385,364.85,364.85,1240
9/14/2018 2:59:00 PM,380.9,380.9,380.9,380.9,0
9/14/2018 2:58:00 PM,378,380.9,378,380.9,120
9/14/2018 2:57:00 PM,378,378,378,378,0
9/14/2018 2:56:00 PM,380,380,378,378,80
9/14/2018 2:55:00 PM,380,380,380,380,0
9/14/2018 2:54:00 PM,380,380,380,380,0
9/14/2018 2:53:00 PM,380,380,380,380,0
9/14/2018 2:52:00 PM,385.85,387.8,380,380,200
9/14/2018 2:51:00 PM,382.1,386.95,382.1,385.85,200
9/14/2018 2:50:00 PM,382.1,382.1,382.1,382.1,0
9/14/2018 2:49:00 PM,372.1,382.1,372.1,382.1,80
9/14/2018 2:48:00 PM,372.1,372.1,372.1,372.1,0
9/14/2018 2:47:00 PM,372.1,372.1,372.1,372.1,0
9/14/2018 2:46:00 PM,374,374,372.1,372.1,760
9/14/2018 2:45:00 PM,378,378,375,375,40
9/14/2018 2:44:00 PM,368,378,368,378,80
9/14/2018 2:43:00 PM,362.2,368,362.2,368,760
9/14/2018 2:42:00 PM,380,380,362.2,362.2,480
9/14/2018 2:41:00 PM,387,387,380,380,40
9/14/2018 2:40:00 PM,388.55,388.55,387,387,200
9/14/2018 2:39:00 PM,396,399.7,396,396.65,160
9/14/2018 2:38:00 PM,392.95,396,392.95,396,440
9/14/2018 2:37:00 PM,384,396,384,392.95,280
9/14/2018 2:36:00 PM,389.15,389.15,383.95,384,240
9/14/2018 2:35:00 PM,389.15,389.15,389.15,389.15,0
9/14/2018 2:34:00 PM,390.4,392.9,388.45,389.15,440
9/14/2018 2:33:00 PM,384.45,390.4,384.45,390.4,80
9/14/2018 2:32:00 PM,386.95,386.95,384.45,384.45,520
9/14/2018 2:31:00 PM,386.9,386.9,381.65,382.35,240
9/14/2018 2:30:00 PM,395,395,386.9,386.9,80
9/14/2018 2:29:00 PM,395,395,395,395,0
9/14/2018 2:28:00 PM,395.1,395.1,395,395,120
9/14/2018 2:27:00 PM,386.2,395.1,386.2,395.1,160
9/14/2018 2:26:00 PM,386.2,386.2,386.2,386.2,0
9/14/2018 2:25:00 PM,389.55,389.55,384.6,386.2,160
9/14/2018 2:24:00 PM,388.45,389.55,388.45,389.55,80
9/14/2018 2:23:00 PM,387,390.95,387,388.45,440
9/14/2018 2:22:00 PM,387,387,387,387,0
9/14/2018 2:21:00 PM,379.7,387,379.7,387,40
9/14/2018 2:20:00 PM,375.75,383.7,375.75,379.7,200
9/14/2018 2:19:00 PM,378.2,378.2,372.5,375.75,120
9/14/2018 2:18:00 PM,373.9,380,373.9,378.2,320
9/14/2018 2:17:00 PM,378.2,378.2,373.9,373.9,40
9/14/2018 2:16:00 PM,382.65,382.65,376,378.2,800
9/14/2018 2:15:00 PM,390.3,390.3,382.65,382.65,200
9/14/2018 2:14:00 PM,391.75,395,390,390.3,520
9/14/2018 2:13:00 PM,395,395,388.75,391.75,200
9/14/2018 2:12:00 PM,391.75,395,391,395,200
9/14/2018 2:11:00 PM,392.7,392.7,391.75,391.75,80
9/14/2018 2:10:00 PM,394.25,394.25,392.7,392.7,40
9/14/2018 2:09:00 PM,401,401,394.25,394.25,400
9/14/2018 2:08:00 PM,401.95,401.95,393.15,401,120
9/14/2018 2:07:00 PM,401.95,401.95,401.95,401.95,0
9/14/2018 2:06:00 PM,412.4,413,400.2,401.95,480
9/14/2018 2:05:00 PM,408.7,416.4,408.7,416.4,40
9/14/2018 2:04:00 PM,414.7,414.7,408.7,408.7,160
9/14/2018 2:03:00 PM,414.7,414.7,414.7,414.7,0
9/14/2018 2:02:00 PM,402,414.7,397.9,414.7,600
9/14/2018 2:01:00 PM,401,403,400,402,320
9/14/2018 2:00:00 PM,403.95,403.95,397.5,401,280
9/14/2018 1:59:00 PM,405,405,403.95,403.95,40
9/14/2018 1:58:00 PM,397,405,397,405,480
9/14/2018 1:57:00 PM,399,399,393,397,120
9/14/2018 1:56:00 PM,399,399,399,399,0
9/14/2018 1:55:00 PM,403.6,403.6,399,399,640
9/14/2018 1:54:00 PM,403.6,403.6,403.6,403.6,0
9/14/2018 1:53:00 PM,386.9,403.6,386.9,403.6,1080
9/14/2018 1:52:00 PM,386.9,386.9,386.9,386.9,40
9/14/2018 1:51:00 PM,386.9,386.9,386.9,386.9,0
9/14/2018 1:50:00 PM,385.25,388.45,385.25,386.9,80
9/14/2018 1:49:00 PM,392.25,392.25,385.25,385.25,120
9/14/2018 1:48:00 PM,396.9,396.9,386,392.25,160
9/14/2018 1:47:00 PM,399.9,399.9,395,396.9,80
9/14/2018 1:46:00 PM,387.3,399.9,387.3,399.9,160
9/14/2018 1:45:00 PM,388,388,387.3,387.3,40
9/14/2018 1:44:00 PM,387.6,388.4,386.4,388,160
9/14/2018 1:43:00 PM,389.85,391.05,387.55,387.7,520
9/14/2018 1:42:00 PM,388.6,389.85,388.6,389.85,40
9/14/2018 1:41:00 PM,388.6,388.6,388.6,388.6,40
9/14/2018 1:40:00 PM,382.3,387,382.3,387,160
9/14/2018 1:39:00 PM,382.3,382.3,382.3,382.3,0
9/14/2018 1:38:00 PM,381,382.3,381,382.3,80
9/14/2018 1:37:00 PM,399.7,399.7,381,381,360
9/14/2018 1:36:00 PM,396,403.9,395.85,399.7,120
9/14/2018 1:35:00 PM,399.8,399.8,396,396,80
9/14/2018 1:34:00 PM,398.3,399.8,392.85,399.8,400
9/14/2018 1:33:00 PM,405,405,400,400,240
9/14/2018 1:32:00 PM,413.5,413.5,405,405,240
9/14/2018 1:31:00 PM,411.45,420,408.7,413.5,360
9/14/2018 1:30:00 PM,416.2,423.2,403.95,404.6,1160
9/14/2018 1:29:00 PM,385.95,433.7,385.95,416.2,9760
9/14/2018 1:28:00 PM,388.4,388.4,385.95,385.95,80
9/14/2018 1:27:00 PM,375,388.4,375,388.4,160
9/14/2018 1:26:00 PM,380,380,375,375,200
9/14/2018 1:25:00 PM,370,380,370,380,160
9/14/2018 1:24:00 PM,377.3,378.55,370,370,160
9/14/2018 1:23:00 PM,375.3,377.3,375.3,377.3,120
9/14/2018 1:22:00 PM,380.3,380.3,374.6,375.3,120
9/14/2018 1:21:00 PM,369.6,380.3,369.6,380.3,120
9/14/2018 1:20:00 PM,370.1,370.1,367.25,369.6,520
9/14/2018 1:19:00 PM,382.95,387,381.35,382.1,1160
9/14/2018 1:18:00 PM,376.7,379.9,374.25,379.9,280
9/14/2018 1:17:00 PM,367.35,376.7,367.3,376.7,480
9/14/2018 1:16:00 PM,379.65,379.65,365.3,370.4,1360
9/14/2018 1:15:00 PM,397.9,397.9,377.2,379.65,1040
9/14/2018 1:14:00 PM,404.9,404.9,393,397.9,600
9/14/2018 1:13:00 PM,404.9,404.9,404.9,404.9,0
9/14/2018 1:12:00 PM,391.25,404.9,391.25,404.9,240
9/14/2018 1:11:00 PM,403.1,403.1,383.05,391.25,2080
9/14/2018 1:10:00 PM,402,404.95,399.15,404.95,1440
9/14/2018 1:09:00 PM,397.55,402.5,397.55,402,1560
9/14/2018 1:08:00 PM,417.25,417.25,397.55,397.55,1560
9/14/2018 1:07:00 PM,409.7,423.3,409.7,417.25,1080
9/14/2018 1:06:00 PM,397.95,409.7,397.95,409.7,120
9/14/2018 1:05:00 PM,414.1,414.1,397.95,397.95,560
9/14/2018 1:04:00 PM,422,422.8,414.1,414.1,160
9/14/2018 1:03:00 PM,412.35,426.25,412.35,422,480
9/14/2018 1:02:00 PM,415,415,412.35,412.35,120
9/14/2018 1:01:00 PM,423.05,423.05,413.3,415,640
9/14/2018 1:00:00 PM,454,454,423.05,423.05,680
9/14/2018 12:59:00 PM,454,454,454,454,0
9/14/2018 12:58:00 PM,454,454,454,454,0
9/14/2018 12:57:00 PM,454,454,454,454,0
9/14/2018 12:56:00 PM,454,454,454,454,0
9/14/2018 12:55:00 PM,454,454,454,454,0
9/14/2018 12:54:00 PM,454,454,454,454,0
9/14/2018 12:53:00 PM,454,454,454,454,0
9/14/2018 12:52:00 PM,454,454,454,454,0
9/14/2018 12:51:00 PM,454,454,454,454,40
9/14/2018 12:50:00 PM,453.5,455,453.5,455,40
9/14/2018 12:49:00 PM,457,457,453.5,453.5,40
9/14/2018 12:48:00 PM,457,457,457,457,80
9/14/2018 12:47:00 PM,457,457,457,457,0
9/14/2018 12:46:00 PM,457.1,457.1,454.95,457,200
9/14/2018 12:45:00 PM,460.1,461.45,456,457.1,280
9/14/2018 12:44:00 PM,456,460.1,452,460.1,160
9/14/2018 12:43:00 PM,456,456,456,456,0
9/14/2018 12:42:00 PM,453,456,453,456,80
9/14/2018 12:41:00 PM,450,453,450,453,40
9/14/2018 12:40:00 PM,445.35,450,445.35,450,40
9/14/2018 12:39:00 PM,457.25,457.25,445.35,445.35,200
9/14/2018 12:38:00 PM,452.05,457.25,445.1,457.25,240
9/14/2018 12:37:00 PM,455.85,455.85,452.05,452.05,40
9/14/2018 12:36:00 PM,452.95,455.85,452.95,455.85,40
9/14/2018 12:35:00 PM,446.6,452.95,446.6,452.95,40
9/14/2018 12:34:00 PM,451.5,451.5,446.6,446.6,40
9/14/2018 12:33:00 PM,451.5,451.5,451.5,451.5,0
9/14/2018 12:32:00 PM,451.5,451.5,451.5,451.5,0
9/14/2018 12:31:00 PM,441.65,451.5,441.65,451.5,200
9/14/2018 12:30:00 PM,441.65,441.65,441.65,441.65,0
9/14/2018 12:29:00 PM,441.65,441.65,441.65,441.65,0
9/14/2018 12:28:00 PM,441.65,441.65,441.65,441.65,0
9/14/2018 12:27:00 PM,441.15,448.45,441.15,441.65,280
9/14/2018 12:26:00 PM,441.15,441.15,441.15,441.15,0
9/14/2018 12:25:00 PM,441.15,441.15,441.15,441.15,0
9/14/2018 12:24:00 PM,441.15,441.15,441.15,441.15,0
9/14/2018 12:23:00 PM,441.15,441.15,441.15,441.15,0
9/14/2018 12:22:00 PM,441.15,441.15,441.15,441.15,0
9/14/2018 12:21:00 PM,441.15,441.15,441.15,441.15,0
9/14/2018 12:20:00 PM,444,444,441.15,441.15,40
9/14/2018 12:19:00 PM,444,444,444,444,40
9/14/2018 12:18:00 PM,444,444,444,444,0
9/14/2018 12:17:00 PM,444,444,444,444,0
9/14/2018 12:16:00 PM,443.3,444,443.3,444,1920
9/14/2018 12:15:00 PM,449.8,449.8,443.3,443.3,640
9/14/2018 12:14:00 PM,460,460,449.8,449.8,200
9/14/2018 12:13:00 PM,460,460,460,460,800
9/14/2018 12:12:00 PM,460,460,460,460,0
9/14/2018 12:11:00 PM,465,465,460,460,240
9/14/2018 12:10:00 PM,445,465,445,465,280
9/14/2018 12:09:00 PM,445,445,445,445,0
9/14/2018 12:08:00 PM,445,445,445,445,0
9/14/2018 12:07:00 PM,445,445,445,445,0
9/14/2018 12:06:00 PM,450,450,445,445,200
9/14/2018 12:05:00 PM,450,450,450,450,0
9/14/2018 12:04:00 PM,443.2,450,440,450,1480
9/14/2018 12:03:00 PM,465.7,468,443.2,443.2,560
9/14/2018 12:02:00 PM,466.65,466.65,465.7,465.7,80
9/14/2018 12:01:00 PM,470.1,472.75,466.65,466.65,160
9/14/2018 12:00:00 PM,480,480,463.7,463.7,40
9/14/2018 11:59:00 AM,490.3,490.3,480,480,160
9/14/2018 11:58:00 AM,490.3,490.3,490.3,490.3,0
9/14/2018 11:57:00 AM,495,495,485.3,490.3,160
9/14/2018 11:56:00 AM,495,495,495,495,0
9/14/2018 11:55:00 AM,505,505,495,495,40
9/14/2018 11:54:00 AM,498,505,498,505,160
9/14/2018 11:53:00 AM,498,498,498,498,0
9/14/2018 11:52:00 AM,490.2,498,490.2,498,40
9/14/2018 11:51:00 AM,490.85,490.85,490.2,490.2,40
9/14/2018 11:50:00 AM,477.9,490.85,477.9,490.85,480
