Date,NIFTY18SEP11350CE O,NIFTY18SEP11350CE H,NIFTY18SEP11350CE L,NIFTY18SEP11350CE C,NIFTY18SEP11350CE V
9/14/2018 3:29:00 PM,230,230,223.7,223.7,900
9/14/2018 3:28:00 PM,233.2,233.2,230,230,450
9/14/2018 3:27:00 PM,234.6,235.55,233.2,233.2,525
9/14/2018 3:26:00 PM,235.35,235.8,234.6,234.6,675
9/14/2018 3:25:00 PM,235,235.45,234.1,235.35,1125
9/14/2018 3:24:00 PM,234,235,234,235,150
9/14/2018 3:23:00 PM,233.55,234,233.55,234,150
9/14/2018 3:22:00 PM,233.4,233.55,233.4,233.55,150
9/14/2018 3:21:00 PM,235.35,235.35,233.4,233.4,150
9/14/2018 3:20:00 PM,236.85,238.55,235.35,235.35,1725
9/14/2018 3:19:00 PM,235,235,235,235,0
9/14/2018 3:18:00 PM,233.6,235,232,235,1125
9/14/2018 3:17:00 PM,232.8,233.6,232.05,233.6,225
9/14/2018 3:16:00 PM,231.4,232.8,231.4,232.8,75
9/14/2018 3:15:00 PM,233.6,233.6,231.4,231.4,225
9/14/2018 3:14:00 PM,231.85,233.6,231.85,233.6,225
9/14/2018 3:13:00 PM,232.9,232.9,230.9,231.85,300
9/14/2018 3:12:00 PM,234.9,234.9,232.85,232.9,300
9/14/2018 3:11:00 PM,234.55,234.9,234.55,234.9,750
9/14/2018 3:10:00 PM,234.55,234.55,230.3,234.55,450
9/14/2018 3:09:00 PM,233.65,234.55,233.65,234.55,225
9/14/2018 3:08:00 PM,233.65,233.65,233.65,233.65,0
9/14/2018 3:07:00 PM,236,236,233.65,233.65,150
9/14/2018 3:06:00 PM,233,236,233,236,150
9/14/2018 3:05:00 PM,235.8,235.8,233,233,225
9/14/2018 3:04:00 PM,239.5,239.5,234.6,235.8,600
9/14/2018 3:03:00 PM,237,241.85,236,239.5,975
9/14/2018 3:02:00 PM,230.85,236.8,230.85,234,675
9/14/2018 3:01:00 PM,223.8,230,223.8,227.75,900
9/14/2018 3:00:00 PM,215.05,226.95,215.05,223.8,1425
9/14/2018 2:59:00 PM,216.6,216.6,215.05,215.05,900
9/14/2018 2:58:00 PM,213.25,216.6,213.25,216.6,225
9/14/2018 2:57:00 PM,213.25,213.25,213.25,213.25,0
9/14/2018 2:56:00 PM,213.25,213.25,213.25,213.25,75
9/14/2018 2:55:00 PM,212.9,213.4,212.9,213.4,75
9/14/2018 2:54:00 PM,212.9,212.9,212.9,212.9,0
9/14/2018 2:53:00 PM,214,214,212.9,212.9,750
9/14/2018 2:52:00 PM,214,214,214,214,0
9/14/2018 2:51:00 PM,214.9,214.9,214,214,150
9/14/2018 2:50:00 PM,214.45,214.9,214.45,214.9,75
9/14/2018 2:49:00 PM,214.45,214.45,214.45,214.45,0
9/14/2018 2:48:00 PM,214.45,214.45,214.45,214.45,0
9/14/2018 2:47:00 PM,214.45,214.45,214.45,214.45,0
9/14/2018 2:46:00 PM,215,215.5,214.45,214.45,150
9/14/2018 2:45:00 PM,214,215,214,215,150
9/14/2018 2:44:00 PM,215,215,214,214,225
9/14/2018 2:43:00 PM,215,215,215,215,0
9/14/2018 2:42:00 PM,215,215,215,215,75
9/14/2018 2:41:00 PM,207.15,215,207.15,215,75
9/14/2018 2:40:00 PM,207.15,207.15,207.15,207.15,0
9/14/2018 2:39:00 PM,207.15,207.15,207.15,207.15,0
9/14/2018 2:38:00 PM,207.15,207.15,207.15,207.15,0
9/14/2018 2:37:00 PM,213.2,213.2,207.15,207.15,75
9/14/2018 2:36:00 PM,213.2,213.2,213.2,213.2,0
9/14/2018 2:35:00 PM,211,213.2,211,213.2,75
9/14/2018 2:34:00 PM,211,211,211,211,0
9/14/2018 2:33:00 PM,211,211,211,211,0
9/14/2018 2:32:00 PM,211,211,211,211,0
9/14/2018 2:31:00 PM,211,211,211,211,0
9/14/2018 2:30:00 PM,211,211,211,211,75
9/14/2018 2:29:00 PM,212.85,212.85,211,211,75
9/14/2018 2:28:00 PM,212.85,212.85,212.85,212.85,0
9/14/2018 2:27:00 PM,212.85,212.85,212.85,212.85,0
9/14/2018 2:26:00 PM,210,212.85,210,212.85,75
9/14/2018 2:25:00 PM,210,210,210,210,0
9/14/2018 2:24:00 PM,211,211,210,210,300
9/14/2018 2:23:00 PM,215,215,211,211,75
9/14/2018 2:22:00 PM,212.95,215,212.95,215,300
9/14/2018 2:21:00 PM,212.95,212.95,212.95,212.95,0
9/14/2018 2:20:00 PM,213.2,213.2,212.9,212.95,375
9/14/2018 2:19:00 PM,215.45,215.45,215.45,215.45,0
9/14/2018 2:18:00 PM,215.45,215.45,215.45,215.45,0
9/14/2018 2:17:00 PM,215.65,215.65,215.4,215.45,150
9/14/2018 2:16:00 PM,215.65,215.65,215.65,215.65,0
9/14/2018 2:15:00 PM,216,216,215.65,215.65,150
9/14/2018 2:14:00 PM,212.2,216,212.2,216,75
9/14/2018 2:13:00 PM,212.2,212.2,212.2,212.2,0
9/14/2018 2:12:00 PM,212.2,212.2,212.2,212.2,0
9/14/2018 2:11:00 PM,209.5,212.2,209.5,212.2,375
9/14/2018 2:10:00 PM,209.5,209.5,209.5,209.5,0
9/14/2018 2:09:00 PM,204.85,209.5,204.85,209.5,75
9/14/2018 2:08:00 PM,204.85,204.85,204.85,204.85,0
9/14/2018 2:07:00 PM,204.85,204.85,204.85,204.85,0
9/14/2018 2:06:00 PM,204.85,204.85,204.85,204.85,0
9/14/2018 2:05:00 PM,210,210,204.85,204.85,75
9/14/2018 2:04:00 PM,210,210,210,210,75
9/14/2018 2:03:00 PM,210,210,210,210,0
9/14/2018 2:02:00 PM,215.7,215.7,210,210,75
9/14/2018 2:01:00 PM,215.7,215.7,215.7,215.7,0
9/14/2018 2:00:00 PM,215.7,215.7,215.7,215.7,0
9/14/2018 1:59:00 PM,215.7,215.7,215.7,215.7,0
9/14/2018 1:58:00 PM,216.5,216.5,215.7,215.7,225
9/14/2018 1:57:00 PM,215.7,216.5,215.25,216.5,1125
9/14/2018 1:56:00 PM,215.65,215.65,215.65,215.65,0
9/14/2018 1:55:00 PM,220,220,215.65,215.65,450
9/14/2018 1:54:00 PM,215.35,220,215.35,220,225
9/14/2018 1:53:00 PM,217.55,217.55,215.35,215.35,300
9/14/2018 1:52:00 PM,219.35,219.35,217.55,217.55,75
9/14/2018 1:51:00 PM,219.35,219.35,219.35,219.35,0
9/14/2018 1:50:00 PM,218.9,219.35,218.9,219.35,75
9/14/2018 1:49:00 PM,215.5,218.9,215.5,218.9,150
9/14/2018 1:48:00 PM,215.15,215.5,215,215.5,675
9/14/2018 1:47:00 PM,215.15,215.15,215.15,215.15,0
9/14/2018 1:46:00 PM,215.35,215.35,215.15,215.15,75
9/14/2018 1:45:00 PM,216.05,216.05,215.35,215.35,75
9/14/2018 1:44:00 PM,214,216.05,214,216.05,75
9/14/2018 1:43:00 PM,216,216,213.75,214,975
9/14/2018 1:42:00 PM,216,216,216,216,0
9/14/2018 1:41:00 PM,216,216,216,216,0
9/14/2018 1:40:00 PM,218,218,215,216,150
9/14/2018 1:39:00 PM,218,218,218,218,0
9/14/2018 1:38:00 PM,215.95,218.05,215.95,218,750
9/14/2018 1:37:00 PM,213.35,216.5,213.35,215.95,525
9/14/2018 1:36:00 PM,212.55,213.35,212.55,213.35,75
9/14/2018 1:35:00 PM,212.5,214.2,210.4,212.55,675
9/14/2018 1:34:00 PM,210.35,214.65,210.35,212.5,750
9/14/2018 1:33:00 PM,211.1,211.1,209.55,210.35,300
9/14/2018 1:32:00 PM,209.5,211.1,209.5,211.1,150
9/14/2018 1:31:00 PM,212.9,212.9,207.2,209.5,300
9/14/2018 1:30:00 PM,213.25,213.25,212.9,212.9,75
9/14/2018 1:29:00 PM,213.05,213.25,213.05,213.25,225
9/14/2018 1:28:00 PM,215,215,215,215,0
9/14/2018 1:27:00 PM,216.55,216.55,213.75,215,225
9/14/2018 1:26:00 PM,215.05,218.55,215.05,216.55,900
9/14/2018 1:25:00 PM,215.05,215.05,215.05,215.05,0
9/14/2018 1:24:00 PM,214.9,218,214.1,215.05,375
9/14/2018 1:23:00 PM,210.6,214.9,210.6,214.9,300
9/14/2018 1:22:00 PM,210.6,210.6,210.6,210.6,0
9/14/2018 1:21:00 PM,210.6,210.6,210.6,210.6,0
9/14/2018 1:20:00 PM,210.6,210.6,210.6,210.6,0
9/14/2018 1:19:00 PM,213.75,213.75,210.6,210.6,75
9/14/2018 1:18:00 PM,214.5,214.5,213.75,213.75,75
9/14/2018 1:17:00 PM,216,216,214.5,214.5,225
9/14/2018 1:16:00 PM,213.85,216.45,212.95,216,450
9/14/2018 1:15:00 PM,209.35,213.85,209.35,213.85,600
9/14/2018 1:14:00 PM,210.45,210.45,208.6,209.35,225
9/14/2018 1:13:00 PM,210.45,210.45,210.45,210.45,0
9/14/2018 1:12:00 PM,209.45,210.45,209.45,210.45,150
9/14/2018 1:11:00 PM,205.45,210.6,205.45,209.45,1200
9/14/2018 1:10:00 PM,205.45,205.45,205.45,205.45,225
9/14/2018 1:09:00 PM,205.5,205.9,205,205.45,900
9/14/2018 1:08:00 PM,201,205.5,201,205.5,375
9/14/2018 1:07:00 PM,201,201,201,201,0
9/14/2018 1:06:00 PM,203.9,203.9,201,201,75
9/14/2018 1:05:00 PM,197.7,203.9,197.7,203.9,1875
9/14/2018 1:04:00 PM,197.7,197.7,197.7,197.7,0
9/14/2018 1:03:00 PM,197.7,197.7,197.7,197.7,0
9/14/2018 1:02:00 PM,195,198,195,197.7,600
9/14/2018 1:01:00 PM,191.65,195,191.65,195,375
9/14/2018 1:00:00 PM,191.65,191.65,191.65,191.65,0
9/14/2018 12:59:00 PM,187,191.65,187,191.65,75
9/14/2018 12:58:00 PM,187,187,187,187,0
9/14/2018 12:57:00 PM,187,187,187,187,0
