Date,NIFTY18SEP11350CE O,NIFTY18SEP11350CE H,NIFTY18SEP11350CE L,NIFTY18SEP11350CE C,NIFTY18SEP11350CE V
9/14/2018 12:56:00 PM,187,187,187,187,0
9/14/2018 12:55:00 PM,187,187,187,187,0
9/14/2018 12:54:00 PM,187,187,187,187,0
9/14/2018 12:53:00 PM,187,187,187,187,0
9/14/2018 12:52:00 PM,187,187,187,187,0
9/14/2018 12:51:00 PM,187,187,187,187,0
9/14/2018 12:50:00 PM,187,187,187,187,0
9/14/2018 12:49:00 PM,187,187,187,187,0
9/14/2018 12:48:00 PM,189.65,189.65,187,187,300
9/14/2018 12:47:00 PM,189.65,189.65,189.65,189.65,0
9/14/2018 12:46:00 PM,189.65,189.65,189.65,189.65,0
9/14/2018 12:45:00 PM,189.65,189.65,189.65,189.65,0
9/14/2018 12:44:00 PM,190.75,190.75,189.65,189.65,150
9/14/2018 12:43:00 PM,190.75,190.75,190.75,190.75,0
9/14/2018 12:42:00 PM,190.75,190.75,190.75,190.75,0
9/14/2018 12:41:00 PM,190.75,190.75,190.75,190.75,0
9/14/2018 12:40:00 PM,191,191,190.75,190.75,75
9/14/2018 12:39:00 PM,189.05,191,189.05,191,150
9/14/2018 12:38:00 PM,189.05,189.05,189.05,189.05,0
9/14/2018 12:37:00 PM,186.25,189.05,186.25,189.05,75
9/14/2018 12:36:00 PM,186.25,186.25,186.25,186.25,0
9/14/2018 12:35:00 PM,186.25,186.25,186.25,186.25,0
9/14/2018 12:34:00 PM,186.55,187.6,186.25,186.25,225
9/14/2018 12:33:00 PM,186.55,186.55,186.55,186.55,0
9/14/2018 12:32:00 PM,187.05,187.05,186.55,186.55,75
9/14/2018 12:31:00 PM,187.05,187.05,187.05,187.05,0
9/14/2018 12:30:00 PM,192,192,187.05,187.05,150
9/14/2018 12:29:00 PM,192,192,192,192,0
9/14/2018 12:28:00 PM,192,192,192,192,0
9/14/2018 12:27:00 PM,190,192,190,192,150
9/14/2018 12:26:00 PM,190,190,190,190,0
9/14/2018 12:25:00 PM,190,190,190,190,0
9/14/2018 12:24:00 PM,190,190,190,190,0
9/14/2018 12:23:00 PM,190,190,190,190,0
9/14/2018 12:22:00 PM,190,190,190,190,0
9/14/2018 12:21:00 PM,190,190,190,190,0
9/14/2018 12:20:00 PM,188.35,190,188.35,190,150
9/14/2018 12:19:00 PM,188,190,188,188.35,750
9/14/2018 12:18:00 PM,184.1,188,184.1,188,1500
9/14/2018 12:17:00 PM,184.1,184.1,184.1,184.1,0
9/14/2018 12:16:00 PM,184.1,184.1,184.1,184.1,0
9/14/2018 12:15:00 PM,184.1,184.1,184.1,184.1,0
9/14/2018 12:14:00 PM,184.1,184.1,184.1,184.1,0
9/14/2018 12:13:00 PM,184.1,184.1,184.1,184.1,0
9/14/2018 12:12:00 PM,184.1,184.1,184.1,184.1,0
9/14/2018 12:11:00 PM,186,186,184.1,184.1,300
9/14/2018 12:10:00 PM,186,186,186,186,225
9/14/2018 12:09:00 PM,186,186,186,186,0
9/14/2018 12:08:00 PM,189,189,185.9,186,675
9/14/2018 12:07:00 PM,189,189,189,189,0
9/14/2018 12:06:00 PM,184,189,184,189,150
9/14/2018 12:05:00 PM,184,184,184,184,0
9/14/2018 12:04:00 PM,184,184,184,184,0
9/14/2018 12:03:00 PM,184,184,184,184,0
9/14/2018 12:02:00 PM,184,184,184,184,0
9/14/2018 12:01:00 PM,184,184,184,184,0
9/14/2018 12:00:00 PM,183.7,184,183.7,184,75
9/14/2018 11:59:00 AM,181.65,183.7,181.65,183.7,150
9/14/2018 11:58:00 AM,181.65,181.65,181.65,181.65,0
9/14/2018 11:57:00 AM,183.4,183.9,181.65,181.65,300
9/14/2018 11:56:00 AM,180.35,183.55,180.35,183.4,375
9/14/2018 11:55:00 AM,178.1,180.35,178.1,180.35,75
9/14/2018 11:54:00 AM,179.85,179.85,178.1,178.1,75
9/14/2018 11:53:00 AM,179.15,179.85,176,179.85,1125
9/14/2018 11:52:00 AM,181.85,181.85,178.65,179.15,3225
9/14/2018 11:51:00 AM,181.85,181.85,181.85,181.85,0
9/14/2018 11:50:00 AM,183.3,183.4,181.85,181.85,300
9/14/2018 11:49:00 AM,181.6,183.3,181.6,183.3,225
9/14/2018 11:48:00 AM,179.1,181.65,179.1,181.6,1275
9/14/2018 11:47:00 AM,181.25,181.25,179.1,179.1,300
9/14/2018 11:46:00 AM,181.15,181.25,181.15,181.25,75
9/14/2018 11:45:00 AM,181.2,181.25,181.15,181.15,225
9/14/2018 11:44:00 AM,181.2,181.2,181.2,181.2,0
9/14/2018 11:43:00 AM,181.2,181.2,181.2,181.2,0
9/14/2018 11:42:00 AM,180,181.2,180,181.2,150
9/14/2018 11:41:00 AM,178.8,180,178.8,180,150
9/14/2018 11:40:00 AM,179.45,179.45,178.8,178.8,300
9/14/2018 11:39:00 AM,184.2,184.2,179.45,179.45,900
9/14/2018 11:38:00 AM,183.1,184.2,183.1,184.2,300
9/14/2018 11:37:00 AM,184.95,184.95,183.1,183.1,150
9/14/2018 11:36:00 AM,186.8,186.85,184.95,184.95,150
9/14/2018 11:35:00 AM,186.8,186.8,186.8,186.8,0
9/14/2018 11:34:00 AM,185.3,186.8,185.3,186.8,150
9/14/2018 11:33:00 AM,184,185.55,184,185.3,225
9/14/2018 11:32:00 AM,186.9,186.9,184,184,450
9/14/2018 11:31:00 AM,186.9,186.9,186.9,186.9,0
9/14/2018 11:30:00 AM,189,189,186.9,186.9,450
9/14/2018 11:29:00 AM,195,195,189,189,150
9/14/2018 11:28:00 AM,195,195,195,195,0
9/14/2018 11:27:00 AM,195,195,195,195,0
9/14/2018 11:26:00 AM,195,195,195,195,0
9/14/2018 11:25:00 AM,195.55,195.55,195,195,75
9/14/2018 11:24:00 AM,194,195.8,194,195.55,150
9/14/2018 11:23:00 AM,195.95,195.95,193,194,825
9/14/2018 11:22:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 11:21:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 11:20:00 AM,196.1,196.1,195.55,195.95,150
9/14/2018 11:19:00 AM,196.05,196.2,195.4,196.1,375
9/14/2018 11:18:00 AM,194.9,196.05,194.9,196.05,150
9/14/2018 11:17:00 AM,194.9,194.9,194.9,194.9,0
9/14/2018 11:16:00 AM,194.4,194.9,194.4,194.9,1500
9/14/2018 11:15:00 AM,195.45,195.45,194.4,194.4,300
9/14/2018 11:14:00 AM,195.45,195.45,195.45,195.45,0
9/14/2018 11:13:00 AM,195.45,195.45,195.45,195.45,0
9/14/2018 11:12:00 AM,195.95,195.95,195.45,195.45,75
9/14/2018 11:11:00 AM,195.5,195.95,195.5,195.95,75
9/14/2018 11:10:00 AM,195.5,195.5,195.5,195.5,0
9/14/2018 11:09:00 AM,192.5,195.5,192.5,195.5,450
9/14/2018 11:08:00 AM,192,192.5,192,192.5,300
9/14/2018 11:07:00 AM,192,192,192,192,0
9/14/2018 11:06:00 AM,192,192,192,192,0
9/14/2018 11:05:00 AM,192,192,192,192,0
9/14/2018 11:04:00 AM,192,192,192,192,0
9/14/2018 11:03:00 AM,191.5,192,191.5,192,75
9/14/2018 11:02:00 AM,191.5,191.5,191.5,191.5,0
9/14/2018 11:01:00 AM,190,191.5,190,191.5,75
9/14/2018 11:00:00 AM,191.95,191.95,190,190,75
9/14/2018 10:59:00 AM,191.95,191.95,191.95,191.95,0
9/14/2018 10:58:00 AM,192.1,192.1,190.6,191.95,1350
9/14/2018 10:57:00 AM,192.1,192.1,192.1,192.1,0
9/14/2018 10:56:00 AM,192.1,192.1,192.1,192.1,0
9/14/2018 10:55:00 AM,192.1,192.1,192.1,192.1,0
9/14/2018 10:54:00 AM,194,194,192.1,192.1,75
9/14/2018 10:53:00 AM,194,194,194,194,0
9/14/2018 10:52:00 AM,195.95,195.95,193,194,2025
9/14/2018 10:51:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:50:00 AM,195.95,195.95,195.95,195.95,0
9/14/2018 10:49:00 AM,195.6,196.7,195.6,195.95,300
9/14/2018 10:48:00 AM,195.05,195.6,195.05,195.6,75
9/14/2018 10:47:00 AM,194.6,195.05,194.6,195.05,75
9/14/2018 10:46:00 AM,194.6,194.6,194.6,194.6,0
9/14/2018 10:45:00 AM,196.8,196.8,194.6,194.6,225
9/14/2018 10:44:00 AM,197.05,198.6,196.8,196.8,750
9/14/2018 10:43:00 AM,195.65,197.3,195.65,197.05,150
9/14/2018 10:42:00 AM,195.7,195.7,195.4,195.65,225
9/14/2018 10:41:00 AM,195,195.7,194.65,195.7,1350
9/14/2018 10:40:00 AM,198,198,194.7,195,2400
9/14/2018 10:39:00 AM,196.8,198,196.8,198,300
9/14/2018 10:38:00 AM,198,198,196.5,196.8,1425
9/14/2018 10:37:00 AM,197.5,198,197.5,198,450
9/14/2018 10:36:00 AM,196.4,197.5,196.4,197.5,150
9/14/2018 10:35:00 AM,196.4,196.4,196.4,196.4,0
9/14/2018 10:34:00 AM,197,197,196.4,196.4,375
9/14/2018 10:33:00 AM,195,197,195,197,1350
9/14/2018 10:32:00 AM,193,195,193,195,300
9/14/2018 10:31:00 AM,193,193,193,193,0
9/14/2018 10:30:00 AM,192.65,193,192.65,193,150
9/14/2018 10:29:00 AM,192.9,192.9,192.65,192.65,75
9/14/2018 10:28:00 AM,192.9,192.9,192.9,192.9,0
9/14/2018 10:27:00 AM,192,193,192,192.9,225
9/14/2018 10:26:00 AM,190.45,192,190.45,192,75
9/14/2018 10:25:00 AM,190.45,190.45,190.45,190.45,0
9/14/2018 10:24:00 AM,188.55,190.45,188.55,190.45,1500
9/14/2018 10:23:00 AM,188.55,188.55,188.55,188.55,0
9/14/2018 10:22:00 AM,188.55,188.55,188.55,188.55,0
9/14/2018 10:21:00 AM,190.25,191,188.55,188.55,300
9/14/2018 10:20:00 AM,191.1,191.1,189.5,190.25,225
9/14/2018 10:19:00 AM,191.1,191.1,191.1,191.1,0
9/14/2018 10:18:00 AM,191.1,191.1,191.1,191.1,0
9/14/2018 10:17:00 AM,191.7,192,191.1,191.1,1650
9/14/2018 10:16:00 AM,189.5,191.7,189.5,191.7,150
9/14/2018 10:15:00 AM,194.1,194.1,189.5,189.5,75
9/14/2018 10:14:00 AM,194.1,194.1,194.1,194.1,0
9/14/2018 10:13:00 AM,194.1,194.1,194.1,194.1,0
9/14/2018 10:12:00 AM,193.9,194.1,193.9,194.1,225
9/14/2018 10:11:00 AM,194.2,194.2,193.9,193.9,825
9/14/2018 10:10:00 AM,191.1,194.2,191.1,194.2,150
9/14/2018 10:09:00 AM,195.45,195.45,191.1,191.1,600
9/14/2018 10:08:00 AM,193.35,195.45,193.35,195.45,675
9/14/2018 10:07:00 AM,192.5,193.85,192.5,193.35,225
9/14/2018 10:06:00 AM,191.1,192.5,191.1,192.5,900
9/14/2018 10:05:00 AM,190.2,191.1,190.2,191.1,225
9/14/2018 10:04:00 AM,190.85,190.85,190.15,190.2,675
9/14/2018 10:03:00 AM,188.9,190.85,188.9,190.85,75
9/14/2018 10:02:00 AM,189.1,189.45,188.6,188.9,1275
9/14/2018 10:01:00 AM,190,190.45,189,189.1,450
9/14/2018 10:00:00 AM,188,190.6,188,190,1350
9/14/2018 9:59:00 AM,186.25,188,186.25,188,150
9/14/2018 9:58:00 AM,183.4,186.25,183.4,186.25,225
9/14/2018 9:57:00 AM,182.55,183.5,182.55,183.4,225
9/14/2018 9:56:00 AM,181.45,182.55,181.45,182.55,75
9/14/2018 9:55:00 AM,182.9,182.9,181.45,181.45,300
9/14/2018 9:54:00 AM,186.1,186.1,182.2,182.9,525
9/14/2018 9:53:00 AM,187.6,187.6,185.55,186.1,1275
9/14/2018 9:52:00 AM,187.6,187.6,187.6,187.6,150
9/14/2018 9:51:00 AM,187.6,187.6,187.6,187.6,0
9/14/2018 9:50:00 AM,185.6,187.6,185.6,187.6,300
9/14/2018 9:49:00 AM,187.15,187.15,185.6,185.6,225
9/14/2018 9:48:00 AM,185.05,187.4,185.05,187.15,750
9/14/2018 9:47:00 AM,185.85,187.85,185.05,185.05,675
9/14/2018 9:46:00 AM,183.95,186.75,183.95,185.85,375
9/14/2018 9:45:00 AM,186,186,182.7,183.95,225
9/14/2018 9:44:00 AM,182,186,182,186,450
9/14/2018 9:43:00 AM,181.2,184,180.5,182,225
9/14/2018 9:42:00 AM,180.2,181.2,180.2,181.2,675
9/14/2018 9:41:00 AM,180,181.45,178,180.2,300
9/14/2018 9:40:00 AM,179,180.25,179,180,675
9/14/2018 9:39:00 AM,179.65,180,179,179,675
9/14/2018 9:38:00 AM,184.1,184.1,180.75,180.9,375
9/14/2018 9:37:00 AM,181,185.75,181,184.1,375
9/14/2018 9:36:00 AM,185.65,185.65,181,181,150
9/14/2018 9:35:00 AM,185.05,186.85,185.05,185.65,525
9/14/2018 9:34:00 AM,185.05,185.05,185.05,185.05,0
9/14/2018 9:33:00 AM,183.65,185.05,183.65,185.05,75
9/14/2018 9:32:00 AM,186.35,186.35,183.65,183.65,375
9/14/2018 9:31:00 AM,186.45,186.45,184.4,184.4,300
9/14/2018 9:30:00 AM,186.35,188.75,185,186.45,750
9/14/2018 9:29:00 AM,185.35,186.8,185.2,186.35,2325
9/14/2018 9:28:00 AM,185.35,185.35,185.35,185.35,0
9/14/2018 9:27:00 AM,184.45,185.35,184.45,185.35,75
9/14/2018 9:26:00 AM,186.45,186.45,184.45,184.45,300
9/14/2018 9:25:00 AM,185.8,187.35,185.35,186.45,975
9/14/2018 9:24:00 AM,186.5,186.5,184.2,185.8,300
9/14/2018 9:23:00 AM,188,188,186.5,186.5,75
9/14/2018 9:22:00 AM,188.55,191,188,188,1200
9/14/2018 9:21:00 AM,186.45,190.1,185.85,190,825
9/14/2018 9:20:00 AM,181.9,190,180.35,186.45,750
9/14/2018 9:19:00 AM,192,192,181.9,181.9,2025
9/14/2018 9:18:00 AM,196.85,196.85,192,192,3000
9/14/2018 9:17:00 AM,192,196.85,192,196.85,1125
9/14/2018 9:16:00 AM,196.45,198.55,189.55,192,4275
9/14/2018 9:15:00 AM,170.6,201.2,170.6,196.45,10275
