Date,USDINR18SEP72CE O,USDINR18SEP72CE H,USDINR18SEP72CE L,USDINR18SEP72CE C,USDINR18SEP72CE V
9/14/2018 4:01:00 PM,0.45,0.45,0.435,0.435,1455
9/14/2018 4:00:00 PM,0.455,0.455,0.4475,0.45,108
9/14/2018 3:59:00 PM,0.4475,0.455,0.4475,0.455,5080
9/14/2018 3:58:00 PM,0.445,0.45,0.445,0.4475,344
9/14/2018 3:57:00 PM,0.44,0.445,0.44,0.445,796
9/14/2018 3:56:00 PM,0.4475,0.4475,0.44,0.44,55
9/14/2018 3:55:00 PM,0.4475,0.45,0.4425,0.4475,118
9/14/2018 3:54:00 PM,0.4425,0.4475,0.4425,0.4475,102
9/14/2018 3:53:00 PM,0.4425,0.4425,0.44,0.4425,1276
9/14/2018 3:52:00 PM,0.44,0.4425,0.44,0.4425,27
9/14/2018 3:51:00 PM,0.445,0.445,0.44,0.44,666
9/14/2018 3:50:00 PM,0.45,0.45,0.445,0.445,215
9/14/2018 3:49:00 PM,0.4525,0.4525,0.445,0.45,1913
9/14/2018 3:48:00 PM,0.4575,0.4575,0.4525,0.4525,161
9/14/2018 3:47:00 PM,0.46,0.46,0.4575,0.4575,3751
9/14/2018 3:46:00 PM,0.47,0.47,0.46,0.46,36
9/14/2018 3:45:00 PM,0.46,0.47,0.46,0.47,1563
9/14/2018 3:44:00 PM,0.47,0.47,0.46,0.46,1612
9/14/2018 3:43:00 PM,0.4725,0.4725,0.47,0.47,129
9/14/2018 3:42:00 PM,0.4775,0.4775,0.4725,0.4725,1116
9/14/2018 3:41:00 PM,0.485,0.485,0.4775,0.4775,269
9/14/2018 3:40:00 PM,0.4775,0.485,0.4775,0.485,1100
9/14/2018 3:39:00 PM,0.475,0.48,0.475,0.4775,403
9/14/2018 3:38:00 PM,0.475,0.48,0.475,0.475,948
9/14/2018 3:37:00 PM,0.4725,0.4775,0.4725,0.475,1565
9/14/2018 3:36:00 PM,0.485,0.485,0.47,0.47,747
9/14/2018 3:35:00 PM,0.485,0.4925,0.4825,0.485,1062
9/14/2018 3:34:00 PM,0.485,0.49,0.4825,0.485,351
9/14/2018 3:33:00 PM,0.485,0.4925,0.4825,0.4925,1816
9/14/2018 3:32:00 PM,0.4775,0.49,0.4775,0.485,2057
9/14/2018 3:31:00 PM,0.4575,0.4775,0.455,0.4725,4895
9/14/2018 3:30:00 PM,0.4475,0.455,0.4475,0.455,767
9/14/2018 3:29:00 PM,0.45,0.4525,0.4425,0.4475,819
9/14/2018 3:28:00 PM,0.4525,0.455,0.4475,0.4525,3545
9/14/2018 3:27:00 PM,0.4425,0.455,0.44,0.4525,1526
9/14/2018 3:26:00 PM,0.445,0.45,0.44,0.44,2223
9/14/2018 3:25:00 PM,0.4275,0.445,0.4275,0.445,1565
9/14/2018 3:24:00 PM,0.4125,0.4325,0.4125,0.4275,1302
9/14/2018 3:23:00 PM,0.4025,0.4125,0.4025,0.4125,1227
9/14/2018 3:22:00 PM,0.4075,0.4075,0.4025,0.4025,1515
9/14/2018 3:21:00 PM,0.4025,0.4075,0.4,0.4075,193
9/14/2018 3:20:00 PM,0.4,0.405,0.4,0.4025,1320
9/14/2018 3:19:00 PM,0.4,0.4025,0.4,0.4,173
9/14/2018 3:18:00 PM,0.3975,0.4,0.3975,0.4,120
9/14/2018 3:17:00 PM,0.3975,0.3975,0.395,0.3975,232
9/14/2018 3:16:00 PM,0.4,0.4,0.3975,0.3975,1009
9/14/2018 3:15:00 PM,0.4,0.4025,0.3975,0.4,82
9/14/2018 3:14:00 PM,0.3975,0.4025,0.3975,0.4,1026
9/14/2018 3:13:00 PM,0.4,0.4,0.3975,0.3975,866
9/14/2018 3:12:00 PM,0.39,0.4,0.39,0.4,222
9/14/2018 3:11:00 PM,0.3875,0.39,0.3875,0.39,36
9/14/2018 3:10:00 PM,0.385,0.3875,0.385,0.3875,23
9/14/2018 3:09:00 PM,0.3875,0.3875,0.385,0.385,116
9/14/2018 3:08:00 PM,0.39,0.3925,0.3875,0.3875,403
9/14/2018 3:07:00 PM,0.395,0.395,0.39,0.39,221
9/14/2018 3:06:00 PM,0.3875,0.4025,0.3875,0.395,4249
9/14/2018 3:05:00 PM,0.3775,0.3875,0.3775,0.3875,268
9/14/2018 3:04:00 PM,0.3725,0.3775,0.37,0.3775,1194
9/14/2018 3:03:00 PM,0.3625,0.37,0.3625,0.3675,2316
9/14/2018 3:02:00 PM,0.3725,0.3725,0.3625,0.3625,1059
9/14/2018 3:01:00 PM,0.37,0.3725,0.3675,0.3725,1175
9/14/2018 3:00:00 PM,0.375,0.375,0.3675,0.3675,53
9/14/2018 2:59:00 PM,0.3625,0.375,0.3625,0.375,253
9/14/2018 2:58:00 PM,0.3625,0.3625,0.3625,0.3625,0
9/14/2018 2:57:00 PM,0.3625,0.3625,0.3625,0.3625,2
9/14/2018 2:56:00 PM,0.365,0.365,0.3625,0.3625,94
9/14/2018 2:55:00 PM,0.365,0.3675,0.365,0.365,132
9/14/2018 2:54:00 PM,0.3625,0.3675,0.3625,0.365,651
9/14/2018 2:53:00 PM,0.3675,0.3675,0.3625,0.3625,55
9/14/2018 2:52:00 PM,0.365,0.365,0.3625,0.3625,192
9/14/2018 2:51:00 PM,0.365,0.365,0.36,0.365,565
9/14/2018 2:50:00 PM,0.355,0.365,0.355,0.365,328
9/14/2018 2:49:00 PM,0.355,0.355,0.355,0.355,0
9/14/2018 2:48:00 PM,0.3525,0.3575,0.3525,0.355,141
9/14/2018 2:47:00 PM,0.35,0.3525,0.3475,0.3525,1158
9/14/2018 2:46:00 PM,0.35,0.35,0.35,0.35,20
9/14/2018 2:45:00 PM,0.36,0.3625,0.35,0.35,342
9/14/2018 2:44:00 PM,0.3575,0.36,0.3575,0.36,100
9/14/2018 2:43:00 PM,0.35,0.3575,0.35,0.3575,1378
9/14/2018 2:42:00 PM,0.35,0.35,0.35,0.35,38
9/14/2018 2:41:00 PM,0.3525,0.355,0.35,0.35,1068
9/14/2018 2:40:00 PM,0.35,0.3525,0.3475,0.3525,123
9/14/2018 2:39:00 PM,0.3475,0.35,0.3475,0.35,1100
9/14/2018 2:38:00 PM,0.3475,0.35,0.3475,0.3475,145
9/14/2018 2:37:00 PM,0.345,0.3475,0.345,0.3475,1203
9/14/2018 2:36:00 PM,0.345,0.3475,0.345,0.345,14
9/14/2018 2:35:00 PM,0.35,0.35,0.345,0.345,57
9/14/2018 2:34:00 PM,0.3525,0.3525,0.35,0.35,1200
9/14/2018 2:33:00 PM,0.3525,0.3525,0.3525,0.3525,1
9/14/2018 2:32:00 PM,0.36,0.36,0.3525,0.3525,66
9/14/2018 2:31:00 PM,0.3525,0.36,0.3525,0.36,207
9/14/2018 2:30:00 PM,0.355,0.355,0.3525,0.3525,846
9/14/2018 2:29:00 PM,0.3625,0.3625,0.3525,0.355,2026
9/14/2018 2:28:00 PM,0.36,0.3625,0.36,0.3625,500
9/14/2018 2:27:00 PM,0.3625,0.3625,0.36,0.36,27
9/14/2018 2:26:00 PM,0.3675,0.3675,0.3625,0.3625,60
9/14/2018 2:25:00 PM,0.365,0.3675,0.355,0.3675,779
9/14/2018 2:24:00 PM,0.365,0.365,0.365,0.365,25
9/14/2018 2:23:00 PM,0.3575,0.365,0.3575,0.365,28
9/14/2018 2:22:00 PM,0.3575,0.36,0.355,0.3575,361
9/14/2018 2:21:00 PM,0.36,0.36,0.355,0.3575,91
9/14/2018 2:20:00 PM,0.3725,0.3725,0.36,0.36,1147
9/14/2018 2:19:00 PM,0.37,0.3725,0.37,0.3725,1131
9/14/2018 2:18:00 PM,0.365,0.3725,0.3625,0.37,1064
9/14/2018 2:17:00 PM,0.3675,0.37,0.365,0.365,949
9/14/2018 2:16:00 PM,0.3675,0.3675,0.365,0.3675,162
9/14/2018 2:15:00 PM,0.37,0.37,0.365,0.365,132
9/14/2018 2:14:00 PM,0.375,0.375,0.37,0.37,1096
9/14/2018 2:13:00 PM,0.375,0.375,0.3725,0.375,209
9/14/2018 2:12:00 PM,0.37,0.3775,0.37,0.375,5106
9/14/2018 2:11:00 PM,0.3725,0.3725,0.37,0.37,295
9/14/2018 2:10:00 PM,0.37,0.375,0.37,0.375,2722
9/14/2018 2:09:00 PM,0.3725,0.3725,0.3675,0.37,1250
9/14/2018 2:08:00 PM,0.37,0.3725,0.37,0.3725,706
9/14/2018 2:07:00 PM,0.36,0.37,0.36,0.37,175
9/14/2018 2:06:00 PM,0.36,0.365,0.36,0.36,559
9/14/2018 2:05:00 PM,0.36,0.3625,0.36,0.36,37
9/14/2018 2:04:00 PM,0.355,0.36,0.3525,0.36,522
9/14/2018 2:03:00 PM,0.355,0.355,0.3525,0.355,89
9/14/2018 2:02:00 PM,0.3575,0.3575,0.355,0.355,225
9/14/2018 2:01:00 PM,0.3625,0.3625,0.3575,0.3575,716
9/14/2018 2:00:00 PM,0.355,0.3625,0.355,0.3625,557
9/14/2018 1:59:00 PM,0.36,0.36,0.355,0.355,101
9/14/2018 1:58:00 PM,0.365,0.365,0.36,0.36,133
9/14/2018 1:57:00 PM,0.355,0.3675,0.355,0.3675,1650
9/14/2018 1:56:00 PM,0.355,0.3575,0.355,0.355,277
9/14/2018 1:55:00 PM,0.3525,0.36,0.3525,0.355,918
9/14/2018 1:54:00 PM,0.3575,0.3575,0.355,0.355,100
9/14/2018 1:53:00 PM,0.3575,0.3575,0.3575,0.3575,40
9/14/2018 1:52:00 PM,0.3525,0.3625,0.3525,0.3575,1177
9/14/2018 1:51:00 PM,0.34,0.355,0.34,0.3525,960
9/14/2018 1:50:00 PM,0.34,0.34,0.3375,0.34,133
9/14/2018 1:49:00 PM,0.34,0.34,0.34,0.34,2015
9/14/2018 1:48:00 PM,0.3425,0.3425,0.3375,0.34,409
9/14/2018 1:47:00 PM,0.335,0.3425,0.3325,0.3425,579
9/14/2018 1:46:00 PM,0.335,0.335,0.3325,0.335,282
9/14/2018 1:45:00 PM,0.335,0.3375,0.33,0.335,253
9/14/2018 1:44:00 PM,0.3375,0.3375,0.335,0.335,400
9/14/2018 1:43:00 PM,0.335,0.34,0.335,0.3375,271
9/14/2018 1:42:00 PM,0.32,0.3425,0.32,0.335,4318
9/14/2018 1:41:00 PM,0.32,0.32,0.3175,0.32,223
9/14/2018 1:40:00 PM,0.315,0.325,0.315,0.32,739
9/14/2018 1:39:00 PM,0.31,0.315,0.3075,0.315,1024
9/14/2018 1:38:00 PM,0.31,0.31,0.3075,0.31,66
9/14/2018 1:37:00 PM,0.31,0.3125,0.31,0.31,1043
9/14/2018 1:36:00 PM,0.31,0.3125,0.3075,0.31,106
9/14/2018 1:35:00 PM,0.31,0.31,0.3075,0.31,96
9/14/2018 1:34:00 PM,0.305,0.31,0.305,0.31,302
9/14/2018 1:33:00 PM,0.305,0.305,0.3025,0.305,482
9/14/2018 1:32:00 PM,0.3,0.305,0.3,0.305,889
9/14/2018 1:31:00 PM,0.3025,0.3025,0.295,0.3,121
9/14/2018 1:30:00 PM,0.3,0.305,0.3,0.3025,607
9/14/2018 1:29:00 PM,0.2925,0.3,0.2925,0.3,617
9/14/2018 1:28:00 PM,0.2925,0.2925,0.2925,0.2925,234
9/14/2018 1:27:00 PM,0.2925,0.2925,0.2925,0.2925,402
9/14/2018 1:26:00 PM,0.295,0.295,0.2925,0.2925,1647
9/14/2018 1:25:00 PM,0.295,0.2975,0.295,0.295,308
9/14/2018 1:24:00 PM,0.295,0.295,0.295,0.295,380
9/14/2018 1:23:00 PM,0.29,0.2975,0.29,0.295,1016
9/14/2018 1:22:00 PM,0.29,0.29,0.29,0.29,1021
9/14/2018 1:21:00 PM,0.285,0.29,0.285,0.29,37
9/14/2018 1:20:00 PM,0.2875,0.2875,0.285,0.285,43
9/14/2018 1:19:00 PM,0.2875,0.2875,0.2875,0.2875,125
9/14/2018 1:18:00 PM,0.2825,0.2875,0.2825,0.2875,165
9/14/2018 1:17:00 PM,0.2775,0.2825,0.2775,0.2825,272
9/14/2018 1:16:00 PM,0.275,0.28,0.275,0.2775,68
9/14/2018 1:15:00 PM,0.2825,0.2825,0.2725,0.275,899
9/14/2018 1:14:00 PM,0.2825,0.285,0.2825,0.2825,1535
9/14/2018 1:13:00 PM,0.2775,0.2825,0.2775,0.2825,604
9/14/2018 1:12:00 PM,0.275,0.2775,0.275,0.2775,122
9/14/2018 1:11:00 PM,0.2725,0.275,0.2725,0.275,425
9/14/2018 1:10:00 PM,0.27,0.275,0.27,0.2725,159
9/14/2018 1:09:00 PM,0.27,0.275,0.27,0.27,1066
9/14/2018 1:08:00 PM,0.27,0.27,0.2675,0.27,1280
9/14/2018 1:07:00 PM,0.2625,0.27,0.2625,0.27,1372
9/14/2018 1:06:00 PM,0.2625,0.265,0.26,0.2625,692
9/14/2018 1:05:00 PM,0.27,0.27,0.26,0.2625,874
9/14/2018 1:04:00 PM,0.27,0.2725,0.27,0.27,431
9/14/2018 1:03:00 PM,0.2675,0.27,0.2675,0.27,625
9/14/2018 1:02:00 PM,0.27,0.27,0.2625,0.27,4654
9/14/2018 1:01:00 PM,0.2775,0.28,0.2625,0.27,6989
9/14/2018 1:00:00 PM,0.2825,0.285,0.27,0.2775,4787
9/14/2018 12:59:00 PM,0.2925,0.2975,0.2825,0.2825,4162
9/14/2018 12:58:00 PM,0.2925,0.2925,0.29,0.2925,1366
9/14/2018 12:57:00 PM,0.29,0.2925,0.29,0.2925,19
9/14/2018 12:56:00 PM,0.2875,0.29,0.2875,0.29,1122
9/14/2018 12:55:00 PM,0.3,0.3,0.2875,0.2875,79
9/14/2018 12:54:00 PM,0.2975,0.3025,0.2975,0.3,341
9/14/2018 12:53:00 PM,0.2975,0.2975,0.2975,0.2975,0
9/14/2018 12:52:00 PM,0.295,0.3,0.295,0.2975,11
9/14/2018 12:51:00 PM,0.3,0.3,0.295,0.295,3151
9/14/2018 12:50:00 PM,0.3025,0.305,0.3,0.3,1040
9/14/2018 12:49:00 PM,0.305,0.31,0.3025,0.3025,1838
9/14/2018 12:48:00 PM,0.3025,0.305,0.3,0.305,266
9/14/2018 12:47:00 PM,0.3025,0.305,0.3025,0.3025,530
9/14/2018 12:46:00 PM,0.2975,0.3025,0.2975,0.3025,395
9/14/2018 12:45:00 PM,0.2975,0.2975,0.2975,0.2975,149
9/14/2018 12:44:00 PM,0.2975,0.2975,0.295,0.295,13
9/14/2018 12:43:00 PM,0.305,0.3075,0.2975,0.2975,171
9/14/2018 12:42:00 PM,0.3025,0.305,0.3,0.305,530
9/14/2018 12:41:00 PM,0.3,0.3025,0.3,0.3025,641
9/14/2018 12:40:00 PM,0.305,0.305,0.3,0.3,5519
9/14/2018 12:39:00 PM,0.305,0.305,0.305,0.305,0
9/14/2018 12:38:00 PM,0.3,0.305,0.2975,0.305,289
9/14/2018 12:37:00 PM,0.3025,0.3025,0.3,0.3,1104
9/14/2018 12:36:00 PM,0.305,0.305,0.3025,0.3025,46
9/14/2018 12:35:00 PM,0.305,0.305,0.305,0.305,25
9/14/2018 12:34:00 PM,0.3,0.305,0.3,0.305,537
9/14/2018 12:33:00 PM,0.305,0.305,0.2975,0.3,3086
9/14/2018 12:32:00 PM,0.3,0.3075,0.3,0.305,1596
9/14/2018 12:31:00 PM,0.2975,0.3,0.2975,0.3,124
9/14/2018 12:30:00 PM,0.295,0.3025,0.295,0.2975,1205
9/14/2018 12:29:00 PM,0.2975,0.2975,0.295,0.295,548
9/14/2018 12:28:00 PM,0.295,0.2975,0.295,0.2975,502
9/14/2018 12:27:00 PM,0.2975,0.3,0.295,0.295,1561
9/14/2018 12:26:00 PM,0.2925,0.2975,0.2925,0.2975,827
9/14/2018 12:25:00 PM,0.2875,0.2925,0.2875,0.2925,722
9/14/2018 12:24:00 PM,0.285,0.29,0.285,0.2875,137
9/14/2018 12:23:00 PM,0.285,0.29,0.2825,0.285,811
9/14/2018 12:22:00 PM,0.2875,0.2875,0.2825,0.285,239
9/14/2018 12:21:00 PM,0.28,0.2875,0.28,0.2875,791
9/14/2018 12:20:00 PM,0.28,0.285,0.275,0.28,1216
9/14/2018 12:19:00 PM,0.28,0.28,0.2725,0.28,579
9/14/2018 12:18:00 PM,0.285,0.285,0.275,0.28,1161
9/14/2018 12:17:00 PM,0.3,0.3,0.285,0.285,1607
9/14/2018 12:16:00 PM,0.2975,0.3,0.295,0.3,537
9/14/2018 12:15:00 PM,0.2975,0.2975,0.2925,0.2975,874
9/14/2018 12:14:00 PM,0.2975,0.3,0.295,0.2975,1308
9/14/2018 12:13:00 PM,0.29,0.2975,0.29,0.295,861
9/14/2018 12:12:00 PM,0.31,0.31,0.285,0.29,2041
9/14/2018 12:11:00 PM,0.32,0.3225,0.3,0.31,499
9/14/2018 12:10:00 PM,0.3275,0.3275,0.32,0.32,307
9/14/2018 12:09:00 PM,0.3225,0.33,0.3225,0.3275,1743
9/14/2018 12:08:00 PM,0.33,0.3325,0.3225,0.3225,445
9/14/2018 12:07:00 PM,0.325,0.33,0.325,0.33,468
9/14/2018 12:06:00 PM,0.3225,0.33,0.3225,0.325,900
9/14/2018 12:05:00 PM,0.325,0.33,0.32,0.3225,2032
9/14/2018 12:04:00 PM,0.34,0.34,0.325,0.325,1180
9/14/2018 12:03:00 PM,0.3475,0.3475,0.3425,0.3425,956
9/14/2018 12:02:00 PM,0.35,0.3525,0.3425,0.3475,3744
9/14/2018 12:01:00 PM,0.35,0.3525,0.35,0.35,1904
9/14/2018 12:00:00 PM,0.3625,0.3625,0.35,0.35,2738
9/14/2018 11:59:00 AM,0.3625,0.3625,0.3625,0.3625,0
9/14/2018 11:58:00 AM,0.365,0.365,0.3625,0.3625,66
9/14/2018 11:57:00 AM,0.3675,0.3675,0.365,0.365,78
9/14/2018 11:56:00 AM,0.375,0.375,0.3675,0.3675,11
9/14/2018 11:55:00 AM,0.3725,0.375,0.3725,0.375,10
9/14/2018 11:54:00 AM,0.375,0.375,0.3725,0.3725,350
9/14/2018 11:53:00 AM,0.38,0.38,0.375,0.375,492
9/14/2018 11:52:00 AM,0.3875,0.3875,0.38,0.38,236
9/14/2018 11:51:00 AM,0.385,0.3875,0.38,0.3875,145
9/14/2018 11:50:00 AM,0.385,0.39,0.385,0.385,444
9/14/2018 11:49:00 AM,0.38,0.385,0.38,0.385,80
9/14/2018 11:48:00 AM,0.385,0.385,0.38,0.38,110
9/14/2018 11:47:00 AM,0.385,0.385,0.38,0.385,571
9/14/2018 11:46:00 AM,0.375,0.385,0.375,0.385,120
9/14/2018 11:45:00 AM,0.38,0.38,0.375,0.375,1
9/14/2018 11:44:00 AM,0.38,0.38,0.3775,0.38,38
9/14/2018 11:43:00 AM,0.3725,0.38,0.3725,0.38,273
9/14/2018 11:42:00 AM,0.3775,0.3775,0.3725,0.3725,200
9/14/2018 11:41:00 AM,0.3725,0.38,0.3725,0.3775,426
9/14/2018 11:40:00 AM,0.3725,0.3725,0.3725,0.3725,0
9/14/2018 11:39:00 AM,0.37,0.3725,0.37,0.3725,6
9/14/2018 11:38:00 AM,0.365,0.3725,0.365,0.37,40
9/14/2018 11:37:00 AM,0.37,0.37,0.3575,0.365,566
9/14/2018 11:36:00 AM,0.3675,0.37,0.3675,0.37,130
9/14/2018 11:35:00 AM,0.365,0.37,0.365,0.3675,311
9/14/2018 11:34:00 AM,0.365,0.365,0.365,0.365,49
9/14/2018 11:33:00 AM,0.36,0.365,0.36,0.365,75
9/14/2018 11:32:00 AM,0.355,0.355,0.355,0.355,0
9/14/2018 11:31:00 AM,0.36,0.36,0.355,0.355,75
9/14/2018 11:30:00 AM,0.3575,0.36,0.3575,0.36,1
9/14/2018 11:29:00 AM,0.3575,0.3575,0.3575,0.3575,100
9/14/2018 11:28:00 AM,0.3525,0.3575,0.3525,0.3575,6
9/14/2018 11:27:00 AM,0.3575,0.3575,0.35,0.3525,366
9/14/2018 11:26:00 AM,0.3525,0.3575,0.3525,0.3575,215
9/14/2018 11:25:00 AM,0.3525,0.3525,0.35,0.3525,169
9/14/2018 11:24:00 AM,0.355,0.355,0.3525,0.3525,288
9/14/2018 11:23:00 AM,0.36,0.36,0.355,0.355,107
9/14/2018 11:22:00 AM,0.3575,0.36,0.3575,0.36,11
9/14/2018 11:21:00 AM,0.3625,0.3625,0.3575,0.3575,165
9/14/2018 11:20:00 AM,0.355,0.3625,0.355,0.3625,113
9/14/2018 11:19:00 AM,0.355,0.355,0.355,0.355,10
9/14/2018 11:18:00 AM,0.355,0.355,0.355,0.355,404
9/14/2018 11:17:00 AM,0.36,0.36,0.355,0.355,41
9/14/2018 11:16:00 AM,0.36,0.3625,0.3575,0.36,161
9/14/2018 11:15:00 AM,0.3575,0.36,0.3575,0.36,196
9/14/2018 11:14:00 AM,0.3575,0.36,0.3575,0.3575,77
9/14/2018 11:13:00 AM,0.3625,0.3625,0.3575,0.3575,1499
9/14/2018 11:12:00 AM,0.37,0.37,0.3625,0.3625,469
9/14/2018 11:11:00 AM,0.37,0.3725,0.3675,0.37,230
9/14/2018 11:10:00 AM,0.37,0.37,0.3625,0.37,446
9/14/2018 11:09:00 AM,0.37,0.37,0.37,0.37,2073
9/14/2018 11:08:00 AM,0.375,0.375,0.37,0.37,40
9/14/2018 11:07:00 AM,0.375,0.375,0.375,0.375,0
9/14/2018 11:06:00 AM,0.3725,0.375,0.3725,0.375,4
9/14/2018 11:05:00 AM,0.37,0.3725,0.37,0.3725,331
9/14/2018 11:04:00 AM,0.375,0.375,0.37,0.37,274
9/14/2018 11:03:00 AM,0.37,0.375,0.3675,0.375,127
9/14/2018 11:02:00 AM,0.365,0.37,0.365,0.37,107
9/14/2018 11:01:00 AM,0.3575,0.365,0.3575,0.365,127
9/14/2018 11:00:00 AM,0.3575,0.36,0.3575,0.3575,285
9/14/2018 10:59:00 AM,0.3525,0.3575,0.3525,0.3575,236
9/14/2018 10:58:00 AM,0.35,0.3525,0.35,0.3525,42
9/14/2018 10:57:00 AM,0.3525,0.3525,0.35,0.35,2132
9/14/2018 10:56:00 AM,0.355,0.355,0.35,0.35,237
9/14/2018 10:55:00 AM,0.3525,0.355,0.3525,0.355,51
9/14/2018 10:54:00 AM,0.3525,0.3525,0.3525,0.3525,137
9/14/2018 10:53:00 AM,0.36,0.36,0.3525,0.3525,440
9/14/2018 10:52:00 AM,0.3625,0.3625,0.3575,0.36,106
9/14/2018 10:51:00 AM,0.3625,0.3625,0.3625,0.3625,0
9/14/2018 10:50:00 AM,0.3675,0.3675,0.3625,0.3625,223
9/14/2018 10:49:00 AM,0.3775,0.3775,0.3675,0.3675,401
9/14/2018 10:48:00 AM,0.375,0.3775,0.375,0.3775,225
9/14/2018 10:47:00 AM,0.365,0.375,0.365,0.375,360
9/14/2018 10:46:00 AM,0.3625,0.365,0.3625,0.365,100
9/14/2018 10:45:00 AM,0.36,0.3625,0.36,0.3625,519
9/14/2018 10:44:00 AM,0.36,0.36,0.3575,0.36,33
9/14/2018 10:43:00 AM,0.3575,0.36,0.3575,0.36,215
9/14/2018 10:42:00 AM,0.365,0.365,0.3575,0.3575,66
9/14/2018 10:41:00 AM,0.365,0.365,0.365,0.365,100
9/14/2018 10:40:00 AM,0.37,0.37,0.3625,0.365,260
9/14/2018 10:39:00 AM,0.3625,0.37,0.3625,0.37,96
9/14/2018 10:38:00 AM,0.3625,0.3675,0.3625,0.3625,849
9/14/2018 10:37:00 AM,0.36,0.3625,0.36,0.3625,186
9/14/2018 10:36:00 AM,0.3575,0.36,0.3575,0.36,528
9/14/2018 10:35:00 AM,0.3575,0.3575,0.3575,0.3575,0
