Date,NIFTY18OCT11300PE O,NIFTY18OCT11300PE H,NIFTY18OCT11300PE L,NIFTY18OCT11300PE C,NIFTY18OCT11300PE V
9/14/2018 3:29:00 PM,98.9,101,97.85,101,5400
9/14/2018 3:28:00 PM,97.8,99,97.8,98.9,1650
9/14/2018 3:27:00 PM,97.15,98.15,97.15,97.8,2100
9/14/2018 3:26:00 PM,97.65,97.65,96.95,97.15,1350
9/14/2018 3:25:00 PM,97.5,97.65,97.25,97.65,1350
9/14/2018 3:24:00 PM,97.8,97.8,97.5,97.5,375
9/14/2018 3:23:00 PM,97.9,97.9,97.8,97.8,150
9/14/2018 3:22:00 PM,96.85,97.9,96.85,97.9,450
9/14/2018 3:21:00 PM,98.1,98.1,96.85,96.85,375
9/14/2018 3:20:00 PM,97.65,98.1,97.65,98.1,150
9/14/2018 3:19:00 PM,97,97.65,97,97.65,825
9/14/2018 3:18:00 PM,97.65,97.65,97,97,1650
9/14/2018 3:17:00 PM,97.7,97.95,97,97.65,2250
9/14/2018 3:16:00 PM,98.35,98.35,97.7,97.7,525
9/14/2018 3:15:00 PM,98.05,98.5,97.6,98.35,525
9/14/2018 3:14:00 PM,98.05,98.05,98.05,98.05,0
9/14/2018 3:13:00 PM,98.6,99,97.7,98.05,450
9/14/2018 3:12:00 PM,98.15,99.1,98.15,98.6,4125
9/14/2018 3:11:00 PM,97.9,98.15,97.9,98.15,75
9/14/2018 3:10:00 PM,98.7,99.3,97.8,97.9,1950
9/14/2018 3:09:00 PM,97.5,98.7,97.5,98.7,600
9/14/2018 3:08:00 PM,97.75,97.8,97.25,97.5,2475
9/14/2018 3:07:00 PM,97.25,98.35,97.15,97.75,4275
9/14/2018 3:06:00 PM,99,99.8,97.25,97.25,3975
9/14/2018 3:05:00 PM,98.7,99.5,98.7,99,975
9/14/2018 3:04:00 PM,97.3,99.45,97.25,98.7,1950
9/14/2018 3:03:00 PM,98.6,98.6,96.6,97.3,3375
9/14/2018 3:02:00 PM,100.05,100.2,98.6,98.6,3900
9/14/2018 3:01:00 PM,102.2,102.2,99.15,100.05,2625
9/14/2018 3:00:00 PM,105.15,105.8,100.55,102.85,2400
9/14/2018 2:59:00 PM,106,106,105.15,105.15,2100
9/14/2018 2:58:00 PM,105.7,106,105.25,106,825
9/14/2018 2:57:00 PM,105.9,105.9,105.7,105.7,75
9/14/2018 2:56:00 PM,107.4,107.4,105.8,105.9,1125
9/14/2018 2:55:00 PM,106.65,107.4,106.05,107.4,1875
9/14/2018 2:54:00 PM,106.45,106.8,105.65,106.75,2625
9/14/2018 2:53:00 PM,106.65,106.65,106.05,106.45,225
9/14/2018 2:52:00 PM,106.3,107.05,106.3,106.65,900
9/14/2018 2:51:00 PM,106.1,106.4,105.55,106.3,450
9/14/2018 2:50:00 PM,106.35,106.35,106.1,106.1,75
9/14/2018 2:49:00 PM,105.7,106.35,105.7,106.35,1200
9/14/2018 2:48:00 PM,105.1,105.7,105.1,105.7,525
9/14/2018 2:47:00 PM,105.1,105.6,105.1,105.1,600
9/14/2018 2:46:00 PM,105.1,105.1,105.1,105.1,1500
9/14/2018 2:45:00 PM,106.15,106.15,105.1,105.1,75
9/14/2018 2:44:00 PM,105.8,106.15,105.6,106.15,750
9/14/2018 2:43:00 PM,106.3,106.3,105.15,105.75,1125
9/14/2018 2:42:00 PM,106,106.1,105.5,105.95,300
9/14/2018 2:41:00 PM,107.35,107.35,106,106,1125
9/14/2018 2:40:00 PM,107.75,107.9,107.35,107.35,300
9/14/2018 2:39:00 PM,107.7,108.3,107.7,107.75,1125
9/14/2018 2:38:00 PM,107.75,108.25,107.7,107.7,975
9/14/2018 2:37:00 PM,107.95,107.95,107.75,107.75,150
9/14/2018 2:36:00 PM,107.95,107.95,107.95,107.95,0
9/14/2018 2:35:00 PM,107.95,107.95,107.95,107.95,0
9/14/2018 2:34:00 PM,107,108.35,107,107.95,900
9/14/2018 2:33:00 PM,106.85,107,106.55,107,450
9/14/2018 2:32:00 PM,107.05,107.05,106.8,106.85,225
9/14/2018 2:31:00 PM,107.55,107.55,106.35,107.05,300
9/14/2018 2:30:00 PM,107.55,107.55,107.55,107.55,0
9/14/2018 2:29:00 PM,108.25,108.25,107.35,107.55,600
9/14/2018 2:28:00 PM,108.4,108.4,108.25,108.25,225
9/14/2018 2:27:00 PM,107.35,108.4,107.35,108.4,75
9/14/2018 2:26:00 PM,107.65,107.8,107.35,107.35,300
9/14/2018 2:25:00 PM,107.7,107.7,107.45,107.65,300
9/14/2018 2:24:00 PM,107,107.95,107,107.7,3150
9/14/2018 2:23:00 PM,106.15,107.05,106.15,107,3375
9/14/2018 2:22:00 PM,106.5,106.7,106.15,106.15,300
9/14/2018 2:21:00 PM,106.45,106.8,106.45,106.5,300
9/14/2018 2:20:00 PM,106.7,107.35,105.95,106.45,5550
9/14/2018 2:19:00 PM,105.6,106.7,105.6,106.7,7650
9/14/2018 2:18:00 PM,105.35,106.15,105.35,105.6,3525
9/14/2018 2:17:00 PM,105.9,105.9,105.15,105.35,375
9/14/2018 2:16:00 PM,105.6,106.25,105.3,105.9,1650
9/14/2018 2:15:00 PM,108.05,108.05,105.2,105.6,825
9/14/2018 2:14:00 PM,106.8,108.05,106.8,108.05,150
9/14/2018 2:13:00 PM,106.8,106.8,106.8,106.8,0
9/14/2018 2:12:00 PM,106.9,106.9,106.75,106.8,300
9/14/2018 2:11:00 PM,107.25,107.25,106.6,106.9,600
9/14/2018 2:10:00 PM,107.65,107.65,107.25,107.25,375
