Date,USDINR18SEP72.5PE O,USDINR18SEP72.5PE H,USDINR18SEP72.5PE L,USDINR18SEP72.5PE C,USDINR18SEP72.5PE V
9/14/2018 4:59:00 PM,0.755,0.77,0.755,0.77,61
9/14/2018 4:58:00 PM,0.755,0.755,0.7475,0.755,417
9/14/2018 4:57:00 PM,0.7525,0.755,0.7475,0.755,111
9/14/2018 4:56:00 PM,0.7525,0.7525,0.7525,0.7525,0
9/14/2018 4:55:00 PM,0.76,0.76,0.7525,0.7525,97
9/14/2018 4:54:00 PM,0.7525,0.76,0.7525,0.76,130
9/14/2018 4:53:00 PM,0.75,0.7525,0.745,0.7525,41
9/14/2018 4:52:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 4:51:00 PM,0.7375,0.75,0.7375,0.75,114
9/14/2018 4:50:00 PM,0.745,0.745,0.7375,0.7375,11
9/14/2018 4:49:00 PM,0.745,0.745,0.745,0.745,0
9/14/2018 4:48:00 PM,0.745,0.745,0.745,0.745,0
9/14/2018 4:47:00 PM,0.75,0.75,0.745,0.745,35
9/14/2018 4:46:00 PM,0.75,0.75,0.75,0.75,20
9/14/2018 4:45:00 PM,0.7675,0.7675,0.75,0.75,20
9/14/2018 4:44:00 PM,0.7675,0.7675,0.7675,0.7675,0
9/14/2018 4:43:00 PM,0.7675,0.7675,0.7675,0.7675,0
9/14/2018 4:42:00 PM,0.775,0.775,0.7675,0.7675,31
9/14/2018 4:41:00 PM,0.785,0.785,0.775,0.775,20
9/14/2018 4:40:00 PM,0.7825,0.785,0.7825,0.785,2
9/14/2018 4:39:00 PM,0.7925,0.7925,0.78,0.7825,1150
9/14/2018 4:38:00 PM,0.7925,0.7925,0.7925,0.7925,20
9/14/2018 4:37:00 PM,0.7925,0.7925,0.7925,0.7925,0
9/14/2018 4:36:00 PM,0.7875,0.7925,0.7875,0.7925,1
9/14/2018 4:35:00 PM,0.775,0.7875,0.775,0.7875,50
9/14/2018 4:34:00 PM,0.775,0.775,0.775,0.775,0
9/14/2018 4:33:00 PM,0.775,0.775,0.775,0.775,0
9/14/2018 4:32:00 PM,0.77,0.775,0.77,0.775,1000
9/14/2018 4:31:00 PM,0.77,0.77,0.7625,0.77,221
9/14/2018 4:30:00 PM,0.78,0.78,0.77,0.77,1
9/14/2018 4:29:00 PM,0.795,0.795,0.78,0.78,5
9/14/2018 4:28:00 PM,0.7775,0.8025,0.7775,0.795,105
9/14/2018 4:27:00 PM,0.76,0.785,0.76,0.785,109
9/14/2018 4:26:00 PM,0.76,0.76,0.76,0.76,0
9/14/2018 4:25:00 PM,0.76,0.76,0.7525,0.76,71
9/14/2018 4:24:00 PM,0.775,0.775,0.76,0.76,50
9/14/2018 4:23:00 PM,0.7675,0.775,0.7675,0.775,2
9/14/2018 4:22:00 PM,0.75,0.7675,0.75,0.7675,51
9/14/2018 4:21:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 4:20:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 4:19:00 PM,0.7525,0.7525,0.7475,0.75,21
9/14/2018 4:18:00 PM,0.73,0.7675,0.73,0.7525,1394
9/14/2018 4:17:00 PM,0.7325,0.7325,0.73,0.73,100
9/14/2018 4:16:00 PM,0.7225,0.7325,0.7225,0.7325,31
9/14/2018 4:15:00 PM,0.7025,0.7225,0.7025,0.7225,1
9/14/2018 4:14:00 PM,0.7025,0.7025,0.7025,0.7025,0
9/14/2018 4:13:00 PM,0.7,0.7025,0.695,0.7025,111
9/14/2018 4:12:00 PM,0.7225,0.7225,0.7,0.7,174
9/14/2018 4:11:00 PM,0.7225,0.7225,0.7225,0.7225,0
9/14/2018 4:10:00 PM,0.73,0.73,0.7225,0.7225,537
9/14/2018 4:09:00 PM,0.7475,0.7475,0.735,0.735,5
9/14/2018 4:08:00 PM,0.74,0.7475,0.74,0.7475,37
9/14/2018 4:07:00 PM,0.7275,0.74,0.7275,0.74,118
9/14/2018 4:06:00 PM,0.7275,0.7275,0.7275,0.7275,0
9/14/2018 4:05:00 PM,0.7375,0.7375,0.7275,0.7275,56
9/14/2018 4:04:00 PM,0.7375,0.7375,0.7375,0.7375,0
9/14/2018 4:03:00 PM,0.7425,0.7425,0.7375,0.7375,48
9/14/2018 4:02:00 PM,0.7225,0.7425,0.7225,0.7425,30
9/14/2018 4:01:00 PM,0.7225,0.7225,0.7225,0.7225,0
9/14/2018 4:00:00 PM,0.7225,0.7225,0.7225,0.7225,0
9/14/2018 3:59:00 PM,0.7225,0.7225,0.7225,0.7225,0
9/14/2018 3:58:00 PM,0.7225,0.7225,0.7225,0.7225,0
9/14/2018 3:57:00 PM,0.73,0.73,0.7225,0.7225,1
9/14/2018 3:56:00 PM,0.73,0.73,0.73,0.73,0
9/14/2018 3:55:00 PM,0.73,0.73,0.73,0.73,0
9/14/2018 3:54:00 PM,0.73,0.73,0.73,0.73,0
9/14/2018 3:53:00 PM,0.725,0.73,0.725,0.73,110
9/14/2018 3:52:00 PM,0.725,0.725,0.725,0.725,0
9/14/2018 3:51:00 PM,0.725,0.725,0.725,0.725,0
9/14/2018 3:50:00 PM,0.725,0.725,0.725,0.725,101
9/14/2018 3:49:00 PM,0.72,0.725,0.7175,0.725,294
9/14/2018 3:48:00 PM,0.7125,0.72,0.7125,0.72,163
9/14/2018 3:47:00 PM,0.72,0.72,0.7125,0.7125,261
9/14/2018 3:46:00 PM,0.72,0.72,0.7175,0.72,400
9/14/2018 3:45:00 PM,0.715,0.7225,0.715,0.72,6
9/14/2018 3:44:00 PM,0.7125,0.7175,0.7125,0.715,295
9/14/2018 3:43:00 PM,0.7125,0.7125,0.7125,0.7125,0
9/14/2018 3:42:00 PM,0.715,0.715,0.7125,0.7125,15
9/14/2018 3:41:00 PM,0.715,0.715,0.715,0.715,0
9/14/2018 3:40:00 PM,0.715,0.715,0.715,0.715,0
9/14/2018 3:39:00 PM,0.7275,0.7275,0.715,0.715,1
9/14/2018 3:38:00 PM,0.7275,0.7275,0.7275,0.7275,0
9/14/2018 3:37:00 PM,0.7275,0.73,0.7275,0.7275,88
9/14/2018 3:36:00 PM,0.705,0.7275,0.705,0.7275,69
9/14/2018 3:35:00 PM,0.7125,0.7175,0.705,0.705,302
9/14/2018 3:34:00 PM,0.7125,0.7125,0.71,0.7125,31
9/14/2018 3:33:00 PM,0.705,0.7125,0.7025,0.7125,179
9/14/2018 3:32:00 PM,0.72,0.72,0.7,0.705,335
9/14/2018 3:31:00 PM,0.735,0.735,0.715,0.72,1737
9/14/2018 3:30:00 PM,0.7375,0.7425,0.735,0.735,186
9/14/2018 3:29:00 PM,0.735,0.74,0.735,0.7375,115
9/14/2018 3:28:00 PM,0.725,0.735,0.7225,0.735,298
9/14/2018 3:27:00 PM,0.7375,0.7375,0.725,0.725,58
9/14/2018 3:26:00 PM,0.735,0.74,0.725,0.7375,438
9/14/2018 3:25:00 PM,0.7575,0.7575,0.735,0.735,287
9/14/2018 3:24:00 PM,0.78,0.78,0.7575,0.7575,253
9/14/2018 3:23:00 PM,0.795,0.7975,0.78,0.78,284
9/14/2018 3:22:00 PM,0.795,0.795,0.795,0.795,26
9/14/2018 3:21:00 PM,0.8,0.8,0.795,0.795,6
9/14/2018 3:20:00 PM,0.8025,0.8025,0.7975,0.8,540
9/14/2018 3:19:00 PM,0.7975,0.8025,0.7975,0.8025,25
9/14/2018 3:18:00 PM,0.7975,0.8,0.7975,0.7975,282
9/14/2018 3:17:00 PM,0.7975,0.7975,0.7975,0.7975,0
9/14/2018 3:16:00 PM,0.7975,0.7975,0.7975,0.7975,0
9/14/2018 3:15:00 PM,0.795,0.7975,0.795,0.7975,31
9/14/2018 3:14:00 PM,0.7925,0.795,0.7925,0.795,378
9/14/2018 3:13:00 PM,0.7925,0.7925,0.7925,0.7925,0
9/14/2018 3:12:00 PM,0.8,0.8,0.7925,0.7925,2
9/14/2018 3:11:00 PM,0.8075,0.8075,0.8,0.8,80
9/14/2018 3:10:00 PM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 3:09:00 PM,0.805,0.8075,0.805,0.8075,1
9/14/2018 3:08:00 PM,0.7975,0.805,0.7975,0.805,54
9/14/2018 3:07:00 PM,0.7925,0.7975,0.79,0.7975,327
9/14/2018 3:06:00 PM,0.805,0.805,0.7925,0.7925,11
9/14/2018 3:05:00 PM,0.805,0.805,0.8,0.805,105
9/14/2018 3:04:00 PM,0.8275,0.8275,0.805,0.805,945
9/14/2018 3:03:00 PM,0.825,0.8275,0.825,0.8275,64
9/14/2018 3:02:00 PM,0.825,0.825,0.825,0.825,0
9/14/2018 3:01:00 PM,0.8225,0.825,0.8225,0.825,100
9/14/2018 3:00:00 PM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 2:59:00 PM,0.8325,0.8325,0.82,0.8225,102
9/14/2018 2:58:00 PM,0.8325,0.8325,0.8325,0.8325,0
9/14/2018 2:57:00 PM,0.8325,0.8325,0.8325,0.8325,0
9/14/2018 2:56:00 PM,0.8325,0.8325,0.8325,0.8325,0
9/14/2018 2:55:00 PM,0.8325,0.8325,0.8325,0.8325,0
9/14/2018 2:54:00 PM,0.8325,0.8325,0.8325,0.8325,0
9/14/2018 2:53:00 PM,0.8325,0.8325,0.8325,0.8325,0
9/14/2018 2:52:00 PM,0.85,0.85,0.83,0.8325,102
9/14/2018 2:51:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 2:50:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 2:49:00 PM,0.84,0.85,0.84,0.85,20
9/14/2018 2:48:00 PM,0.84,0.84,0.84,0.84,0
9/14/2018 2:47:00 PM,0.84,0.84,0.84,0.84,0
9/14/2018 2:46:00 PM,0.84,0.84,0.84,0.84,0
9/14/2018 2:45:00 PM,0.84,0.84,0.84,0.84,0
9/14/2018 2:44:00 PM,0.8425,0.8425,0.84,0.84,4
9/14/2018 2:43:00 PM,0.8525,0.8525,0.8425,0.8425,100
9/14/2018 2:42:00 PM,0.855,0.855,0.8525,0.8525,1
9/14/2018 2:41:00 PM,0.865,0.865,0.855,0.855,2
9/14/2018 2:40:00 PM,0.865,0.865,0.865,0.865,0
9/14/2018 2:39:00 PM,0.865,0.865,0.865,0.865,0
9/14/2018 2:38:00 PM,0.865,0.865,0.865,0.865,0
9/14/2018 2:37:00 PM,0.865,0.865,0.865,0.865,0
9/14/2018 2:36:00 PM,0.8675,0.8675,0.865,0.865,418
9/14/2018 2:35:00 PM,0.86,0.8675,0.86,0.8675,2166
9/14/2018 2:34:00 PM,0.86,0.86,0.86,0.86,0
9/14/2018 2:33:00 PM,0.86,0.86,0.86,0.86,0
9/14/2018 2:32:00 PM,0.8475,0.86,0.8475,0.86,71
9/14/2018 2:31:00 PM,0.86,0.86,0.8475,0.8475,61
9/14/2018 2:30:00 PM,0.8425,0.86,0.8425,0.86,189
9/14/2018 2:29:00 PM,0.8425,0.8425,0.8425,0.8425,0
9/14/2018 2:28:00 PM,0.83,0.8425,0.83,0.8425,92
9/14/2018 2:27:00 PM,0.83,0.83,0.83,0.83,0
9/14/2018 2:26:00 PM,0.85,0.85,0.83,0.83,5
9/14/2018 2:25:00 PM,0.86,0.86,0.85,0.85,12
9/14/2018 2:24:00 PM,0.86,0.86,0.86,0.86,0
9/14/2018 2:23:00 PM,0.86,0.86,0.86,0.86,0
9/14/2018 2:22:00 PM,0.86,0.86,0.86,0.86,0
9/14/2018 2:21:00 PM,0.845,0.86,0.845,0.86,31
9/14/2018 2:20:00 PM,0.825,0.845,0.825,0.845,63
9/14/2018 2:19:00 PM,0.8225,0.825,0.8225,0.825,15
9/14/2018 2:18:00 PM,0.825,0.83,0.8225,0.8225,103
9/14/2018 2:17:00 PM,0.825,0.825,0.825,0.825,0
9/14/2018 2:16:00 PM,0.82,0.83,0.82,0.825,200
9/14/2018 2:15:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:14:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:13:00 PM,0.8,0.82,0.8,0.82,12
9/14/2018 2:12:00 PM,0.8125,0.8125,0.8,0.8,13
9/14/2018 2:11:00 PM,0.81,0.8125,0.81,0.8125,344
9/14/2018 2:10:00 PM,0.8125,0.8125,0.81,0.81,656
9/14/2018 2:09:00 PM,0.8125,0.8125,0.8125,0.8125,2
9/14/2018 2:08:00 PM,0.835,0.835,0.8125,0.8125,25
9/14/2018 2:07:00 PM,0.8325,0.835,0.8325,0.835,2
9/14/2018 2:06:00 PM,0.84,0.84,0.825,0.8325,19
9/14/2018 2:05:00 PM,0.84,0.84,0.84,0.84,0
9/14/2018 2:04:00 PM,0.84,0.84,0.84,0.84,0
9/14/2018 2:03:00 PM,0.84,0.84,0.84,0.84,57
9/14/2018 2:02:00 PM,0.83,0.84,0.83,0.84,17
9/14/2018 2:01:00 PM,0.83,0.83,0.83,0.83,0
9/14/2018 2:00:00 PM,0.8375,0.8375,0.83,0.83,51
9/14/2018 1:59:00 PM,0.8225,0.84,0.8225,0.8375,53
9/14/2018 1:58:00 PM,0.815,0.8225,0.815,0.8225,25
9/14/2018 1:57:00 PM,0.835,0.835,0.815,0.815,30
9/14/2018 1:56:00 PM,0.835,0.835,0.835,0.835,0
9/14/2018 1:55:00 PM,0.835,0.8375,0.835,0.835,120
9/14/2018 1:54:00 PM,0.835,0.835,0.835,0.835,0
9/14/2018 1:53:00 PM,0.8275,0.835,0.8275,0.835,51
9/14/2018 1:52:00 PM,0.8375,0.8375,0.8225,0.8275,39
9/14/2018 1:51:00 PM,0.8575,0.8575,0.83,0.8375,54
9/14/2018 1:50:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 1:49:00 PM,0.8575,0.8575,0.8575,0.8575,25
9/14/2018 1:48:00 PM,0.855,0.8575,0.8075,0.8575,198
9/14/2018 1:47:00 PM,0.8775,0.8775,0.855,0.855,4
9/14/2018 1:46:00 PM,0.8675,0.8775,0.8675,0.8775,35
9/14/2018 1:45:00 PM,0.86,0.88,0.86,0.8675,40
9/14/2018 1:44:00 PM,0.86,0.86,0.86,0.86,0
9/14/2018 1:43:00 PM,0.86,0.86,0.86,0.86,0
9/14/2018 1:42:00 PM,0.895,0.895,0.86,0.86,630
9/14/2018 1:41:00 PM,0.9,0.9,0.895,0.895,200
9/14/2018 1:40:00 PM,0.9125,0.9125,0.8975,0.9,679
9/14/2018 1:39:00 PM,0.92,0.92,0.9125,0.9125,200
9/14/2018 1:38:00 PM,0.9275,0.9275,0.92,0.92,1
9/14/2018 1:37:00 PM,0.9275,0.9275,0.9275,0.9275,0
9/14/2018 1:36:00 PM,0.9275,0.9275,0.9275,0.9275,0
9/14/2018 1:35:00 PM,0.9275,0.9275,0.9275,0.9275,0
9/14/2018 1:34:00 PM,0.9275,0.9275,0.9275,0.9275,0
9/14/2018 1:33:00 PM,0.9375,0.9375,0.9275,0.9275,230
9/14/2018 1:32:00 PM,0.9375,0.9375,0.9375,0.9375,0
9/14/2018 1:31:00 PM,0.945,0.945,0.9375,0.9375,50
9/14/2018 1:30:00 PM,0.935,0.945,0.935,0.945,160
9/14/2018 1:29:00 PM,0.935,0.935,0.935,0.935,0
9/14/2018 1:28:00 PM,0.94,0.94,0.935,0.935,25
9/14/2018 1:27:00 PM,0.94,0.94,0.94,0.94,0
