Date,USDINR18OCT73PE O,USDINR18OCT73PE H,USDINR18OCT73PE L,USDINR18OCT73PE C,USDINR18OCT73PE V
9/14/2018 10:30:00 AM,1.27,1.27,1.27,1.27,0
9/14/2018 10:29:00 AM,1.2625,1.27,1.2625,1.27,25
9/14/2018 10:28:00 AM,1.2625,1.2625,1.2625,1.2625,0
9/14/2018 10:27:00 AM,1.2625,1.2625,1.2625,1.2625,0
9/14/2018 10:26:00 AM,1.2625,1.2625,1.2625,1.2625,0
9/14/2018 10:25:00 AM,1.2625,1.2625,1.2625,1.2625,0
9/14/2018 10:24:00 AM,1.2625,1.2625,1.2625,1.2625,0
9/14/2018 10:23:00 AM,1.2675,1.2675,1.2625,1.2625,12
9/14/2018 10:22:00 AM,1.2675,1.2675,1.2675,1.2675,0
9/14/2018 10:21:00 AM,1.2675,1.2675,1.2675,1.2675,0
9/14/2018 10:20:00 AM,1.26,1.2675,1.26,1.2675,4
9/14/2018 10:19:00 AM,1.26,1.26,1.26,1.26,0
9/14/2018 10:18:00 AM,1.26,1.26,1.26,1.26,0
9/14/2018 10:17:00 AM,1.26,1.26,1.26,1.26,0
9/14/2018 10:16:00 AM,1.26,1.26,1.26,1.26,0
9/14/2018 10:15:00 AM,1.26,1.26,1.26,1.26,0
9/14/2018 10:14:00 AM,1.2625,1.2625,1.26,1.26,2
9/14/2018 10:13:00 AM,1.2625,1.2625,1.2625,1.2625,0
9/14/2018 10:12:00 AM,1.2625,1.2625,1.2625,1.2625,0
9/14/2018 10:11:00 AM,1.25,1.2625,1.25,1.2625,10
9/14/2018 10:10:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:09:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:08:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:07:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:06:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:05:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:04:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:03:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:02:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:01:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 10:00:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:59:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:58:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:57:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:56:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:55:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:54:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:53:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:52:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:51:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:50:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:49:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:48:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:47:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:46:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:45:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:44:00 AM,1.25,1.25,1.25,1.25,0
9/14/2018 9:43:00 AM,1.2175,1.25,1.2175,1.25,1
9/14/2018 9:42:00 AM,1.2175,1.2175,1.2175,1.2175,0
9/14/2018 9:41:00 AM,1.24,1.24,1.2175,1.2175,10
9/14/2018 9:40:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:39:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:38:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:37:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:36:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:35:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:34:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:33:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:32:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:31:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:30:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:29:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:28:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:27:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:26:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:25:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:24:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:23:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:22:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:21:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:20:00 AM,1.24,1.24,1.24,1.24,0
9/14/2018 9:19:00 AM,1.24,1.24,1.24,1.24,1
9/14/2018 9:18:00 AM,1.28,1.28,1.28,1.28,0
9/14/2018 9:17:00 AM,1.28,1.28,1.28,1.28,0
9/14/2018 9:16:00 AM,1.28,1.28,1.28,1.28,0
9/14/2018 9:15:00 AM,1.2925,1.2925,1.28,1.28,100
9/14/2018 9:14:00 AM,1.2925,1.2925,1.2925,1.2925,0
9/14/2018 9:13:00 AM,1.2925,1.2925,1.2925,1.2925,0
9/14/2018 9:12:00 AM,1.2875,1.2925,1.2875,1.2925,2
9/14/2018 9:11:00 AM,1.275,1.2875,1.275,1.2875,4
9/14/2018 9:10:00 AM,1.31,1.31,1.31,1.31,0
9/14/2018 9:09:00 AM,1.31,1.31,1.31,1.31,0
9/14/2018 9:08:00 AM,1.305,1.31,1.305,1.31,23
9/14/2018 9:07:00 AM,1.315,1.335,1.305,1.305,36
9/14/2018 9:06:00 AM,1.2725,1.315,1.2725,1.315,8
9/14/2018 9:05:00 AM,1.2725,1.2725,1.2725,1.2725,0
9/14/2018 9:04:00 AM,1.2725,1.2725,1.2725,1.2725,0
9/14/2018 9:03:00 AM,1.3125,1.3125,1.27,1.2725,3
9/14/2018 9:02:00 AM,1.3125,1.3125,1.3125,1.3125,14
9/14/2018 9:01:00 AM,1.2,1.2,1.2,1.2,1
