Date,NIFTY18OCT11700CE O,NIFTY18OCT11700CE H,NIFTY18OCT11700CE L,NIFTY18OCT11700CE C,NIFTY18OCT11700CE V
9/14/2018 1:20:00 PM,120,121.8,120,120.05,2025
9/14/2018 1:19:00 PM,119.7,120,119.7,120,75
9/14/2018 1:18:00 PM,122.15,122.15,119.7,119.7,375
9/14/2018 1:17:00 PM,122,122.5,122,122.15,300
9/14/2018 1:16:00 PM,120.3,122,120.3,122,525
9/14/2018 1:15:00 PM,119,121.7,119,120.3,2925
9/14/2018 1:14:00 PM,119.65,119.65,118.85,119,375
9/14/2018 1:13:00 PM,119.65,119.65,119.65,119.65,0
9/14/2018 1:12:00 PM,119.65,120.1,119.65,119.65,525
9/14/2018 1:11:00 PM,118,119.65,118,119.65,150
9/14/2018 1:10:00 PM,117.75,118.1,117.75,118,300
9/14/2018 1:09:00 PM,117.75,118,117.2,117.45,2775
9/14/2018 1:08:00 PM,115.5,117.75,115.5,117.75,3750
9/14/2018 1:07:00 PM,115.5,115.5,115.05,115.3,7725
9/14/2018 1:06:00 PM,116,116,115.5,115.5,150
9/14/2018 1:05:00 PM,114.1,116.7,114,116,2250
9/14/2018 1:04:00 PM,112.65,114,111.85,114,975
9/14/2018 1:03:00 PM,112.95,112.95,112.25,112.65,450
9/14/2018 1:02:00 PM,112,113,112,112.95,1050
9/14/2018 1:01:00 PM,110.2,112,110.2,112,4050
9/14/2018 1:00:00 PM,109.95,110.2,109.85,110.2,750
9/14/2018 12:59:00 PM,109,109.95,109,109.95,225
9/14/2018 12:58:00 PM,108.15,109,108.15,109,300
9/14/2018 12:57:00 PM,108.15,108.15,108.15,108.15,0
9/14/2018 12:56:00 PM,109.05,109.05,108.15,108.15,75
9/14/2018 12:55:00 PM,108,109.05,108,109.05,75
9/14/2018 12:54:00 PM,108.5,108.5,108,108,1350
9/14/2018 12:53:00 PM,108.5,108.5,108.5,108.5,4950
9/14/2018 12:52:00 PM,107.8,108.5,107.8,108.5,4950
9/14/2018 12:51:00 PM,108.9,108.9,107.8,107.8,75
9/14/2018 12:50:00 PM,107.85,108.9,107.85,108.9,225
9/14/2018 12:49:00 PM,108.2,108.2,107.85,107.85,75
9/14/2018 12:48:00 PM,109.45,109.45,108.2,108.2,225
9/14/2018 12:47:00 PM,107.85,109.45,107.85,109.45,825
9/14/2018 12:46:00 PM,107.85,107.85,107.85,107.85,0
9/14/2018 12:45:00 PM,107.55,107.85,107.55,107.85,75
9/14/2018 12:44:00 PM,107.55,107.55,107.55,107.55,0
9/14/2018 12:43:00 PM,107.55,107.55,107.55,107.55,0
9/14/2018 12:42:00 PM,107.85,107.85,107.4,107.55,1050
9/14/2018 12:41:00 PM,109,109,107.85,107.85,225
9/14/2018 12:40:00 PM,109,109,109,109,0
9/14/2018 12:39:00 PM,108,109,108,109,150
9/14/2018 12:38:00 PM,108.2,109,108,108,150
9/14/2018 12:37:00 PM,107.95,108.2,107.95,108.2,75
9/14/2018 12:36:00 PM,107.95,107.95,107.95,107.95,75
9/14/2018 12:35:00 PM,107.95,107.95,107.95,107.95,0
9/14/2018 12:34:00 PM,107.95,107.95,107.95,107.95,0
9/14/2018 12:33:00 PM,107.5,108.25,107.5,107.95,150
9/14/2018 12:32:00 PM,107.15,107.5,107.15,107.5,75
9/14/2018 12:31:00 PM,108.4,108.4,107.15,107.15,150
9/14/2018 12:30:00 PM,108.95,108.95,108.35,108.4,225
9/14/2018 12:29:00 PM,109.4,109.4,109,109,300
9/14/2018 12:28:00 PM,109.4,109.4,109.4,109.4,0
9/14/2018 12:27:00 PM,109.5,109.5,109.4,109.4,225
9/14/2018 12:26:00 PM,109,109.5,109,109.5,75
9/14/2018 12:25:00 PM,108.4,109,108.4,109,75
9/14/2018 12:24:00 PM,108.4,108.4,108.4,108.4,75
9/14/2018 12:23:00 PM,108.7,108.7,108.4,108.4,150
9/14/2018 12:22:00 PM,108.7,108.7,108.7,108.7,0
9/14/2018 12:21:00 PM,108.7,108.7,108.7,108.7,0
9/14/2018 12:20:00 PM,108.7,108.7,108.7,108.7,0
9/14/2018 12:19:00 PM,108.7,108.7,108.7,108.7,0
9/14/2018 12:18:00 PM,106.5,108.7,106.5,108.7,300
9/14/2018 12:17:00 PM,107,107,106.5,106.5,1650
9/14/2018 12:16:00 PM,107,107,107,107,225
9/14/2018 12:15:00 PM,106.1,107,106.1,107,225
9/14/2018 12:14:00 PM,106.5,106.5,106.1,106.1,150
9/14/2018 12:13:00 PM,106.6,106.6,106,106.5,525
9/14/2018 12:12:00 PM,106.6,106.6,106.6,106.6,0
9/14/2018 12:11:00 PM,106.25,106.6,106.25,106.6,225
9/14/2018 12:10:00 PM,106.25,106.25,106.25,106.25,0
9/14/2018 12:09:00 PM,107.8,107.8,106.25,106.25,150
9/14/2018 12:08:00 PM,107.8,107.8,107.8,107.8,0
9/14/2018 12:07:00 PM,107.8,107.8,107.8,107.8,0
9/14/2018 12:06:00 PM,107.55,108.35,107.55,107.8,450
9/14/2018 12:05:00 PM,107.55,107.55,107.55,107.55,0
9/14/2018 12:04:00 PM,106.7,107.55,106.7,107.55,600
9/14/2018 12:03:00 PM,106.45,106.7,106.45,106.7,675
9/14/2018 12:02:00 PM,106,106.45,106,106.45,75
9/14/2018 12:01:00 PM,105,106,105,106,1575
9/14/2018 12:00:00 PM,105,105,105,105,0
9/14/2018 11:59:00 AM,104.3,105,104.2,105,375
9/14/2018 11:58:00 AM,104.3,104.3,104.3,104.3,0
9/14/2018 11:57:00 AM,105.45,105.45,104.25,104.3,300
9/14/2018 11:56:00 AM,103.3,105.45,103.3,105.45,900
9/14/2018 11:55:00 AM,103.3,103.3,103.3,103.3,0
9/14/2018 11:54:00 AM,103.3,103.3,103.3,103.3,0
9/14/2018 11:53:00 AM,103.3,103.3,103.3,103.3,0
9/14/2018 11:52:00 AM,104.8,104.8,103.3,103.3,75
9/14/2018 11:51:00 AM,104.8,104.8,104.8,104.8,0
9/14/2018 11:50:00 AM,105.55,105.55,104.8,104.8,450
9/14/2018 11:49:00 AM,105.55,105.55,105,105.55,825
9/14/2018 11:48:00 AM,105.55,105.55,105.55,105.55,0
9/14/2018 11:47:00 AM,105.55,105.55,105.55,105.55,0
9/14/2018 11:46:00 AM,105.55,105.55,105.55,105.55,0
9/14/2018 11:45:00 AM,105.75,105.75,105.55,105.55,1125
9/14/2018 11:44:00 AM,104.1,105.75,104.1,105.75,75
9/14/2018 11:43:00 AM,104,104.1,104,104.1,300
9/14/2018 11:42:00 AM,104,104.4,104,104.4,300
9/14/2018 11:41:00 AM,102.5,104,102.5,103.7,525
9/14/2018 11:40:00 AM,103.8,103.85,102.5,102.5,1950
9/14/2018 11:39:00 AM,105.55,105.55,103.8,103.8,1725
9/14/2018 11:38:00 AM,105,105.55,105,105.55,150
9/14/2018 11:37:00 AM,107.25,107.25,105,105,2550
9/14/2018 11:36:00 AM,107.15,107.25,107.15,107.25,75
9/14/2018 11:35:00 AM,106,107.5,106,107.15,525
9/14/2018 11:34:00 AM,106,106,106,106,0
9/14/2018 11:33:00 AM,106.75,106.9,106,106,1575
9/14/2018 11:32:00 AM,107.45,107.45,106.6,106.75,600
9/14/2018 11:31:00 AM,107.2,107.45,107.2,107.45,75
9/14/2018 11:30:00 AM,108,108.05,107.2,107.2,300
9/14/2018 11:29:00 AM,108.4,108.4,107.7,108,375
9/14/2018 11:28:00 AM,109.2,109.2,108.4,108.4,75
9/14/2018 11:27:00 AM,110.75,110.75,109.2,109.2,225
9/14/2018 11:26:00 AM,110.75,110.75,110.75,110.75,0
9/14/2018 11:25:00 AM,110.75,110.75,110.75,110.75,0
9/14/2018 11:24:00 AM,110.9,110.95,110.75,110.75,150
9/14/2018 11:23:00 AM,110.9,110.9,110.9,110.9,0
9/14/2018 11:22:00 AM,110.9,110.9,110.9,110.9,0
9/14/2018 11:21:00 AM,110.05,110.9,110.05,110.9,75
9/14/2018 11:20:00 AM,111.2,111.2,110.05,110.05,525
9/14/2018 11:19:00 AM,110.95,111.2,110.95,111.2,150
9/14/2018 11:18:00 AM,110.95,110.95,110.95,110.95,0
9/14/2018 11:17:00 AM,110.65,111,110.65,110.95,675
9/14/2018 11:16:00 AM,110.6,110.7,110.6,110.65,450
9/14/2018 11:15:00 AM,110.8,110.8,109.3,110.6,450
9/14/2018 11:14:00 AM,110.8,110.8,110.8,110.8,0
9/14/2018 11:13:00 AM,110.8,110.8,110.8,110.8,0
9/14/2018 11:12:00 AM,110.8,110.8,110.7,110.8,375
9/14/2018 11:11:00 AM,110.8,110.8,110.8,110.8,0
9/14/2018 11:10:00 AM,110,110.8,110,110.8,450
9/14/2018 11:09:00 AM,109,110,109,110,75
9/14/2018 11:08:00 AM,109,109,109,109,0
9/14/2018 11:07:00 AM,109.25,109.95,109,109,150
9/14/2018 11:06:00 AM,108.85,109.4,108.85,109.25,2025
9/14/2018 11:05:00 AM,109.1,109.1,108.75,108.85,375
9/14/2018 11:04:00 AM,109,109.1,109,109.1,375
9/14/2018 11:03:00 AM,107.9,109,107.9,109,75
9/14/2018 11:02:00 AM,107.7,108.05,107.7,107.9,300
9/14/2018 11:01:00 AM,107.5,107.7,107.5,107.7,225
9/14/2018 11:00:00 AM,106.9,107.55,106.9,107.5,300
9/14/2018 10:59:00 AM,107.75,107.75,106.9,106.9,150
9/14/2018 10:58:00 AM,107.75,107.75,107.75,107.75,0
9/14/2018 10:57:00 AM,107.5,107.75,107.5,107.75,75
9/14/2018 10:56:00 AM,108.3,108.3,107.5,107.5,225
9/14/2018 10:55:00 AM,107.85,108.3,107.85,108.3,150
9/14/2018 10:54:00 AM,107.5,108.25,107.5,107.85,225
9/14/2018 10:53:00 AM,109.1,109.25,107.5,107.5,600
9/14/2018 10:52:00 AM,108.65,109.1,108.65,109.1,150
9/14/2018 10:51:00 AM,109.5,109.5,108.55,108.65,375
9/14/2018 10:50:00 AM,109.75,109.75,109.25,109.5,450
9/14/2018 10:49:00 AM,109.4,110,109.4,109.75,750
9/14/2018 10:48:00 AM,109.2,109.4,109.2,109.4,75
9/14/2018 10:47:00 AM,109.2,109.2,109.2,109.2,75
9/14/2018 10:46:00 AM,109,109.2,108.65,109.2,750
9/14/2018 10:45:00 AM,110.55,110.55,109,109,975
9/14/2018 10:44:00 AM,110.55,110.55,110.55,110.55,0
9/14/2018 10:43:00 AM,109.4,110.55,109.35,110.55,600
9/14/2018 10:42:00 AM,109,109.4,109,109.4,375
9/14/2018 10:41:00 AM,109,109,109,109,0
9/14/2018 10:40:00 AM,109.8,110,109,109,675
9/14/2018 10:39:00 AM,109.75,110.2,109.75,109.8,2550
9/14/2018 10:38:00 AM,110.05,110.2,109.75,109.75,975
9/14/2018 10:37:00 AM,110.05,110.05,110.05,110.05,0
9/14/2018 10:36:00 AM,109,110.05,108.9,110.05,300
9/14/2018 10:35:00 AM,109,109,109,109,0
9/14/2018 10:34:00 AM,109.35,109.35,109,109,75
9/14/2018 10:33:00 AM,109,109.9,108.6,109.35,600
9/14/2018 10:32:00 AM,108,109,108,109,375
9/14/2018 10:31:00 AM,107.45,108,107.45,108,300
9/14/2018 10:30:00 AM,107.55,108,107.45,107.45,300
9/14/2018 10:29:00 AM,107.3,107.55,107.3,107.55,300
9/14/2018 10:28:00 AM,107.65,108,107.1,108,525
9/14/2018 10:27:00 AM,107,108,107,107.65,3300
9/14/2018 10:26:00 AM,106.05,107,106.05,107,150
9/14/2018 10:25:00 AM,106.5,106.95,106.05,106.05,150
9/14/2018 10:24:00 AM,106.95,106.95,106.5,106.5,225
9/14/2018 10:23:00 AM,106.5,106.95,106.5,106.95,75
9/14/2018 10:22:00 AM,106.35,106.75,105.85,106.5,225
9/14/2018 10:21:00 AM,106.5,107.15,106.35,106.35,150
9/14/2018 10:20:00 AM,106,106.55,106,106.5,4425
9/14/2018 10:19:00 AM,106,106.15,105.95,106,2325
9/14/2018 10:18:00 AM,107.35,107.35,106.05,106.05,375
9/14/2018 10:17:00 AM,107.35,107.45,107,107.35,450
9/14/2018 10:16:00 AM,107.3,107.4,106.3,107.35,450
9/14/2018 10:15:00 AM,107,107.3,106.5,107.3,600
9/14/2018 10:14:00 AM,107.5,107.5,106.9,107,225
9/14/2018 10:13:00 AM,108,108,107.5,107.5,225
9/14/2018 10:12:00 AM,107.8,108,107.8,108,225
9/14/2018 10:11:00 AM,108.1,108.1,107.7,107.8,300
9/14/2018 10:10:00 AM,107.05,108.25,107.05,108.1,525
9/14/2018 10:09:00 AM,108.55,108.55,107.05,107.05,75
9/14/2018 10:08:00 AM,108.4,108.85,108.3,108.55,375
9/14/2018 10:07:00 AM,107.45,108.4,107.45,108.4,1275
9/14/2018 10:06:00 AM,106,107.4,106,107.4,75
9/14/2018 10:05:00 AM,105.85,106,105.85,106,75
9/14/2018 10:04:00 AM,105.85,105.85,105.85,105.85,0
9/14/2018 10:03:00 AM,106.1,106.1,105.85,105.85,75
9/14/2018 10:02:00 AM,105.2,106.1,105.15,106.1,300
9/14/2018 10:01:00 AM,105.9,105.95,105.05,105.2,375
9/14/2018 10:00:00 AM,105.05,105.9,105.05,105.9,525
9/14/2018 9:59:00 AM,104.75,105.05,104.75,105.05,75
9/14/2018 9:58:00 AM,103.25,104.75,103.25,104.75,525
9/14/2018 9:57:00 AM,102.85,103.25,102.75,103.25,150
9/14/2018 9:56:00 AM,102.9,103,102.1,102.85,300
9/14/2018 9:55:00 AM,103.5,103.5,101.5,102.9,375
9/14/2018 9:54:00 AM,104.5,104.5,103.5,103.5,150
9/14/2018 9:53:00 AM,104.85,104.85,104.5,104.5,225
9/14/2018 9:52:00 AM,103.95,105.15,103.95,104.85,450
9/14/2018 9:51:00 AM,104.75,104.75,103.85,103.95,750
9/14/2018 9:50:00 AM,103.6,105.1,103.6,104.75,975
9/14/2018 9:49:00 AM,104.55,104.55,103.6,103.6,750
9/14/2018 9:48:00 AM,104,105.5,104,104.55,825
9/14/2018 9:47:00 AM,104.45,105.45,103.8,104,1575
9/14/2018 9:46:00 AM,104.15,104.45,103.85,104.45,375
9/14/2018 9:45:00 AM,102.9,104.75,102.9,104.15,450
9/14/2018 9:44:00 AM,104,104.5,102.9,102.9,375
9/14/2018 9:43:00 AM,102.9,104,102.45,104,1800
9/14/2018 9:42:00 AM,101.75,102.9,101.55,102.9,1050
9/14/2018 9:41:00 AM,101.85,103.3,101.4,101.75,1500
9/14/2018 9:40:00 AM,102.5,103.25,101.65,101.85,1275
9/14/2018 9:39:00 AM,102.6,102.6,101.95,102.5,825
9/14/2018 9:38:00 AM,105.15,105.15,103.45,103.7,600
9/14/2018 9:37:00 AM,104.95,106.05,104.95,105.15,450
9/14/2018 9:36:00 AM,104.95,105.25,103.8,105,525
9/14/2018 9:35:00 AM,106.8,106.9,104.95,104.95,900
9/14/2018 9:34:00 AM,105.8,106.8,105.7,106.8,375
9/14/2018 9:33:00 AM,105.95,106,105.1,105.8,750
9/14/2018 9:32:00 AM,105.95,106.55,105.95,105.95,3600
9/14/2018 9:31:00 AM,106.55,106.55,105.5,105.95,1050
9/14/2018 9:30:00 AM,106.05,107.3,105.85,106.55,2700
9/14/2018 9:29:00 AM,104.75,106.05,104.75,106.05,750
9/14/2018 9:28:00 AM,105.15,105.15,104.45,104.75,450
9/14/2018 9:27:00 AM,104.45,105.15,104.45,105.15,450
9/14/2018 9:26:00 AM,106,106.05,104.05,104.05,900
9/14/2018 9:25:00 AM,105,106.6,105,106,1875
9/14/2018 9:24:00 AM,105.8,106.75,104.95,105,525
9/14/2018 9:23:00 AM,105.9,105.9,104.25,105.8,3450
9/14/2018 9:22:00 AM,106.8,106.8,105.15,105.9,450
9/14/2018 9:21:00 AM,105.55,107,105.55,106.8,1200
9/14/2018 9:20:00 AM,103,107.3,103,105.55,1200
9/14/2018 9:19:00 AM,107.35,107.35,103,103,2025
9/14/2018 9:18:00 AM,108.5,108.5,106.4,107.35,5175
9/14/2018 9:17:00 AM,106.65,109.55,106.65,108.5,3450
9/14/2018 9:16:00 AM,110,110.2,106.65,106.65,9750
9/14/2018 9:15:00 AM,111.25,112.1,103.4,110.35,4725
