Date,NIFTY18SEP11450PE O,NIFTY18SEP11450PE H,NIFTY18SEP11450PE L,NIFTY18SEP11450PE C,NIFTY18SEP11450PE V
9/14/2018 3:29:00 PM,67,69.2,66.85,69.1,12000
9/14/2018 3:28:00 PM,65.8,67,65.7,66.9,6525
9/14/2018 3:27:00 PM,64.55,65.8,64.55,65.8,10800
9/14/2018 3:26:00 PM,64.6,64.85,64.2,64.55,1650
9/14/2018 3:25:00 PM,64.55,65,64.5,64.6,5250
9/14/2018 3:24:00 PM,64.65,64.9,64.5,64.55,3225
9/14/2018 3:23:00 PM,65,65,64.45,64.65,6075
9/14/2018 3:22:00 PM,64.1,65,64.1,65,6000
9/14/2018 3:21:00 PM,64.5,64.75,64.05,64.1,6975
9/14/2018 3:20:00 PM,63.8,64.5,63.5,64.5,5850
9/14/2018 3:19:00 PM,63.25,64.2,63.25,63.8,7650
9/14/2018 3:18:00 PM,64.35,64.35,63.2,63.25,4425
9/14/2018 3:17:00 PM,64.2,64.55,64.2,64.35,1875
9/14/2018 3:16:00 PM,65.15,65.25,64,64.15,2475
9/14/2018 3:15:00 PM,64.25,65.15,64.25,65.15,3000
9/14/2018 3:14:00 PM,65,65,64.5,64.5,6600
9/14/2018 3:13:00 PM,65.3,65.65,65,65,1050
9/14/2018 3:12:00 PM,65.3,65.6,65.05,65.3,1125
9/14/2018 3:11:00 PM,64.95,65.55,64.95,65.3,1875
9/14/2018 3:10:00 PM,65.6,65.7,64.45,64.95,8775
9/14/2018 3:09:00 PM,63.25,65.6,63.25,65.6,6600
9/14/2018 3:08:00 PM,63.8,64.2,63.25,63.25,3150
9/14/2018 3:07:00 PM,63.2,64.6,63.15,63.75,4200
9/14/2018 3:06:00 PM,63.5,64.5,63.35,63.5,16650
9/14/2018 3:05:00 PM,63.5,64.45,63.5,63.85,13050
9/14/2018 3:04:00 PM,62.6,63.95,62.3,63.5,14100
9/14/2018 3:03:00 PM,63.7,64.35,61.5,62.45,20325
9/14/2018 3:02:00 PM,65.65,66.35,63.5,63.7,13800
9/14/2018 3:01:00 PM,69,69.2,65.5,65.6,14850
9/14/2018 3:00:00 PM,73.05,73.6,67.9,68.8,24825
9/14/2018 2:59:00 PM,72.65,73.15,72.6,73.05,2325
9/14/2018 2:58:00 PM,72.45,72.65,72,72.65,450
9/14/2018 2:57:00 PM,73,73,72,72.45,1725
9/14/2018 2:56:00 PM,73.45,73.45,72.8,73,1425
9/14/2018 2:55:00 PM,73,74.1,73,73.45,2100
9/14/2018 2:54:00 PM,73,73.25,72.9,73,975
9/14/2018 2:53:00 PM,73.1,73.4,72.95,73.05,600
9/14/2018 2:52:00 PM,73.1,74,73.1,73.1,675
9/14/2018 2:51:00 PM,73.25,73.55,73.1,73.1,225
