Date,NIFTY18SEP11250PE O,NIFTY18SEP11250PE H,NIFTY18SEP11250PE L,NIFTY18SEP11250PE C,NIFTY18SEP11250PE V
9/14/2018 3:29:00 PM,28.1,28.95,28.1,28.95,4200
9/14/2018 3:28:00 PM,27.8,28.25,27.8,28.25,3000
9/14/2018 3:27:00 PM,27.75,27.8,27.35,27.8,1950
9/14/2018 3:26:00 PM,27.35,27.75,27.05,27.75,3300
9/14/2018 3:25:00 PM,27.65,27.65,27.35,27.35,450
9/14/2018 3:24:00 PM,27.25,27.65,27.2,27.65,4425
9/14/2018 3:23:00 PM,27.35,27.4,27,27.25,525
9/14/2018 3:22:00 PM,26.9,27.35,26.9,27.35,1425
9/14/2018 3:21:00 PM,27,27,26.9,26.9,450
9/14/2018 3:20:00 PM,26.6,27,26.45,27,2400
9/14/2018 3:19:00 PM,26.4,26.7,26.4,26.6,300
9/14/2018 3:18:00 PM,26.55,26.9,26.4,26.4,2025
9/14/2018 3:17:00 PM,27,27.1,26.55,26.55,5700
9/14/2018 3:16:00 PM,26.9,27.2,26.9,27,525
9/14/2018 3:15:00 PM,27.1,27.3,26.9,26.9,3225
9/14/2018 3:14:00 PM,27.2,27.35,27.1,27.1,5550
9/14/2018 3:13:00 PM,27.15,27.35,27.1,27.2,375
9/14/2018 3:12:00 PM,27.6,27.6,27.15,27.15,2700
9/14/2018 3:11:00 PM,27.1,27.6,27.1,27.6,450
9/14/2018 3:10:00 PM,27.4,27.65,27.1,27.1,450
9/14/2018 3:09:00 PM,26.55,27.4,26.55,27.4,225
9/14/2018 3:08:00 PM,27.15,27.35,26.55,26.55,750
9/14/2018 3:07:00 PM,27.35,27.5,27,27.15,1875
9/14/2018 3:06:00 PM,27.35,27.5,27.35,27.35,1575
9/14/2018 3:05:00 PM,27.1,27.45,27.1,27.35,2250
9/14/2018 3:04:00 PM,26.8,27.4,26.6,27.1,3150
9/14/2018 3:03:00 PM,27.65,27.65,26.8,26.8,4275
9/14/2018 3:02:00 PM,28.35,28.35,27.65,27.65,3225
9/14/2018 3:01:00 PM,28.95,29.1,27.8,28.35,3075
9/14/2018 3:00:00 PM,30.75,30.85,28.9,28.95,3675
9/14/2018 2:59:00 PM,30.15,30.75,30.15,30.75,900
9/14/2018 2:58:00 PM,30.35,30.35,29.7,30.15,1050
9/14/2018 2:57:00 PM,30.35,30.35,30.35,30.35,0
9/14/2018 2:56:00 PM,30.5,30.5,29.95,30.35,900
9/14/2018 2:55:00 PM,30.55,30.55,30.5,30.5,75
9/14/2018 2:54:00 PM,30.55,30.55,30.55,30.55,0
9/14/2018 2:53:00 PM,30.65,30.65,30.55,30.55,525
9/14/2018 2:52:00 PM,30.5,30.65,30.5,30.65,225
9/14/2018 2:51:00 PM,29.7,30.5,29.7,30.5,150
9/14/2018 2:50:00 PM,29.7,29.7,29.7,29.7,0
9/14/2018 2:49:00 PM,29.7,30.2,29.7,29.7,450
9/14/2018 2:48:00 PM,30,30,29.7,29.7,75
9/14/2018 2:47:00 PM,29.95,30,29.95,30,525
9/14/2018 2:46:00 PM,29.85,30.2,29.85,29.95,900
9/14/2018 2:45:00 PM,30.4,30.6,29.85,29.85,450
9/14/2018 2:44:00 PM,30.5,30.5,30.35,30.4,600
9/14/2018 2:43:00 PM,30.7,30.7,30.5,30.5,75
9/14/2018 2:42:00 PM,31.3,31.3,30.7,30.7,375
9/14/2018 2:41:00 PM,31.9,31.9,30.8,31.3,150
9/14/2018 2:40:00 PM,31.45,31.9,31.45,31.9,600
9/14/2018 2:39:00 PM,31.45,31.45,31.45,31.45,75
9/14/2018 2:38:00 PM,31.45,31.45,31.45,31.45,0
9/14/2018 2:37:00 PM,31.35,31.9,31.35,31.45,300
9/14/2018 2:36:00 PM,31.35,31.35,31.35,31.35,0
9/14/2018 2:35:00 PM,31.35,31.35,31.35,31.35,0
9/14/2018 2:34:00 PM,31.35,31.95,31.35,31.35,300
9/14/2018 2:33:00 PM,30.9,31.35,30.85,31.35,150
9/14/2018 2:32:00 PM,31.1,31.1,30.85,30.9,300
9/14/2018 2:31:00 PM,31.25,31.25,31,31.1,1650
9/14/2018 2:30:00 PM,31.8,32,31.25,31.25,1950
9/14/2018 2:29:00 PM,32.2,32.2,31.8,31.8,450
9/14/2018 2:28:00 PM,32.5,32.7,32.2,32.2,975
9/14/2018 2:27:00 PM,32.65,32.65,32.3,32.5,900
9/14/2018 2:26:00 PM,32.65,32.65,32.65,32.65,0
9/14/2018 2:25:00 PM,32.65,32.65,32.65,32.65,0
9/14/2018 2:24:00 PM,32.3,33.05,32.3,32.65,375
9/14/2018 2:23:00 PM,31.85,32.45,31.85,32.3,225
9/14/2018 2:22:00 PM,31.85,31.85,31.85,31.85,0
9/14/2018 2:21:00 PM,31.8,31.95,31.8,31.85,750
9/14/2018 2:20:00 PM,31.65,32.25,31.65,31.8,150
9/14/2018 2:19:00 PM,31.2,31.65,31.2,31.65,300
9/14/2018 2:18:00 PM,31,31.25,31,31.2,525
9/14/2018 2:17:00 PM,31.3,31.3,30.9,31,3900
9/14/2018 2:16:00 PM,31,31.75,31,31.3,3300
9/14/2018 2:15:00 PM,31.85,31.85,31,31,300
9/14/2018 2:14:00 PM,32.2,32.2,31.85,31.85,300
9/14/2018 2:13:00 PM,31.85,32.35,31.85,32.2,900
9/14/2018 2:12:00 PM,32.25,32.25,31.85,31.85,225
9/14/2018 2:11:00 PM,32.25,32.4,31.8,32.25,225
9/14/2018 2:10:00 PM,32.95,32.95,32.25,32.25,1875
9/14/2018 2:09:00 PM,33.2,33.2,32.95,32.95,300
9/14/2018 2:08:00 PM,32.2,33.2,32.2,33.2,300
9/14/2018 2:07:00 PM,32.7,32.7,31.65,32.2,825
9/14/2018 2:06:00 PM,34.1,34.1,32.7,32.7,1575
9/14/2018 2:05:00 PM,33.3,34.45,33.3,34.1,450
9/14/2018 2:04:00 PM,32.85,33.3,32.85,33.3,225
9/14/2018 2:03:00 PM,32.85,32.85,32.8,32.85,300
9/14/2018 2:02:00 PM,32.2,32.85,32.15,32.85,675
9/14/2018 2:01:00 PM,32.85,32.85,32.2,32.2,750
9/14/2018 2:00:00 PM,32.25,32.85,32.25,32.85,450
9/14/2018 1:59:00 PM,31.65,32.25,31.65,32.25,3150
9/14/2018 1:58:00 PM,31.4,31.65,31.35,31.65,2100
9/14/2018 1:57:00 PM,31.4,31.4,31.2,31.4,6600
9/14/2018 1:56:00 PM,31.4,31.4,31.4,31.4,300
9/14/2018 1:55:00 PM,30.9,31.35,30.9,31.35,900
9/14/2018 1:54:00 PM,31.5,31.5,30.9,30.9,600
