Date,NIFTY18OCT11400PE O,NIFTY18OCT11400PE H,NIFTY18OCT11400PE L,NIFTY18OCT11400PE C,NIFTY18OCT11400PE V
9/14/2018 2:14:00 PM,134,134.7,132.65,132.65,975
9/14/2018 2:13:00 PM,134,134.2,133.65,134,525
9/14/2018 2:12:00 PM,133.9,134.45,133.85,134,450
9/14/2018 2:11:00 PM,135.95,135.95,133.9,133.9,150
9/14/2018 2:10:00 PM,135.6,135.95,134.9,135.95,450
9/14/2018 2:09:00 PM,135.95,136,135.6,135.6,150
9/14/2018 2:08:00 PM,135.15,135.95,135.15,135.95,75
9/14/2018 2:07:00 PM,136.45,136.45,135.15,135.15,450
9/14/2018 2:06:00 PM,137.65,137.7,136.45,136.45,825
9/14/2018 2:05:00 PM,137.55,139.1,137.5,139.1,1950
9/14/2018 2:04:00 PM,135.85,137.95,135.85,137.55,8100
9/14/2018 2:03:00 PM,135.55,136.3,135.35,135.85,4200
9/14/2018 2:02:00 PM,136,136.05,134.6,135.55,1425
9/14/2018 2:01:00 PM,136.25,136.55,134.75,136,3450
9/14/2018 2:00:00 PM,134.05,136.25,134.05,136.25,450
9/14/2018 1:59:00 PM,134,134.05,134,134.05,150
9/14/2018 1:58:00 PM,133.3,134,133.3,134,1425
9/14/2018 1:57:00 PM,132.8,133.3,132.8,133.3,975
9/14/2018 1:56:00 PM,132.95,132.95,132.8,132.8,600
9/14/2018 1:55:00 PM,132,133.7,132,132.95,1875
9/14/2018 1:54:00 PM,133.5,133.5,131.05,132,1500
9/14/2018 1:53:00 PM,131.55,133.8,131.55,133.5,150
9/14/2018 1:52:00 PM,131.4,131.55,131.4,131.55,75
9/14/2018 1:51:00 PM,132.85,132.85,131.4,131.4,75
9/14/2018 1:50:00 PM,132.85,132.85,132.85,132.85,0
9/14/2018 1:49:00 PM,132.65,132.85,132,132.85,600
9/14/2018 1:48:00 PM,132.95,132.95,132.25,132.65,675
9/14/2018 1:47:00 PM,133,134,132.95,132.95,675
9/14/2018 1:46:00 PM,133.95,133.95,132.85,133,450
9/14/2018 1:45:00 PM,133.05,134.25,132.8,133.95,5325
9/14/2018 1:44:00 PM,133.05,133.05,133.05,133.05,450
9/14/2018 1:43:00 PM,133.85,133.85,132.5,133.05,2925
9/14/2018 1:42:00 PM,133.05,133.85,132.8,133.85,2700
9/14/2018 1:41:00 PM,132.35,133.05,132,133.05,2700
9/14/2018 1:40:00 PM,132.3,132.7,132.15,132.7,900
9/14/2018 1:39:00 PM,132.1,132.3,132.1,132.3,75
9/14/2018 1:38:00 PM,130.75,132.1,129.95,132.1,300
9/14/2018 1:37:00 PM,133.5,133.5,130.75,130.75,450
9/14/2018 1:36:00 PM,133.7,133.7,133.5,133.5,75
9/14/2018 1:35:00 PM,133.85,133.85,133.7,133.7,225
9/14/2018 1:34:00 PM,133.55,133.9,132.9,133.85,1350
9/14/2018 1:33:00 PM,134.4,134.8,133.55,133.55,225
9/14/2018 1:32:00 PM,135.2,135.2,134.4,134.4,225
9/14/2018 1:31:00 PM,134.3,135.3,134.3,135.2,5700
9/14/2018 1:30:00 PM,132.9,133.95,132.05,133.75,2100
9/14/2018 1:29:00 PM,131.2,133.95,131.2,132.9,2025
9/14/2018 1:28:00 PM,131.4,131.4,130.85,131.2,225
9/14/2018 1:27:00 PM,128.9,131.4,128.9,131.4,1500
9/14/2018 1:26:00 PM,130.45,130.45,128.9,128.9,375
9/14/2018 1:25:00 PM,130.1,130.45,129.8,130.45,1200
9/14/2018 1:24:00 PM,130.95,130.95,129.65,130.1,900
9/14/2018 1:23:00 PM,131,131.5,130.95,130.95,375
9/14/2018 1:22:00 PM,132,132,131,131,225
9/14/2018 1:21:00 PM,131.4,132.05,131.4,132,375
9/14/2018 1:20:00 PM,132,132,130.4,131.4,600
9/14/2018 1:19:00 PM,132.2,132.55,132,132,225
9/14/2018 1:18:00 PM,131.95,132.2,131.25,132.2,2175
9/14/2018 1:17:00 PM,130.5,131.95,130,131.95,2325
9/14/2018 1:16:00 PM,132,132.25,130,130.5,750
9/14/2018 1:15:00 PM,133.1,133.1,132,132,13125
9/14/2018 1:14:00 PM,132.95,134.05,132.95,133.1,225
9/14/2018 1:13:00 PM,133.1,133.55,132.95,132.95,225
9/14/2018 1:12:00 PM,131.75,133.1,131.75,133.1,1125
9/14/2018 1:11:00 PM,134.05,134.05,131.75,131.75,1275
9/14/2018 1:10:00 PM,133.65,134.1,133,134.05,825
9/14/2018 1:09:00 PM,134.6,134.6,133.65,133.65,825
9/14/2018 1:08:00 PM,136,136,134.6,134.6,1650
9/14/2018 1:07:00 PM,135.5,136.25,135.5,136,750
9/14/2018 1:06:00 PM,135.45,135.8,135.45,135.5,675
9/14/2018 1:05:00 PM,139.15,139.15,133.75,135.45,3675
9/14/2018 1:04:00 PM,139.15,139.15,139.15,139.15,0
9/14/2018 1:03:00 PM,139.05,139.6,138.55,139.15,2100
9/14/2018 1:02:00 PM,138.5,139.5,137.9,139.05,1950
9/14/2018 1:01:00 PM,140.75,140.75,138.5,138.5,3075
9/14/2018 1:00:00 PM,141,141.4,140.6,140.75,900
9/14/2018 12:59:00 PM,142.25,142.25,141,141,75
9/14/2018 12:58:00 PM,141.75,142.25,141.75,142.25,225
9/14/2018 12:57:00 PM,142.45,142.45,141.35,141.75,600
9/14/2018 12:56:00 PM,141.8,142.45,141.8,142.45,450
9/14/2018 12:55:00 PM,143.15,143.15,141.8,141.8,1350
9/14/2018 12:54:00 PM,141.9,143.15,141.9,143.15,1575
9/14/2018 12:53:00 PM,141.9,141.9,141.9,141.9,0
9/14/2018 12:52:00 PM,141.9,141.9,141.9,141.9,0
9/14/2018 12:51:00 PM,142,142,141.9,141.9,150
9/14/2018 12:50:00 PM,142.1,142.1,142,142,75
9/14/2018 12:49:00 PM,142.1,142.1,142.1,142.1,0
9/14/2018 12:48:00 PM,142.3,142.3,142.1,142.1,75
9/14/2018 12:47:00 PM,142,142.3,142,142.3,1050
9/14/2018 12:46:00 PM,143.05,143.05,142,142,150
9/14/2018 12:45:00 PM,142.45,143.05,142.45,143.05,225
9/14/2018 12:44:00 PM,143,143,142.45,142.45,75
9/14/2018 12:43:00 PM,143,143,143,143,0
9/14/2018 12:42:00 PM,142.2,143,142.2,143,75
9/14/2018 12:41:00 PM,142.2,142.2,142.2,142.2,0
9/14/2018 12:40:00 PM,141.45,142.2,141.45,142.2,75
9/14/2018 12:39:00 PM,142.85,142.85,141.35,141.45,150
9/14/2018 12:38:00 PM,142.85,142.85,142.85,142.85,0
9/14/2018 12:37:00 PM,142.85,142.85,142.85,142.85,0
9/14/2018 12:36:00 PM,141.45,142.85,141.45,142.85,75
9/14/2018 12:35:00 PM,142.2,142.45,141.45,141.45,600
9/14/2018 12:34:00 PM,142.2,142.2,142.2,142.2,0
9/14/2018 12:33:00 PM,143.3,143.3,142.2,142.2,600
9/14/2018 12:32:00 PM,141.3,143.3,141.3,143.3,150
9/14/2018 12:31:00 PM,141.3,141.3,141.3,141.3,0
9/14/2018 12:30:00 PM,141.3,141.3,141.3,141.3,0
9/14/2018 12:29:00 PM,141.3,141.4,141,141.3,1050
9/14/2018 12:28:00 PM,140.95,141.3,140.95,141.3,75
9/14/2018 12:27:00 PM,142.75,142.75,140.4,140.95,375
9/14/2018 12:26:00 PM,142.75,142.75,142.75,142.75,0
9/14/2018 12:25:00 PM,142.75,142.75,142.75,142.75,0
9/14/2018 12:24:00 PM,142.1,142.75,142.1,142.75,75
9/14/2018 12:23:00 PM,142.1,142.1,142.1,142.1,75
9/14/2018 12:22:00 PM,141.95,142.25,141.95,142.25,300
9/14/2018 12:21:00 PM,141.5,141.95,141.5,141.95,150
9/14/2018 12:20:00 PM,142,142,141.5,141.5,75
9/14/2018 12:19:00 PM,143.65,143.65,142,142,75
9/14/2018 12:18:00 PM,143.65,143.65,143.65,143.65,0
9/14/2018 12:17:00 PM,144,144,143.65,143.65,150
9/14/2018 12:16:00 PM,143.6,144,143.6,144,225
9/14/2018 12:15:00 PM,144.55,144.55,143.6,143.6,150
9/14/2018 12:14:00 PM,146.15,146.15,144.55,144.55,150
9/14/2018 12:13:00 PM,145.8,146.15,145.8,146.15,75
9/14/2018 12:12:00 PM,144.45,145.8,144.45,145.8,75
9/14/2018 12:11:00 PM,145.8,145.9,144.45,144.45,2325
9/14/2018 12:10:00 PM,145.2,145.8,144.45,145.8,675
9/14/2018 12:09:00 PM,144.6,145.2,144.6,145.2,675
9/14/2018 12:08:00 PM,144.6,145,144.1,144.6,600
9/14/2018 12:07:00 PM,142.9,144.6,142.9,144.6,2925
9/14/2018 12:06:00 PM,143.65,143.8,142.35,142.9,2775
9/14/2018 12:05:00 PM,143.3,143.7,142.6,143.7,2100
9/14/2018 12:04:00 PM,143.3,143.3,143.3,143.3,0
9/14/2018 12:03:00 PM,144.6,144.6,143.3,143.3,1200
9/14/2018 12:02:00 PM,144.6,144.6,144.6,144.6,0
9/14/2018 12:01:00 PM,145.25,145.45,144.6,144.6,225
9/14/2018 12:00:00 PM,146.9,146.9,146.9,146.9,0
9/14/2018 11:59:00 AM,146.9,146.9,146.9,146.9,0
9/14/2018 11:58:00 AM,147,147,146.2,146.9,3150
9/14/2018 11:57:00 AM,149,149,145.95,147,375
9/14/2018 11:56:00 AM,149,149,149,149,0
9/14/2018 11:55:00 AM,149.6,149.6,149,149,75
9/14/2018 11:54:00 AM,149.05,150,148.9,149.6,450
9/14/2018 11:53:00 AM,149.1,150,148.5,149.05,1575
9/14/2018 11:52:00 AM,148.65,149.1,148.65,149.1,150
9/14/2018 11:51:00 AM,147.5,150,147.5,148.65,1125
9/14/2018 11:50:00 AM,147,147.75,147,147.5,375
9/14/2018 11:49:00 AM,148.5,148.5,146.95,146.95,600
9/14/2018 11:48:00 AM,148.5,148.55,148.5,148.5,150
9/14/2018 11:47:00 AM,147.8,148.95,147.8,148.5,750
9/14/2018 11:46:00 AM,147.9,149.05,147.8,147.8,375
9/14/2018 11:45:00 AM,146.25,147.95,146.25,147.9,2250
9/14/2018 11:44:00 AM,147.5,147.5,146.1,146.25,150
9/14/2018 11:43:00 AM,147.5,147.5,147.5,147.5,0
9/14/2018 11:42:00 AM,148.55,148.55,147.5,147.5,75
9/14/2018 11:41:00 AM,149.75,149.75,148.55,148.55,750
9/14/2018 11:40:00 AM,148.1,150.35,148.05,149.75,975
9/14/2018 11:39:00 AM,145.35,148.1,145.35,148.1,1650
9/14/2018 11:38:00 AM,145.75,145.75,145.35,145.35,150
9/14/2018 11:37:00 AM,145,145.95,145,145.75,300
9/14/2018 11:36:00 AM,144,145.6,144,145,450
9/14/2018 11:35:00 AM,144,144,144,144,0
9/14/2018 11:34:00 AM,144.5,144.5,144,144,600
9/14/2018 11:33:00 AM,145.65,146.05,144.5,144.5,750
9/14/2018 11:32:00 AM,144.6,145.85,144.45,145.65,2550
9/14/2018 11:31:00 AM,144.85,145.15,144,145,2625
9/14/2018 11:30:00 AM,143.55,144.9,143.55,144.85,2400
9/14/2018 11:29:00 AM,141.9,143.55,141.9,143.55,1950
9/14/2018 11:28:00 AM,141.4,141.9,141.4,141.9,75
9/14/2018 11:27:00 AM,141.15,141.4,141.15,141.4,450
9/14/2018 11:26:00 AM,140.15,141,140.15,141,4575
9/14/2018 11:25:00 AM,139.25,140.15,139.25,140.15,375
9/14/2018 11:24:00 AM,139.7,139.8,139.25,139.25,3150
9/14/2018 11:23:00 AM,139.4,139.75,139.4,139.7,450
9/14/2018 11:22:00 AM,138.95,139.4,138.95,139.4,300
9/14/2018 11:21:00 AM,138.5,139.25,138.5,138.95,375
9/14/2018 11:20:00 AM,138.55,138.55,138.5,138.5,1275
9/14/2018 11:19:00 AM,138.2,138.55,138,138.55,1050
9/14/2018 11:18:00 AM,138.2,138.2,138.2,138.2,0
9/14/2018 11:17:00 AM,138.2,138.2,138.2,138.2,0
9/14/2018 11:16:00 AM,139.7,139.7,138.2,138.2,150
9/14/2018 11:15:00 AM,139.7,139.7,139.7,139.7,0
9/14/2018 11:14:00 AM,138.5,139.7,138.5,139.7,225
9/14/2018 11:13:00 AM,137.75,138.5,137.75,138.5,225
9/14/2018 11:12:00 AM,138.5,138.5,137.75,137.75,150
9/14/2018 11:11:00 AM,138.75,138.75,138.5,138.5,375
9/14/2018 11:10:00 AM,138.6,139.2,138.6,138.75,600
9/14/2018 11:09:00 AM,139.8,139.8,138.45,138.6,450
9/14/2018 11:08:00 AM,139.4,140.3,139.4,139.8,1275
9/14/2018 11:07:00 AM,139.6,139.6,139.4,139.4,975
9/14/2018 11:06:00 AM,139.9,140,139.3,139.6,750
9/14/2018 11:05:00 AM,139.55,139.9,139.2,139.9,525
9/14/2018 11:04:00 AM,140.05,140.05,139.4,139.55,2175
9/14/2018 11:03:00 AM,140.35,140.5,139.6,140.05,3225
9/14/2018 11:02:00 AM,139.5,140.35,139.5,140.35,225
9/14/2018 11:01:00 AM,140,140,139.5,139.5,150
9/14/2018 11:00:00 AM,140,140,140,140,450
9/14/2018 10:59:00 AM,139.75,140,139.75,140,900
9/14/2018 10:58:00 AM,139.75,139.75,139.75,139.75,0
9/14/2018 10:57:00 AM,141.05,141.05,139.75,139.75,1125
9/14/2018 10:56:00 AM,139.85,141.05,139.85,141.05,2850
9/14/2018 10:55:00 AM,139.3,140.3,139.3,139.85,2700
9/14/2018 10:54:00 AM,138.9,139.5,138.9,139.3,1650
9/14/2018 10:53:00 AM,138.75,139,138.6,138.95,1800
9/14/2018 10:52:00 AM,138.85,138.85,138.45,138.55,525
9/14/2018 10:51:00 AM,138.2,139,137.85,138.85,1650
9/14/2018 10:50:00 AM,137.3,138.2,137.3,138.2,825
9/14/2018 10:49:00 AM,137.9,137.9,136.9,137.3,1050
9/14/2018 10:48:00 AM,138.05,138.35,137.65,137.9,4200
9/14/2018 10:47:00 AM,138.15,138.25,137.35,138.15,3150
9/14/2018 10:46:00 AM,138.15,138.4,137.5,138.1,6675
9/14/2018 10:45:00 AM,136.65,138.25,136.65,137.5,10125
9/14/2018 10:44:00 AM,136.4,137.3,135.5,137.2,3000
9/14/2018 10:43:00 AM,137.8,138.2,136.3,136.4,20250
9/14/2018 10:42:00 AM,138.1,138.4,136.9,137.75,11625
9/14/2018 10:41:00 AM,138.25,138.55,137.15,138.1,13575
9/14/2018 10:40:00 AM,137.25,138.7,137,138.25,18150
9/14/2018 10:39:00 AM,138,138.1,136.6,137.25,6825
9/14/2018 10:38:00 AM,136.25,138,136.25,138,3300
9/14/2018 10:37:00 AM,136.55,137.2,136.25,136.25,1350
9/14/2018 10:36:00 AM,137.1,137.45,136.5,136.55,2325
9/14/2018 10:35:00 AM,136.5,137.7,136.5,137.1,2475
9/14/2018 10:34:00 AM,135.9,137,135.9,136.5,450
9/14/2018 10:33:00 AM,137.65,137.65,135.9,135.9,975
9/14/2018 10:32:00 AM,138.3,138.55,137.65,137.65,900
9/14/2018 10:31:00 AM,138.35,138.45,137.6,138.3,975
9/14/2018 10:30:00 AM,138,138.6,137.65,138.35,1575
9/14/2018 10:29:00 AM,138.5,138.75,138.2,138.2,525
9/14/2018 10:28:00 AM,137.5,138.7,137.5,138.5,450
9/14/2018 10:27:00 AM,138.75,138.75,137.45,138.2,675
9/14/2018 10:26:00 AM,140,140.35,138.2,138.75,300
9/14/2018 10:25:00 AM,139.8,140,139.5,140,150
9/14/2018 10:24:00 AM,139.5,140.15,139.5,139.8,300
9/14/2018 10:23:00 AM,139.9,140.5,139.5,139.5,375
9/14/2018 10:22:00 AM,140.3,141.45,139.9,139.9,2700
9/14/2018 10:21:00 AM,140,140.3,139.7,140.3,3675
9/14/2018 10:20:00 AM,140.55,141,140,140,2025
9/14/2018 10:19:00 AM,141.4,142.25,140.55,140.55,3450
9/14/2018 10:18:00 AM,140,141.75,139.75,141.75,12000
9/14/2018 10:17:00 AM,140.25,141.75,139,139.6,24150
9/14/2018 10:16:00 AM,141.65,142.05,139.1,139.1,11700
9/14/2018 10:15:00 AM,140,141.6,139.05,141.6,6450
9/14/2018 10:14:00 AM,138.8,140.2,138.75,140,4950
9/14/2018 10:13:00 AM,138.75,139.5,138,139.5,5250
9/14/2018 10:12:00 AM,138.25,139,138,138.7,3675
9/14/2018 10:11:00 AM,138.55,138.55,137.35,138.25,375
9/14/2018 10:10:00 AM,139.5,139.5,137.8,138.55,2925
9/14/2018 10:09:00 AM,137,139.5,137,139.5,75
9/14/2018 10:08:00 AM,137.75,138,137,137,600
9/14/2018 10:07:00 AM,138.5,138.5,137.75,137.75,300
9/14/2018 10:06:00 AM,139.4,139.4,138.5,138.5,825
9/14/2018 10:05:00 AM,140,140,138.9,140,825
9/14/2018 10:04:00 AM,139.25,140,139.25,140,450
9/14/2018 10:03:00 AM,140,140,139.25,139.25,300
9/14/2018 10:02:00 AM,140.4,141.05,140,140,3675
9/14/2018 10:01:00 AM,140.25,141.35,139.85,140.4,675
9/14/2018 10:00:00 AM,141.4,141.45,140.25,140.25,375
9/14/2018 9:59:00 AM,143,143,141.4,141.4,525
9/14/2018 9:58:00 AM,144.2,144.2,142.9,143,300
9/14/2018 9:57:00 AM,144,144.55,144,144.2,150
9/14/2018 9:56:00 AM,144.3,144.85,144,144,525
9/14/2018 9:55:00 AM,144,145.05,144,144.3,1650
9/14/2018 9:54:00 AM,142.45,144,142.45,144,3825
9/14/2018 9:53:00 AM,143.25,143.25,142.45,142.45,375
9/14/2018 9:52:00 AM,143.9,144,142.7,143.25,975
9/14/2018 9:51:00 AM,143.5,144.65,143.5,143.9,825
9/14/2018 9:50:00 AM,143.8,143.8,142,143.5,1125
9/14/2018 9:49:00 AM,142.85,143.8,142.5,143.8,1200
9/14/2018 9:48:00 AM,144.3,144.3,142.8,142.85,5475
9/14/2018 9:47:00 AM,144.75,145.5,143.25,144.3,2100
9/14/2018 9:46:00 AM,145,145.65,144.75,144.75,525
9/14/2018 9:45:00 AM,146.85,146.85,144.8,145,2475
9/14/2018 9:44:00 AM,146.7,147.5,145,146.85,6525
9/14/2018 9:43:00 AM,148.5,149.25,146.35,147,7200
9/14/2018 9:42:00 AM,149.75,149.75,148.5,148.5,225
9/14/2018 9:41:00 AM,148.45,150.9,147.7,149.75,9825
9/14/2018 9:40:00 AM,149.45,150.75,148.45,148.45,10650
9/14/2018 9:39:00 AM,147.3,150.55,147.3,149.3,10125
9/14/2018 9:38:00 AM,146.1,148.9,146.1,147.3,17100
9/14/2018 9:37:00 AM,148.05,148.25,145.4,147.5,14700
9/14/2018 9:36:00 AM,146.95,149.7,146.7,148,10650
9/14/2018 9:35:00 AM,146.15,148,145,146.95,25575
9/14/2018 9:34:00 AM,145.3,147.1,143.65,145.3,22050
9/14/2018 9:33:00 AM,147.5,148,144.8,146,37725
9/14/2018 9:32:00 AM,145.25,148.05,145.25,147.35,21750
9/14/2018 9:31:00 AM,146.45,147.9,145,146.7,29475
9/14/2018 9:30:00 AM,144.3,146,143.75,145.05,16575
9/14/2018 9:29:00 AM,146.9,147.5,144.75,144.85,24150
9/14/2018 9:28:00 AM,146.65,147.75,145,147.25,20850
9/14/2018 9:27:00 AM,145.1,147.25,143.75,146.7,15975
9/14/2018 9:26:00 AM,144,146,143.1,145.1,10575
9/14/2018 9:25:00 AM,145,145.35,143.4,144,4725
9/14/2018 9:24:00 AM,143,145,142.5,145,1425
9/14/2018 9:23:00 AM,142,144.1,142,143,2325
9/14/2018 9:22:00 AM,142,142.7,141.5,142,750
9/14/2018 9:21:00 AM,140.85,142,140.55,142,1425
9/14/2018 9:20:00 AM,141.35,142.3,139.3,140.85,2775
9/14/2018 9:19:00 AM,135,141.35,135,141.35,3750
9/14/2018 9:18:00 AM,134.65,136.05,133.15,135,18600
9/14/2018 9:17:00 AM,139,139,134.65,134.65,8775
9/14/2018 9:16:00 AM,136.05,139,136,139,1650
9/14/2018 9:15:00 AM,139.85,139.85,133.05,136.05,1950
