Date,NIFTY18SEP11600PE O,NIFTY18SEP11600PE H,NIFTY18SEP11600PE L,NIFTY18SEP11600PE C,NIFTY18SEP11600PE V
9/14/2018 3:29:00 PM,129.5,137.1,128.95,135,31125
9/14/2018 3:28:00 PM,126.6,130,126.6,129.5,24000
9/14/2018 3:27:00 PM,125.65,127,125.15,126.1,15900
9/14/2018 3:26:00 PM,125.4,126.4,124.2,125.65,26925
9/14/2018 3:25:00 PM,126.1,126.95,125.5,125.55,22350
9/14/2018 3:24:00 PM,126.2,126.75,126.1,126.1,13125
9/14/2018 3:23:00 PM,126.25,126.85,126.1,126.2,27675
9/14/2018 3:22:00 PM,125.15,126.5,125.15,126.5,10200
9/14/2018 3:21:00 PM,125.5,125.8,125.05,125.1,6075
9/14/2018 3:20:00 PM,123.95,125.6,123.85,125.5,11175
9/14/2018 3:19:00 PM,123.9,124.8,123.7,124.05,10200
9/14/2018 3:18:00 PM,125.3,125.3,123.4,123.9,6450
9/14/2018 3:17:00 PM,125,126,124.75,124.75,20250
9/14/2018 3:16:00 PM,126.15,127,124.55,125,21375
9/14/2018 3:15:00 PM,125.9,126.15,125.4,126.15,3150
9/14/2018 3:14:00 PM,125.6,126.65,125.3,125.9,5400
9/14/2018 3:13:00 PM,127.3,127.35,126,126.05,14700
9/14/2018 3:12:00 PM,126.25,127.4,125.5,127.3,13125
9/14/2018 3:11:00 PM,126,127.25,125.75,126.25,5175
9/14/2018 3:10:00 PM,127,127.25,125.15,126,13650
9/14/2018 3:09:00 PM,123.2,127.5,123.2,127.5,15150
9/14/2018 3:08:00 PM,124.3,125,123.1,123.2,16050
9/14/2018 3:07:00 PM,123.2,125.85,122.8,124.3,22950
9/14/2018 3:06:00 PM,124.95,126.2,123,123.2,19575
9/14/2018 3:05:00 PM,124.65,125.95,124.05,124.95,16650
9/14/2018 3:04:00 PM,121.45,124.6,121.05,124.6,28800
9/14/2018 3:03:00 PM,124.05,124.55,120.6,121.45,24300
9/14/2018 3:02:00 PM,127.9,128.7,123.95,124.3,21150
9/14/2018 3:01:00 PM,133.4,133.6,127.05,127.9,51150
9/14/2018 3:00:00 PM,141,142.6,131.4,133.35,54300
9/14/2018 2:59:00 PM,141.15,141.65,140.4,141,4575
9/14/2018 2:58:00 PM,139.5,141.15,139.15,141.15,3675
9/14/2018 2:57:00 PM,142,142,139,139.5,9525
9/14/2018 2:56:00 PM,141.9,142,140.35,142,1650
9/14/2018 2:55:00 PM,141,143.05,141,141.9,2850
9/14/2018 2:54:00 PM,141.55,141.95,140.8,141,4575
9/14/2018 2:53:00 PM,142,142.15,141,141.8,2400
9/14/2018 2:52:00 PM,142.7,143.3,141,142,12375
9/14/2018 2:51:00 PM,141.35,142.7,141.35,142.7,6450
9/14/2018 2:50:00 PM,140,142.05,140,141.35,2925
9/14/2018 2:49:00 PM,141.8,142.25,140,140,3975
9/14/2018 2:48:00 PM,140.95,142.7,140.5,141.8,3975
9/14/2018 2:47:00 PM,140.45,141.2,140.45,140.95,2925
9/14/2018 2:46:00 PM,140.5,141.4,140.05,140.45,1725
9/14/2018 2:45:00 PM,142.5,142.5,140.05,140.5,5175
9/14/2018 2:44:00 PM,142.35,143.2,141.55,142.5,30975
9/14/2018 2:43:00 PM,142.95,142.95,141.3,142.35,27825
9/14/2018 2:42:00 PM,143.6,143.85,141,142.65,42600
9/14/2018 2:41:00 PM,145.85,145.85,142,143,20325
9/14/2018 2:40:00 PM,145.95,146.9,145.4,145.85,1725
9/14/2018 2:39:00 PM,147.5,148.5,145.65,145.95,1800
9/14/2018 2:38:00 PM,146.15,147.5,146.15,147.5,3675
9/14/2018 2:37:00 PM,146.5,148.5,145.1,146.15,6975
9/14/2018 2:36:00 PM,144.25,146.5,143.45,146.5,16500
9/14/2018 2:35:00 PM,144.8,144.95,143.55,144.25,900
9/14/2018 2:34:00 PM,145.7,147.7,144.8,144.8,8700
9/14/2018 2:33:00 PM,144.6,145.7,144.05,145.7,600
9/14/2018 2:32:00 PM,145.9,145.9,144.6,144.6,675
9/14/2018 2:31:00 PM,145.8,145.8,143.9,145.15,2175
9/14/2018 2:30:00 PM,147.95,148.05,145.8,145.8,900
9/14/2018 2:29:00 PM,147.35,147.8,145.9,147.8,3675
9/14/2018 2:28:00 PM,147.6,149.5,147.1,147.35,3900
9/14/2018 2:27:00 PM,146,149.4,146,147.6,3825
9/14/2018 2:26:00 PM,146,147.2,145.35,146,2775
9/14/2018 2:25:00 PM,145.8,147.2,145.4,146,2475
9/14/2018 2:24:00 PM,146.5,148.55,145.8,145.8,6450
9/14/2018 2:23:00 PM,144.65,147.05,144.65,146.5,10875
9/14/2018 2:22:00 PM,144,144.65,143.25,144.65,3900
9/14/2018 2:21:00 PM,143.95,146,143.95,144.65,3450
9/14/2018 2:20:00 PM,144.6,144.8,143.5,143.95,1275
9/14/2018 2:19:00 PM,143,144.6,142.4,144.6,4575
9/14/2018 2:18:00 PM,140.25,143.8,140.25,143,2700
9/14/2018 2:17:00 PM,142,142,140.25,140.25,4875
9/14/2018 2:16:00 PM,142.1,143.65,141.25,143,3900
9/14/2018 2:15:00 PM,141.8,142.6,141,142.1,21225
9/14/2018 2:14:00 PM,146.55,147.15,141.8,141.8,10125
9/14/2018 2:13:00 PM,144.95,146.55,144.3,146.55,1875
