Date,NIFTY18SEP11600CE O,NIFTY18SEP11600CE H,NIFTY18SEP11600CE L,NIFTY18SEP11600CE C,NIFTY18SEP11600CE V
9/14/2018 3:29:00 PM,72.95,73,70,70.3,88950
9/14/2018 3:28:00 PM,74,74,72.7,73.05,89250
9/14/2018 3:27:00 PM,75,75,73.9,73.95,69375
9/14/2018 3:26:00 PM,75.35,75.95,74.85,74.85,48225
9/14/2018 3:25:00 PM,75.2,75.45,74.95,75.35,94875
9/14/2018 3:24:00 PM,75,75.25,74.75,75,65175
9/14/2018 3:23:00 PM,74.4,75,74.05,74.95,89400
9/14/2018 3:22:00 PM,74.75,74.75,74.05,74.45,39675
9/14/2018 3:21:00 PM,74.35,74.9,73.9,74.75,41700
9/14/2018 3:20:00 PM,75,75,74.1,74.2,89775
9/14/2018 3:19:00 PM,74.5,75,73.9,75,71400
9/14/2018 3:18:00 PM,73.55,74.45,73.35,74.4,138975
9/14/2018 3:17:00 PM,73,74,72.7,73.6,80250
9/14/2018 3:16:00 PM,72.55,73.1,71.7,73,106650
9/14/2018 3:15:00 PM,73.45,73.6,72.4,72.55,53025
9/14/2018 3:14:00 PM,73.5,73.55,72.85,73.55,50700
9/14/2018 3:13:00 PM,72.9,73.45,72.6,73.3,36000
9/14/2018 3:12:00 PM,73.95,74.15,72.5,72.95,66750
9/14/2018 3:11:00 PM,73.9,74.1,73.15,73.85,52125
9/14/2018 3:10:00 PM,71.95,74.35,71.8,73.9,95400
9/14/2018 3:09:00 PM,74.5,74.5,71.75,71.85,91425
9/14/2018 3:08:00 PM,74.25,74.85,73.9,74.6,94425
9/14/2018 3:07:00 PM,75.3,75.75,73.65,74.3,99375
9/14/2018 3:06:00 PM,73.65,75.3,73.2,75.3,124725
9/14/2018 3:05:00 PM,73,73.45,72.15,73.45,100050
9/14/2018 3:04:00 PM,75.35,75.45,72.85,72.85,97425
9/14/2018 3:03:00 PM,74.7,76.7,74.2,75.7,151050
9/14/2018 3:02:00 PM,72.65,74.8,71.95,74.65,141450
9/14/2018 3:01:00 PM,69.7,72.95,69.45,72.55,185025
9/14/2018 3:00:00 PM,65.5,70.1,64.65,69.45,168975
9/14/2018 2:59:00 PM,65.35,65.5,64.5,65.5,25050
9/14/2018 2:58:00 PM,65.95,66.2,65,65.3,11325
9/14/2018 2:57:00 PM,65.55,66.2,65.2,65.9,25425
9/14/2018 2:56:00 PM,65.15,65.6,65.15,65.55,19500
9/14/2018 2:55:00 PM,65.15,65.15,63.75,65,15900
