Date,NIFTY18SEP11200CE O,NIFTY18SEP11200CE H,NIFTY18SEP11200CE L,NIFTY18SEP11200CE C,NIFTY18SEP11200CE V
9/14/2018 3:29:00 PM,360.85,360.85,352,352,2475
9/14/2018 3:28:00 PM,365.55,365.55,360.85,360.85,225
9/14/2018 3:27:00 PM,365,366,364,365.55,2625
9/14/2018 3:26:00 PM,365.15,365.15,365,365,300
9/14/2018 3:25:00 PM,364.05,365.85,364.05,365.1,1950
9/14/2018 3:24:00 PM,363.5,365.1,363.5,364.05,900
9/14/2018 3:23:00 PM,364,364,363.5,363.5,75
9/14/2018 3:22:00 PM,364.75,366.5,364,364,975
9/14/2018 3:21:00 PM,364.75,364.75,364.75,364.75,0
9/14/2018 3:20:00 PM,364.75,364.75,364.75,364.75,0
9/14/2018 3:19:00 PM,365,365,364.75,364.75,75
9/14/2018 3:18:00 PM,364,365,364,365,600
9/14/2018 3:17:00 PM,360.55,364,360.55,364,1275
9/14/2018 3:16:00 PM,362,363,360.55,360.55,975
9/14/2018 3:15:00 PM,362.35,362.7,362,362,1050
9/14/2018 3:14:00 PM,362,362.35,362,362.35,75
9/14/2018 3:13:00 PM,360.65,363.45,360.65,362,1425
9/14/2018 3:12:00 PM,363,363.5,360.65,360.65,5625
9/14/2018 3:11:00 PM,362.35,363,362.35,363,1725
9/14/2018 3:10:00 PM,363,363,361,362.35,375
9/14/2018 3:09:00 PM,364.1,364.1,363,363,225
9/14/2018 3:08:00 PM,365,365,365,365,1800
9/14/2018 3:07:00 PM,364.65,365,364.65,365,1275
9/14/2018 3:06:00 PM,367,367,362.2,364.65,1050
9/14/2018 3:05:00 PM,367,367,367,367,0
9/14/2018 3:04:00 PM,367.7,368.35,367,367,750
9/14/2018 3:03:00 PM,365,367.7,365,367.7,3075
9/14/2018 3:02:00 PM,363.3,365.85,358,365,3225
9/14/2018 3:01:00 PM,352.75,363.3,351.7,363.3,5775
9/14/2018 3:00:00 PM,340.05,355,340.05,352.75,6075
9/14/2018 2:59:00 PM,341.3,341.3,340.05,340.05,675
9/14/2018 2:58:00 PM,342,342,341.3,341.3,75
9/14/2018 2:57:00 PM,341.05,342,341.05,342,450
9/14/2018 2:56:00 PM,341.05,341.05,341.05,341.05,0
9/14/2018 2:55:00 PM,341.05,341.05,341.05,341.05,0
9/14/2018 2:54:00 PM,340,342.1,340,341.05,975
9/14/2018 2:53:00 PM,337.1,342,337.1,340,1200
9/14/2018 2:52:00 PM,339,339,337,337.1,600
9/14/2018 2:51:00 PM,342,342,339,339,300
9/14/2018 2:50:00 PM,342,342,342,342,0
9/14/2018 2:49:00 PM,340.9,342,340.9,342,225
9/14/2018 2:48:00 PM,340.9,340.9,339.5,340.9,150
9/14/2018 2:47:00 PM,340.9,340.9,340.9,340.9,0
9/14/2018 2:46:00 PM,342.25,342.25,340.1,340.9,750
9/14/2018 2:45:00 PM,340.85,342.25,340.85,342.25,225
9/14/2018 2:44:00 PM,340.3,340.85,340.3,340.85,75
9/14/2018 2:43:00 PM,341,341,340.3,340.3,150
9/14/2018 2:42:00 PM,337.5,342,337.5,341,600
9/14/2018 2:41:00 PM,331.1,338.5,331.1,337.5,525
9/14/2018 2:40:00 PM,331.1,331.1,331.1,331.1,0
