Date,USDINR18SEP72PE O,USDINR18SEP72PE H,USDINR18SEP72PE L,USDINR18SEP72PE C,USDINR18SEP72PE V
9/14/2018 10:42:00 AM,0.49,0.4975,0.49,0.4975,108
9/14/2018 10:41:00 AM,0.49,0.49,0.49,0.49,130
9/14/2018 10:40:00 AM,0.485,0.49,0.485,0.49,105
9/14/2018 10:39:00 AM,0.4925,0.4925,0.485,0.485,72
9/14/2018 10:38:00 AM,0.49,0.495,0.49,0.4925,277
9/14/2018 10:37:00 AM,0.495,0.4975,0.49,0.49,115
9/14/2018 10:36:00 AM,0.495,0.4975,0.495,0.495,802
9/14/2018 10:35:00 AM,0.5,0.5,0.495,0.495,159
9/14/2018 10:34:00 AM,0.5,0.5,0.4975,0.5,154
9/14/2018 10:33:00 AM,0.5025,0.5025,0.495,0.5,718
9/14/2018 10:32:00 AM,0.5025,0.505,0.495,0.5025,798
9/14/2018 10:31:00 AM,0.51,0.51,0.5025,0.5025,726
9/14/2018 10:30:00 AM,0.5125,0.5125,0.5075,0.51,64
9/14/2018 10:29:00 AM,0.495,0.5125,0.495,0.5125,412
9/14/2018 10:28:00 AM,0.5025,0.505,0.495,0.495,389
9/14/2018 10:27:00 AM,0.4975,0.505,0.4975,0.5025,441
9/14/2018 10:26:00 AM,0.495,0.5,0.495,0.4975,1298
9/14/2018 10:25:00 AM,0.485,0.495,0.485,0.495,712
9/14/2018 10:24:00 AM,0.4825,0.485,0.4825,0.485,113
9/14/2018 10:23:00 AM,0.4775,0.4825,0.4775,0.4825,230
9/14/2018 10:22:00 AM,0.4775,0.48,0.4775,0.4775,70
9/14/2018 10:21:00 AM,0.485,0.485,0.4775,0.4775,165
9/14/2018 10:20:00 AM,0.4825,0.485,0.4825,0.485,16
9/14/2018 10:19:00 AM,0.48,0.4875,0.48,0.4825,330
9/14/2018 10:18:00 AM,0.48,0.4825,0.48,0.48,285
9/14/2018 10:17:00 AM,0.475,0.48,0.475,0.48,63
9/14/2018 10:16:00 AM,0.4825,0.4825,0.475,0.475,408
9/14/2018 10:15:00 AM,0.4825,0.4825,0.4825,0.4825,1
9/14/2018 10:14:00 AM,0.48,0.4825,0.48,0.4825,195
9/14/2018 10:13:00 AM,0.48,0.4875,0.48,0.48,500
9/14/2018 10:12:00 AM,0.48,0.48,0.48,0.48,120
9/14/2018 10:11:00 AM,0.4875,0.4875,0.4775,0.48,190
9/14/2018 10:10:00 AM,0.4925,0.4925,0.4875,0.4875,30
9/14/2018 10:09:00 AM,0.49,0.4925,0.49,0.4925,90
9/14/2018 10:08:00 AM,0.48,0.4925,0.48,0.49,353
9/14/2018 10:07:00 AM,0.4775,0.48,0.4725,0.48,499
9/14/2018 10:06:00 AM,0.48,0.49,0.4775,0.4775,1347
9/14/2018 10:05:00 AM,0.4925,0.4925,0.48,0.48,1550
9/14/2018 10:04:00 AM,0.4925,0.4925,0.49,0.4925,486
9/14/2018 10:03:00 AM,0.49,0.4925,0.49,0.4925,87
9/14/2018 10:02:00 AM,0.4925,0.495,0.485,0.49,514
9/14/2018 10:01:00 AM,0.4875,0.495,0.4875,0.4925,217
9/14/2018 10:00:00 AM,0.4825,0.495,0.4825,0.485,1504
9/14/2018 9:59:00 AM,0.48,0.485,0.48,0.4825,1145
9/14/2018 9:58:00 AM,0.48,0.48,0.475,0.48,465
9/14/2018 9:57:00 AM,0.48,0.48,0.4775,0.48,276
9/14/2018 9:56:00 AM,0.4775,0.4825,0.4775,0.4825,226
9/14/2018 9:55:00 AM,0.48,0.48,0.475,0.4775,1007
9/14/2018 9:54:00 AM,0.48,0.48,0.475,0.48,500
9/14/2018 9:53:00 AM,0.4775,0.4825,0.4775,0.48,173
9/14/2018 9:52:00 AM,0.48,0.48,0.475,0.4775,1471
9/14/2018 9:51:00 AM,0.4875,0.4875,0.48,0.48,200
9/14/2018 9:50:00 AM,0.48,0.4875,0.48,0.4875,13
9/14/2018 9:49:00 AM,0.485,0.4875,0.48,0.48,1066
9/14/2018 9:48:00 AM,0.4825,0.4875,0.4825,0.485,400
9/14/2018 9:47:00 AM,0.4725,0.4875,0.4725,0.4825,1127
9/14/2018 9:46:00 AM,0.47,0.4775,0.47,0.4725,121
9/14/2018 9:45:00 AM,0.4725,0.4725,0.47,0.47,17
9/14/2018 9:44:00 AM,0.4775,0.48,0.4725,0.4725,545
9/14/2018 9:43:00 AM,0.475,0.48,0.475,0.4775,284
9/14/2018 9:42:00 AM,0.47,0.4775,0.47,0.475,1391
9/14/2018 9:41:00 AM,0.4675,0.4725,0.465,0.47,272
9/14/2018 9:40:00 AM,0.46,0.4675,0.46,0.4675,1128
9/14/2018 9:39:00 AM,0.465,0.465,0.46,0.46,74
9/14/2018 9:38:00 AM,0.4625,0.465,0.455,0.465,2093
9/14/2018 9:37:00 AM,0.4575,0.4625,0.4575,0.4625,80
9/14/2018 9:36:00 AM,0.4525,0.46,0.4525,0.4575,1324
9/14/2018 9:35:00 AM,0.465,0.465,0.4575,0.46,1212
9/14/2018 9:34:00 AM,0.465,0.475,0.465,0.465,401
9/14/2018 9:33:00 AM,0.4725,0.4725,0.465,0.465,205
9/14/2018 9:32:00 AM,0.475,0.475,0.4725,0.4725,1592
9/14/2018 9:31:00 AM,0.475,0.4775,0.47,0.475,1085
9/14/2018 9:30:00 AM,0.4725,0.48,0.4725,0.475,1129
9/14/2018 9:29:00 AM,0.4775,0.4875,0.47,0.4725,2778
9/14/2018 9:28:00 AM,0.475,0.4825,0.47,0.4775,2334
9/14/2018 9:27:00 AM,0.4825,0.49,0.475,0.475,2021
9/14/2018 9:26:00 AM,0.485,0.485,0.4775,0.4825,2058
9/14/2018 9:25:00 AM,0.48,0.4875,0.475,0.485,3730
9/14/2018 9:24:00 AM,0.4875,0.4925,0.475,0.48,2833
9/14/2018 9:23:00 AM,0.48,0.4875,0.475,0.4875,827
9/14/2018 9:22:00 AM,0.47,0.48,0.4675,0.48,470
9/14/2018 9:21:00 AM,0.4775,0.4825,0.47,0.47,2334
9/14/2018 9:20:00 AM,0.475,0.48,0.465,0.4775,460
9/14/2018 9:19:00 AM,0.485,0.485,0.4575,0.475,2250
9/14/2018 9:18:00 AM,0.4825,0.485,0.4775,0.4825,2866
9/14/2018 9:17:00 AM,0.4925,0.5,0.48,0.48,1991
9/14/2018 9:16:00 AM,0.505,0.51,0.49,0.4925,865
9/14/2018 9:15:00 AM,0.5225,0.5225,0.505,0.505,1490
9/14/2018 9:14:00 AM,0.53,0.53,0.51,0.5225,2829
9/14/2018 9:13:00 AM,0.54,0.54,0.5275,0.53,475
9/14/2018 9:12:00 AM,0.5475,0.5575,0.5375,0.54,904
9/14/2018 9:11:00 AM,0.5375,0.55,0.5325,0.5475,836
9/14/2018 9:10:00 AM,0.5275,0.5375,0.5275,0.5375,1660
9/14/2018 9:09:00 AM,0.5325,0.5425,0.5275,0.5275,6780
9/14/2018 9:08:00 AM,0.5525,0.5525,0.5325,0.5325,1165
9/14/2018 9:07:00 AM,0.5575,0.565,0.55,0.555,1862
9/14/2018 9:06:00 AM,0.535,0.5575,0.5325,0.555,3016
9/14/2018 9:05:00 AM,0.5025,0.54,0.5,0.53,4846
9/14/2018 9:04:00 AM,0.5275,0.5275,0.5,0.51,8031
9/14/2018 9:03:00 AM,0.49,0.535,0.4825,0.535,6661
9/14/2018 9:02:00 AM,0.495,0.5,0.4775,0.49,1549
9/14/2018 9:01:00 AM,0.52,0.5225,0.475,0.495,5520
9/14/2018 9:00:00 AM,0.49,0.53,0.49,0.52,989
