Date,BANKNIFTY18NOVFUT O,BANKNIFTY18NOVFUT H,BANKNIFTY18NOVFUT L,BANKNIFTY18NOVFUT C,BANKNIFTY18NOVFUT V
9/14/2018 1:53:00 PM,27385,27385,27385,27385,0
9/14/2018 1:52:00 PM,27385.1,27385.1,27385,27385,40
9/14/2018 1:51:00 PM,27390.35,27390.35,27385.1,27385.1,80
9/14/2018 1:50:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:49:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:48:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:47:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:46:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:45:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:44:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:43:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:42:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:41:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:40:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:39:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:38:00 PM,27390.35,27390.35,27390.35,27390.35,0
9/14/2018 1:37:00 PM,27404.55,27404.55,27390.35,27390.35,120
9/14/2018 1:36:00 PM,27404.55,27404.55,27404.55,27404.55,0
9/14/2018 1:35:00 PM,27404.55,27404.55,27404.55,27404.55,0
9/14/2018 1:34:00 PM,27345.15,27404.55,27345.15,27404.55,1000
9/14/2018 1:33:00 PM,27345.15,27345.15,27345.15,27345.15,0
9/14/2018 1:32:00 PM,27353.8,27353.8,27345.15,27345.15,40
9/14/2018 1:31:00 PM,27353.8,27353.8,27353.8,27353.8,0
9/14/2018 1:30:00 PM,27353.8,27353.8,27353.8,27353.8,0
9/14/2018 1:29:00 PM,27380,27380,27353.8,27353.8,80
9/14/2018 1:28:00 PM,27390.75,27390.75,27380,27380,1000
9/14/2018 1:27:00 PM,27390.75,27390.75,27390.75,27390.75,0
9/14/2018 1:26:00 PM,27390.75,27390.75,27390.75,27390.75,0
9/14/2018 1:25:00 PM,27387.15,27390.75,27387.15,27390.75,240
9/14/2018 1:24:00 PM,27387.15,27387.15,27387.15,27387.15,0
9/14/2018 1:23:00 PM,27387.15,27387.15,27387.15,27387.15,0
9/14/2018 1:22:00 PM,27387.15,27387.15,27387.15,27387.15,0
9/14/2018 1:21:00 PM,27387.15,27387.15,27387.15,27387.15,0
9/14/2018 1:20:00 PM,27386.55,27387.15,27386.55,27387.15,40
9/14/2018 1:19:00 PM,27386.55,27386.55,27386.55,27386.55,0
9/14/2018 1:18:00 PM,27386.55,27386.55,27386.55,27386.55,0
9/14/2018 1:17:00 PM,27386.55,27386.55,27386.55,27386.55,0
9/14/2018 1:16:00 PM,27386.55,27386.55,27386.55,27386.55,0
9/14/2018 1:15:00 PM,27357.15,27386.55,27357.15,27386.55,120
9/14/2018 1:14:00 PM,27357.15,27357.15,27357.15,27357.15,0
9/14/2018 1:13:00 PM,27357.15,27357.15,27357.15,27357.15,0
9/14/2018 1:12:00 PM,27357.25,27357.25,27357.15,27357.15,40
9/14/2018 1:11:00 PM,27357.25,27357.25,27357.25,27357.25,0
9/14/2018 1:10:00 PM,27357.25,27357.25,27357.25,27357.25,0
9/14/2018 1:09:00 PM,27360,27360,27357.25,27357.25,40
9/14/2018 1:08:00 PM,27356.25,27360,27334.95,27360,80
9/14/2018 1:07:00 PM,27356.25,27356.25,27356.25,27356.25,0
9/14/2018 1:06:00 PM,27356.25,27356.25,27356.25,27356.25,0
9/14/2018 1:05:00 PM,27350,27356.25,27350,27356.25,120
9/14/2018 1:04:00 PM,27350,27350,27350,27350,0
9/14/2018 1:03:00 PM,27310,27350,27310,27350,120
9/14/2018 1:02:00 PM,27310,27310,27310,27310,0
9/14/2018 1:01:00 PM,27310,27310,27310,27310,0
9/14/2018 1:00:00 PM,27310,27310,27310,27310,0
9/14/2018 12:59:00 PM,27310,27310,27310,27310,0
9/14/2018 12:58:00 PM,27310,27310,27310,27310,0
9/14/2018 12:57:00 PM,27310,27310,27310,27310,0
9/14/2018 12:56:00 PM,27310,27310,27310,27310,0
9/14/2018 12:55:00 PM,27310,27310,27310,27310,0
9/14/2018 12:54:00 PM,27310,27310,27310,27310,0
9/14/2018 12:53:00 PM,27310,27310,27310,27310,0
9/14/2018 12:52:00 PM,27310,27310,27310,27310,0
9/14/2018 12:51:00 PM,27310,27310,27310,27310,0
9/14/2018 12:50:00 PM,27310,27310,27310,27310,0
9/14/2018 12:49:00 PM,27310,27310,27310,27310,0
9/14/2018 12:48:00 PM,27310,27310,27310,27310,0
9/14/2018 12:47:00 PM,27310,27310,27310,27310,0
9/14/2018 12:46:00 PM,27310,27310,27310,27310,0
9/14/2018 12:45:00 PM,27310,27310,27310,27310,0
9/14/2018 12:44:00 PM,27310,27310,27310,27310,0
9/14/2018 12:43:00 PM,27310,27310,27310,27310,0
9/14/2018 12:42:00 PM,27310,27310,27310,27310,0
9/14/2018 12:41:00 PM,27310,27310,27310,27310,0
9/14/2018 12:40:00 PM,27310,27310,27310,27310,0
9/14/2018 12:39:00 PM,27310,27310,27310,27310,0
9/14/2018 12:38:00 PM,27310,27310,27310,27310,0
9/14/2018 12:37:00 PM,27310,27310,27310,27310,0
9/14/2018 12:36:00 PM,27310,27310,27310,27310,0
9/14/2018 12:35:00 PM,27310,27310,27310,27310,0
9/14/2018 12:34:00 PM,27310,27310,27310,27310,0
9/14/2018 12:33:00 PM,27310,27310,27310,27310,0
9/14/2018 12:32:00 PM,27310,27310,27310,27310,0
9/14/2018 12:31:00 PM,27310,27310,27310,27310,0
9/14/2018 12:30:00 PM,27310,27310,27310,27310,0
9/14/2018 12:29:00 PM,27310,27310,27310,27310,0
9/14/2018 12:28:00 PM,27310,27310,27310,27310,40
9/14/2018 12:27:00 PM,27296.15,27310,27296.15,27310,80
9/14/2018 12:26:00 PM,27296.15,27296.15,27296.15,27296.15,0
9/14/2018 12:25:00 PM,27296.15,27296.15,27296.15,27296.15,0
9/14/2018 12:24:00 PM,27296.15,27296.15,27296.15,27296.15,0
9/14/2018 12:23:00 PM,27296.15,27296.15,27296.15,27296.15,0
9/14/2018 12:22:00 PM,27296.15,27296.15,27296.15,27296.15,0
9/14/2018 12:21:00 PM,27296.15,27296.15,27296.15,27296.15,0
9/14/2018 12:20:00 PM,27296.15,27296.15,27296.15,27296.15,0
9/14/2018 12:19:00 PM,27296.15,27296.15,27296.15,27296.15,0
9/14/2018 12:18:00 PM,27300,27300,27296.15,27296.15,40
9/14/2018 12:17:00 PM,27300,27300,27300,27300,0
9/14/2018 12:16:00 PM,27300,27300,27300,27300,0
9/14/2018 12:15:00 PM,27300,27300,27300,27300,0
9/14/2018 12:14:00 PM,27300,27300,27300,27300,0
9/14/2018 12:13:00 PM,27300,27300,27300,27300,0
9/14/2018 12:12:00 PM,27300,27300,27300,27300,0
9/14/2018 12:11:00 PM,27300,27300,27300,27300,0
9/14/2018 12:10:00 PM,27300,27300,27300,27300,0
9/14/2018 12:09:00 PM,27300,27300,27300,27300,0
9/14/2018 12:08:00 PM,27300,27300,27300,27300,0
9/14/2018 12:07:00 PM,27300,27300,27300,27300,0
9/14/2018 12:06:00 PM,27300,27300,27300,27300,0
9/14/2018 12:05:00 PM,27300,27300,27300,27300,0
9/14/2018 12:04:00 PM,27300,27300,27300,27300,0
9/14/2018 12:03:00 PM,27267.35,27300,27267.35,27300,160
9/14/2018 12:02:00 PM,27267.35,27267.35,27267.35,27267.35,0
9/14/2018 12:01:00 PM,27267.35,27267.35,27267.35,27267.35,0
9/14/2018 12:00:00 PM,27267.35,27267.35,27267.35,27267.35,0
9/14/2018 11:59:00 AM,27253,27273.5,27253,27267.35,80
9/14/2018 11:58:00 AM,27253,27253,27253,27253,0
9/14/2018 11:57:00 AM,27253,27253,27253,27253,0
9/14/2018 11:56:00 AM,27253,27253,27253,27253,0
9/14/2018 11:55:00 AM,27253,27253,27253,27253,0
9/14/2018 11:54:00 AM,27262.4,27262.4,27253,27253,40
9/14/2018 11:53:00 AM,27262.4,27262.4,27262.4,27262.4,0
9/14/2018 11:52:00 AM,27273.35,27273.35,27262.4,27262.4,40
9/14/2018 11:51:00 AM,27273.35,27273.35,27273.35,27273.35,0
9/14/2018 11:50:00 AM,27273.35,27273.35,27273.35,27273.35,0
9/14/2018 11:49:00 AM,27251.4,27273.35,27251.4,27273.35,40
9/14/2018 11:48:00 AM,27257.4,27257.4,27251.4,27251.4,80
9/14/2018 11:47:00 AM,27257.4,27257.4,27257.4,27257.4,0
9/14/2018 11:46:00 AM,27276.8,27276.8,27257.4,27257.4,40
9/14/2018 11:45:00 AM,27276.8,27276.8,27276.8,27276.8,0
9/14/2018 11:44:00 AM,27256.9,27276.8,27256.9,27276.8,40
9/14/2018 11:43:00 AM,27256.9,27256.9,27256.9,27256.9,0
9/14/2018 11:42:00 AM,27256.9,27256.9,27256.9,27256.9,0
9/14/2018 11:41:00 AM,27250,27256.9,27250,27256.9,40
9/14/2018 11:40:00 AM,27324.55,27324.55,27250,27250,160
9/14/2018 11:39:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:38:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:37:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:36:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:35:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:34:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:33:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:32:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:31:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:30:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:29:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:28:00 AM,27324.55,27324.55,27324.55,27324.55,0
9/14/2018 11:27:00 AM,27301.95,27324.55,27301.95,27324.55,40
9/14/2018 11:26:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:25:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:24:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:23:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:22:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:21:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:20:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:19:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:18:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:17:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:16:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:15:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:14:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:13:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:12:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:11:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:10:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:09:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:08:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:07:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:06:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:05:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:04:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:03:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:02:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:01:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 11:00:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 10:59:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 10:58:00 AM,27301.95,27301.95,27301.95,27301.95,0
9/14/2018 10:57:00 AM,27313.55,27313.55,27301.95,27301.95,40
9/14/2018 10:56:00 AM,27313.55,27313.55,27313.55,27313.55,0
9/14/2018 10:55:00 AM,27313.55,27313.55,27313.55,27313.55,0
9/14/2018 10:54:00 AM,27313.55,27313.55,27313.55,27313.55,0
9/14/2018 10:53:00 AM,27283.85,27313.55,27283.85,27313.55,40
9/14/2018 10:52:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:51:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:50:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:49:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:48:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:47:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:46:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:45:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:44:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:43:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:42:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:41:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:40:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:39:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:38:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:37:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:36:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:35:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:34:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:33:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:32:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:31:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:30:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:29:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:28:00 AM,27283.85,27283.85,27283.85,27283.85,0
9/14/2018 10:27:00 AM,27283.85,27283.85,27283.85,27283.85,0
