Date,NIFTY18OCT11500PE O,NIFTY18OCT11500PE H,NIFTY18OCT11500PE L,NIFTY18OCT11500PE C,NIFTY18OCT11500PE V
9/14/2018 2:37:00 PM,166.5,170,166.5,168.9,1050
9/14/2018 2:36:00 PM,168,168,166.5,166.5,450
9/14/2018 2:35:00 PM,168.5,168.75,168,168,825
9/14/2018 2:34:00 PM,169.1,170.05,168.5,168.5,4725
9/14/2018 2:33:00 PM,167.25,169.15,167.25,169.15,9600
9/14/2018 2:32:00 PM,168.05,168.1,167.1,167.25,6150
9/14/2018 2:31:00 PM,168.6,168.6,166.5,167.5,1800
9/14/2018 2:30:00 PM,169.05,169.45,168.4,168.6,450
9/14/2018 2:29:00 PM,169.35,169.4,168.3,169.05,2400
9/14/2018 2:28:00 PM,169.6,170.55,169.3,169.65,450
9/14/2018 2:27:00 PM,168.75,170.4,168.75,169.6,1650
9/14/2018 2:26:00 PM,169,169.5,168.35,168.75,7350
9/14/2018 2:25:00 PM,168.65,169.4,168.1,169,11700
9/14/2018 2:24:00 PM,168.5,169.3,168.05,168.65,600
9/14/2018 2:23:00 PM,167.15,168.5,167.15,168.5,750
9/14/2018 2:22:00 PM,166.9,167.15,166.5,167.15,3600
9/14/2018 2:21:00 PM,166.6,167.4,166.5,166.9,2025
9/14/2018 2:20:00 PM,166.4,168,166.4,166.6,13275
9/14/2018 2:19:00 PM,165.5,166.4,165.2,166.4,4275
9/14/2018 2:18:00 PM,164.95,166.75,164.95,165.5,4500
9/14/2018 2:17:00 PM,166,166,164.75,164.95,825
9/14/2018 2:16:00 PM,165.15,166.7,164.85,166,14250
9/14/2018 2:15:00 PM,166.3,166.3,165,165.15,10650
9/14/2018 2:14:00 PM,168,168.4,166,166.3,1875
9/14/2018 2:13:00 PM,167.7,168.05,167.35,168,450
9/14/2018 2:12:00 PM,167.65,168,167.25,167.7,1200
9/14/2018 2:11:00 PM,168.5,168.5,167.6,167.65,300
9/14/2018 2:10:00 PM,169.35,169.5,168.5,168.5,750
9/14/2018 2:09:00 PM,170.25,170.25,169.35,169.35,600
9/14/2018 2:08:00 PM,169.35,170.25,169.35,170.25,225
9/14/2018 2:07:00 PM,171.15,171.15,168.6,169.35,450
9/14/2018 2:06:00 PM,174.65,174.65,171.15,171.15,225
9/14/2018 2:05:00 PM,171.95,174.65,171.95,174.65,900
9/14/2018 2:04:00 PM,168.85,172,168.85,171.95,11775
9/14/2018 2:03:00 PM,170,170.15,168.75,168.85,5700
9/14/2018 2:02:00 PM,169.8,170,168.55,170,3900
9/14/2018 2:01:00 PM,169,169.8,168.25,169.8,6525
9/14/2018 2:00:00 PM,167,169,167,169,300
9/14/2018 1:59:00 PM,167,167,166,167,300
9/14/2018 1:58:00 PM,166.25,167,165.75,167,6525
9/14/2018 1:57:00 PM,163.7,166.25,163.55,166.25,7050
9/14/2018 1:56:00 PM,165.35,166,163.7,163.7,5100
9/14/2018 1:55:00 PM,164.75,165.9,164.75,165.35,4350
9/14/2018 1:54:00 PM,165.35,165.35,163.5,164.75,1875
9/14/2018 1:53:00 PM,166,166.1,165,165.35,225
9/14/2018 1:52:00 PM,165,166,164.25,166,525
9/14/2018 1:51:00 PM,164,165.25,163.35,165,600
9/14/2018 1:50:00 PM,165.25,165.25,163.2,164,750
9/14/2018 1:49:00 PM,164.2,165.25,164,165.25,375
9/14/2018 1:48:00 PM,165.9,165.9,164.2,164.2,375
9/14/2018 1:47:00 PM,166.25,166.65,165.75,165.9,675
9/14/2018 1:46:00 PM,167.25,167.55,165.9,166.25,750
9/14/2018 1:45:00 PM,165.25,167.4,165.25,167.1,12000
9/14/2018 1:44:00 PM,167,167,165,166,5625
9/14/2018 1:43:00 PM,167,167,165.3,167,12225
9/14/2018 1:42:00 PM,166.05,167,165.6,167,11175
9/14/2018 1:41:00 PM,164.45,166.05,164.45,166.05,9300
9/14/2018 1:40:00 PM,164.55,165.1,164.55,164.9,10425
9/14/2018 1:39:00 PM,164.6,164.8,164.15,164.55,300
9/14/2018 1:38:00 PM,163.4,164.6,162.8,164.6,375
9/14/2018 1:37:00 PM,165.05,165.05,163.05,163.4,1350
9/14/2018 1:36:00 PM,166.5,166.65,164.6,165.05,750
9/14/2018 1:35:00 PM,166.3,167.3,165.65,166.4,750
9/14/2018 1:34:00 PM,166.5,166.55,165.3,166.3,2175
9/14/2018 1:33:00 PM,168.2,168.2,166.5,166.5,975
9/14/2018 1:32:00 PM,169,169,167.55,168.2,675
9/14/2018 1:31:00 PM,167.25,169,167,169,10125
9/14/2018 1:30:00 PM,165.5,167,165,167,6600
9/14/2018 1:29:00 PM,163.7,166.85,163.7,165.5,9675
9/14/2018 1:28:00 PM,164,164,163.1,163.7,3825
9/14/2018 1:27:00 PM,162,164.4,161.9,164,8175
9/14/2018 1:26:00 PM,162,162,161,161.8,5400
9/14/2018 1:25:00 PM,161.55,162.5,161.55,162,3975
9/14/2018 1:24:00 PM,162.45,162.45,161.55,161.55,375
9/14/2018 1:23:00 PM,162.3,162.45,162.3,162.45,300
9/14/2018 1:22:00 PM,164.5,164.5,162.5,162.5,150
9/14/2018 1:21:00 PM,162.4,164.5,162.4,164.5,75
9/14/2018 1:20:00 PM,163.5,163.5,162.4,162.4,75
9/14/2018 1:19:00 PM,164.4,164.4,163.4,163.5,525
9/14/2018 1:18:00 PM,163,164.55,163,164.4,1200
9/14/2018 1:17:00 PM,161.4,164,161.4,164,2700
9/14/2018 1:16:00 PM,164,164,161.4,161.4,600
9/14/2018 1:15:00 PM,166.4,166.4,163.05,164,1350
9/14/2018 1:14:00 PM,166.8,166.8,166.35,166.4,300
9/14/2018 1:13:00 PM,166,166.8,165.55,166.8,375
9/14/2018 1:12:00 PM,164.45,166,164.45,166,150
9/14/2018 1:11:00 PM,165.75,166,164.45,164.45,1650
9/14/2018 1:10:00 PM,166.85,166.9,165.75,165.75,2775
9/14/2018 1:09:00 PM,167.55,167.55,166,166.85,2025
9/14/2018 1:08:00 PM,170,170,167.35,167.55,675
9/14/2018 1:07:00 PM,169.85,170,169.5,170,300
9/14/2018 1:06:00 PM,168.6,168.6,168.6,168.6,0
9/14/2018 1:05:00 PM,172,172,167.75,168.6,1125
9/14/2018 1:04:00 PM,174.1,174.15,172,172,675
9/14/2018 1:03:00 PM,174.2,174.5,173.7,174.1,7800
9/14/2018 1:02:00 PM,173,174.2,172.15,174.2,4575
9/14/2018 1:01:00 PM,175.5,175.5,173.9,174.6,6375
9/14/2018 1:00:00 PM,176,176,175,175.5,5775
9/14/2018 12:59:00 PM,177.05,177.05,176,176,3225
9/14/2018 12:58:00 PM,177,177.05,177,177.05,75
9/14/2018 12:57:00 PM,177.2,177.2,177,177,1800
9/14/2018 12:56:00 PM,178,178,177.2,177.2,225
9/14/2018 12:55:00 PM,178,178.05,178,178,6075
9/14/2018 12:54:00 PM,177.3,178,177.1,178,6675
9/14/2018 12:53:00 PM,177.3,177.3,177.3,177.3,0
9/14/2018 12:52:00 PM,177.3,177.3,177.3,177.3,0
9/14/2018 12:51:00 PM,177.3,177.3,177.1,177.3,150
9/14/2018 12:50:00 PM,177.3,177.3,177.3,177.3,75
9/14/2018 12:49:00 PM,176.85,177.9,176.85,177.15,600
9/14/2018 12:48:00 PM,176.2,176.85,176.2,176.85,75
9/14/2018 12:47:00 PM,176.95,176.95,176.2,176.2,150
9/14/2018 12:46:00 PM,178.55,178.55,178.55,178.55,0
9/14/2018 12:45:00 PM,175.8,178.6,175.8,178.55,600
9/14/2018 12:44:00 PM,175.8,175.8,175.8,175.8,0
9/14/2018 12:43:00 PM,175.8,175.8,175.8,175.8,0
9/14/2018 12:42:00 PM,175.8,175.8,175.8,175.8,0
9/14/2018 12:41:00 PM,175.8,175.8,175.8,175.8,0
9/14/2018 12:40:00 PM,175.8,175.8,175.8,175.8,0
9/14/2018 12:39:00 PM,176.2,176.2,175.8,175.8,75
9/14/2018 12:38:00 PM,176.9,176.9,176.2,176.2,75
9/14/2018 12:37:00 PM,176.9,176.9,176.9,176.9,0
9/14/2018 12:36:00 PM,176.3,176.9,176.3,176.9,75
9/14/2018 12:35:00 PM,176.75,176.75,176.3,176.3,150
9/14/2018 12:34:00 PM,177,177,176.75,176.75,75
9/14/2018 12:33:00 PM,176.7,177,176.7,177,600
9/14/2018 12:32:00 PM,176.7,176.7,176.7,176.7,0
9/14/2018 12:31:00 PM,176.7,176.7,176.7,176.7,0
9/14/2018 12:30:00 PM,176.2,176.7,176.2,176.7,300
9/14/2018 12:29:00 PM,175.6,175.6,175.6,175.6,0
9/14/2018 12:28:00 PM,175,176.4,174.9,175.6,300
9/14/2018 12:27:00 PM,175.9,175.9,174.7,175,1425
9/14/2018 12:26:00 PM,177.1,177.1,175.9,175.9,150
9/14/2018 12:25:00 PM,177.1,177.1,177.1,177.1,0
9/14/2018 12:24:00 PM,177.3,177.3,177.1,177.1,150
9/14/2018 12:23:00 PM,177.3,177.3,177.3,177.3,0
9/14/2018 12:22:00 PM,176.65,177.3,176.65,177.3,450
9/14/2018 12:21:00 PM,176.45,176.85,176.45,176.65,150
9/14/2018 12:20:00 PM,176.45,176.45,176.45,176.45,150
9/14/2018 12:19:00 PM,179.25,179.25,177.25,177.25,75
9/14/2018 12:18:00 PM,179.25,179.25,179.25,179.25,0
9/14/2018 12:17:00 PM,179.25,179.25,179.25,179.25,0
9/14/2018 12:16:00 PM,178.75,179.25,178.75,179.25,75
9/14/2018 12:15:00 PM,180,180,178.75,178.75,75
9/14/2018 12:14:00 PM,181.7,181.7,180,180,75
9/14/2018 12:13:00 PM,181.35,181.7,181.35,181.7,75
9/14/2018 12:12:00 PM,181,181.35,181,181.35,75
9/14/2018 12:11:00 PM,181.45,181.5,180.2,181,9525
9/14/2018 12:10:00 PM,180.5,181.5,180,181.5,1725
9/14/2018 12:09:00 PM,180,180.5,180,180.5,2700
9/14/2018 12:08:00 PM,180,180.35,180,180,5175
9/14/2018 12:07:00 PM,178.55,180,178.35,180,5925
9/14/2018 12:06:00 PM,179,179,178.25,178.25,7125
9/14/2018 12:05:00 PM,179.8,179.8,178,179.05,5100
9/14/2018 12:04:00 PM,179.8,179.8,179.8,179.8,0
9/14/2018 12:03:00 PM,179.8,179.8,179.8,179.8,0
9/14/2018 12:02:00 PM,180.1,180.6,179.8,179.8,1650
9/14/2018 12:01:00 PM,180.1,180.1,180.1,180.1,825
9/14/2018 12:00:00 PM,181.15,181.15,180.1,180.1,75
9/14/2018 11:59:00 AM,182.5,182.5,180.85,181.15,1425
9/14/2018 11:58:00 AM,182.3,182.5,182.3,182.5,525
9/14/2018 11:57:00 AM,182.3,182.3,182.3,182.3,0
9/14/2018 11:56:00 AM,183.8,183.8,182.3,182.3,300
9/14/2018 11:55:00 AM,187.15,187.15,183.8,183.8,525
9/14/2018 11:54:00 AM,185.7,187.15,185.7,187.15,450
9/14/2018 11:53:00 AM,185.2,186.35,185.05,185.65,750
9/14/2018 11:52:00 AM,185,185.2,185,185.2,75
9/14/2018 11:51:00 AM,183.5,185.25,183.4,185,825
9/14/2018 11:50:00 AM,183.5,183.5,183.5,183.5,0
9/14/2018 11:49:00 AM,184.1,184.1,183.5,183.5,75
9/14/2018 11:48:00 AM,185,185,183.3,184.1,150
9/14/2018 11:47:00 AM,185,185,185,185,150
9/14/2018 11:46:00 AM,184,185.05,183.5,185,4350
9/14/2018 11:45:00 AM,181.4,184,181.4,184,5925
9/14/2018 11:44:00 AM,183,183,180.35,181.4,3300
9/14/2018 11:43:00 AM,183.6,183.6,182.55,183,6750
9/14/2018 11:42:00 AM,184,184,183.6,183.6,75
9/14/2018 11:41:00 AM,186.45,186.45,183.95,184,450
9/14/2018 11:40:00 AM,183,186.45,183,186.45,975
9/14/2018 11:39:00 AM,181,183,181,183,1125
9/14/2018 11:38:00 AM,180.75,181,180.75,181,300
9/14/2018 11:37:00 AM,179.95,180.75,179.95,180.75,750
9/14/2018 11:36:00 AM,179.5,179.95,179.5,179.95,75
9/14/2018 11:35:00 AM,180,180,179.5,179.5,150
9/14/2018 11:34:00 AM,180,180,180,180,0
9/14/2018 11:33:00 AM,181.05,182,179.9,180,2475
9/14/2018 11:32:00 AM,180,181,179.6,180.6,7425
9/14/2018 11:31:00 AM,180,180.05,177.9,180,6600
9/14/2018 11:30:00 AM,178,180,178,180,7800
9/14/2018 11:29:00 AM,175.95,178,175.85,178,3300
9/14/2018 11:28:00 AM,175.95,175.95,175.95,175.95,0
9/14/2018 11:27:00 AM,175.2,175.95,175,175.95,1650
9/14/2018 11:26:00 AM,174.05,175,174.05,175,8175
9/14/2018 11:25:00 AM,173.25,174.05,173,174.05,825
9/14/2018 11:24:00 AM,173.25,173.5,173,173.25,6000
9/14/2018 11:23:00 AM,173,173.6,173,173.25,2175
9/14/2018 11:22:00 AM,172.5,173,172.5,173,2475
9/14/2018 11:21:00 AM,172.5,172.5,172.5,172.5,2850
9/14/2018 11:20:00 AM,172,172.5,171.5,172.5,375
9/14/2018 11:19:00 AM,172,172,171.3,172,4050
9/14/2018 11:18:00 AM,172,172,172,172,450
9/14/2018 11:17:00 AM,172.6,172.6,172,172,750
9/14/2018 11:16:00 AM,172.6,172.6,172.6,172.6,0
9/14/2018 11:15:00 AM,173,173.1,172.6,172.6,150
9/14/2018 11:14:00 AM,172.5,173,172.5,173,300
9/14/2018 11:13:00 AM,170.7,172.5,170.7,172.5,525
9/14/2018 11:12:00 AM,171.85,171.85,170.3,170.7,300
9/14/2018 11:11:00 AM,171.25,171.85,171,171.85,375
9/14/2018 11:10:00 AM,171,172.25,171,171.25,375
9/14/2018 11:09:00 AM,173.05,173.05,171,171,375
9/14/2018 11:08:00 AM,173,173.25,173,173.05,2925
9/14/2018 11:07:00 AM,173.25,173.25,172.7,173.05,1875
9/14/2018 11:06:00 AM,173.5,173.7,173,173.25,2475
9/14/2018 11:05:00 AM,173,173.5,173,173.5,525
9/14/2018 11:04:00 AM,173.45,173.55,173,173,4950
9/14/2018 11:03:00 AM,174,174,172.6,173.45,7125
9/14/2018 11:02:00 AM,172.25,174,172.25,174,7050
9/14/2018 11:01:00 AM,174,174,172.25,172.25,900
9/14/2018 11:00:00 AM,173.5,174,172.95,174,3300
9/14/2018 10:59:00 AM,171.95,173.5,171.95,173.5,1575
9/14/2018 10:58:00 AM,172.75,172.75,171.95,171.95,75
9/14/2018 10:57:00 AM,173.05,173.4,172.75,172.75,825
9/14/2018 10:56:00 AM,173.25,173.7,173.05,173.05,3000
9/14/2018 10:55:00 AM,172.5,173.25,172.5,173.25,5625
9/14/2018 10:54:00 AM,171,172.5,171,172.5,4125
9/14/2018 10:53:00 AM,171.25,171.5,171,171,2400
9/14/2018 10:52:00 AM,171,171.5,169.95,171.25,6750
9/14/2018 10:51:00 AM,169.3,171,169.25,171,6075
9/14/2018 10:50:00 AM,168.95,170.05,168.55,169.3,4275
9/14/2018 10:49:00 AM,169,169.5,168.25,168.95,2400
9/14/2018 10:48:00 AM,168.9,169.45,168.3,169,6900
9/14/2018 10:47:00 AM,169.05,169.35,168.45,169.35,4200
9/14/2018 10:46:00 AM,168.3,169.7,168.15,169,9225
9/14/2018 10:45:00 AM,167.9,168.85,167.4,168.85,12375
9/14/2018 10:44:00 AM,167.6,168,166.1,167.2,4425
9/14/2018 10:43:00 AM,167.4,168.7,166.7,167.6,21675
9/14/2018 10:42:00 AM,167.8,168.9,167.6,168.4,15150
9/14/2018 10:41:00 AM,168.5,169.45,167.5,167.85,14925
9/14/2018 10:40:00 AM,169,169.7,167.55,168.5,21300
9/14/2018 10:39:00 AM,168.5,169.2,167.5,169,6675
9/14/2018 10:38:00 AM,168.5,169.2,167.9,168.5,3300
9/14/2018 10:37:00 AM,168,168.75,168,168.5,1200
9/14/2018 10:36:00 AM,168.6,169.7,168,168,2325
9/14/2018 10:35:00 AM,169.05,170.15,168.4,168.6,4425
9/14/2018 10:34:00 AM,168.75,169.05,168.75,169.05,75
9/14/2018 10:33:00 AM,170,170,168.75,168.75,1050
9/14/2018 10:32:00 AM,171,171.25,170,170,2925
9/14/2018 10:31:00 AM,171,171,170.5,171,2100
9/14/2018 10:30:00 AM,171,171.25,171,171,1050
9/14/2018 10:29:00 AM,171.25,171.25,171,171,1725
9/14/2018 10:28:00 AM,171,171.25,171,171.25,375
9/14/2018 10:27:00 AM,171.2,171.2,171,171,2925
9/14/2018 10:26:00 AM,171.8,173,171.2,171.2,450
9/14/2018 10:25:00 AM,172.05,172.55,171.8,171.8,300
9/14/2018 10:24:00 AM,173.4,173.4,171.65,172.05,225
9/14/2018 10:23:00 AM,173,174.35,173,173.4,675
9/14/2018 10:22:00 AM,173,174.5,173,173,1575
9/14/2018 10:21:00 AM,173.3,173.3,172.6,173,675
9/14/2018 10:20:00 AM,172.75,173.3,172.75,173.3,150
9/14/2018 10:19:00 AM,172.25,173.7,172.2,172.75,6075
9/14/2018 10:18:00 AM,171.8,173,171.25,172.25,10275
9/14/2018 10:17:00 AM,170.4,172.5,170.05,171.8,23625
9/14/2018 10:16:00 AM,172.5,173.7,170.4,170.4,9150
9/14/2018 10:15:00 AM,171.1,173.45,170.95,172.5,5025
9/14/2018 10:14:00 AM,171.75,172.3,170.55,171.1,5700
9/14/2018 10:13:00 AM,170.25,171.5,170.25,171,4425
9/14/2018 10:12:00 AM,171.3,171.3,170.2,170.2,2400
9/14/2018 10:11:00 AM,171.3,171.3,171,171.3,750
9/14/2018 10:10:00 AM,173.2,173.2,171.3,171.3,600
9/14/2018 10:09:00 AM,170.5,173.2,170.5,173.2,375
9/14/2018 10:08:00 AM,171,171,170.5,170.5,675
9/14/2018 10:07:00 AM,172.5,172.5,171,171,600
9/14/2018 10:06:00 AM,173.2,173.2,172.5,172.5,450
9/14/2018 10:05:00 AM,172.75,173.4,172.75,173.2,525
9/14/2018 10:04:00 AM,173,173.6,172.75,172.75,975
9/14/2018 10:03:00 AM,173.2,173.7,172.75,173,900
9/14/2018 10:02:00 AM,174.6,175,173.2,173.2,6600
9/14/2018 10:01:00 AM,173.5,174.65,173.5,174.6,600
9/14/2018 10:00:00 AM,175.75,175.75,173.5,173.5,1575
9/14/2018 9:59:00 AM,176.45,176.45,175.25,175.75,1050
9/14/2018 9:58:00 AM,178.05,178.05,176.45,176.45,75
9/14/2018 9:57:00 AM,179.3,179.3,178.05,178.05,75
9/14/2018 9:56:00 AM,178.75,179.3,178.75,179.3,150
9/14/2018 9:55:00 AM,178.35,179,178.35,178.75,600
9/14/2018 9:54:00 AM,176.05,178.45,176.05,178.35,2325
9/14/2018 9:53:00 AM,177,177.3,176.05,176.05,600
9/14/2018 9:52:00 AM,178,178,176,177,900
9/14/2018 9:51:00 AM,177,178,177,178,1050
9/14/2018 9:50:00 AM,178.4,178.4,176.65,177,450
9/14/2018 9:49:00 AM,177.2,178.4,176.5,178.4,600
9/14/2018 9:48:00 AM,178.15,178.15,176.5,177.2,2400
9/14/2018 9:47:00 AM,178.75,179.05,176.85,178.15,3525
9/14/2018 9:46:00 AM,179,179.3,177.55,178.75,375
9/14/2018 9:45:00 AM,181,181,178.3,179,825
9/14/2018 9:44:00 AM,181.35,181.35,179.3,181,6300
9/14/2018 9:43:00 AM,181.4,182.6,179.75,181.9,5625
9/14/2018 9:42:00 AM,182.7,182.7,181.3,181.4,600
9/14/2018 9:41:00 AM,182,183.2,179.4,182.7,8775
9/14/2018 9:40:00 AM,182.65,183.2,181.05,182,9450
9/14/2018 9:39:00 AM,180.05,182.95,180,182.75,9900
9/14/2018 9:38:00 AM,178.7,180.75,177.5,180.75,16650
9/14/2018 9:37:00 AM,180.2,180.2,176.75,177.5,14700
9/14/2018 9:36:00 AM,178.95,181.85,178.5,178.5,12450
9/14/2018 9:35:00 AM,177.05,179.5,176.2,178.1,27375
9/14/2018 9:34:00 AM,178.2,178.75,175.25,177.75,21000
9/14/2018 9:33:00 AM,178.35,180,176.45,178,29625
9/14/2018 9:32:00 AM,178.25,179.95,176.8,179.2,19650
9/14/2018 9:31:00 AM,178.5,179.75,176.5,177.55,28950
9/14/2018 9:30:00 AM,178.1,178.45,175.75,177.15,16050
9/14/2018 9:29:00 AM,179.1,180.25,177.3,178.5,23625
9/14/2018 9:28:00 AM,179.55,180.95,178.3,180.45,22125
9/14/2018 9:27:00 AM,181,181.65,177.85,179.55,14850
9/14/2018 9:26:00 AM,181,181.35,178.15,181.25,12375
9/14/2018 9:25:00 AM,182.5,182.5,181,181,2025
9/14/2018 9:24:00 AM,180.95,182.5,180.95,182.5,900
9/14/2018 9:23:00 AM,179.45,181.55,179.45,180.95,1125
9/14/2018 9:22:00 AM,179.7,180.2,177.05,179.45,600
9/14/2018 9:21:00 AM,177.7,179.7,176.25,179.7,5325
9/14/2018 9:20:00 AM,180.9,180.9,177.7,177.7,900
9/14/2018 9:19:00 AM,172.85,181.05,172.85,180.9,2250
9/14/2018 9:18:00 AM,172,173,170.7,172.85,1875
9/14/2018 9:17:00 AM,175.35,175.35,172,172,1650
9/14/2018 9:16:00 AM,173,175.35,172,175.35,3675
9/14/2018 9:15:00 AM,175,175,171.85,173,5475
