Date,GBPINR18OCTFUT O,GBPINR18OCTFUT H,GBPINR18OCTFUT L,GBPINR18OCTFUT C,GBPINR18OCTFUT V
9/14/2018 9:35:00 AM,94.92,94.9425,94.92,94.9425,126
9/14/2018 9:34:00 AM,94.9275,94.935,94.905,94.92,177
9/14/2018 9:33:00 AM,94.8825,94.9275,94.8825,94.9275,178
9/14/2018 9:32:00 AM,94.89,94.89,94.8825,94.8825,1
9/14/2018 9:31:00 AM,94.895,94.9,94.89,94.89,5
9/14/2018 9:30:00 AM,94.905,94.905,94.895,94.895,6
9/14/2018 9:29:00 AM,94.8975,94.905,94.87,94.905,201
9/14/2018 9:28:00 AM,94.9,94.915,94.8975,94.8975,225
9/14/2018 9:27:00 AM,94.88,94.9,94.8725,94.9,374
9/14/2018 9:26:00 AM,94.87,94.87,94.86,94.87,10
9/14/2018 9:25:00 AM,94.8975,94.8975,94.87,94.87,5
9/14/2018 9:24:00 AM,94.8725,94.8975,94.8675,94.8975,92
9/14/2018 9:23:00 AM,94.88,94.8825,94.8725,94.8725,90
9/14/2018 9:22:00 AM,94.9225,94.9225,94.88,94.88,5
9/14/2018 9:21:00 AM,94.8975,94.9225,94.8875,94.9225,93
9/14/2018 9:20:00 AM,94.8925,94.9025,94.89,94.8975,39
9/14/2018 9:19:00 AM,94.8725,94.9125,94.8725,94.8925,53
9/14/2018 9:18:00 AM,94.8625,94.8725,94.8475,94.8725,134
9/14/2018 9:17:00 AM,94.82,94.8625,94.82,94.8625,42
9/14/2018 9:16:00 AM,94.8,94.82,94.8,94.82,18
9/14/2018 9:15:00 AM,94.8,94.8125,94.8,94.8125,4
9/14/2018 9:14:00 AM,94.77,94.8125,94.77,94.8,106
9/14/2018 9:13:00 AM,94.7525,94.77,94.7525,94.77,13
9/14/2018 9:12:00 AM,94.735,94.7525,94.72,94.7525,13
9/14/2018 9:11:00 AM,94.755,94.755,94.735,94.735,9
9/14/2018 9:10:00 AM,94.75,94.77,94.7475,94.755,38
9/14/2018 9:09:00 AM,94.76,94.76,94.7275,94.75,55
9/14/2018 9:08:00 AM,94.7225,94.76,94.7225,94.76,280
9/14/2018 9:07:00 AM,94.6975,94.725,94.6875,94.7225,67
9/14/2018 9:06:00 AM,94.75,94.75,94.7025,94.7275,19
9/14/2018 9:05:00 AM,94.8,94.8,94.75,94.75,36
9/14/2018 9:04:00 AM,94.8,94.81,94.7825,94.8,42
9/14/2018 9:03:00 AM,94.7825,94.8,94.7825,94.8,30
9/14/2018 9:02:00 AM,94.79,94.8,94.7825,94.7825,20
9/14/2018 9:01:00 AM,94.71,94.79,94.7,94.79,38
9/14/2018 9:00:00 AM,94.755,94.755,94.71,94.71,37
