Date,NIFTY18SEP11350PE O,NIFTY18SEP11350PE H,NIFTY18SEP11350PE L,NIFTY18SEP11350PE C,NIFTY18SEP11350PE V
9/14/2018 3:29:00 PM,43.45,45.75,43.45,45.75,3225
9/14/2018 3:28:00 PM,42.95,43.45,42.85,43.45,2550
9/14/2018 3:27:00 PM,41.9,42.95,41.9,42.95,7575
9/14/2018 3:26:00 PM,42.15,42.2,41.7,41.9,2100
9/14/2018 3:25:00 PM,42.1,42.3,41.95,42.15,2850
9/14/2018 3:24:00 PM,42.1,42.25,41.9,42.1,1050
9/14/2018 3:23:00 PM,42,42.2,41.9,42.1,900
9/14/2018 3:22:00 PM,41.6,42,41.6,42,375
9/14/2018 3:21:00 PM,41.7,42,41.6,41.6,2400
9/14/2018 3:20:00 PM,41.05,42.05,41,41.7,3825
9/14/2018 3:19:00 PM,40.85,41.6,40.85,41,2175
9/14/2018 3:18:00 PM,41.3,41.3,40.85,40.85,2025
9/14/2018 3:17:00 PM,41.5,41.95,41.3,41.3,1125
9/14/2018 3:16:00 PM,41.75,42.3,41.5,41.5,4650
9/14/2018 3:15:00 PM,42.25,42.25,41.65,41.7,4800
9/14/2018 3:14:00 PM,42.15,42.25,42.15,42.25,150
9/14/2018 3:13:00 PM,42.55,42.55,41.9,42.15,975
9/14/2018 3:12:00 PM,42.4,42.55,42.3,42.55,375
9/14/2018 3:11:00 PM,42.3,42.45,42.15,42.4,600
9/14/2018 3:10:00 PM,42.4,42.45,41.95,42.3,1500
9/14/2018 3:09:00 PM,41.45,42.4,41.45,42.4,1650
9/14/2018 3:08:00 PM,41.8,41.95,41.45,41.45,2100
9/14/2018 3:07:00 PM,41.3,42,41.15,41.85,3975
9/14/2018 3:06:00 PM,41.5,42.2,41.3,41.3,8475
9/14/2018 3:05:00 PM,41.7,41.95,41.3,41.95,9300
9/14/2018 3:04:00 PM,40.5,41.7,40.5,41.7,2775
9/14/2018 3:03:00 PM,41.7,42,40.5,40.5,7050
9/14/2018 3:02:00 PM,42.7,43.25,41.5,41.7,8850
9/14/2018 3:01:00 PM,44.95,44.95,42.75,43.05,4050
9/14/2018 3:00:00 PM,47.3,47.9,43.25,44.95,7500
9/14/2018 2:59:00 PM,47.05,47.3,46.8,47.3,1425
9/14/2018 2:58:00 PM,46.75,47.05,46.5,47.05,1725
9/14/2018 2:57:00 PM,47,47,46.5,46.75,525
9/14/2018 2:56:00 PM,46.9,47,46.9,47,75
9/14/2018 2:55:00 PM,46.85,47.4,46.85,46.9,1500
9/14/2018 2:54:00 PM,47.55,47.55,46.25,47,2025
9/14/2018 2:53:00 PM,47.55,47.55,47.55,47.55,0
9/14/2018 2:52:00 PM,47.25,47.55,47.25,47.55,450
9/14/2018 2:51:00 PM,46.5,47.25,46.5,47.25,225
9/14/2018 2:50:00 PM,46.45,46.5,46.45,46.5,75
9/14/2018 2:49:00 PM,46.55,47,46.45,46.45,1875
9/14/2018 2:48:00 PM,46.8,46.8,46.55,46.55,75
9/14/2018 2:47:00 PM,46.6,46.85,46.6,46.8,150
9/14/2018 2:46:00 PM,46.7,47,46.3,46.6,975
9/14/2018 2:45:00 PM,47.35,47.5,46.55,46.7,675
9/14/2018 2:44:00 PM,47.35,47.35,47.35,47.35,0
9/14/2018 2:43:00 PM,47.35,47.35,47.35,47.35,0
9/14/2018 2:42:00 PM,48.4,48.4,47.35,47.35,600
9/14/2018 2:41:00 PM,48.85,48.85,47.9,48.4,1650
9/14/2018 2:40:00 PM,48.95,49.25,48.85,48.85,1875
9/14/2018 2:39:00 PM,49.25,49.25,48.65,48.95,525
9/14/2018 2:38:00 PM,48.7,49.35,48.7,49.25,600
9/14/2018 2:37:00 PM,48.25,49.7,48.25,48.7,675
9/14/2018 2:36:00 PM,49.2,49.2,48,48.25,150
9/14/2018 2:35:00 PM,49.2,49.2,49.2,49.2,0
9/14/2018 2:34:00 PM,48.5,49.25,48.5,49.2,300
9/14/2018 2:33:00 PM,48.25,48.5,48.25,48.5,600
9/14/2018 2:32:00 PM,48.5,48.5,48.25,48.25,150
9/14/2018 2:31:00 PM,49,49,47.95,48.5,2775
9/14/2018 2:30:00 PM,49.65,49.95,49,49,1575
9/14/2018 2:29:00 PM,49.85,50.15,49.15,49.65,600
9/14/2018 2:28:00 PM,50.6,50.95,49.85,49.85,2475
9/14/2018 2:27:00 PM,49.7,50.65,49.7,50.6,1950
9/14/2018 2:26:00 PM,49.15,50,49.15,49.7,900
9/14/2018 2:25:00 PM,49.6,49.9,49.55,49.55,1425
9/14/2018 2:24:00 PM,49.95,50.05,49.6,49.6,675
9/14/2018 2:23:00 PM,48.75,50,48.75,49.95,525
9/14/2018 2:22:00 PM,49.1,49.1,48.75,48.75,375
9/14/2018 2:21:00 PM,49,49.4,49,49.1,525
9/14/2018 2:20:00 PM,49,49,49,49,0
9/14/2018 2:19:00 PM,47.7,49,47.7,49,525
