Date,USDINR18SEP72.25PE O,USDINR18SEP72.25PE H,USDINR18SEP72.25PE L,USDINR18SEP72.25PE C,USDINR18SEP72.25PE V
9/14/2018 4:59:00 PM,0.5875,0.5975,0.5875,0.5975,124
9/14/2018 4:58:00 PM,0.585,0.59,0.585,0.5875,164
9/14/2018 4:57:00 PM,0.58,0.5825,0.58,0.5825,19
9/14/2018 4:56:00 PM,0.58,0.58,0.58,0.58,0
9/14/2018 4:55:00 PM,0.5875,0.5875,0.58,0.58,93
9/14/2018 4:54:00 PM,0.585,0.5875,0.5825,0.5875,37
9/14/2018 4:53:00 PM,0.585,0.585,0.585,0.585,0
9/14/2018 4:52:00 PM,0.585,0.585,0.585,0.585,4
9/14/2018 4:51:00 PM,0.5725,0.585,0.5725,0.585,3
9/14/2018 4:50:00 PM,0.5725,0.5725,0.57,0.5725,145
9/14/2018 4:49:00 PM,0.5775,0.5775,0.5725,0.5725,101
9/14/2018 4:48:00 PM,0.585,0.585,0.5775,0.5775,10
9/14/2018 4:47:00 PM,0.585,0.585,0.585,0.585,0
9/14/2018 4:46:00 PM,0.5825,0.585,0.5825,0.585,1
9/14/2018 4:45:00 PM,0.5825,0.5825,0.5825,0.5825,0
9/14/2018 4:44:00 PM,0.5875,0.5875,0.5825,0.5825,62
9/14/2018 4:43:00 PM,0.595,0.595,0.5875,0.5875,100
9/14/2018 4:42:00 PM,0.6075,0.6075,0.595,0.595,1
9/14/2018 4:41:00 PM,0.615,0.615,0.6025,0.6075,32
9/14/2018 4:40:00 PM,0.615,0.615,0.615,0.615,0
9/14/2018 4:39:00 PM,0.615,0.615,0.615,0.615,0
9/14/2018 4:38:00 PM,0.615,0.615,0.615,0.615,20
9/14/2018 4:37:00 PM,0.6175,0.6175,0.615,0.615,60
9/14/2018 4:36:00 PM,0.61,0.62,0.61,0.6175,51
9/14/2018 4:35:00 PM,0.61,0.61,0.6025,0.61,11
9/14/2018 4:34:00 PM,0.61,0.61,0.61,0.61,0
9/14/2018 4:33:00 PM,0.6025,0.61,0.6025,0.61,59
9/14/2018 4:32:00 PM,0.6025,0.6025,0.6025,0.6025,0
9/14/2018 4:31:00 PM,0.6025,0.6025,0.6025,0.6025,0
9/14/2018 4:30:00 PM,0.62,0.62,0.6025,0.6025,114
9/14/2018 4:29:00 PM,0.62,0.62,0.62,0.62,0
9/14/2018 4:28:00 PM,0.6125,0.62,0.6125,0.62,32
