Date,USDINR18SEP71.25PE O,USDINR18SEP71.25PE H,USDINR18SEP71.25PE L,USDINR18SEP71.25PE C,USDINR18SEP71.25PE V
9/14/2018 4:59:00 PM,0.17,0.175,0.17,0.1725,104
9/14/2018 4:58:00 PM,0.1675,0.17,0.1675,0.17,417
9/14/2018 4:57:00 PM,0.165,0.1675,0.165,0.1675,100
9/14/2018 4:56:00 PM,0.17,0.17,0.165,0.165,255
9/14/2018 4:55:00 PM,0.1675,0.17,0.1675,0.1675,28
9/14/2018 4:54:00 PM,0.1675,0.17,0.1675,0.1675,290
9/14/2018 4:53:00 PM,0.1675,0.1675,0.165,0.1675,85
9/14/2018 4:52:00 PM,0.165,0.1675,0.165,0.1675,166
9/14/2018 4:51:00 PM,0.1625,0.165,0.1625,0.165,106
9/14/2018 4:50:00 PM,0.165,0.165,0.1625,0.1625,15
9/14/2018 4:49:00 PM,0.165,0.165,0.165,0.165,0
9/14/2018 4:48:00 PM,0.165,0.165,0.165,0.165,100
9/14/2018 4:47:00 PM,0.1675,0.1675,0.165,0.165,160
9/14/2018 4:46:00 PM,0.165,0.1675,0.165,0.1675,510
9/14/2018 4:45:00 PM,0.165,0.165,0.165,0.165,25
9/14/2018 4:44:00 PM,0.1675,0.1675,0.165,0.165,276
9/14/2018 4:43:00 PM,0.1725,0.1725,0.1675,0.1675,183
9/14/2018 4:42:00 PM,0.1725,0.175,0.17,0.1725,283
9/14/2018 4:41:00 PM,0.1775,0.1775,0.1725,0.1725,5
9/14/2018 4:40:00 PM,0.1775,0.1775,0.175,0.1775,377
9/14/2018 4:39:00 PM,0.1775,0.18,0.1775,0.1775,180
9/14/2018 4:38:00 PM,0.1775,0.1775,0.1775,0.1775,0
9/14/2018 4:37:00 PM,0.1775,0.1775,0.1775,0.1775,0
9/14/2018 4:36:00 PM,0.1775,0.1775,0.1775,0.1775,0
9/14/2018 4:35:00 PM,0.175,0.1775,0.175,0.1775,2
9/14/2018 4:34:00 PM,0.175,0.175,0.175,0.175,30
9/14/2018 4:33:00 PM,0.175,0.175,0.175,0.175,118
9/14/2018 4:32:00 PM,0.1725,0.175,0.17,0.175,584
9/14/2018 4:31:00 PM,0.1725,0.1725,0.1725,0.1725,44
9/14/2018 4:30:00 PM,0.18,0.18,0.1725,0.1725,11
9/14/2018 4:29:00 PM,0.18,0.18,0.18,0.18,50
9/14/2018 4:28:00 PM,0.1775,0.18,0.1775,0.18,10
9/14/2018 4:27:00 PM,0.1725,0.1775,0.1725,0.1775,5
9/14/2018 4:26:00 PM,0.1725,0.1725,0.1725,0.1725,0
9/14/2018 4:25:00 PM,0.17,0.1725,0.17,0.1725,41
9/14/2018 4:24:00 PM,0.17,0.17,0.17,0.17,250
9/14/2018 4:23:00 PM,0.17,0.1725,0.17,0.17,201
9/14/2018 4:22:00 PM,0.17,0.17,0.17,0.17,500
9/14/2018 4:21:00 PM,0.165,0.17,0.165,0.17,107
9/14/2018 4:20:00 PM,0.1625,0.165,0.1625,0.165,4
9/14/2018 4:19:00 PM,0.1625,0.1625,0.1625,0.1625,126
9/14/2018 4:18:00 PM,0.1575,0.1725,0.1575,0.165,1361
9/14/2018 4:17:00 PM,0.1575,0.1575,0.1575,0.1575,193
