Date,USDINR18OCTFUT O,USDINR18OCTFUT H,USDINR18OCTFUT L,USDINR18OCTFUT C,USDINR18OCTFUT V
9/14/2018 10:38:00 AM,72.1775,72.18,72.1725,72.1775,351
9/14/2018 10:37:00 AM,72.1675,72.1725,72.1675,72.1675,616
9/14/2018 10:36:00 AM,72.1675,72.17,72.165,72.165,355
9/14/2018 10:35:00 AM,72.1625,72.1725,72.1625,72.1675,676
9/14/2018 10:34:00 AM,72.1675,72.1675,72.1625,72.1625,357
9/14/2018 10:33:00 AM,72.1625,72.1725,72.1625,72.1675,135
9/14/2018 10:32:00 AM,72.1625,72.1775,72.1625,72.165,419
9/14/2018 10:31:00 AM,72.15,72.1625,72.1475,72.1625,452
9/14/2018 10:30:00 AM,72.1475,72.155,72.1475,72.15,142
9/14/2018 10:29:00 AM,72.17,72.1725,72.1425,72.1475,1341
9/14/2018 10:28:00 AM,72.1575,72.17,72.1575,72.17,87
9/14/2018 10:27:00 AM,72.155,72.1575,72.155,72.1575,277
9/14/2018 10:26:00 AM,72.175,72.1775,72.1575,72.1575,1411
9/14/2018 10:25:00 AM,72.19,72.19,72.175,72.175,111
9/14/2018 10:24:00 AM,72.19,72.1925,72.185,72.19,769
9/14/2018 10:23:00 AM,72.195,72.195,72.1875,72.19,1889
9/14/2018 10:22:00 AM,72.2,72.2025,72.195,72.195,53
9/14/2018 10:21:00 AM,72.19,72.2,72.19,72.2,48
9/14/2018 10:20:00 AM,72.1925,72.1925,72.19,72.19,5
9/14/2018 10:19:00 AM,72.19,72.1925,72.1875,72.1925,239
9/14/2018 10:18:00 AM,72.2,72.2,72.19,72.19,27
9/14/2018 10:17:00 AM,72.21,72.21,72.1975,72.2,66
9/14/2018 10:16:00 AM,72.21,72.21,72.1975,72.21,301
9/14/2018 10:15:00 AM,72.1975,72.21,72.1975,72.21,194
9/14/2018 10:14:00 AM,72.21,72.21,72.1975,72.1975,3387
9/14/2018 10:13:00 AM,72.2025,72.21,72.19,72.21,2031
9/14/2018 10:12:00 AM,72.2075,72.2075,72.2,72.2025,10
9/14/2018 10:11:00 AM,72.205,72.2125,72.2,72.2075,225
9/14/2018 10:10:00 AM,72.185,72.205,72.185,72.205,74
9/14/2018 10:09:00 AM,72.2,72.2,72.185,72.185,121
9/14/2018 10:08:00 AM,72.2025,72.2025,72.1875,72.2,358
9/14/2018 10:07:00 AM,72.2125,72.2125,72.2025,72.2025,367
9/14/2018 10:06:00 AM,72.21,72.2125,72.2,72.2125,339
9/14/2018 10:05:00 AM,72.1925,72.21,72.19,72.21,765
9/14/2018 10:04:00 AM,72.19,72.195,72.19,72.1925,200
9/14/2018 10:03:00 AM,72.1925,72.1925,72.19,72.19,433
9/14/2018 10:02:00 AM,72.19,72.1975,72.19,72.1925,144
9/14/2018 10:01:00 AM,72.205,72.205,72.19,72.1925,107
9/14/2018 10:00:00 AM,72.2175,72.2175,72.1875,72.205,986
9/14/2018 9:59:00 AM,72.2175,72.2175,72.2175,72.2175,17
9/14/2018 9:58:00 AM,72.22,72.22,72.2175,72.2175,110
9/14/2018 9:57:00 AM,72.22,72.22,72.2175,72.2175,77
9/14/2018 9:56:00 AM,72.23,72.23,72.22,72.22,148
9/14/2018 9:55:00 AM,72.225,72.23,72.225,72.23,12
9/14/2018 9:54:00 AM,72.22,72.23,72.22,72.225,167
9/14/2018 9:53:00 AM,72.225,72.225,72.215,72.22,106
9/14/2018 9:52:00 AM,72.22,72.23,72.22,72.225,1007
9/14/2018 9:51:00 AM,72.215,72.22,72.215,72.22,11
9/14/2018 9:50:00 AM,72.21,72.215,72.21,72.215,166
9/14/2018 9:49:00 AM,72.215,72.22,72.2075,72.21,95
9/14/2018 9:48:00 AM,72.2175,72.2175,72.21,72.215,153
9/14/2018 9:47:00 AM,72.2325,72.2325,72.215,72.2175,72
9/14/2018 9:46:00 AM,72.23,72.2375,72.23,72.2325,219
9/14/2018 9:45:00 AM,72.23,72.2325,72.2275,72.23,130
9/14/2018 9:44:00 AM,72.23,72.2325,72.225,72.23,109
9/14/2018 9:43:00 AM,72.23,72.2325,72.23,72.23,14
9/14/2018 9:42:00 AM,72.235,72.2425,72.23,72.23,117
9/14/2018 9:41:00 AM,72.245,72.245,72.235,72.235,10
9/14/2018 9:40:00 AM,72.25,72.2575,72.2425,72.245,704
9/14/2018 9:39:00 AM,72.2475,72.2575,72.2475,72.2525,172
9/14/2018 9:38:00 AM,72.2475,72.265,72.245,72.2475,213
9/14/2018 9:37:00 AM,72.26,72.26,72.2475,72.2475,76
9/14/2018 9:36:00 AM,72.2675,72.2675,72.2475,72.2575,404
9/14/2018 9:35:00 AM,72.23,72.26,72.23,72.26,464
9/14/2018 9:34:00 AM,72.2425,72.25,72.23,72.23,307
9/14/2018 9:33:00 AM,72.2325,72.2425,72.2325,72.2425,387
9/14/2018 9:32:00 AM,72.23,72.23,72.2175,72.23,42
9/14/2018 9:31:00 AM,72.22,72.235,72.22,72.23,106
9/14/2018 9:30:00 AM,72.23,72.23,72.2175,72.22,628
9/14/2018 9:29:00 AM,72.2175,72.235,72.2075,72.23,301
9/14/2018 9:28:00 AM,72.2275,72.24,72.21,72.2175,330
9/14/2018 9:27:00 AM,72.2125,72.2275,72.2,72.2275,347
9/14/2018 9:26:00 AM,72.215,72.2175,72.205,72.2125,186
9/14/2018 9:25:00 AM,72.2275,72.235,72.21,72.215,448
9/14/2018 9:24:00 AM,72.21,72.2275,72.1975,72.2275,689
9/14/2018 9:23:00 AM,72.23,72.23,72.2075,72.21,316
9/14/2018 9:22:00 AM,72.245,72.25,72.2225,72.2225,5576
9/14/2018 9:21:00 AM,72.225,72.2475,72.22,72.24,8759
9/14/2018 9:20:00 AM,72.23,72.25,72.225,72.225,2702
9/14/2018 9:19:00 AM,72.2125,72.2575,72.2125,72.23,3424
9/14/2018 9:18:00 AM,72.2125,72.22,72.2,72.2125,943
9/14/2018 9:17:00 AM,72.1875,72.2125,72.175,72.2125,1985
9/14/2018 9:16:00 AM,72.1675,72.1875,72.16,72.1875,559
9/14/2018 9:15:00 AM,72.1475,72.175,72.1475,72.16,924
9/14/2018 9:14:00 AM,72.135,72.1725,72.135,72.1475,6690
9/14/2018 9:13:00 AM,72.125,72.14,72.115,72.1375,626
9/14/2018 9:12:00 AM,72.1075,72.1225,72.0975,72.115,5217
9/14/2018 9:11:00 AM,72.125,72.13,72.105,72.1075,1869
9/14/2018 9:10:00 AM,72.1375,72.14,72.12,72.125,2847
9/14/2018 9:09:00 AM,72.125,72.135,72.115,72.135,1435
9/14/2018 9:08:00 AM,72.0925,72.13,72.0925,72.1275,1958
9/14/2018 9:07:00 AM,72.07,72.0975,72.07,72.0925,6773
9/14/2018 9:06:00 AM,72.1025,72.105,72.075,72.075,6498
9/14/2018 9:05:00 AM,72.14,72.1525,72.1025,72.1025,10513
9/14/2018 9:04:00 AM,72.1325,72.155,72.1325,72.1425,1807
9/14/2018 9:03:00 AM,72.1475,72.1625,72.135,72.135,1580
9/14/2018 9:02:00 AM,72.1375,72.16,72.1325,72.1475,6855
9/14/2018 9:01:00 AM,72.0875,72.1675,72.0875,72.145,8588
9/14/2018 9:00:00 AM,72.19,72.19,72,72.095,2378
