Date,BANKNIFTY18SEP27800PE O,BANKNIFTY18SEP27800PE H,BANKNIFTY18SEP27800PE L,BANKNIFTY18SEP27800PE C,BANKNIFTY18SEP27800PE V
9/14/2018 3:29:00 PM,628,628,628,628,0
9/14/2018 3:28:00 PM,628,628,628,628,0
9/14/2018 3:27:00 PM,628,628,628,628,0
9/14/2018 3:26:00 PM,628,628,628,628,0
9/14/2018 3:25:00 PM,628,628,628,628,40
9/14/2018 3:24:00 PM,617.95,628,617.95,628,40
9/14/2018 3:23:00 PM,617.95,617.95,617.95,617.95,0
9/14/2018 3:22:00 PM,617.95,617.95,617.95,617.95,0
9/14/2018 3:21:00 PM,618,618,617.95,617.95,80
9/14/2018 3:20:00 PM,617,618,617,618,120
9/14/2018 3:19:00 PM,617,617,617,617,0
9/14/2018 3:18:00 PM,622,622,617,617,40
9/14/2018 3:17:00 PM,622,622,622,622,0
9/14/2018 3:16:00 PM,622,622,622,622,0
9/14/2018 3:15:00 PM,618,622,618,622,40
9/14/2018 3:14:00 PM,620,620,618,618,40
9/14/2018 3:13:00 PM,620,620,620,620,0
9/14/2018 3:12:00 PM,620,620,620,620,0
9/14/2018 3:11:00 PM,617,620,617,620,40
9/14/2018 3:10:00 PM,617,617,617,617,0
9/14/2018 3:09:00 PM,599.75,617,599.75,617,40
9/14/2018 3:08:00 PM,599.75,599.75,599.75,599.75,0
9/14/2018 3:07:00 PM,599.75,599.75,599.75,599.75,0
9/14/2018 3:06:00 PM,599.75,599.75,599.75,599.75,0
9/14/2018 3:05:00 PM,599.75,599.75,599.75,599.75,0
9/14/2018 3:04:00 PM,599.75,599.75,599.75,599.75,0
9/14/2018 3:03:00 PM,599.75,599.75,599.75,599.75,0
9/14/2018 3:02:00 PM,590,599.75,590,599.75,40
9/14/2018 3:01:00 PM,627,627,590,590,200
9/14/2018 3:00:00 PM,627,627,627,627,0
9/14/2018 2:59:00 PM,627,627,627,627,0
9/14/2018 2:58:00 PM,627,627,627,627,0
9/14/2018 2:57:00 PM,627,627,627,627,0
9/14/2018 2:56:00 PM,627,627,627,627,0
9/14/2018 2:55:00 PM,627,627,627,627,0
9/14/2018 2:54:00 PM,613.7,627,613.7,627,40
9/14/2018 2:53:00 PM,632,632,613.7,613.7,80
9/14/2018 2:52:00 PM,632,632,632,632,0
9/14/2018 2:51:00 PM,632,632,632,632,0
9/14/2018 2:50:00 PM,627,632,627,632,80
9/14/2018 2:49:00 PM,623,627,623,627,40
9/14/2018 2:48:00 PM,623,623,623,623,0
9/14/2018 2:47:00 PM,617.45,623,617.45,623,40
9/14/2018 2:46:00 PM,617.45,617.45,617.45,617.45,0
