Date,GBPINR18SEPFUT O,GBPINR18SEPFUT H,GBPINR18SEPFUT L,GBPINR18SEPFUT C,GBPINR18SEPFUT V
9/14/2018 9:21:00 AM,94.37,94.3925,94.365,94.385,536
9/14/2018 9:20:00 AM,94.3775,94.4,94.37,94.37,376
9/14/2018 9:19:00 AM,94.3475,94.4,94.3475,94.3775,459
9/14/2018 9:18:00 AM,94.335,94.3625,94.3275,94.3475,1579
9/14/2018 9:17:00 AM,94.3075,94.34,94.3,94.335,429
9/14/2018 9:16:00 AM,94.2825,94.3075,94.2825,94.3075,48
9/14/2018 9:15:00 AM,94.2775,94.2925,94.26,94.2825,174
9/14/2018 9:14:00 AM,94.25,94.3,94.25,94.2775,296
9/14/2018 9:13:00 AM,94.235,94.26,94.235,94.25,270
9/14/2018 9:12:00 AM,94.2175,94.235,94.21,94.235,110
9/14/2018 9:11:00 AM,94.2325,94.24,94.2175,94.2175,48
9/14/2018 9:10:00 AM,94.25,94.2575,94.23,94.2325,263
9/14/2018 9:09:00 AM,94.25,94.2525,94.225,94.2425,245
9/14/2018 9:08:00 AM,94.2,94.2525,94.2,94.2475,755
9/14/2018 9:07:00 AM,94.175,94.2075,94.1725,94.2,986
9/14/2018 9:06:00 AM,94.2325,94.235,94.18,94.19,292
9/14/2018 9:05:00 AM,94.28,94.29,94.24,94.255,359
9/14/2018 9:04:00 AM,94.28,94.3,94.2725,94.28,417
9/14/2018 9:03:00 AM,94.2875,94.305,94.28,94.28,291
9/14/2018 9:02:00 AM,94.2675,94.2975,94.2525,94.2875,240
9/14/2018 9:01:00 AM,94.1975,94.3,94.195,94.2675,289
9/14/2018 9:00:00 AM,93.975,94.225,93.975,94.1975,371
