Date,USDINR18SEP71.75PE O,USDINR18SEP71.75PE H,USDINR18SEP71.75PE L,USDINR18SEP71.75PE C,USDINR18SEP71.75PE V
9/14/2018 4:59:00 PM,0.3425,0.35,0.3375,0.3425,1136
9/14/2018 4:58:00 PM,0.33,0.35,0.33,0.35,9944
9/14/2018 4:57:00 PM,0.3275,0.33,0.325,0.33,453
9/14/2018 4:56:00 PM,0.33,0.33,0.325,0.3275,48
9/14/2018 4:55:00 PM,0.3325,0.3325,0.33,0.33,1298
9/14/2018 4:54:00 PM,0.33,0.3325,0.3275,0.3325,126
9/14/2018 4:53:00 PM,0.3225,0.33,0.3225,0.33,12
9/14/2018 4:52:00 PM,0.33,0.33,0.3225,0.3225,59
9/14/2018 4:51:00 PM,0.32,0.33,0.32,0.33,379
9/14/2018 4:50:00 PM,0.315,0.32,0.315,0.32,322
9/14/2018 4:49:00 PM,0.3225,0.3225,0.32,0.32,102
9/14/2018 4:48:00 PM,0.33,0.33,0.3175,0.3225,262
9/14/2018 4:47:00 PM,0.33,0.33,0.33,0.33,0
9/14/2018 4:46:00 PM,0.3275,0.33,0.3275,0.33,1000
9/14/2018 4:45:00 PM,0.3275,0.3275,0.3275,0.3275,0
9/14/2018 4:44:00 PM,0.3275,0.3275,0.3275,0.3275,3
9/14/2018 4:43:00 PM,0.335,0.3425,0.3275,0.3275,115
9/14/2018 4:42:00 PM,0.345,0.345,0.335,0.335,651
9/14/2018 4:41:00 PM,0.345,0.345,0.345,0.345,0
9/14/2018 4:40:00 PM,0.345,0.345,0.345,0.345,0
9/14/2018 4:39:00 PM,0.3475,0.35,0.345,0.345,126
9/14/2018 4:38:00 PM,0.3475,0.3475,0.3475,0.3475,0
9/14/2018 4:37:00 PM,0.3525,0.3525,0.3475,0.3475,60
9/14/2018 4:36:00 PM,0.3525,0.3525,0.3525,0.3525,0
9/14/2018 4:35:00 PM,0.34,0.3525,0.34,0.3525,35
9/14/2018 4:34:00 PM,0.3425,0.3425,0.34,0.34,30
9/14/2018 4:33:00 PM,0.34,0.3425,0.34,0.3425,131
9/14/2018 4:32:00 PM,0.3375,0.345,0.3375,0.34,103
9/14/2018 4:31:00 PM,0.3375,0.3375,0.3375,0.3375,0
9/14/2018 4:30:00 PM,0.34,0.345,0.3375,0.3375,35
9/14/2018 4:29:00 PM,0.3475,0.3475,0.34,0.34,94
9/14/2018 4:28:00 PM,0.3475,0.35,0.345,0.3475,2429
9/14/2018 4:27:00 PM,0.335,0.3475,0.335,0.3475,254
9/14/2018 4:26:00 PM,0.335,0.335,0.335,0.335,0
9/14/2018 4:25:00 PM,0.33,0.335,0.325,0.335,1266
9/14/2018 4:24:00 PM,0.3325,0.3325,0.33,0.33,101
9/14/2018 4:23:00 PM,0.3325,0.3375,0.3325,0.3325,623
9/14/2018 4:22:00 PM,0.3325,0.3325,0.3325,0.3325,51
9/14/2018 4:21:00 PM,0.3275,0.3325,0.3275,0.3325,100
9/14/2018 4:20:00 PM,0.3275,0.3275,0.3275,0.3275,0
9/14/2018 4:19:00 PM,0.3225,0.3275,0.3225,0.3275,8
9/14/2018 4:18:00 PM,0.315,0.3375,0.315,0.3225,590
9/14/2018 4:17:00 PM,0.3175,0.3175,0.315,0.315,104
9/14/2018 4:16:00 PM,0.31,0.3175,0.3075,0.3175,514
9/14/2018 4:15:00 PM,0.3075,0.31,0.3075,0.31,27
9/14/2018 4:14:00 PM,0.3025,0.3075,0.3025,0.3075,261
9/14/2018 4:13:00 PM,0.3,0.3025,0.295,0.3025,300
9/14/2018 4:12:00 PM,0.3125,0.3125,0.3,0.3,678
9/14/2018 4:11:00 PM,0.3125,0.3125,0.3125,0.3125,0
9/14/2018 4:10:00 PM,0.3225,0.3225,0.31,0.3125,501
9/14/2018 4:09:00 PM,0.3225,0.3225,0.3225,0.3225,113
