Date,NIFTY18OCT11650PE O,NIFTY18OCT11650PE H,NIFTY18OCT11650PE L,NIFTY18OCT11650PE C,NIFTY18OCT11650PE V
9/14/2018 2:36:00 PM,235,235,235,235,0
9/14/2018 2:35:00 PM,235,235,235,235,0
9/14/2018 2:34:00 PM,235,235,235,235,0
9/14/2018 2:33:00 PM,235,235,235,235,0
9/14/2018 2:32:00 PM,235,235,235,235,0
9/14/2018 2:31:00 PM,235,235,235,235,0
9/14/2018 2:30:00 PM,235,235,235,235,0
9/14/2018 2:29:00 PM,235,235,235,235,0
9/14/2018 2:28:00 PM,235,235,235,235,0
9/14/2018 2:27:00 PM,235,235,235,235,0
9/14/2018 2:26:00 PM,235,235,235,235,0
9/14/2018 2:25:00 PM,235,235,235,235,0
9/14/2018 2:24:00 PM,235,235,235,235,0
9/14/2018 2:23:00 PM,235,235,235,235,0
9/14/2018 2:22:00 PM,235,235,235,235,0
9/14/2018 2:21:00 PM,235,235,235,235,0
9/14/2018 2:20:00 PM,235,235,235,235,0
9/14/2018 2:19:00 PM,235,235,235,235,0
9/14/2018 2:18:00 PM,235,235,235,235,0
9/14/2018 2:17:00 PM,235,235,235,235,0
9/14/2018 2:16:00 PM,235,235,235,235,0
9/14/2018 2:15:00 PM,235,235,235,235,0
9/14/2018 2:14:00 PM,235,235,235,235,0
9/14/2018 2:13:00 PM,235,235,235,235,0
9/14/2018 2:12:00 PM,235,235,235,235,0
9/14/2018 2:11:00 PM,235,235,235,235,0
9/14/2018 2:10:00 PM,235,235,235,235,0
9/14/2018 2:09:00 PM,235,235,235,235,0
9/14/2018 2:08:00 PM,235,235,235,235,0
9/14/2018 2:07:00 PM,235,235,235,235,0
9/14/2018 2:06:00 PM,235,235,235,235,0
9/14/2018 2:05:00 PM,235,235,235,235,0
9/14/2018 2:04:00 PM,235,235,235,235,0
9/14/2018 2:03:00 PM,235,235,235,235,0
9/14/2018 2:02:00 PM,235,235,235,235,0
9/14/2018 2:01:00 PM,235,235,235,235,0
9/14/2018 2:00:00 PM,235,235,235,235,0
9/14/2018 1:59:00 PM,235,235,235,235,0
9/14/2018 1:58:00 PM,235,235,235,235,0
9/14/2018 1:57:00 PM,235,235,235,235,0
9/14/2018 1:56:00 PM,235,235,235,235,0
9/14/2018 1:55:00 PM,235,235,235,235,0
9/14/2018 1:54:00 PM,235,235,235,235,0
9/14/2018 1:53:00 PM,235,235,235,235,0
9/14/2018 1:52:00 PM,235,235,235,235,0
9/14/2018 1:51:00 PM,235,235,235,235,0
9/14/2018 1:50:00 PM,235,235,235,235,0
9/14/2018 1:49:00 PM,235,235,235,235,0
9/14/2018 1:48:00 PM,235,235,235,235,0
9/14/2018 1:47:00 PM,235,235,235,235,0
9/14/2018 1:46:00 PM,235,235,235,235,0
9/14/2018 1:45:00 PM,235,235,235,235,0
9/14/2018 1:44:00 PM,235,235,235,235,0
9/14/2018 1:43:00 PM,235,235,235,235,0
9/14/2018 1:42:00 PM,235,235,235,235,0
9/14/2018 1:41:00 PM,235,235,235,235,0
9/14/2018 1:40:00 PM,235,235,235,235,0
9/14/2018 1:39:00 PM,235,235,235,235,0
9/14/2018 1:38:00 PM,235,235,235,235,0
9/14/2018 1:37:00 PM,235,235,235,235,0
9/14/2018 1:36:00 PM,235,235,235,235,0
9/14/2018 1:35:00 PM,235,235,235,235,0
9/14/2018 1:34:00 PM,235,235,235,235,0
9/14/2018 1:33:00 PM,235,235,235,235,0
9/14/2018 1:32:00 PM,235,235,235,235,0
9/14/2018 1:31:00 PM,235,235,235,235,0
9/14/2018 1:30:00 PM,235,235,235,235,0
9/14/2018 1:29:00 PM,235,235,235,235,0
9/14/2018 1:28:00 PM,235,235,235,235,0
9/14/2018 1:27:00 PM,235,235,235,235,0
9/14/2018 1:26:00 PM,235,235,235,235,0
9/14/2018 1:25:00 PM,235,235,235,235,0
9/14/2018 1:24:00 PM,235,235,235,235,0
9/14/2018 1:23:00 PM,235,235,235,235,0
9/14/2018 1:22:00 PM,235,235,235,235,0
9/14/2018 1:21:00 PM,235,235,235,235,0
9/14/2018 1:20:00 PM,235,235,235,235,0
9/14/2018 1:19:00 PM,235,235,235,235,0
9/14/2018 1:18:00 PM,235,235,235,235,0
9/14/2018 1:17:00 PM,235,235,235,235,0
9/14/2018 1:16:00 PM,235,235,235,235,0
9/14/2018 1:15:00 PM,235,235,235,235,0
9/14/2018 1:14:00 PM,235,235,235,235,0
9/14/2018 1:13:00 PM,235,235,235,235,0
9/14/2018 1:12:00 PM,235,235,235,235,0
9/14/2018 1:11:00 PM,235,235,235,235,75
