Date,NIFTY18OCT11700PE O,NIFTY18OCT11700PE H,NIFTY18OCT11700PE L,NIFTY18OCT11700PE C,NIFTY18OCT11700PE V
9/14/2018 3:29:00 PM,241.15,255,241.15,254.7,600
9/14/2018 3:28:00 PM,241.15,241.15,241.15,241.15,0
9/14/2018 3:27:00 PM,240.8,241.65,240.8,241.15,750
9/14/2018 3:26:00 PM,242,242,240.05,240.8,1050
9/14/2018 3:25:00 PM,242,242,241.95,242,525
9/14/2018 3:24:00 PM,243,243,242,242,75
9/14/2018 3:23:00 PM,241.5,243,241.5,243,225
9/14/2018 3:22:00 PM,242.95,242.95,241.5,241.5,450
9/14/2018 3:21:00 PM,240.15,240.15,240.15,240.15,0
9/14/2018 3:20:00 PM,240.15,240.15,240.15,240.15,0
9/14/2018 3:19:00 PM,242.95,242.95,240.15,240.15,150
9/14/2018 3:18:00 PM,242.1,242.95,242.1,242.95,75
9/14/2018 3:17:00 PM,244.05,244.05,242,242.1,2925
9/14/2018 3:16:00 PM,243.95,244.05,241.6,244.05,1875
9/14/2018 3:15:00 PM,243.95,243.95,243.95,243.95,0
9/14/2018 3:14:00 PM,243.95,243.95,243.95,243.95,0
9/14/2018 3:13:00 PM,243.2,244,243.2,243.95,225
9/14/2018 3:12:00 PM,242.6,243.2,242.55,243.2,375
9/14/2018 3:11:00 PM,242.25,243.4,242.25,242.6,525
9/14/2018 3:10:00 PM,243,243,242.25,242.25,75
9/14/2018 3:09:00 PM,240.8,243,240.8,243,75
9/14/2018 3:08:00 PM,240.8,240.8,240.8,240.8,0
9/14/2018 3:07:00 PM,238.9,240.8,238.9,240.8,150
9/14/2018 3:06:00 PM,238.9,238.9,238.9,238.9,0
9/14/2018 3:05:00 PM,238.9,238.9,238.9,238.9,0
9/14/2018 3:04:00 PM,238.9,238.9,238.9,238.9,0
9/14/2018 3:03:00 PM,243.75,243.75,238.9,238.9,75
9/14/2018 3:02:00 PM,246,246,243.75,243.75,225
9/14/2018 3:01:00 PM,250,250,246,246,150
9/14/2018 3:00:00 PM,263.05,263.05,248.2,250,1275
9/14/2018 2:59:00 PM,263.05,263.05,263.05,263.05,0
9/14/2018 2:58:00 PM,263.05,263.05,263.05,263.05,0
9/14/2018 2:57:00 PM,263.05,263.05,263.05,263.05,0
9/14/2018 2:56:00 PM,263.05,263.05,263.05,263.05,0
9/14/2018 2:55:00 PM,263.05,263.05,263.05,263.05,0
9/14/2018 2:54:00 PM,263.05,263.05,263.05,263.05,0
9/14/2018 2:53:00 PM,263.05,263.05,263.05,263.05,0
9/14/2018 2:52:00 PM,263.05,263.05,263.05,263.05,0
9/14/2018 2:51:00 PM,261.6,263.05,261.6,263.05,75
9/14/2018 2:50:00 PM,264,264,261.6,261.6,75
9/14/2018 2:49:00 PM,264,264,264,264,0
9/14/2018 2:48:00 PM,264,264,264,264,0
9/14/2018 2:47:00 PM,264,264,264,264,0
9/14/2018 2:46:00 PM,264,264,264,264,0
9/14/2018 2:45:00 PM,264,264,264,264,0
9/14/2018 2:44:00 PM,264,264,264,264,0
9/14/2018 2:43:00 PM,264,264,264,264,0
9/14/2018 2:42:00 PM,264,264,264,264,0
9/14/2018 2:41:00 PM,264,264,264,264,0
9/14/2018 2:40:00 PM,264,264,264,264,0
9/14/2018 2:39:00 PM,264,264,264,264,0
9/14/2018 2:38:00 PM,263,264,263,264,75
9/14/2018 2:37:00 PM,263,263,263,263,0
9/14/2018 2:36:00 PM,264.9,264.9,263,263,225
9/14/2018 2:35:00 PM,264.9,264.9,264.9,264.9,0
9/14/2018 2:34:00 PM,265,265,264.9,264.9,75
9/14/2018 2:33:00 PM,265,265,265,265,0
9/14/2018 2:32:00 PM,265,265,265,265,0
9/14/2018 2:31:00 PM,265,265,265,265,0
9/14/2018 2:30:00 PM,265,265,265,265,0
9/14/2018 2:29:00 PM,265,265,265,265,0
9/14/2018 2:28:00 PM,265,265,265,265,0
9/14/2018 2:27:00 PM,264,265,264,265,150
9/14/2018 2:26:00 PM,261.3,264,261.3,264,150
9/14/2018 2:25:00 PM,264.8,264.8,261.3,261.3,75
9/14/2018 2:24:00 PM,260,264.8,260,264.8,225
9/14/2018 2:23:00 PM,260,260,260,260,0
9/14/2018 2:22:00 PM,260,260,260,260,0
9/14/2018 2:21:00 PM,260,260,260,260,0
9/14/2018 2:20:00 PM,260,260,260,260,0
