Date,NIFTY18OCT11400CE O,NIFTY18OCT11400CE H,NIFTY18OCT11400CE L,NIFTY18OCT11400CE C,NIFTY18OCT11400CE V
9/14/2018 3:29:00 PM,302,302,295,295,2025
9/14/2018 3:28:00 PM,302.65,302.65,302,302,225
9/14/2018 3:27:00 PM,304.2,304.2,302.65,302.65,900
9/14/2018 3:26:00 PM,303,304.2,302.75,304.2,825
9/14/2018 3:25:00 PM,302.2,304.3,302.2,303,1650
9/14/2018 3:24:00 PM,302.65,304.15,302.15,302.2,600
9/14/2018 3:23:00 PM,304.2,304.2,302.65,302.65,75
9/14/2018 3:22:00 PM,304.2,304.2,304.2,304.2,0
9/14/2018 3:21:00 PM,304.2,304.2,304.2,304.2,0
9/14/2018 3:20:00 PM,303.05,304.2,303.05,304.2,225
9/14/2018 3:19:00 PM,303.05,303.05,303.05,303.05,0
9/14/2018 3:18:00 PM,303.05,303.05,303.05,303.05,0
9/14/2018 3:17:00 PM,302,303.05,302,303.05,75
9/14/2018 3:16:00 PM,302.7,302.7,302,302,225
9/14/2018 3:15:00 PM,302.65,302.7,302.65,302.7,75
9/14/2018 3:14:00 PM,300.35,302.65,300.35,302.65,300
9/14/2018 3:13:00 PM,301.35,301.35,300.35,300.35,225
9/14/2018 3:12:00 PM,302.35,302.35,301.35,301.35,75
9/14/2018 3:11:00 PM,304,304,302.35,302.35,75
9/14/2018 3:10:00 PM,304,304,304,304,0
9/14/2018 3:09:00 PM,306.1,306.1,304,304,75
9/14/2018 3:08:00 PM,303.8,306.1,303.8,306.1,150
9/14/2018 3:07:00 PM,303.8,303.8,303.8,303.8,0
9/14/2018 3:06:00 PM,304.1,304.1,303.8,303.8,600
9/14/2018 3:05:00 PM,306.1,306.1,302.1,304,300
9/14/2018 3:04:00 PM,306.55,306.55,305.6,306.1,600
9/14/2018 3:03:00 PM,300.3,308.4,300.3,306.55,600
9/14/2018 3:02:00 PM,302,302,300.3,300.3,75
9/14/2018 3:01:00 PM,293.7,302,293.7,302,825
9/14/2018 3:00:00 PM,289.6,298.1,289.6,293.7,1050
9/14/2018 2:59:00 PM,289.6,289.6,289.6,289.6,0
9/14/2018 2:58:00 PM,289.6,289.6,289.6,289.6,0
9/14/2018 2:57:00 PM,289.7,290,289.6,289.6,225
9/14/2018 2:56:00 PM,289.7,289.7,289.7,289.7,0
9/14/2018 2:55:00 PM,289.7,289.7,289.7,289.7,0
9/14/2018 2:54:00 PM,287,289.7,287,289.7,150
9/14/2018 2:53:00 PM,287,287,287,287,0
9/14/2018 2:52:00 PM,286,287,286,287,225
9/14/2018 2:51:00 PM,288,288,286,286,450
9/14/2018 2:50:00 PM,288.7,288.7,288,288,825
9/14/2018 2:49:00 PM,288.7,288.7,288.7,288.7,0
9/14/2018 2:48:00 PM,288.7,288.7,288.7,288.7,0
9/14/2018 2:47:00 PM,288.7,288.7,288.7,288.7,0
