Date,BANKNIFTY19SEP1827700CE O,BANKNIFTY19SEP1827700CE H,BANKNIFTY19SEP1827700CE L,BANKNIFTY19SEP1827700CE C,BANKNIFTY19SEP1827700CE V
9/14/2018 3:29:00 PM,21.6,22.45,20.9,22.4,31440
9/14/2018 3:28:00 PM,22.1,22.3,21.7,21.7,15040
9/14/2018 3:27:00 PM,23.05,23.2,22.2,22.3,15160
9/14/2018 3:26:00 PM,23.05,23.35,22.95,23.05,12720
9/14/2018 3:25:00 PM,23.35,23.45,23.05,23.25,12520
9/14/2018 3:24:00 PM,23.55,23.7,23.35,23.45,7760
9/14/2018 3:23:00 PM,23.75,23.75,23.25,23.65,14960
9/14/2018 3:22:00 PM,24.55,24.55,23.8,23.85,12600
9/14/2018 3:21:00 PM,24.75,25.05,24.35,24.55,13040
9/14/2018 3:20:00 PM,24.55,24.9,24.25,24.65,16400
9/14/2018 3:19:00 PM,24.2,24.5,23.9,24.35,9440
9/14/2018 3:18:00 PM,24.15,24.35,24,24.25,5280
9/14/2018 3:17:00 PM,23.7,24.2,23.5,24.15,7080
9/14/2018 3:16:00 PM,23.7,23.9,23.4,23.85,11640
9/14/2018 3:15:00 PM,24,24.05,23.45,23.55,10880
9/14/2018 3:14:00 PM,23.85,24.55,23.85,23.9,13080
9/14/2018 3:13:00 PM,24.05,24.2,23.55,23.85,10640
9/14/2018 3:12:00 PM,24.7,25,23.95,24.05,16640
9/14/2018 3:11:00 PM,25.05,25.1,24.5,24.7,21960
9/14/2018 3:10:00 PM,23.8,25.35,23.3,24.95,16160
9/14/2018 3:09:00 PM,26.05,26.1,23.5,23.85,19800
9/14/2018 3:08:00 PM,26.35,26.55,26.05,26.05,8320
9/14/2018 3:07:00 PM,27,27.15,26.25,26.4,9040
9/14/2018 3:06:00 PM,26.75,27.2,26.1,27,9480
9/14/2018 3:05:00 PM,25.75,26.45,25.55,26.35,13640
9/14/2018 3:04:00 PM,26.4,26.85,25.6,25.75,13560
9/14/2018 3:03:00 PM,27.8,28.2,26.5,26.7,27440
