Date,BANKNIFTY18OCTFUT O,BANKNIFTY18OCTFUT H,BANKNIFTY18OCTFUT L,BANKNIFTY18OCTFUT C,BANKNIFTY18OCTFUT V
9/14/2018 11:17:00 AM,27265.1,27265.1,27265.1,27265.1,0
9/14/2018 11:16:00 AM,27265.1,27265.1,27265.1,27265.1,0
9/14/2018 11:15:00 AM,27250,27265.1,27250,27265.1,40
9/14/2018 11:14:00 AM,27250,27250,27250,27250,0
9/14/2018 11:13:00 AM,27248.25,27250,27248.25,27250,120
9/14/2018 11:12:00 AM,27248.25,27248.25,27248.25,27248.25,0
9/14/2018 11:11:00 AM,27248.25,27248.25,27248.25,27248.25,0
9/14/2018 11:10:00 AM,27248.25,27248.25,27248.25,27248.25,0
9/14/2018 11:09:00 AM,27248.25,27248.25,27248.25,27248.25,0
9/14/2018 11:08:00 AM,27262.4,27262.4,27248.25,27248.25,40
9/14/2018 11:07:00 AM,27253.95,27262.4,27253.95,27262.4,40
9/14/2018 11:06:00 AM,27253.95,27253.95,27253.95,27253.95,0
9/14/2018 11:05:00 AM,27253.95,27253.95,27253.95,27253.95,0
9/14/2018 11:04:00 AM,27253.95,27253.95,27253.95,27253.95,0
9/14/2018 11:03:00 AM,27257.05,27265.55,27253.95,27253.95,80
9/14/2018 11:02:00 AM,27257.05,27257.05,27257.05,27257.05,0
9/14/2018 11:01:00 AM,27257.05,27257.05,27257.05,27257.05,0
9/14/2018 11:00:00 AM,27245,27257.05,27245,27257.05,40
9/14/2018 10:59:00 AM,27263.85,27263.85,27245,27245,80
9/14/2018 10:58:00 AM,27257.4,27263.85,27257.4,27263.85,240
9/14/2018 10:57:00 AM,27257.95,27257.95,27245.3,27257.4,200
9/14/2018 10:56:00 AM,27255,27257.95,27254.6,27257.95,80
9/14/2018 10:55:00 AM,27254.95,27255,27254.95,27255,40
9/14/2018 10:54:00 AM,27254.95,27254.95,27254.95,27254.95,0
9/14/2018 10:53:00 AM,27254.95,27254.95,27254.95,27254.95,0
9/14/2018 10:52:00 AM,27254.95,27254.95,27254.95,27254.95,0
9/14/2018 10:51:00 AM,27255.35,27255.45,27254.95,27254.95,80
9/14/2018 10:50:00 AM,27265,27265,27255.35,27255.35,80
9/14/2018 10:49:00 AM,27262.7,27265.05,27262.7,27265,120
9/14/2018 10:48:00 AM,27264.3,27264.3,27262.7,27262.7,40
9/14/2018 10:47:00 AM,27258.95,27264.3,27258.95,27264.3,200
9/14/2018 10:46:00 AM,27252.25,27258.95,27252.25,27258.95,40
9/14/2018 10:45:00 AM,27252.25,27252.25,27252.25,27252.25,0
9/14/2018 10:44:00 AM,27255,27270,27252.25,27252.25,480
9/14/2018 10:43:00 AM,27255,27255,27255,27255,0
9/14/2018 10:42:00 AM,27267.9,27267.9,27255,27255,40
9/14/2018 10:41:00 AM,27267.9,27267.9,27267.9,27267.9,40
9/14/2018 10:40:00 AM,27266.7,27267.9,27262.55,27267.9,280
9/14/2018 10:39:00 AM,27269.95,27269.95,27260,27266.7,240
9/14/2018 10:38:00 AM,27269.95,27269.95,27269.95,27269.95,0
9/14/2018 10:37:00 AM,27269.45,27269.95,27269.3,27269.95,80
9/14/2018 10:36:00 AM,27269.45,27269.45,27269.45,27269.45,0
9/14/2018 10:35:00 AM,27271,27271,27269.45,27269.45,40
9/14/2018 10:34:00 AM,27271,27271,27271,27271,0
9/14/2018 10:33:00 AM,27265,27271,27265,27271,200
9/14/2018 10:32:00 AM,27257,27265,27257,27265,40
9/14/2018 10:31:00 AM,27255.6,27257,27255.6,27257,40
9/14/2018 10:30:00 AM,27255.6,27255.6,27255.6,27255.6,80
9/14/2018 10:29:00 AM,27255.6,27255.6,27255.6,27255.6,0
9/14/2018 10:28:00 AM,27255.6,27255.6,27255.6,27255.6,0
9/14/2018 10:27:00 AM,27249.4,27255.6,27249.4,27255.6,160
9/14/2018 10:26:00 AM,27249.4,27249.4,27249.4,27249.4,0
9/14/2018 10:25:00 AM,27245.55,27249.4,27245,27249.4,120
9/14/2018 10:24:00 AM,27245.55,27245.55,27245.55,27245.55,0
9/14/2018 10:23:00 AM,27246.4,27246.4,27245.55,27245.55,240
9/14/2018 10:22:00 AM,27246.4,27246.4,27246.4,27246.4,0
9/14/2018 10:21:00 AM,27246.4,27246.4,27246.4,27246.4,0
9/14/2018 10:20:00 AM,27260.75,27260.75,27245.65,27246.4,360
9/14/2018 10:19:00 AM,27262.8,27262.8,27255,27260.75,120
9/14/2018 10:18:00 AM,27265,27265,27262.55,27262.8,160
9/14/2018 10:17:00 AM,27263.6,27265,27261.95,27265,200
9/14/2018 10:16:00 AM,27245.5,27263.6,27245.5,27263.6,200
9/14/2018 10:15:00 AM,27261.25,27261.25,27245.5,27245.5,80
9/14/2018 10:14:00 AM,27265,27265,27261.25,27261.25,200
9/14/2018 10:13:00 AM,27267.85,27267.95,27266,27266,160
9/14/2018 10:12:00 AM,27266.25,27267.85,27266.25,27267.85,40
9/14/2018 10:11:00 AM,27264.75,27266.25,27264.75,27266.25,40
9/14/2018 10:10:00 AM,27264.75,27264.75,27264.75,27264.75,0
9/14/2018 10:09:00 AM,27262.1,27269.75,27259.2,27264.75,1160
9/14/2018 10:08:00 AM,27263.95,27269.95,27262.1,27262.1,640
9/14/2018 10:07:00 AM,27247,27263.95,27247,27263.95,240
9/14/2018 10:06:00 AM,27247,27247,27247,27247,0
9/14/2018 10:05:00 AM,27247,27247,27247,27247,0
9/14/2018 10:04:00 AM,27244.3,27248.15,27244.3,27247,200
9/14/2018 10:03:00 AM,27230,27247.55,27230,27244.3,120
9/14/2018 10:02:00 AM,27230,27230,27230,27230,0
9/14/2018 10:01:00 AM,27230,27230,27230,27230,0
9/14/2018 10:00:00 AM,27230,27230,27230,27230,0
9/14/2018 9:59:00 AM,27228,27230,27228,27230,40
9/14/2018 9:58:00 AM,27217.9,27228,27217.9,27228,80
9/14/2018 9:57:00 AM,27217.9,27217.9,27217.9,27217.9,0
9/14/2018 9:56:00 AM,27217.9,27217.9,27217.9,27217.9,200
9/14/2018 9:55:00 AM,27210.2,27217.9,27205,27217.9,240
9/14/2018 9:54:00 AM,27243.9,27243.9,27208.55,27208.55,360
9/14/2018 9:53:00 AM,27249.75,27249.75,27243.9,27243.9,40
9/14/2018 9:52:00 AM,27249.75,27249.75,27249.75,27249.75,0
9/14/2018 9:51:00 AM,27247.35,27249.75,27241.75,27249.75,160
9/14/2018 9:50:00 AM,27244.35,27247.35,27244.35,27247.35,120
9/14/2018 9:49:00 AM,27250,27250,27244.35,27244.35,40
9/14/2018 9:48:00 AM,27250,27250,27250,27250,0
9/14/2018 9:47:00 AM,27251.7,27251.7,27250,27250,40
9/14/2018 9:46:00 AM,27233.6,27251.7,27233.6,27251.7,40
9/14/2018 9:45:00 AM,27233.6,27233.6,27233.6,27233.6,0
9/14/2018 9:44:00 AM,27235,27235,27233,27233.6,80
9/14/2018 9:43:00 AM,27230,27235,27230,27235,120
9/14/2018 9:42:00 AM,27220,27249.05,27220,27230,2040
9/14/2018 9:41:00 AM,27250,27252.95,27220,27220,2040
9/14/2018 9:40:00 AM,27240,27250,27240,27250,240
9/14/2018 9:39:00 AM,27240,27240,27240,27240,0
9/14/2018 9:38:00 AM,27249.8,27249.8,27240,27240,120
9/14/2018 9:37:00 AM,27248,27249.8,27248,27249.8,200
9/14/2018 9:36:00 AM,27263.1,27263.1,27248,27248,120
9/14/2018 9:35:00 AM,27271.5,27271.5,27263.1,27263.1,80
9/14/2018 9:34:00 AM,27271.5,27271.5,27271.5,27271.5,0
9/14/2018 9:33:00 AM,27273.65,27273.65,27271.5,27271.5,40
9/14/2018 9:32:00 AM,27273.65,27273.65,27273.65,27273.65,0
9/14/2018 9:31:00 AM,27294.65,27294.65,27273.65,27273.65,80
9/14/2018 9:30:00 AM,27259.55,27294.65,27259.55,27294.65,320
9/14/2018 9:29:00 AM,27259.55,27259.55,27259.55,27259.55,0
9/14/2018 9:28:00 AM,27260.75,27260.75,27259.55,27259.55,40
9/14/2018 9:27:00 AM,27256.1,27275,27256.1,27260.75,360
9/14/2018 9:26:00 AM,27258,27271.5,27256.1,27256.1,280
9/14/2018 9:25:00 AM,27247,27255,27245.1,27245.1,200
9/14/2018 9:24:00 AM,27240.5,27247,27240.5,27247,40
9/14/2018 9:23:00 AM,27260,27260,27240.5,27240.5,160
9/14/2018 9:22:00 AM,27261,27270,27260,27260,640
9/14/2018 9:21:00 AM,27240,27294.2,27240,27261,960
9/14/2018 9:20:00 AM,27253.2,27253.2,27240,27240,200
9/14/2018 9:19:00 AM,27289.8,27289.8,27253.2,27253.2,480
9/14/2018 9:18:00 AM,27296.85,27296.85,27270.05,27289.8,320
9/14/2018 9:17:00 AM,27263.65,27300,27263.65,27296.85,560
9/14/2018 9:16:00 AM,27290,27290,27253.2,27263.65,2160
9/14/2018 9:15:00 AM,27286.8,27305,27261,27290,3600
