Date,NIFTY18SEP11550CE O,NIFTY18SEP11550CE H,NIFTY18SEP11550CE L,NIFTY18SEP11550CE C,NIFTY18SEP11550CE V
9/14/2018 3:29:00 PM,98,98,94,94.2,11475
9/14/2018 3:28:00 PM,99,99.2,98,98,24450
9/14/2018 3:27:00 PM,100,100.3,99,99,4425
9/14/2018 3:26:00 PM,100.25,100.55,100,100.15,6600
9/14/2018 3:25:00 PM,99.9,100.35,99.65,100.25,3300
9/14/2018 3:24:00 PM,100.05,100.25,99.8,99.9,27675
9/14/2018 3:23:00 PM,99.15,100,98.9,100,14850
9/14/2018 3:22:00 PM,99.95,99.95,99.05,99.15,5625
9/14/2018 3:21:00 PM,99.2,99.9,99.1,99.7,4425
9/14/2018 3:20:00 PM,100.25,100.55,99.2,99.2,15825
9/14/2018 3:19:00 PM,99.2,100,99,99.95,12975
9/14/2018 3:18:00 PM,98,99.6,98,99.2,28125
9/14/2018 3:17:00 PM,97.3,98.85,97.1,98.5,34800
9/14/2018 3:16:00 PM,96.6,97.3,96.05,97.3,2475
9/14/2018 3:15:00 PM,97.85,97.85,96.6,96.6,4275
9/14/2018 3:14:00 PM,97.7,98,97.5,97.75,1350
9/14/2018 3:13:00 PM,97.15,97.7,97.1,97.4,2475
9/14/2018 3:12:00 PM,98.5,98.85,97,97.15,3825
9/14/2018 3:11:00 PM,98.8,98.8,98,98.4,2925
9/14/2018 3:10:00 PM,96.75,99.45,96.45,98.8,10125
9/14/2018 3:09:00 PM,99.85,99.85,96.75,96.75,18300
9/14/2018 3:08:00 PM,98.95,99.9,98.95,99.9,12225
9/14/2018 3:07:00 PM,100,100.7,98.5,98.95,15975
9/14/2018 3:06:00 PM,98.7,100.1,97.6,100.1,7050
9/14/2018 3:05:00 PM,97.45,98,96.45,98,15825
9/14/2018 3:04:00 PM,101,101.1,97.45,97.55,19725
9/14/2018 3:03:00 PM,99.45,102,98.7,101,18675
9/14/2018 3:02:00 PM,96.35,99.45,96.2,99.45,13575
9/14/2018 3:01:00 PM,92.7,97.3,92.7,96.35,16500
