Date,BANKNIFTY18SEP27300CE O,BANKNIFTY18SEP27300CE H,BANKNIFTY18SEP27300CE L,BANKNIFTY18SEP27300CE C,BANKNIFTY18SEP27300CE V
9/14/2018 3:29:00 PM,230.7,230.7,226,230.5,680
9/14/2018 3:28:00 PM,231,231,229.95,230.7,1520
9/14/2018 3:27:00 PM,233.2,233.2,231,231,1840
9/14/2018 3:26:00 PM,234.1,234.1,232.75,233.2,560
9/14/2018 3:25:00 PM,234.25,235.5,234,234.1,1120
9/14/2018 3:24:00 PM,234.45,236.7,234.25,234.25,600
9/14/2018 3:23:00 PM,234.5,234.5,232.25,234.45,440
9/14/2018 3:22:00 PM,236.4,236.4,233.9,234.5,1400
9/14/2018 3:21:00 PM,235.55,236.4,235.55,236.4,400
9/14/2018 3:20:00 PM,240.2,240.9,234.75,234.75,840
9/14/2018 3:19:00 PM,238.25,239.5,238,238.55,960
9/14/2018 3:18:00 PM,238.2,240.05,238.2,238.25,1480
9/14/2018 3:17:00 PM,236.1,238.2,236.1,238.2,1840
9/14/2018 3:16:00 PM,236.6,236.75,234.9,236.1,2080
9/14/2018 3:15:00 PM,238,238.7,235.9,236.6,360
9/14/2018 3:14:00 PM,236.7,240.35,236.7,238,640
9/14/2018 3:13:00 PM,239.45,239.95,236,236.7,880
9/14/2018 3:12:00 PM,242.25,242.25,236.8,239.45,800
9/14/2018 3:11:00 PM,241.35,243,239.2,242.25,520
9/14/2018 3:10:00 PM,238.4,242.15,234.2,241.35,1400
9/14/2018 3:09:00 PM,253.15,253.15,235,238.4,2760
9/14/2018 3:08:00 PM,252.55,254.5,251.35,253.15,720
9/14/2018 3:07:00 PM,254,255.4,251.5,252.55,680
9/14/2018 3:06:00 PM,252.45,254,249.95,254,1480
9/14/2018 3:05:00 PM,248.5,251.15,248.5,251.15,1120
9/14/2018 3:04:00 PM,252.65,252.65,248.65,250,2160
9/14/2018 3:03:00 PM,257.85,260,252.65,252.65,2320
9/14/2018 3:02:00 PM,249.15,257.85,248,256.85,1680
9/14/2018 3:01:00 PM,237.65,252,237.65,248.2,4000
9/14/2018 3:00:00 PM,227.5,238,227.5,237.65,1680
9/14/2018 2:59:00 PM,229.9,229.9,227.5,227.5,200
9/14/2018 2:58:00 PM,232.3,232.45,229.5,229.9,320
9/14/2018 2:57:00 PM,231.05,232.9,230.25,232.3,720
9/14/2018 2:56:00 PM,231.25,231.95,231.05,231.05,160
9/14/2018 2:55:00 PM,234.45,234.45,231,231.25,440
9/14/2018 2:54:00 PM,231.9,234.45,231.9,234.45,360
9/14/2018 2:53:00 PM,232.75,232.75,231.9,231.9,600
9/14/2018 2:52:00 PM,229.3,232.75,227.75,232.75,280
9/14/2018 2:51:00 PM,232.9,232.9,228.35,229.3,320
9/14/2018 2:50:00 PM,232.9,232.9,232.9,232.9,560
9/14/2018 2:49:00 PM,234.8,234.8,231.1,232.9,840
9/14/2018 2:48:00 PM,235.75,235.95,234.8,234.8,920
9/14/2018 2:47:00 PM,235.95,236.05,234.75,236,440
9/14/2018 2:46:00 PM,234.05,235.95,234.05,235.95,160
9/14/2018 2:45:00 PM,233.35,236.7,232.7,234.05,160
9/14/2018 2:44:00 PM,235,235,233.35,233.35,320
9/14/2018 2:43:00 PM,238.5,238.5,235,235,160
9/14/2018 2:42:00 PM,231.9,238.5,231.9,238.5,640
9/14/2018 2:41:00 PM,224.85,231.9,224.85,231.9,2000
9/14/2018 2:40:00 PM,223.9,224.85,223.9,224.85,40
9/14/2018 2:39:00 PM,224.2,224.2,223.05,223.9,160
9/14/2018 2:38:00 PM,228.9,228.9,222.8,224.2,400
9/14/2018 2:37:00 PM,229,229,228.9,228.9,40
9/14/2018 2:36:00 PM,230,230,229,229,80
9/14/2018 2:35:00 PM,227.3,230,227.3,230,40
9/14/2018 2:34:00 PM,227,228.45,226.7,227.3,120
9/14/2018 2:33:00 PM,230.45,230.5,226.55,227,1000
9/14/2018 2:32:00 PM,229.3,231.65,229.3,230.45,280
9/14/2018 2:31:00 PM,228.2,233,228.2,230.45,160
9/14/2018 2:30:00 PM,226.2,228.55,226.2,228.2,200
9/14/2018 2:29:00 PM,224,228.8,223.5,226.2,280
9/14/2018 2:28:00 PM,225.5,225.5,216.8,224,400
