Date,NIFTY18SEP11700CE O,NIFTY18SEP11700CE H,NIFTY18SEP11700CE L,NIFTY18SEP11700CE C,NIFTY18SEP11700CE V
9/14/2018 3:29:00 PM,37.3,37.35,35,35,105825
9/14/2018 3:28:00 PM,37.75,37.75,37.2,37.2,53775
9/14/2018 3:27:00 PM,37.7,37.95,37.55,37.7,60375
9/14/2018 3:26:00 PM,38.15,38.25,37.65,37.7,64200
9/14/2018 3:25:00 PM,38.1,38.25,38,38.2,84525
9/14/2018 3:24:00 PM,37.95,38.3,37.8,38.1,93300
9/14/2018 3:23:00 PM,37.8,38,37.7,37.95,34350
9/14/2018 3:22:00 PM,38.2,38.25,37.65,37.75,28950
9/14/2018 3:21:00 PM,37.8,38.25,37.7,38.2,31125
9/14/2018 3:20:00 PM,38.2,38.35,37.8,37.95,66450
9/14/2018 3:19:00 PM,37.95,38.2,37.5,38.1,69825
9/14/2018 3:18:00 PM,37.55,38,37.35,38,86700
9/14/2018 3:17:00 PM,37.2,37.7,37,37.55,59550
9/14/2018 3:16:00 PM,36.55,37.1,36.2,37,65175
9/14/2018 3:15:00 PM,37.5,37.5,36.5,36.6,42750
9/14/2018 3:14:00 PM,37.5,37.5,37,37.5,51675
9/14/2018 3:13:00 PM,37.05,37.5,37,37.35,21825
9/14/2018 3:12:00 PM,37.8,37.8,36.9,37.05,33000
9/14/2018 3:11:00 PM,37.75,37.9,37.3,37.8,40200
9/14/2018 3:10:00 PM,36.3,38,36.3,37.8,111375
9/14/2018 3:09:00 PM,38,38,36.3,36.3,97950
9/14/2018 3:08:00 PM,37.7,38.2,37.4,38,79875
9/14/2018 3:07:00 PM,38.35,38.75,37.55,37.7,111300
9/14/2018 3:06:00 PM,37.25,38.4,36.95,38.4,154500
9/14/2018 3:05:00 PM,36.15,37,35.9,37,118575
9/14/2018 3:04:00 PM,37.75,37.75,36.1,36.35,90825
9/14/2018 3:03:00 PM,37.3,38.45,37.1,37.8,95250
9/14/2018 3:02:00 PM,36.25,37.35,35.8,37.3,86850
9/14/2018 3:01:00 PM,34.55,36.35,34.55,36.15,106500
9/14/2018 3:00:00 PM,32.1,34.85,31.8,34.55,96300
9/14/2018 2:59:00 PM,32.2,32.2,31.8,32.1,13425
9/14/2018 2:58:00 PM,32.55,32.55,32,32.2,5925
9/14/2018 2:57:00 PM,32.25,32.7,32.2,32.55,11625
9/14/2018 2:56:00 PM,32.1,32.5,32.1,32.25,8025
9/14/2018 2:55:00 PM,32.1,32.25,31.45,32.1,15900
9/14/2018 2:54:00 PM,32.3,32.7,32.05,32.1,18750
9/14/2018 2:53:00 PM,32.2,32.35,31.85,32.35,15975
9/14/2018 2:52:00 PM,31.9,32.05,31.45,32.05,30225
9/14/2018 2:51:00 PM,32,32.1,31.8,31.9,7350
9/14/2018 2:50:00 PM,32.6,32.75,32,32,24075
9/14/2018 2:49:00 PM,32.3,32.7,32,32.6,16125
9/14/2018 2:48:00 PM,32.8,32.8,31.95,32.35,13950
9/14/2018 2:47:00 PM,32.4,32.8,32.25,32.8,14100
9/14/2018 2:46:00 PM,32.75,32.95,32.2,32.4,15975
9/14/2018 2:45:00 PM,32.5,33.2,32.45,32.75,28275
9/14/2018 2:44:00 PM,32.3,32.6,32.05,32.45,6975
9/14/2018 2:43:00 PM,32.3,32.6,32.1,32.3,11400
9/14/2018 2:42:00 PM,31.9,32.8,31.9,32.25,23250
9/14/2018 2:41:00 PM,31.4,32.35,31.4,31.75,17250
9/14/2018 2:40:00 PM,30.9,31.4,30.65,31.2,15075
9/14/2018 2:39:00 PM,30.55,31.05,30.15,31.05,22800
9/14/2018 2:38:00 PM,30.85,31,30.25,30.55,17850
9/14/2018 2:37:00 PM,30.8,31.15,30.3,30.85,47775
9/14/2018 2:36:00 PM,31.9,32.15,30.85,30.85,38250
9/14/2018 2:35:00 PM,31.7,31.95,31.3,31.9,12900
9/14/2018 2:34:00 PM,31.4,31.7,31,31.7,16950
9/14/2018 2:33:00 PM,31.95,32.1,31.4,31.4,6000
9/14/2018 2:32:00 PM,31.45,32.05,31.45,31.95,21075
9/14/2018 2:31:00 PM,31.8,32.15,31.75,31.85,17550
9/14/2018 2:30:00 PM,31.1,31.8,30.85,31.8,9600
9/14/2018 2:29:00 PM,31.4,31.85,31,31.05,32250
9/14/2018 2:28:00 PM,31.1,31.45,30.75,31.25,41325
9/14/2018 2:27:00 PM,31.7,31.7,30.65,31.15,36525
9/14/2018 2:26:00 PM,32.35,32.35,31.7,31.7,30450
9/14/2018 2:25:00 PM,32.2,32.55,32.05,32.35,42375
9/14/2018 2:24:00 PM,32.55,32.55,31.9,32.2,35475
9/14/2018 2:23:00 PM,33.3,33.3,32.2,32.5,49200
9/14/2018 2:22:00 PM,33.4,33.8,33.3,33.3,12600
9/14/2018 2:21:00 PM,33,33.4,32.7,33.4,10575
9/14/2018 2:20:00 PM,32.9,33.35,32.75,33.1,11100
9/14/2018 2:19:00 PM,33.8,33.9,32.9,32.9,11250
9/14/2018 2:18:00 PM,34.3,34.3,33.1,33.65,21075
9/14/2018 2:17:00 PM,34,34.35,34,34.3,14925
9/14/2018 2:16:00 PM,34.05,34.35,33.45,33.95,22650
9/14/2018 2:15:00 PM,33.7,34.2,33.3,34.05,33525
9/14/2018 2:14:00 PM,32.7,33.8,32.45,33.7,30975
9/14/2018 2:13:00 PM,32.85,33.25,32.6,32.6,9225
9/14/2018 2:12:00 PM,32.9,33.35,32.85,32.85,9750
9/14/2018 2:11:00 PM,33.3,33.65,32.85,33,31125
9/14/2018 2:10:00 PM,33,33.3,32.4,33.15,10800
9/14/2018 2:09:00 PM,32.45,33.15,32.45,33,10350
9/14/2018 2:08:00 PM,32.85,32.95,32.15,32.4,12525
9/14/2018 2:07:00 PM,32.55,33,32.2,32.85,32250
9/14/2018 2:06:00 PM,31.65,32.55,31.5,32.55,33525
9/14/2018 2:05:00 PM,31.4,31.4,30.55,31.35,50250
9/14/2018 2:04:00 PM,33.15,33.15,31.4,31.45,26400
9/14/2018 2:03:00 PM,32.75,33.15,32.55,33.15,11325
9/14/2018 2:02:00 PM,32.85,33.25,32.45,32.75,14175
9/14/2018 2:01:00 PM,32.55,32.9,32.25,32.8,33975
9/14/2018 2:00:00 PM,33.25,33.45,32.5,32.65,21600
9/14/2018 1:59:00 PM,33.95,34.15,33.25,33.25,23250
9/14/2018 1:58:00 PM,34.45,34.65,33.8,33.8,16800
9/14/2018 1:57:00 PM,34.5,34.8,34.15,34.55,12375
9/14/2018 1:56:00 PM,33.85,34.7,33.85,34.5,12300
9/14/2018 1:55:00 PM,34.4,34.7,33.8,33.95,17775
9/14/2018 1:54:00 PM,34.5,35.2,34.2,34.4,43200
9/14/2018 1:53:00 PM,33.8,34.75,33.3,34.5,22725
9/14/2018 1:52:00 PM,34.75,35,34.05,34.05,31200
9/14/2018 1:51:00 PM,34.7,34.85,34.15,34.75,22950
9/14/2018 1:50:00 PM,33.7,34.8,33.7,34.5,42375
9/14/2018 1:49:00 PM,33.85,34.45,33.7,33.7,37275
9/14/2018 1:48:00 PM,32.85,33.85,32.7,33.8,30450
9/14/2018 1:47:00 PM,33.35,33.45,32.65,32.85,8025
9/14/2018 1:46:00 PM,32.5,33.35,32.25,33.35,16125
9/14/2018 1:45:00 PM,34,34,32.6,32.6,14025
9/14/2018 1:44:00 PM,33.75,34,33.6,34,22950
9/14/2018 1:43:00 PM,32.7,33.75,32.6,33.75,32925
9/14/2018 1:42:00 PM,33.15,33.15,32.3,32.55,11625
9/14/2018 1:41:00 PM,33.35,33.8,33.1,33.3,16875
9/14/2018 1:40:00 PM,33.5,34.25,33.5,33.65,29475
9/14/2018 1:39:00 PM,33.35,33.75,32.85,33.5,17850
9/14/2018 1:38:00 PM,33.6,34.15,32.85,33.35,36975
9/14/2018 1:37:00 PM,32.7,33.8,32.7,33.6,21000
9/14/2018 1:36:00 PM,32,33.2,32,32.7,20700
9/14/2018 1:35:00 PM,32.55,32.95,32.05,32.05,20175
9/14/2018 1:34:00 PM,32.85,33,32.1,32.55,21450
9/14/2018 1:33:00 PM,31.65,32.8,31.65,32.75,16875
9/14/2018 1:32:00 PM,32.1,32.4,31.45,31.6,28350
9/14/2018 1:31:00 PM,31.75,32,31.2,32,35475
9/14/2018 1:30:00 PM,32.85,33,31.9,31.9,33900
9/14/2018 1:29:00 PM,33.2,33.45,32.15,32.9,27450
9/14/2018 1:28:00 PM,33.45,34.1,33.2,33.2,17400
9/14/2018 1:27:00 PM,34,34.1,33.25,33.55,21000
9/14/2018 1:26:00 PM,34.3,34.8,33.9,34,29100
9/14/2018 1:25:00 PM,34.2,34.6,33.6,34.3,47025
9/14/2018 1:24:00 PM,33.5,34.3,33.45,34.05,41625
9/14/2018 1:23:00 PM,33.35,33.5,32.8,33.5,48150
