Date,TCS-EQ O,TCS-EQ H,TCS-EQ L,TCS-EQ C,TCS-EQ V
9/14/2018 9:25:00 AM,2027.2,2031,2027.2,2028.25,15443
9/14/2018 9:24:00 AM,2030.35,2030.35,2026.75,2027.45,21362
9/14/2018 9:23:00 AM,2030,2031.4,2030,2030.35,17400
9/14/2018 9:22:00 AM,2031,2031,2026.45,2029,33076
9/14/2018 9:21:00 AM,2024.3,2031.1,2023.9,2031.1,20414
9/14/2018 9:20:00 AM,2027.9,2029,2023.9,2024.1,49289
9/14/2018 9:19:00 AM,2026,2029.15,2026,2027.9,38994
9/14/2018 9:18:00 AM,2025.5,2027.3,2024.2,2027.25,47180
9/14/2018 9:17:00 AM,2021.15,2025.85,2018.9,2025.5,95455
9/14/2018 9:16:00 AM,2032.5,2032.65,2021.15,2021.15,86526
9/14/2018 9:15:00 AM,2044.1,2045,2033.05,2033.05,143070
