Date,BANKNIFTY19SEP1827600CE O,BANKNIFTY19SEP1827600CE H,BANKNIFTY19SEP1827600CE L,BANKNIFTY19SEP1827600CE C,BANKNIFTY19SEP1827600CE V
9/14/2018 3:29:00 PM,32.95,34.35,32.55,34.3,46400
9/14/2018 3:28:00 PM,34.55,34.55,32.75,32.75,27160
9/14/2018 3:27:00 PM,35.9,35.95,34.25,34.3,25760
9/14/2018 3:26:00 PM,36,36.35,35.75,36,16520
9/14/2018 3:25:00 PM,36.35,36.45,35.85,36.1,22840
9/14/2018 3:24:00 PM,36.45,36.6,36,36.4,10200
9/14/2018 3:23:00 PM,36.8,36.95,36.25,36.45,14440
9/14/2018 3:22:00 PM,37.5,37.5,36.75,36.8,20640
9/14/2018 3:21:00 PM,38.05,38.05,37.35,37.5,18560
9/14/2018 3:20:00 PM,37.6,38.35,37.15,37.5,25760
9/14/2018 3:19:00 PM,37.45,37.5,36.9,37.5,26760
9/14/2018 3:18:00 PM,37.35,37.75,37.1,37.3,16440
9/14/2018 3:17:00 PM,36.75,37.35,36.3,37.35,23160
9/14/2018 3:16:00 PM,36.4,37,36.2,36.75,17080
9/14/2018 3:15:00 PM,36.6,36.85,36.05,36.4,10800
9/14/2018 3:14:00 PM,36.85,37.45,36.6,36.8,17440
9/14/2018 3:13:00 PM,36.5,36.85,35.95,36.55,16920
9/14/2018 3:12:00 PM,37.6,38,36.25,36.5,27160
9/14/2018 3:11:00 PM,37.9,38.2,37.2,37.75,27040
9/14/2018 3:10:00 PM,36,38.65,35,37.75,27120
9/14/2018 3:09:00 PM,40.4,40.4,35.5,36.15,50120
9/14/2018 3:08:00 PM,40.75,40.75,40.25,40.4,10120
9/14/2018 3:07:00 PM,41.45,41.45,40.05,40.65,18000
9/14/2018 3:06:00 PM,41.35,41.65,40.05,41.65,28200
9/14/2018 3:05:00 PM,39.75,40.85,39.6,40.8,21520
9/14/2018 3:04:00 PM,40.5,41.05,39.55,39.75,33160
9/14/2018 3:03:00 PM,42.05,42.85,40.85,41,48280
9/14/2018 3:02:00 PM,40.5,42.8,39.9,42.2,48680
9/14/2018 3:01:00 PM,37.45,41.4,36.95,40.55,88680
9/14/2018 3:00:00 PM,35,37.5,34.9,36.85,33280
9/14/2018 2:59:00 PM,35.95,35.95,34.35,35.05,13320
9/14/2018 2:58:00 PM,36.5,36.75,35.5,35.95,9720
9/14/2018 2:57:00 PM,36.3,37.3,36.3,36.5,10640
9/14/2018 2:56:00 PM,36.85,36.9,36.3,36.3,3760
9/14/2018 2:55:00 PM,37.05,37.05,36.3,36.85,6600
9/14/2018 2:54:00 PM,37.5,37.75,36.7,37.05,9800
9/14/2018 2:53:00 PM,37.2,37.5,36.6,37.5,8720
9/14/2018 2:52:00 PM,35.65,37.05,35.3,37,10240
9/14/2018 2:51:00 PM,35.75,36.25,35.35,35.65,10040
9/14/2018 2:50:00 PM,37.55,37.85,35.75,35.75,8800
9/14/2018 2:49:00 PM,37.45,37.65,36,37.5,10520
