Date,BANKNIFTY18SEP26900CE O,BANKNIFTY18SEP26900CE H,BANKNIFTY18SEP26900CE L,BANKNIFTY18SEP26900CE C,BANKNIFTY18SEP26900CE V
9/14/2018 3:29:00 PM,472.05,472.05,455.65,455.65,120
9/14/2018 3:28:00 PM,472.05,472.05,472.05,472.05,0
9/14/2018 3:27:00 PM,472.05,472.05,472.05,472.05,0
9/14/2018 3:26:00 PM,472.05,472.05,472.05,472.05,0
9/14/2018 3:25:00 PM,469.9,472.05,469.9,472.05,600
9/14/2018 3:24:00 PM,470,470,469.9,469.9,160
9/14/2018 3:23:00 PM,469.8,471.2,467,470,320
9/14/2018 3:22:00 PM,476.25,476.25,469.5,469.8,80
9/14/2018 3:21:00 PM,476.25,476.25,476.25,476.25,0
9/14/2018 3:20:00 PM,477.3,477.3,476.15,476.25,80
9/14/2018 3:19:00 PM,473.75,477.3,473.75,477.3,40
9/14/2018 3:18:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:17:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:16:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:15:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:14:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:13:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:12:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:11:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:10:00 PM,473.75,473.75,473.75,473.75,0
9/14/2018 3:09:00 PM,500,500,473.75,473.75,80
9/14/2018 3:08:00 PM,500,500,500,500,0
9/14/2018 3:07:00 PM,500,500,500,500,0
9/14/2018 3:06:00 PM,499.95,500,499.95,500,480
9/14/2018 3:05:00 PM,498,498,494,494,400
9/14/2018 3:04:00 PM,508,508,495,498,240
9/14/2018 3:03:00 PM,495,508,495,508,200
9/14/2018 3:02:00 PM,500,500,492.6,495,80
