Date,NIFTY18SEP11450CE O,NIFTY18SEP11450CE H,NIFTY18SEP11450CE L,NIFTY18SEP11450CE C,NIFTY18SEP11450CE V
9/14/2018 3:29:00 PM,157.3,157.3,152,152,7350
9/14/2018 3:28:00 PM,160,160,157.35,157.35,1875
9/14/2018 3:27:00 PM,161.2,161.2,160,160,1200
9/14/2018 3:26:00 PM,160.95,161.55,160.8,161.2,2400
9/14/2018 3:25:00 PM,160.6,161,160.4,160.95,2550
9/14/2018 3:24:00 PM,160.65,160.7,160.3,160.6,1200
9/14/2018 3:23:00 PM,160,161,159.7,160.65,900
9/14/2018 3:22:00 PM,160.95,160.95,160,160,1425
9/14/2018 3:21:00 PM,160.4,161.45,160.1,160.95,1650
9/14/2018 3:20:00 PM,161.05,161.45,160,160.4,2475
9/14/2018 3:19:00 PM,160.5,161,159.75,161,2025
9/14/2018 3:18:00 PM,159.3,160.75,159.3,160.5,2250
9/14/2018 3:17:00 PM,159.2,159.2,158.1,158.9,4275
9/14/2018 3:16:00 PM,158,159.2,157,159.2,2100
9/14/2018 3:15:00 PM,159.7,159.7,158,158,1200
9/14/2018 3:14:00 PM,158.5,159.7,158.5,159.7,1200
9/14/2018 3:13:00 PM,158.4,158.5,158.4,158.5,375
9/14/2018 3:12:00 PM,161.05,161.05,158.15,158.4,4350
9/14/2018 3:11:00 PM,160.2,160.5,159.4,160.1,750
9/14/2018 3:10:00 PM,157.9,161.25,157.6,160.2,2700
9/14/2018 3:09:00 PM,162,162,157.9,157.9,975
9/14/2018 3:08:00 PM,161.15,162,160.4,162,1200
9/14/2018 3:07:00 PM,162.2,163.05,160.35,161.15,2550
9/14/2018 3:06:00 PM,160.9,162.5,159.6,162.2,2400
9/14/2018 3:05:00 PM,159.65,159.7,158.45,159,3150
9/14/2018 3:04:00 PM,164.2,164.2,159.4,159.65,2100
9/14/2018 3:03:00 PM,161.45,165.25,161.45,164.2,4650
9/14/2018 3:02:00 PM,157.95,162,157.2,161.5,8925
9/14/2018 3:01:00 PM,152.2,158,152.2,157.75,12375
9/14/2018 3:00:00 PM,144.6,154.95,144,152.95,18825
9/14/2018 2:59:00 PM,144.85,144.85,143.9,144.6,1050
9/14/2018 2:58:00 PM,145.15,145.8,144.4,144.85,675
9/14/2018 2:57:00 PM,144.35,145.65,144.35,145.15,1500
9/14/2018 2:56:00 PM,143,144.95,143,144.35,525
9/14/2018 2:55:00 PM,143.45,143.45,142.55,143,975
9/14/2018 2:54:00 PM,144,145,143.45,143.45,1425
9/14/2018 2:53:00 PM,144,144,143.15,144,1800
9/14/2018 2:52:00 PM,144,144,142,143.15,1425
9/14/2018 2:51:00 PM,144,144,144,144,0
9/14/2018 2:50:00 PM,144.85,144.9,144,144,450
9/14/2018 2:49:00 PM,145,145,144.85,144.85,750
9/14/2018 2:48:00 PM,144.75,145.45,144.75,145,150
9/14/2018 2:47:00 PM,144.75,144.75,144.75,144.75,75
9/14/2018 2:46:00 PM,144.9,146.1,144.4,146.1,675
9/14/2018 2:45:00 PM,144,146.3,144,145.7,975
9/14/2018 2:44:00 PM,144.35,144.35,144.05,144.05,75
9/14/2018 2:43:00 PM,143.8,144.35,143.8,144.35,450
9/14/2018 2:42:00 PM,144.05,145.35,143.8,143.8,2850
9/14/2018 2:41:00 PM,140,144.05,140,144.05,600
9/14/2018 2:40:00 PM,137.8,140,137.8,140,75
9/14/2018 2:39:00 PM,139.2,139.2,137.8,137.8,300
9/14/2018 2:38:00 PM,139.7,139.7,138.3,139.2,900
9/14/2018 2:37:00 PM,140,140.25,137.7,139.7,1200
9/14/2018 2:36:00 PM,141.4,142.6,140,140,150
9/14/2018 2:35:00 PM,140.95,141.4,140.5,141.4,525
9/14/2018 2:34:00 PM,140,140.3,139.45,140.3,750
9/14/2018 2:33:00 PM,142.2,142.2,141.2,141.2,150
9/14/2018 2:32:00 PM,141.65,142.2,141.65,142.2,225
9/14/2018 2:31:00 PM,140.8,142.3,140.8,141.65,1125
9/14/2018 2:30:00 PM,140,140.8,139.5,140.8,225
9/14/2018 2:29:00 PM,140.2,141.1,139.9,140,1050
9/14/2018 2:28:00 PM,138.5,140.2,138,140.2,1050
9/14/2018 2:27:00 PM,140.55,140.55,137.7,138.5,3975
9/14/2018 2:26:00 PM,141.6,142.2,140.55,140.55,525
9/14/2018 2:25:00 PM,140.35,142,140.35,141.6,975
9/14/2018 2:24:00 PM,141.5,141.6,140.25,140.35,825
9/14/2018 2:23:00 PM,143.3,143.3,141.5,141.5,5025
9/14/2018 2:22:00 PM,143.5,144.7,143.5,144.7,375
9/14/2018 2:21:00 PM,143.1,143.5,142.25,143.5,5325
