Date,USDINR18OCT72CE O,USDINR18OCT72CE H,USDINR18OCT72CE L,USDINR18OCT72CE C,USDINR18OCT72CE V
9/14/2018 3:49:00 PM,0.92,0.92,0.92,0.92,5
9/14/2018 3:48:00 PM,0.92,0.92,0.92,0.92,10
9/14/2018 3:47:00 PM,0.925,0.925,0.925,0.925,0
9/14/2018 3:46:00 PM,0.93,0.93,0.925,0.925,3
9/14/2018 3:45:00 PM,0.9475,0.9475,0.93,0.93,20
9/14/2018 3:44:00 PM,0.9475,0.9475,0.9475,0.9475,0
9/14/2018 3:43:00 PM,0.9475,0.9475,0.9475,0.9475,0
9/14/2018 3:42:00 PM,0.9475,0.9475,0.9475,0.9475,0
9/14/2018 3:41:00 PM,0.9475,0.9475,0.9475,0.9475,0
9/14/2018 3:40:00 PM,0.925,0.9475,0.925,0.9475,5
9/14/2018 3:39:00 PM,0.925,0.925,0.925,0.925,0
9/14/2018 3:38:00 PM,0.925,0.925,0.925,0.925,0
9/14/2018 3:37:00 PM,0.925,0.925,0.925,0.925,0
9/14/2018 3:36:00 PM,0.9425,0.9425,0.925,0.925,5
9/14/2018 3:35:00 PM,0.9425,0.9425,0.9425,0.9425,5
9/14/2018 3:34:00 PM,0.9425,0.9425,0.9425,0.9425,50
9/14/2018 3:33:00 PM,0.9,0.9625,0.9,0.9425,669
9/14/2018 3:32:00 PM,0.9,0.9,0.9,0.9,0
9/14/2018 3:31:00 PM,0.9,0.9,0.9,0.9,0
9/14/2018 3:30:00 PM,0.9,0.9,0.9,0.9,0
9/14/2018 3:29:00 PM,0.9,0.9,0.9,0.9,0
9/14/2018 3:28:00 PM,0.9,0.9,0.9,0.9,0
9/14/2018 3:27:00 PM,0.9,0.9,0.9,0.9,0
9/14/2018 3:26:00 PM,0.9,0.9,0.9,0.9,0
9/14/2018 3:25:00 PM,0.8575,0.9,0.8575,0.9,35
9/14/2018 3:24:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:23:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:22:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:21:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:20:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:19:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:18:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:17:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:16:00 PM,0.8575,0.8575,0.8575,0.8575,0
9/14/2018 3:15:00 PM,0.8575,0.8575,0.8575,0.8575,423
9/14/2018 3:14:00 PM,0.8575,0.8575,0.8575,0.8575,1520
9/14/2018 3:13:00 PM,0.85,0.8575,0.85,0.8575,57
9/14/2018 3:12:00 PM,0.85,0.85,0.85,0.85,20
9/14/2018 3:11:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 3:10:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 3:09:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 3:08:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 3:07:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 3:06:00 PM,0.84,0.85,0.84,0.85,1
9/14/2018 3:05:00 PM,0.84,0.84,0.84,0.84,1
9/14/2018 3:04:00 PM,0.8225,0.84,0.8225,0.84,57
9/14/2018 3:03:00 PM,0.82,0.8225,0.82,0.8225,5
9/14/2018 3:02:00 PM,0.825,0.8275,0.82,0.82,6
9/14/2018 3:01:00 PM,0.835,0.835,0.825,0.825,10
9/14/2018 3:00:00 PM,0.835,0.835,0.835,0.835,0
9/14/2018 2:59:00 PM,0.82,0.835,0.82,0.835,10
9/14/2018 2:58:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:57:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:56:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:55:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:54:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:53:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:52:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:51:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:50:00 PM,0.81,0.82,0.81,0.82,20
9/14/2018 2:49:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:48:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:47:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:46:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:45:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:44:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:43:00 PM,0.8025,0.81,0.8025,0.81,10
9/14/2018 2:42:00 PM,0.8025,0.8025,0.8025,0.8025,0
9/14/2018 2:41:00 PM,0.8025,0.8025,0.8025,0.8025,0
9/14/2018 2:40:00 PM,0.8025,0.8025,0.8025,0.8025,0
9/14/2018 2:39:00 PM,0.8025,0.8025,0.8025,0.8025,0
9/14/2018 2:38:00 PM,0.8025,0.8025,0.8025,0.8025,0
9/14/2018 2:37:00 PM,0.8025,0.8025,0.8025,0.8025,0
9/14/2018 2:36:00 PM,0.8025,0.8025,0.8025,0.8025,0
9/14/2018 2:35:00 PM,0.81,0.81,0.8025,0.8025,78
9/14/2018 2:34:00 PM,0.81,0.81,0.81,0.81,73
9/14/2018 2:33:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:32:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:31:00 PM,0.81,0.81,0.81,0.81,0
9/14/2018 2:30:00 PM,0.8175,0.8175,0.81,0.81,50
9/14/2018 2:29:00 PM,0.8175,0.8175,0.8175,0.8175,0
9/14/2018 2:28:00 PM,0.8175,0.8175,0.8175,0.8175,0
9/14/2018 2:27:00 PM,0.8175,0.8175,0.8175,0.8175,0
9/14/2018 2:26:00 PM,0.82,0.82,0.8175,0.8175,59
9/14/2018 2:25:00 PM,0.82,0.82,0.82,0.82,2
9/14/2018 2:24:00 PM,0.82,0.82,0.8175,0.82,26
9/14/2018 2:23:00 PM,0.815,0.82,0.815,0.82,49
9/14/2018 2:22:00 PM,0.8325,0.8325,0.8125,0.815,122
9/14/2018 2:21:00 PM,0.8325,0.8325,0.8325,0.8325,0
9/14/2018 2:20:00 PM,0.8325,0.8325,0.8325,0.8325,0
9/14/2018 2:19:00 PM,0.845,0.845,0.8325,0.8325,1
9/14/2018 2:18:00 PM,0.845,0.845,0.845,0.845,0
9/14/2018 2:17:00 PM,0.845,0.845,0.845,0.845,0
9/14/2018 2:16:00 PM,0.845,0.845,0.845,0.845,0
9/14/2018 2:15:00 PM,0.845,0.845,0.845,0.845,0
9/14/2018 2:14:00 PM,0.845,0.845,0.845,0.845,0
9/14/2018 2:13:00 PM,0.845,0.845,0.845,0.845,0
9/14/2018 2:12:00 PM,0.82,0.845,0.82,0.845,44
9/14/2018 2:11:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:10:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:09:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:08:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:07:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:06:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:05:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:04:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:03:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:02:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:01:00 PM,0.82,0.82,0.82,0.82,0
9/14/2018 2:00:00 PM,0.825,0.825,0.82,0.82,2
9/14/2018 1:59:00 PM,0.825,0.825,0.825,0.825,0
9/14/2018 1:58:00 PM,0.825,0.825,0.825,0.825,765
9/14/2018 1:57:00 PM,0.8,0.825,0.8,0.825,138
9/14/2018 1:56:00 PM,0.8,0.8,0.8,0.8,0
9/14/2018 1:55:00 PM,0.8,0.8,0.8,0.8,0
9/14/2018 1:54:00 PM,0.8,0.8,0.8,0.8,0
9/14/2018 1:53:00 PM,0.8,0.8,0.8,0.8,0
9/14/2018 1:52:00 PM,0.78,0.8,0.78,0.8,1
9/14/2018 1:51:00 PM,0.78,0.78,0.78,0.78,0
9/14/2018 1:50:00 PM,0.78,0.78,0.78,0.78,0
9/14/2018 1:49:00 PM,0.775,0.78,0.775,0.78,150
9/14/2018 1:48:00 PM,0.775,0.775,0.775,0.775,0
9/14/2018 1:47:00 PM,0.7725,0.775,0.7725,0.775,50
9/14/2018 1:46:00 PM,0.78,0.78,0.7725,0.7725,100
9/14/2018 1:45:00 PM,0.78,0.78,0.78,0.78,0
9/14/2018 1:44:00 PM,0.785,0.785,0.78,0.78,4
9/14/2018 1:43:00 PM,0.78,0.785,0.78,0.785,71
9/14/2018 1:42:00 PM,0.755,0.78,0.755,0.78,35
9/14/2018 1:41:00 PM,0.755,0.755,0.755,0.755,0
9/14/2018 1:40:00 PM,0.75,0.755,0.75,0.755,32
9/14/2018 1:39:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 1:38:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 1:37:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 1:36:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 1:35:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 1:34:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 1:33:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 1:32:00 PM,0.7325,0.74,0.7325,0.74,200
9/14/2018 1:31:00 PM,0.7325,0.7325,0.7325,0.7325,0
9/14/2018 1:30:00 PM,0.7325,0.7325,0.7325,0.7325,0
9/14/2018 1:29:00 PM,0.7325,0.7325,0.7325,0.7325,0
9/14/2018 1:28:00 PM,0.7325,0.7325,0.7325,0.7325,0
9/14/2018 1:27:00 PM,0.7325,0.7325,0.7325,0.7325,0
9/14/2018 1:26:00 PM,0.7375,0.7375,0.7325,0.7325,50
9/14/2018 1:25:00 PM,0.72,0.7375,0.72,0.7375,25
9/14/2018 1:24:00 PM,0.72,0.72,0.72,0.72,0
9/14/2018 1:23:00 PM,0.72,0.72,0.72,0.72,0
9/14/2018 1:22:00 PM,0.72,0.72,0.72,0.72,0
9/14/2018 1:21:00 PM,0.72,0.72,0.72,0.72,0
9/14/2018 1:20:00 PM,0.72,0.72,0.72,0.72,0
9/14/2018 1:19:00 PM,0.71,0.72,0.71,0.72,30
9/14/2018 1:18:00 PM,0.71,0.71,0.71,0.71,0
9/14/2018 1:17:00 PM,0.71,0.71,0.71,0.71,0
9/14/2018 1:16:00 PM,0.71,0.71,0.71,0.71,458
9/14/2018 1:15:00 PM,0.71,0.71,0.71,0.71,42
9/14/2018 1:14:00 PM,0.71,0.71,0.71,0.71,0
9/14/2018 1:13:00 PM,0.7,0.71,0.7,0.71,2
9/14/2018 1:12:00 PM,0.7,0.7,0.7,0.7,0
9/14/2018 1:11:00 PM,0.7,0.7,0.7,0.7,0
9/14/2018 1:10:00 PM,0.7,0.7,0.7,0.7,0
9/14/2018 1:09:00 PM,0.7,0.7,0.7,0.7,0
9/14/2018 1:08:00 PM,0.7,0.7,0.7,0.7,5
9/14/2018 1:07:00 PM,0.705,0.705,0.7,0.7,2
9/14/2018 1:06:00 PM,0.705,0.705,0.705,0.705,0
9/14/2018 1:05:00 PM,0.705,0.705,0.705,0.705,0
9/14/2018 1:04:00 PM,0.705,0.705,0.705,0.705,0
9/14/2018 1:03:00 PM,0.705,0.705,0.705,0.705,0
9/14/2018 1:02:00 PM,0.705,0.705,0.705,0.705,0
9/14/2018 1:01:00 PM,0.705,0.71,0.7,0.705,79
9/14/2018 1:00:00 PM,0.7225,0.7225,0.705,0.705,130
9/14/2018 12:59:00 PM,0.745,0.745,0.7225,0.7225,79
9/14/2018 12:58:00 PM,0.74,0.745,0.74,0.745,114
9/14/2018 12:57:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 12:56:00 PM,0.74,0.74,0.74,0.74,18
9/14/2018 12:55:00 PM,0.74,0.74,0.74,0.74,31
9/14/2018 12:54:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 12:53:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 12:52:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 12:51:00 PM,0.75,0.75,0.74,0.74,1
9/14/2018 12:50:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:49:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:48:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:47:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:46:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:45:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:44:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:43:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:42:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:41:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:40:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:39:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:38:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:37:00 PM,0.7675,0.7675,0.75,0.75,1
9/14/2018 12:36:00 PM,0.7675,0.7675,0.7675,0.7675,0
9/14/2018 12:35:00 PM,0.7675,0.7675,0.7675,0.7675,0
9/14/2018 12:34:00 PM,0.7675,0.7675,0.7675,0.7675,0
9/14/2018 12:33:00 PM,0.7675,0.7675,0.7675,0.7675,0
9/14/2018 12:32:00 PM,0.75,0.7675,0.75,0.7675,11
9/14/2018 12:31:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:30:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:29:00 PM,0.75,0.75,0.75,0.75,99
9/14/2018 12:28:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:27:00 PM,0.75,0.75,0.75,0.75,0
9/14/2018 12:26:00 PM,0.74,0.75,0.74,0.75,2
9/14/2018 12:25:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 12:24:00 PM,0.74,0.7425,0.7375,0.74,299
9/14/2018 12:23:00 PM,0.725,0.74,0.725,0.74,7
9/14/2018 12:22:00 PM,0.725,0.725,0.725,0.725,0
9/14/2018 12:21:00 PM,0.725,0.725,0.725,0.725,0
9/14/2018 12:20:00 PM,0.74,0.74,0.725,0.725,1
9/14/2018 12:19:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 12:18:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 12:17:00 PM,0.74,0.74,0.74,0.74,0
9/14/2018 12:16:00 PM,0.745,0.745,0.74,0.74,1
9/14/2018 12:15:00 PM,0.745,0.745,0.745,0.745,0
9/14/2018 12:14:00 PM,0.73,0.745,0.73,0.745,50
9/14/2018 12:13:00 PM,0.73,0.73,0.73,0.73,0
9/14/2018 12:12:00 PM,0.7525,0.7525,0.73,0.73,500
9/14/2018 12:11:00 PM,0.7725,0.7725,0.75,0.7525,8
9/14/2018 12:10:00 PM,0.7725,0.7725,0.7725,0.7725,6
9/14/2018 12:09:00 PM,0.7725,0.7725,0.7725,0.7725,0
9/14/2018 12:08:00 PM,0.7725,0.7725,0.7725,0.7725,0
9/14/2018 12:07:00 PM,0.8,0.8,0.7725,0.7725,1
9/14/2018 12:06:00 PM,0.8,0.8,0.8,0.8,0
9/14/2018 12:05:00 PM,0.8,0.8,0.8,0.8,0
9/14/2018 12:04:00 PM,0.85,0.85,0.8,0.8,51
9/14/2018 12:03:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 12:02:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 12:01:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 12:00:00 PM,0.85,0.85,0.85,0.85,0
9/14/2018 11:59:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:58:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:57:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:56:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:55:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:54:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:53:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:52:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:51:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:50:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:49:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:48:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:47:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:46:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:45:00 AM,0.85,0.85,0.85,0.85,0
9/14/2018 11:44:00 AM,0.8425,0.85,0.8425,0.85,10
9/14/2018 11:43:00 AM,0.8425,0.8425,0.8425,0.8425,0
9/14/2018 11:42:00 AM,0.845,0.845,0.8425,0.8425,4
9/14/2018 11:41:00 AM,0.845,0.845,0.845,0.845,0
9/14/2018 11:40:00 AM,0.845,0.845,0.845,0.845,0
9/14/2018 11:39:00 AM,0.845,0.845,0.845,0.845,0
9/14/2018 11:38:00 AM,0.81,0.845,0.81,0.845,62
9/14/2018 11:37:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:36:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:35:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:34:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:33:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:32:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:31:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:30:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:29:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:28:00 AM,0.81,0.81,0.81,0.81,0
9/14/2018 11:27:00 AM,0.81,0.81,0.81,0.81,1
9/14/2018 11:26:00 AM,0.82,0.82,0.81,0.81,1
9/14/2018 11:25:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:24:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:23:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:22:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:21:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:20:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:19:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:18:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:17:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:16:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:15:00 AM,0.82,0.82,0.82,0.82,0
9/14/2018 11:14:00 AM,0.8075,0.82,0.8075,0.82,10
9/14/2018 11:13:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:12:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:11:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:10:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:09:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:08:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:07:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:06:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:05:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:04:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:03:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:02:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:01:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 11:00:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 10:59:00 AM,0.8075,0.8075,0.8075,0.8075,0
9/14/2018 10:58:00 AM,0.8125,0.8125,0.8075,0.8075,1
9/14/2018 10:57:00 AM,0.8225,0.8225,0.8125,0.8125,25
9/14/2018 10:56:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:55:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:54:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:53:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:52:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:51:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:50:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:49:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:48:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:47:00 AM,0.8225,0.8225,0.8225,0.8225,0
9/14/2018 10:46:00 AM,0.8125,0.8225,0.8125,0.8225,20
9/14/2018 10:45:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:44:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:43:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:42:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:41:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:40:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:39:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:38:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:37:00 AM,0.8125,0.8125,0.8125,0.8125,250
9/14/2018 10:36:00 AM,0.8125,0.8125,0.8125,0.8125,40
9/14/2018 10:35:00 AM,0.8125,0.8125,0.8125,0.8125,0
9/14/2018 10:34:00 AM,0.8225,0.8225,0.8125,0.8125,250
9/14/2018 10:33:00 AM,0.82,0.8225,0.82,0.8225,1
9/14/2018 10:32:00 AM,0.815,0.82,0.815,0.82,250
9/14/2018 10:31:00 AM,0.83,0.83,0.815,0.815,250
9/14/2018 10:30:00 AM,0.83,0.83,0.83,0.83,0
9/14/2018 10:29:00 AM,0.83,0.83,0.83,0.83,0
9/14/2018 10:28:00 AM,0.83,0.83,0.83,0.83,0
9/14/2018 10:27:00 AM,0.83,0.83,0.83,0.83,0
9/14/2018 10:26:00 AM,0.8475,0.8475,0.83,0.83,1
9/14/2018 10:25:00 AM,0.8475,0.8475,0.8475,0.8475,0
