Date,GBPINR18NOVFUT O,GBPINR18NOVFUT H,GBPINR18NOVFUT L,GBPINR18NOVFUT C,GBPINR18NOVFUT V
9/14/2018 10:13:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:12:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:11:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:10:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:09:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:08:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:07:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:06:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:05:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:04:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:03:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:02:00 AM,95.25,95.25,95.2075,95.25,53
9/14/2018 10:01:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 10:00:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:59:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:58:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:57:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:56:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:55:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:54:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:53:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:52:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:51:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:50:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:49:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:48:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:47:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:46:00 AM,95.25,95.25,95.25,95.25,0
9/14/2018 9:45:00 AM,95.245,95.25,95.245,95.25,1
9/14/2018 9:44:00 AM,95.38,95.38,95.245,95.245,1
9/14/2018 9:43:00 AM,95.38,95.38,95.38,95.38,0
9/14/2018 9:42:00 AM,95.38,95.38,95.38,95.38,0
9/14/2018 9:41:00 AM,95.38,95.38,95.38,95.38,0
9/14/2018 9:40:00 AM,95.38,95.38,95.38,95.38,0
9/14/2018 9:39:00 AM,95.38,95.38,95.38,95.38,0
9/14/2018 9:38:00 AM,95.38,95.38,95.38,95.38,0
9/14/2018 9:37:00 AM,95.38,95.38,95.38,95.38,0
9/14/2018 9:36:00 AM,95.38,95.38,95.38,95.38,0
9/14/2018 9:35:00 AM,95.35,95.38,95.35,95.38,5
9/14/2018 9:34:00 AM,95.35,95.35,95.35,95.35,0
9/14/2018 9:33:00 AM,95.35,95.35,95.35,95.35,0
9/14/2018 9:32:00 AM,95.0675,95.35,95.0675,95.35,1
9/14/2018 9:31:00 AM,95.0675,95.0675,95.0675,95.0675,0
9/14/2018 9:30:00 AM,95.0675,95.0675,95.0675,95.0675,0
9/14/2018 9:29:00 AM,95.0675,95.0675,95.0675,95.0675,0
9/14/2018 9:28:00 AM,95.0675,95.0675,95.0675,95.0675,0
9/14/2018 9:27:00 AM,95.0675,95.0675,95.0675,95.0675,0
9/14/2018 9:26:00 AM,95.0675,95.0675,95.0675,95.0675,0
9/14/2018 9:25:00 AM,95.36,95.36,95.0675,95.0675,1
9/14/2018 9:24:00 AM,95.36,95.36,95.36,95.36,0
9/14/2018 9:23:00 AM,95.36,95.36,95.36,95.36,0
9/14/2018 9:22:00 AM,95.36,95.36,95.36,95.36,0
9/14/2018 9:21:00 AM,95.36,95.36,95.36,95.36,0
9/14/2018 9:20:00 AM,95.36,95.36,95.36,95.36,0
9/14/2018 9:19:00 AM,95.2725,95.36,95.2725,95.36,9
9/14/2018 9:18:00 AM,95.2725,95.2725,95.2725,95.2725,0
9/14/2018 9:17:00 AM,95.2725,95.2725,95.2725,95.2725,0
9/14/2018 9:16:00 AM,95.2725,95.2725,95.2725,95.2725,0
9/14/2018 9:15:00 AM,95.2725,95.2725,95.2725,95.2725,0
9/14/2018 9:14:00 AM,95.23,95.2725,95.23,95.2725,6
9/14/2018 9:13:00 AM,95.23,95.23,95.23,95.23,1
9/14/2018 9:12:00 AM,95.23,95.23,95.23,95.23,0
9/14/2018 9:11:00 AM,95.23,95.23,95.23,95.23,0
9/14/2018 9:10:00 AM,95.0325,95.23,95.0325,95.23,1
9/14/2018 9:09:00 AM,95.0325,95.0325,95.0325,95.0325,0
9/14/2018 9:08:00 AM,95.0325,95.0325,95.0325,95.0325,0
9/14/2018 9:07:00 AM,95.0325,95.0325,95.0325,95.0325,0
9/14/2018 9:06:00 AM,95.24,95.24,95.0325,95.0325,4
9/14/2018 9:05:00 AM,95.2,95.24,95.2,95.24,1
9/14/2018 9:04:00 AM,95.03,95.2,95.03,95.2,20
9/14/2018 9:03:00 AM,95.03,95.03,95.03,95.03,0
9/14/2018 9:02:00 AM,95.03,95.03,95.03,95.03,0
9/14/2018 9:01:00 AM,95.36,95.36,95.03,95.03,1
9/14/2018 9:00:00 AM,95.36,95.36,95.36,95.36,8
