Date,ICICIBANK-EQ O,ICICIBANK-EQ H,ICICIBANK-EQ L,ICICIBANK-EQ C,ICICIBANK-EQ V
9/14/2018 9:59:00 AM,325.8,326.1,325.8,326,10179
9/14/2018 9:58:00 AM,325.7,325.8,325.55,325.8,13424
9/14/2018 9:57:00 AM,326.25,326.3,325.6,325.6,27291
9/14/2018 9:56:00 AM,326.2,326.25,325.85,326.25,12986
9/14/2018 9:55:00 AM,325.65,326.15,325.55,326.1,13916
9/14/2018 9:54:00 AM,326.2,326.25,325.5,325.65,33355
9/14/2018 9:53:00 AM,326.4,326.45,326.1,326.2,8495
9/14/2018 9:52:00 AM,326.3,326.7,326.1,326.35,22187
9/14/2018 9:51:00 AM,326.2,326.45,326.1,326.3,14708
9/14/2018 9:50:00 AM,326.25,326.35,325.95,326.15,20074
9/14/2018 9:49:00 AM,326.55,326.55,326.2,326.2,14217
9/14/2018 9:48:00 AM,326.5,326.85,326.5,326.55,12691
9/14/2018 9:47:00 AM,326.5,326.55,326.25,326.55,25135
9/14/2018 9:46:00 AM,326.25,326.5,326.05,326.5,29776
9/14/2018 9:45:00 AM,326.15,326.3,326.05,326.25,23999
9/14/2018 9:44:00 AM,326.4,326.5,326,326.2,50953
9/14/2018 9:43:00 AM,326.6,326.65,326.35,326.4,39974
9/14/2018 9:42:00 AM,326.95,327,326.6,326.6,12657
9/14/2018 9:41:00 AM,327,327.25,326.85,326.95,15128
9/14/2018 9:40:00 AM,327.2,327.2,326.85,327,12936
9/14/2018 9:39:00 AM,327.1,327.2,327,327,10164
9/14/2018 9:38:00 AM,327.1,327.3,327,327.1,17267
9/14/2018 9:37:00 AM,326.65,327,326.5,326.9,23312
9/14/2018 9:36:00 AM,327.05,327.1,326.5,326.65,32133
9/14/2018 9:35:00 AM,327.3,327.5,327,327.05,15661
9/14/2018 9:34:00 AM,327.6,327.6,327.25,327.3,17387
9/14/2018 9:33:00 AM,326.9,327.75,326.9,327.45,39836
9/14/2018 9:32:00 AM,327.7,327.7,326.85,326.9,38158
9/14/2018 9:31:00 AM,327.8,327.95,327.55,327.7,33395
9/14/2018 9:30:00 AM,327.05,327.95,327.05,327.85,37072
9/14/2018 9:29:00 AM,326.95,327.1,326.95,327.05,30962
9/14/2018 9:28:00 AM,326.8,327.05,326.75,326.95,25247
9/14/2018 9:27:00 AM,326.45,327.7,326.45,326.75,62106
9/14/2018 9:26:00 AM,326.05,326.5,326.05,326.4,50836
9/14/2018 9:25:00 AM,326,326.1,325.8,326.1,18997
9/14/2018 9:24:00 AM,326.05,326.3,325.75,325.9,28802
9/14/2018 9:23:00 AM,326.8,326.8,325.45,326.05,80012
9/14/2018 9:22:00 AM,327.25,327.3,326.5,326.8,30136
9/14/2018 9:21:00 AM,326.85,327.25,326.7,327.25,69152
9/14/2018 9:20:00 AM,326.5,327,326.2,326.8,34229
9/14/2018 9:19:00 AM,327.25,327.25,326.4,326.4,57310
9/14/2018 9:18:00 AM,327.55,327.65,327.1,327.25,43972
9/14/2018 9:17:00 AM,327.5,328,327.5,327.7,47591
9/14/2018 9:16:00 AM,328.7,328.7,327.2,327.5,112992
9/14/2018 9:15:00 AM,327.2,329.2,327.1,328.7,302775
