Date,BANKNIFTY18SEP27500CE O,BANKNIFTY18SEP27500CE H,BANKNIFTY18SEP27500CE L,BANKNIFTY18SEP27500CE C,BANKNIFTY18SEP27500CE V
9/11/2018 3:29:00 PM,116.55,117.75,110.1,110.1,12600
9/11/2018 3:28:00 PM,117.65,117.9,115.55,116.55,3600
9/11/2018 3:27:00 PM,117.5,118.65,116.4,117.6,6080
9/11/2018 3:26:00 PM,117,118,116.35,117.5,13000
9/11/2018 3:25:00 PM,117,117.35,115.9,117,8600
9/11/2018 3:24:00 PM,115.6,118.5,115.6,117,9040
9/11/2018 3:23:00 PM,118,118.75,113.9,115.8,16640
9/11/2018 3:22:00 PM,119,120,117.85,118,7400
9/11/2018 3:21:00 PM,118,119.75,117.25,119,10600
9/11/2018 3:20:00 PM,121.9,122.65,117.35,118,8040
9/11/2018 3:19:00 PM,123,123.7,121.05,121.4,12120
9/11/2018 3:18:00 PM,123.05,123.45,121.8,122.8,8800
9/11/2018 3:17:00 PM,122.7,124.45,122,122.05,11480
9/11/2018 3:16:00 PM,121,123,119.45,123,7880
9/11/2018 3:15:00 PM,128.2,128.2,120.6,121.05,9440
9/11/2018 3:14:00 PM,129.75,131.1,127.1,128.2,10440
9/11/2018 3:13:00 PM,130.65,133.5,129.75,129.75,4640
9/11/2018 3:12:00 PM,127,131.35,127,131,7640
9/11/2018 3:11:00 PM,129,129,126,127,12880
9/11/2018 3:10:00 PM,131.85,131.85,128.6,129,8720
9/11/2018 3:09:00 PM,131.95,132,129,131.85,8320
9/11/2018 3:08:00 PM,132.35,134,130.4,131.95,19840
9/11/2018 3:07:00 PM,132,133.1,130.45,132.35,15640
9/11/2018 3:06:00 PM,133.65,135,131.05,133,12360
9/11/2018 3:05:00 PM,132.45,135.45,132.25,135,10440
9/11/2018 3:04:00 PM,136.2,136.2,132.05,134,7880
9/11/2018 3:03:00 PM,135,138,132.95,136,7240
9/11/2018 3:02:00 PM,135.3,137,133.65,135,4840
9/11/2018 3:01:00 PM,132.95,135,130,135,8440
9/11/2018 3:00:00 PM,134.05,134.95,131.15,132.95,8640
9/11/2018 2:59:00 PM,133.15,134.65,130.85,134,9320
9/11/2018 2:58:00 PM,140,141.15,133.45,134.6,10280
9/11/2018 2:57:00 PM,137.75,140.75,135.1,139.75,11080
9/11/2018 2:56:00 PM,141.95,142.2,135.6,137.4,8280
9/11/2018 2:55:00 PM,144.3,145,138.85,141.95,8080
9/11/2018 2:54:00 PM,145.1,145.1,140,144.3,11160
9/11/2018 2:53:00 PM,148.15,148.75,145.05,145.05,8600
9/11/2018 2:52:00 PM,148.15,150.5,146.3,148.5,12440
9/11/2018 2:51:00 PM,149.95,149.95,146,148.3,15360
9/11/2018 2:50:00 PM,152.25,152.6,148.8,149.35,13520
9/11/2018 2:49:00 PM,156.9,156.9,152,152,10520
9/11/2018 2:48:00 PM,161.5,163.05,155.25,157.25,6560
9/11/2018 2:47:00 PM,160.55,162.4,159.1,161.05,7680
9/11/2018 2:46:00 PM,157.5,162.3,155.55,160.55,7600
9/11/2018 2:45:00 PM,151.05,157.85,148.55,156.35,7800
9/11/2018 2:44:00 PM,151.35,154,150,151.05,8760
9/11/2018 2:43:00 PM,150,154.15,150,151.35,5600
9/11/2018 2:42:00 PM,154.4,156.55,146.75,151.7,7120
9/11/2018 2:41:00 PM,152.75,156.45,152.75,154.2,10160
9/11/2018 2:40:00 PM,151.45,153.35,150,152.75,7680
9/11/2018 2:39:00 PM,148.2,153.05,146.65,150.15,8120
9/11/2018 2:38:00 PM,143.15,148.95,143.15,148.2,8920
9/11/2018 2:37:00 PM,150.5,151.7,143.75,144.45,12760
9/11/2018 2:36:00 PM,151.95,152.6,149,151,13200
9/11/2018 2:35:00 PM,152.55,154.25,151,151.45,5680
9/11/2018 2:34:00 PM,155.2,155.7,152.65,153.8,5400
9/11/2018 2:33:00 PM,156,159.2,154.3,154.9,6640
9/11/2018 2:32:00 PM,156,158.15,153.1,155.8,12760
9/11/2018 2:31:00 PM,158.1,159.5,156,156,6960
9/11/2018 2:30:00 PM,156.15,159.2,156,159.2,8080
9/11/2018 2:29:00 PM,154.2,157.8,152.3,156.15,7680
9/11/2018 2:28:00 PM,157.75,158.8,153.15,154.6,11480
9/11/2018 2:27:00 PM,159.9,161.1,157.75,157.75,7000
9/11/2018 2:26:00 PM,159.75,162.7,158.95,159.95,9880
9/11/2018 2:25:00 PM,158.35,160.45,158.15,159.7,7960
9/11/2018 2:24:00 PM,160.15,161.2,157.05,159.4,10640
9/11/2018 2:23:00 PM,159.75,161,156.6,159.2,10200
9/11/2018 2:22:00 PM,161.05,162.7,157.65,159.75,7920
9/11/2018 2:21:00 PM,169.85,169.95,160,161.05,11760
9/11/2018 2:20:00 PM,161.2,169.85,161.2,169.85,9480
9/11/2018 2:19:00 PM,159.85,164.5,159.05,162.65,8480
9/11/2018 2:18:00 PM,156.2,160.1,154.05,159.85,9760
9/11/2018 2:17:00 PM,161.15,161.15,156.1,156.15,15920
9/11/2018 2:16:00 PM,162.4,165.25,161.05,161.2,27880
9/11/2018 2:15:00 PM,169.55,171.9,162.7,162.7,22120
9/11/2018 2:14:00 PM,179.1,180.35,169.95,170.6,13560
9/11/2018 2:13:00 PM,182.8,182.8,178.75,179.5,13080
9/11/2018 2:12:00 PM,185,187.5,182.8,182.8,4200
9/11/2018 2:11:00 PM,181.75,186,181.35,184.8,5320
9/11/2018 2:10:00 PM,183.3,185,180.85,181.75,3160
9/11/2018 2:09:00 PM,187.55,187.55,182.05,182.05,6240
9/11/2018 2:08:00 PM,188.9,189.9,185.4,187.55,5680
9/11/2018 2:07:00 PM,192.75,193.15,188.35,188.9,5120
9/11/2018 2:06:00 PM,196,197.25,193.95,194,4160
9/11/2018 2:05:00 PM,198.25,199.1,194.7,196.25,3120
9/11/2018 2:04:00 PM,198.7,200.45,198.25,198.25,3440
9/11/2018 2:03:00 PM,197,199.05,196.25,198.7,7560
9/11/2018 2:02:00 PM,194.5,196.3,192.65,196.3,1760
9/11/2018 2:01:00 PM,194.1,197.1,192.15,194.5,3760
9/11/2018 2:00:00 PM,199.8,202.15,190.55,192.85,5840
9/11/2018 1:59:00 PM,208.35,208.35,198,200.3,4400
9/11/2018 1:58:00 PM,211,211.8,205.55,208.35,1800
9/11/2018 1:57:00 PM,213.1,214.05,209.1,209.1,3160
9/11/2018 1:56:00 PM,208.5,216.25,206.1,213.1,6000
9/11/2018 1:55:00 PM,207.35,209.3,204.05,208.5,3280
9/11/2018 1:54:00 PM,212,212.75,207.35,207.35,3560
9/11/2018 1:53:00 PM,210.55,213.9,209.2,212,3160
9/11/2018 1:52:00 PM,203.9,212.2,203.9,211.95,4000
9/11/2018 1:51:00 PM,214,214.15,200.25,206.3,8960
9/11/2018 1:50:00 PM,210.85,216.7,209.7,214,5080
9/11/2018 1:49:00 PM,229.45,231.15,212,212.95,8080
9/11/2018 1:48:00 PM,232,237.5,227.5,228.45,2640
9/11/2018 1:47:00 PM,231.85,236.1,230,232,4840
9/11/2018 1:46:00 PM,247.5,247.5,226.6,232.5,8880
9/11/2018 1:45:00 PM,256.25,256.25,246,246,2720
9/11/2018 1:44:00 PM,252.05,257.15,252.05,256.25,400
9/11/2018 1:43:00 PM,256.45,256.45,252.05,252.05,240
9/11/2018 1:42:00 PM,259.7,260,256.45,256.45,400
9/11/2018 1:41:00 PM,264.7,264.7,257.5,259.7,520
9/11/2018 1:40:00 PM,268.95,268.95,263.3,264.7,1000
9/11/2018 1:39:00 PM,264.5,271.25,264.5,268.95,840
9/11/2018 1:38:00 PM,265.5,266,264.1,264.5,840
9/11/2018 1:37:00 PM,263.4,265.5,263.2,265.5,440
9/11/2018 1:36:00 PM,267.4,267.4,262.95,263.4,1080
9/11/2018 1:35:00 PM,258.45,267.4,258.45,267.4,6800
9/11/2018 1:34:00 PM,256.7,259.45,256.7,258.45,960
9/11/2018 1:33:00 PM,254.95,257,253.5,256.7,1400
9/11/2018 1:32:00 PM,249,254.95,249,254.95,1240
9/11/2018 1:31:00 PM,250,251.55,247.45,249,4400
9/11/2018 1:30:00 PM,254.5,255.6,251,251.95,760
9/11/2018 1:29:00 PM,251.6,254.5,251.6,254.5,320
