Date,BANKNIFTY12SEP1827400CE O,BANKNIFTY12SEP1827400CE H,BANKNIFTY12SEP1827400CE L,BANKNIFTY12SEP1827400CE C,BANKNIFTY12SEP1827400CE V
9/11/2018 3:29:00 PM,4.45,4.65,4,4.55,54960
9/11/2018 3:28:00 PM,4.8,4.8,4.4,4.5,78840
9/11/2018 3:27:00 PM,4.85,4.95,4.6,4.8,90200
9/11/2018 3:26:00 PM,4.4,4.9,4.4,4.85,114640
9/11/2018 3:25:00 PM,4.6,4.65,4.35,4.4,138960
9/11/2018 3:24:00 PM,4.65,4.65,4.4,4.5,91400
9/11/2018 3:23:00 PM,4.45,4.5,4.15,4.5,157120
9/11/2018 3:22:00 PM,4.4,4.45,4.25,4.45,106400
9/11/2018 3:21:00 PM,4.35,4.5,4.25,4.35,147240
9/11/2018 3:20:00 PM,4.7,4.7,4.25,4.3,174200
9/11/2018 3:19:00 PM,4.65,4.8,4.6,4.7,113800
9/11/2018 3:18:00 PM,4.7,4.8,4.55,4.7,136760
9/11/2018 3:17:00 PM,4.85,5.05,4.6,4.75,135760
9/11/2018 3:16:00 PM,4.8,5.05,4.8,4.9,195800
9/11/2018 3:15:00 PM,5.2,5.3,4.75,4.9,143680
9/11/2018 3:14:00 PM,5.25,5.35,4.9,5.25,117360
9/11/2018 3:13:00 PM,5.15,5.6,5.1,5.3,132240
9/11/2018 3:12:00 PM,4.85,5.35,4.85,5.2,121080
9/11/2018 3:11:00 PM,5.1,5.2,4.75,4.95,147000
9/11/2018 3:10:00 PM,5.2,5.45,5.1,5.1,125000
9/11/2018 3:09:00 PM,5.1,5.3,4.85,5.3,149920
9/11/2018 3:08:00 PM,5.05,5.25,5.05,5.1,169320
9/11/2018 3:07:00 PM,5.15,5.3,5,5,134000
9/11/2018 3:06:00 PM,5.3,5.55,5.1,5.3,166160
9/11/2018 3:05:00 PM,5.8,6,5.3,5.35,144640
9/11/2018 3:04:00 PM,6.3,6.3,5.9,5.95,103240
9/11/2018 3:03:00 PM,6.5,6.7,6.15,6.3,123920
9/11/2018 3:02:00 PM,6.2,6.7,6.05,6.65,176600
9/11/2018 3:01:00 PM,5.7,6.4,5.5,6.4,163880
9/11/2018 3:00:00 PM,6,6.05,5.5,5.8,174600
9/11/2018 2:59:00 PM,5.95,6.05,5.65,5.95,182880
9/11/2018 2:58:00 PM,6.55,6.55,5.95,5.95,186000
9/11/2018 2:57:00 PM,6.2,6.55,5.9,6.5,169360
9/11/2018 2:56:00 PM,6.35,6.7,5.85,6.2,142120
9/11/2018 2:55:00 PM,7.05,7.3,6.1,6.35,148320
9/11/2018 2:54:00 PM,7.15,7.45,6.85,7.05,180040
9/11/2018 2:53:00 PM,7.85,7.9,7.15,7.15,108600
9/11/2018 2:52:00 PM,7.95,8.1,7.45,8,107440
9/11/2018 2:51:00 PM,7.85,7.95,7.25,7.9,129320
9/11/2018 2:50:00 PM,8.2,8.4,7.75,7.9,118120
9/11/2018 2:49:00 PM,9.05,9.05,8.2,8.25,158480
9/11/2018 2:48:00 PM,9.75,9.95,8.65,9.1,94040
9/11/2018 2:47:00 PM,9.85,9.85,9,9.75,157080
9/11/2018 2:46:00 PM,8.8,9.9,8.7,9.9,155480
9/11/2018 2:45:00 PM,8.1,9.2,7.65,8.9,173200
9/11/2018 2:44:00 PM,8.6,9,8.15,8.2,114920
9/11/2018 2:43:00 PM,8.2,9.2,8.2,8.7,100080
9/11/2018 2:42:00 PM,8.95,9.15,8.2,8.45,136360
9/11/2018 2:41:00 PM,9.2,9.6,8.9,8.9,114080
9/11/2018 2:40:00 PM,8.9,9.4,8.75,9.1,147560
9/11/2018 2:39:00 PM,8.5,9.3,8.45,8.9,159800
9/11/2018 2:38:00 PM,7.95,8.6,7.95,8.6,182480
9/11/2018 2:37:00 PM,9.25,9.25,7.7,7.9,186720
9/11/2018 2:36:00 PM,9,9.4,8.7,9.2,140920
9/11/2018 2:35:00 PM,9.05,9.55,8.6,8.95,188760
9/11/2018 2:34:00 PM,9.9,9.9,8.9,9.25,185520
9/11/2018 2:33:00 PM,10.15,10.8,9.65,9.65,138600
9/11/2018 2:32:00 PM,10.3,10.3,9.35,10.05,200280
9/11/2018 2:31:00 PM,11.75,11.75,10.1,10.2,185960
9/11/2018 2:30:00 PM,11.75,11.85,11.3,11.55,137640
9/11/2018 2:29:00 PM,11,11.8,10.85,11.5,167520
9/11/2018 2:28:00 PM,12.85,13.25,11.1,11.1,189040
9/11/2018 2:27:00 PM,14.25,14.5,12.75,12.75,110560
9/11/2018 2:26:00 PM,14.2,15,13.85,14.1,123360
9/11/2018 2:25:00 PM,13.5,14.45,13.4,14.15,133160
9/11/2018 2:24:00 PM,13.55,14.4,13.25,13.45,158680
9/11/2018 2:23:00 PM,13.65,14,12.5,13.8,218240
9/11/2018 2:22:00 PM,12.8,14,12.7,13.5,218680
9/11/2018 2:21:00 PM,16.55,16.55,13.15,13.45,193200
9/11/2018 2:20:00 PM,15.65,16.8,15.65,16.3,137320
9/11/2018 2:19:00 PM,16.25,16.55,15.7,15.75,100640
9/11/2018 2:18:00 PM,13.95,16.35,13.75,16.35,226880
9/11/2018 2:17:00 PM,14.45,14.85,13.75,14.05,233800
9/11/2018 2:16:00 PM,14.55,15.55,14.5,14.6,196680
9/11/2018 2:15:00 PM,15.65,15.95,14.7,14.85,166680
9/11/2018 2:14:00 PM,18.25,18.35,14.5,15.4,197720
9/11/2018 2:13:00 PM,18.1,18.45,16.65,18.1,151000
9/11/2018 2:12:00 PM,19.4,19.7,18.2,18.2,91240
9/11/2018 2:11:00 PM,18.05,19.35,17.85,19.35,87400
9/11/2018 2:10:00 PM,17.25,18.1,16.6,18.05,177800
9/11/2018 2:09:00 PM,19.35,19.35,16.8,17.05,239720
9/11/2018 2:08:00 PM,20.1,20.4,18.45,19.25,181320
9/11/2018 2:07:00 PM,22,22.25,19.75,20.2,184560
9/11/2018 2:06:00 PM,23.4,24.35,22.25,22.6,106920
9/11/2018 2:05:00 PM,23.4,24.5,22.55,23.25,126000
9/11/2018 2:04:00 PM,24.45,25.55,23.4,23.4,157440
9/11/2018 2:03:00 PM,23.5,24.8,23.3,24.2,221880
9/11/2018 2:02:00 PM,23.45,24.05,22,23.25,176000
