Date,BANKNIFTY19SEP1827200CE O,BANKNIFTY19SEP1827200CE H,BANKNIFTY19SEP1827200CE L,BANKNIFTY19SEP1827200CE C,BANKNIFTY19SEP1827200CE V
9/11/2018 3:29:00 PM,92.25,100,91.7,91.7,14800
9/11/2018 3:28:00 PM,92,94,91.65,92.25,4320
9/11/2018 3:27:00 PM,94,94.8,92,92,5280
9/11/2018 3:26:00 PM,94,94.3,91.9,94,3240
9/11/2018 3:25:00 PM,91.5,94,89.3,94,12120
9/11/2018 3:24:00 PM,90.6,93.9,90.25,91.25,14040
9/11/2018 3:23:00 PM,95.85,96.25,89.9,90.55,21560
9/11/2018 3:22:00 PM,96.85,98.5,95.45,96.4,6120
9/11/2018 3:21:00 PM,96.7,97.95,95.1,96.85,2800
9/11/2018 3:20:00 PM,103.25,103.3,95,96.7,6360
9/11/2018 3:19:00 PM,101.6,103.95,100,103.05,4240
9/11/2018 3:18:00 PM,101.35,102.5,100,101.6,1680
9/11/2018 3:17:00 PM,99,101.5,98,100.95,6360
9/11/2018 3:16:00 PM,95.55,99,94.2,99,3320
9/11/2018 3:15:00 PM,103.35,103.75,95.5,95.55,5400
9/11/2018 3:14:00 PM,108.3,108.7,103,103.35,6200
9/11/2018 3:13:00 PM,110.3,112,107.4,108.3,8680
9/11/2018 3:12:00 PM,101.85,111.5,101.85,110.3,10560
9/11/2018 3:11:00 PM,107.15,107.15,101.6,101.85,3800
9/11/2018 3:10:00 PM,111.1,111.9,106,106,8400
9/11/2018 3:09:00 PM,108.6,111.1,107,111.1,6360
9/11/2018 3:08:00 PM,107.65,111.3,106.2,108.9,5000
9/11/2018 3:07:00 PM,112.45,112.45,104.25,107.65,7000
9/11/2018 3:06:00 PM,111.7,114.3,109.75,112.45,5800
9/11/2018 3:05:00 PM,111.8,113.9,110.9,112.7,2880
9/11/2018 3:04:00 PM,115.85,115.85,111,111.8,4360
9/11/2018 3:03:00 PM,115.75,119.25,113.4,116.3,5600
9/11/2018 3:02:00 PM,112.8,115.1,109.55,114.65,7000
9/11/2018 3:01:00 PM,103.25,113,102,112.8,4800
9/11/2018 3:00:00 PM,104.15,107.05,100.9,104.7,5160
9/11/2018 2:59:00 PM,106.7,108.25,103.3,103.85,7480
9/11/2018 2:58:00 PM,118.5,118.5,108.4,108.4,5480
9/11/2018 2:57:00 PM,116,118.5,112.8,118.5,3520
