Date,BANKNIFTY19SEP1827200PE O,BANKNIFTY19SEP1827200PE H,BANKNIFTY19SEP1827200PE L,BANKNIFTY19SEP1827200PE C,BANKNIFTY19SEP1827200PE V
9/11/2018 3:29:00 PM,403.95,403.95,400,400,840
9/11/2018 3:28:00 PM,399,404.15,397.15,403.95,1640
9/11/2018 3:27:00 PM,394.95,400.7,393.35,399,1280
9/11/2018 3:26:00 PM,398.45,398.45,394.95,394.95,520
9/11/2018 3:25:00 PM,396.2,398.45,393.6,398.45,1880
9/11/2018 3:24:00 PM,404.2,404.2,394.9,396.2,920
9/11/2018 3:23:00 PM,398.45,414.5,396.9,404.2,1400
9/11/2018 3:22:00 PM,402.95,403.15,397.55,397.55,2440
9/11/2018 3:21:00 PM,404.95,406.05,399.9,402.95,1480
9/11/2018 3:20:00 PM,388.1,404.95,387.5,404.95,3800
9/11/2018 3:19:00 PM,388.45,391.75,384.7,387.55,2080
9/11/2018 3:18:00 PM,391.5,391.5,388.45,388.45,760
9/11/2018 3:17:00 PM,395.95,396.9,390.95,391.5,2320
9/11/2018 3:16:00 PM,399.85,405.4,395.85,395.95,2680
9/11/2018 3:15:00 PM,379.65,397.1,379.65,397.1,2000
9/11/2018 3:14:00 PM,378.2,383.4,374.75,379.65,1560
9/11/2018 3:13:00 PM,380.35,382.25,372,377.55,3960
9/11/2018 3:12:00 PM,391.35,391.35,379.8,380.35,4160
9/11/2018 3:11:00 PM,381.2,391.35,381.2,391.35,800
9/11/2018 3:10:00 PM,380.35,384.3,373.25,381.2,4400
9/11/2018 3:09:00 PM,381.05,386.15,381.05,383.3,1160
9/11/2018 3:08:00 PM,385.85,385.85,376.15,381.05,800
9/11/2018 3:07:00 PM,378.15,387.25,378.15,379.45,2200
9/11/2018 3:06:00 PM,379.5,380.25,371.6,377.65,2000
9/11/2018 3:05:00 PM,372.75,379.5,370.7,379.5,240
9/11/2018 3:04:00 PM,362.3,371.85,362.3,370.05,2120
9/11/2018 3:03:00 PM,360.7,363.15,357.65,362.2,3480
9/11/2018 3:02:00 PM,371.55,371.55,357.4,361.45,4200
9/11/2018 3:01:00 PM,381.2,386.95,371.5,371.55,1600
9/11/2018 3:00:00 PM,377,385.4,377,381.2,360
