Date,BANKNIFTY06SEP1827100PE O,BANKNIFTY06SEP1827100PE H,BANKNIFTY06SEP1827100PE L,BANKNIFTY06SEP1827100PE C,BANKNIFTY06SEP1827100PE V
9/6/2018 3:15:00 PM,0.1,0.1,0.05,0.05,206680
9/6/2018 2:15:00 PM,0.45,0.5,0.05,0.1,2392000
9/6/2018 1:15:00 PM,1.55,2.15,0.4,0.45,5853560
9/6/2018 12:15:00 PM,1.2,3.5,0.85,1.55,5765080
9/6/2018 11:15:00 AM,0.85,1.75,0.85,1.2,3061920
9/6/2018 10:15:00 AM,1.65,1.9,0.75,0.85,2560200
9/6/2018 9:15:00 AM,3.25,5.8,1.05,1.65,7014200
9/5/2018 3:15:00 PM,14.25,14.8,10.8,11.6,999120
9/5/2018 2:15:00 PM,53.75,53.8,12.75,14.1,5199440
9/5/2018 1:15:00 PM,38.75,57.9,35.4,53.75,2607440
9/5/2018 12:15:00 PM,33.15,57.85,31,38.85,4075720
9/5/2018 11:15:00 AM,19.6,35.6,18.55,33.2,2473920
9/5/2018 10:15:00 AM,19.65,24.35,16.35,19.65,1054600
9/5/2018 9:15:00 AM,24.5,30.85,13.95,19.6,2842280
9/4/2018 3:15:00 PM,26.3,27.25,18.65,24.05,399160
9/4/2018 2:15:00 PM,18.8,40.8,17.3,26.65,1755760
9/4/2018 1:15:00 PM,7.9,19.75,7.5,18.8,854160
9/4/2018 12:15:00 PM,8.25,9.4,6.2,7.9,415080
9/4/2018 11:15:00 AM,8.65,9.15,6.35,8.25,262960
9/4/2018 10:15:00 AM,9,10.85,7.8,8.65,298080
9/4/2018 9:15:00 AM,5.05,13.75,3.95,9,593720
9/3/2018 3:15:00 PM,6.7,7.6,6.35,6.95,97960
9/3/2018 2:15:00 PM,4.7,7,4.35,6.7,157920
9/3/2018 1:15:00 PM,4.6,5.05,4.45,4.7,39800
9/3/2018 12:15:00 PM,4.7,4.95,4.35,4.6,22960
9/3/2018 11:15:00 AM,4.4,5.15,4.15,4.7,42440
9/3/2018 10:15:00 AM,4.55,4.6,4.15,4.4,32160
9/3/2018 9:15:00 AM,4.05,8.25,4,4.55,130520
8/31/2018 3:15:00 PM,7.15,7.2,6.15,6.9,42200
8/31/2018 2:15:00 PM,7,7.4,6.5,7.15,89640
8/31/2018 1:15:00 PM,6.9,7,6.3,7,44800
8/31/2018 12:15:00 PM,6.8,7.45,6.35,6.9,35840
8/31/2018 11:15:00 AM,7.8,8.4,6.3,6.8,63760
8/31/2018 10:15:00 AM,5.95,8.45,5.75,7.8,64640
8/31/2018 9:15:00 AM,7.4,9.3,5.75,5.95,116400
8/30/2018 3:15:00 PM,9.95,10,8.25,8.4,17600
8/30/2018 2:15:00 PM,11.85,12.5,9.6,9.95,27400
8/30/2018 1:15:00 PM,12.05,12.6,10.8,11.85,10200
8/30/2018 12:15:00 PM,11.05,12.5,10.15,12.05,12680
8/30/2018 11:15:00 AM,11.55,12,11,11.05,5280
8/30/2018 10:15:00 AM,13.9,13.9,11.5,11.55,9560
8/30/2018 9:15:00 AM,2,14.9,2,13.9,13840
8/29/2018 3:15:00 PM,13.1,15.8,10,10,1560
8/29/2018 2:15:00 PM,11.25,14,10.25,13.1,560
8/29/2018 1:15:00 PM,11,12.8,11,11.25,560
8/29/2018 12:15:00 PM,12.1,12.5,11,11,120
8/29/2018 11:15:00 AM,13,13.25,12.1,12.1,120
8/29/2018 10:15:00 AM,10.2,13,10.2,13,360
8/28/2018 3:15:00 PM,13.95,15,13.95,15,160
8/28/2018 2:15:00 PM,13.65,15.1,11.55,13.95,880
8/28/2018 1:15:00 PM,13.75,13.8,13.65,13.65,160
8/28/2018 12:15:00 PM,11.3,13.85,11.3,13.75,280
8/28/2018 11:15:00 AM,13.3,13.3,11.3,11.3,80
8/28/2018 10:15:00 AM,10.35,14.95,10.35,13.3,1120
8/28/2018 9:15:00 AM,11,15,10.35,10.35,560
8/27/2018 3:15:00 PM,12.65,13.55,11.1,11.15,400
8/27/2018 2:15:00 PM,12.3,12.8,10.75,12.65,800
8/27/2018 1:15:00 PM,9.4,13.25,9.4,12.3,680
8/27/2018 12:15:00 PM,12,12,9.35,9.4,200
8/27/2018 11:15:00 AM,12,12,12,12,0
8/27/2018 10:15:00 AM,10,12,10,12,200
8/27/2018 9:15:00 AM,21,21,8.5,10,560
8/24/2018 3:15:00 PM,45,45,32.95,32.95,40
8/24/2018 2:15:00 PM,45,45,45,45,0
8/24/2018 1:15:00 PM,45,45,45,45,0
8/24/2018 12:15:00 PM,45,45,45,45,40
