Date,BANKNIFTY06SEP1828400PE O,BANKNIFTY06SEP1828400PE H,BANKNIFTY06SEP1828400PE L,BANKNIFTY06SEP1828400PE C,BANKNIFTY06SEP1828400PE V
9/6/2018 3:15:00 PM,900,929,900,920,2880
9/6/2018 2:15:00 PM,960,960,851.1,900,3440
9/6/2018 1:15:00 PM,1063.95,1074,920,960,1840
9/6/2018 12:15:00 PM,987.75,1095,980,1063.95,4880
9/6/2018 11:15:00 AM,938.85,1009.15,938.85,987.75,1280
9/6/2018 10:15:00 AM,935,958,935,938.85,520
9/6/2018 9:15:00 AM,973.1,1015.85,914.55,935,880
9/5/2018 3:15:00 PM,950,950,950,950,0
9/5/2018 2:15:00 PM,1108.45,1143,950,950,320
9/5/2018 1:15:00 PM,1108.45,1108.45,1108.45,1108.45,0
9/5/2018 12:15:00 PM,1092,1181.2,1080,1108.45,3640
9/5/2018 11:15:00 AM,967.7,1092,967.7,1092,1880
9/5/2018 10:15:00 AM,930.15,967.7,930.15,967.7,600
9/5/2018 9:15:00 AM,859.95,976.55,853.3,930.15,5280
9/4/2018 3:15:00 PM,873.15,873.15,828.7,845,2000
9/4/2018 2:15:00 PM,822.8,904.75,814.6,873.15,4000
9/4/2018 1:15:00 PM,700.3,822.8,700.3,822.8,4240
9/4/2018 12:15:00 PM,656.7,721.5,620,700.3,2720
9/4/2018 11:15:00 AM,683.95,691.95,650,656.7,1720
9/4/2018 10:15:00 AM,680.65,713.6,662.35,683.95,4480
9/4/2018 9:15:00 AM,485.45,699,450,680.65,15200
9/3/2018 3:15:00 PM,454.55,504.75,449,502.1,24760
9/3/2018 2:15:00 PM,348.4,457.45,332.45,454.55,25040
9/3/2018 1:15:00 PM,325.1,354,320,348.4,14120
9/3/2018 12:15:00 PM,311.7,338.55,308.8,325.1,10560
9/3/2018 11:15:00 AM,311.55,322,292.8,311.7,11440
9/3/2018 10:15:00 AM,322.9,328.9,305,311.55,7880
9/3/2018 9:15:00 AM,292.75,362,257.6,322.9,53400
8/31/2018 3:15:00 PM,298,312,294.35,301.25,15160
8/31/2018 2:15:00 PM,319.35,344,291,298,17640
8/31/2018 1:15:00 PM,344.55,353.3,297.65,319.35,14640
8/31/2018 12:15:00 PM,355,362.5,332.05,344.55,8600
8/31/2018 11:15:00 AM,367,379.7,334,355,8160
8/31/2018 10:15:00 AM,287.55,384.15,287.55,367,41680
8/31/2018 9:15:00 AM,356.85,356.85,250,287.55,82120
8/30/2018 3:15:00 PM,290,300.65,285.75,298.8,15160
8/30/2018 2:15:00 PM,355.35,376.95,284.5,290,18440
8/30/2018 1:15:00 PM,359.75,370.5,326.5,357.45,15840
8/30/2018 12:15:00 PM,316.55,370.65,289.9,359.75,10240
8/30/2018 11:15:00 AM,331.15,336.05,315,316.55,7720
8/30/2018 10:15:00 AM,347.55,347.55,322.55,331.15,14840
8/30/2018 9:15:00 AM,276.15,362.6,273.2,347.55,45400
8/29/2018 3:15:00 PM,253.95,267.25,249.1,252.75,9040
8/29/2018 2:15:00 PM,218.6,281.45,180.95,253.95,32520
8/29/2018 1:15:00 PM,225.15,240,206.7,218.6,5920
8/29/2018 12:15:00 PM,226,236.4,216.5,225.15,2360
8/29/2018 11:15:00 AM,222.45,240.3,218.5,226,6080
8/29/2018 10:15:00 AM,237.3,237.75,203.25,222.45,13280
8/29/2018 9:15:00 AM,264.3,280,210.9,237.3,19160
8/28/2018 3:15:00 PM,230,234.9,218.55,232,6480
8/28/2018 2:15:00 PM,298.65,319.45,230.6,230.6,8520
8/28/2018 1:15:00 PM,300.5,321.3,296,298.65,2560
8/28/2018 12:15:00 PM,303.95,305.35,282.55,300.5,720
8/28/2018 11:15:00 AM,264.6,303.95,262,303.95,2080
8/28/2018 10:15:00 AM,292.8,301.65,253.3,264.6,2720
8/28/2018 9:15:00 AM,201.1,313.4,193.85,292.8,10480
8/27/2018 3:15:00 PM,257.3,263.15,241.1,252.2,1680
8/27/2018 2:15:00 PM,280.75,280.75,256.65,257.3,1520
8/27/2018 1:15:00 PM,260,280.75,255,280.75,1160
8/27/2018 12:15:00 PM,275.85,275.85,275.85,275.85,0
8/27/2018 11:15:00 AM,274.55,275.85,274.55,275.85,80
8/27/2018 10:15:00 AM,295,295,274.55,274.55,360
8/27/2018 9:15:00 AM,295,295,295,295,40
8/24/2018 3:15:00 PM,503.7,503.7,503.7,503.7,0
8/24/2018 2:15:00 PM,503.7,503.7,503.7,503.7,0
8/24/2018 1:15:00 PM,503.7,503.7,503.7,503.7,0
8/24/2018 12:15:00 PM,503.7,503.7,503.7,503.7,0
8/24/2018 11:15:00 AM,447.6,503.7,447.6,503.7,40
8/24/2018 10:15:00 AM,447.6,447.6,447.6,447.6,40
